model,scope,label,layer,valid,undefined,mean,q25,median,q75
llava_1_5_7b,all,HALL,22,3487,0,0.07783057886473453,0.03970100568342926,0.05144856655408211,0.07548968938236414
llava_1_5_7b,all,HALL,23,3487,0,0.1340832879646525,0.07716089574954954,0.0977363856666646,0.1311900984213528
llava_1_5_7b,all,HALL,24,3487,0,0.11317369916914906,0.062747946986552,0.08077823445034613,0.11066646930516333
llava_1_5_7b,all,HALL,25,3487,0,0.06514544344964718,0.03452658727800802,0.04483490179138406,0.06591797942145061
llava_1_5_7b,all,HALL,26,3487,0,0.03323950459220365,0.0190193492088018,0.02529277846307113,0.03491145944664781
llava_1_5_7b,all,HALL,27,3487,0,0.12167915823304462,0.08057086844744102,0.09870036657629234,0.1284660749079194
llava_1_5_7b,all,HALL,28,3487,0,0.059019343771986844,0.033161891876947944,0.04219614029241105,0.06402512767972282
llava_1_5_7b,all,HALL,29,3487,0,0.0675592594531022,0.03418153856472913,0.04344342184800004,0.0649373606767284
llava_1_5_7b,all,HALL,30,3487,0,0.0978580413613436,0.06726240489003342,0.08229441244711543,0.10407225260595707
llava_1_5_7b,all,HALL,31,3487,0,0.20001713650802933,0.10105244591126603,0.16250898086836615,0.21250716511585227
llava_1_5_7b,all,HALL,32,3487,0,0.5285378363733032,0.3296330188465896,0.4058619088408622,0.5435204615831659
llava_1_5_7b,train,REAL,1,9539,0,0.08797098821712764,0.03315492823387363,0.06559479534626007,0.12180967840055625
llava_1_5_7b,train,REAL,2,9539,0,0.14606502591676726,0.045849301946108714,0.10419650636613369,0.22463913904502988
llava_1_5_7b,train,REAL,3,9539,0,0.2738216498155055,0.0635799798365871,0.18370580126841862,0.45022574758955414
llava_1_5_7b,train,REAL,4,9539,0,0.2040355237221112,0.05713395809144978,0.1434054977514527,0.28928862530738114
llava_1_5_7b,train,REAL,5,9539,0,0.2522883423688097,0.08117382121041716,0.19279292286855393,0.39243015543158566
llava_1_5_7b,train,REAL,6,9539,0,0.2743210107483094,0.0910319490858424,0.2225613915361464,0.4178408501669765
llava_1_5_7b,train,REAL,7,9539,0,0.2186695693251154,0.10012434924244451,0.19229197626312575,0.29933306366438045
llava_1_5_7b,train,REAL,8,9539,0,0.2908351592877141,0.10863637319131819,0.23297977505717427,0.424499366308252
llava_1_5_7b,train,REAL,9,9539,0,0.3306064459292574,0.14127259608476936,0.29788274069627124,0.5004566192626954
llava_1_5_7b,train,REAL,10,9539,0,0.36142324110932206,0.14060430250249867,0.3048739640249146,0.5470991681729045
llava_1_5_7b,train,REAL,11,9539,0,0.5058823614047219,0.20224706306136353,0.4136738107850154,0.7426539352163672
llava_1_5_7b,train,REAL,12,9539,0,0.37321718460978826,0.17014588492671273,0.3151462750509381,0.5610830262303352
llava_1_5_7b,train,REAL,13,9539,0,0.3909283407919802,0.18057872801000485,0.3347106911242008,0.5714027181267738
llava_1_5_7b,train,REAL,14,9539,0,0.3990320603597391,0.17519661003285697,0.3405715018295898,0.6035352743097714
llava_1_5_7b,train,REAL,15,9539,0,0.4833801996606679,0.19814063783269376,0.39183374502075213,0.6981177317599456
llava_1_5_7b,train,REAL,16,9539,0,0.6238188892848858,0.23959966495265977,0.4952672100315491,0.9153163929780325
