model,scope,label,layer,valid,undefined,mean,q25,median,q75
llava_1_5_7b,test,HALL,11,333,0,0.19951320654043378,0.12600454080709686,0.14642473602495892,0.18839781201865163
llava_1_5_7b,test,HALL,12,333,0,0.1653820266940105,0.11651123941410332,0.13551450234435097,0.17036632978771296
llava_1_5_7b,test,HALL,13,333,0,0.184664929058979,0.12666709754494546,0.15005040742952616,0.18142991797490554
llava_1_5_7b,test,HALL,14,333,0,0.17539574458068616,0.1136020019184798,0.13762149551794642,0.1753768814431334
llava_1_5_7b,test,HALL,15,333,0,0.18997321221042449,0.12635859459277993,0.1504133301655906,0.19672013579507952
llava_1_5_7b,test,HALL,16,333,0,0.24329465523149513,0.15868414875215173,0.19116493752498373,0.2357126361513067
llava_1_5_7b,test,HALL,17,333,0,0.2306681156180141,0.1326563014610581,0.17095288826524102,0.21402439131721188
llava_1_5_7b,test,HALL,18,333,0,0.13584979264186162,0.08073457781574689,0.09444609600346708,0.12278562788428231
llava_1_5_7b,test,HALL,19,333,0,0.15001682007029657,0.08168243805877864,0.10339760422733996,0.13904748202805392
llava_1_5_7b,test,HALL,20,333,0,0.17068823269712946,0.10640946147296662,0.124651350911192,0.16350840736311256
llava_1_5_7b,test,HALL,21,333,0,0.1358175260432253,0.06895015044978613,0.09175219962818791,0.12695151232441682
llava_1_5_7b,test,HALL,22,333,0,0.07577893771206436,0.0381758124866922,0.05079165632493533,0.07163874185030379
llava_1_5_7b,test,HALL,23,333,0,0.131338526519851,0.0761141899055663,0.09808171097374259,0.12509219119304113
llava_1_5_7b,test,HALL,24,333,0,0.11189581179125346,0.06151999144624638,0.07767236541047783,0.10954168623858043
llava_1_5_7b,test,HALL,25,333,0,0.06686188162768539,0.03512194312934298,0.04493089123986595,0.06484594489447773
llava_1_5_7b,test,HALL,26,333,0,0.03288650185479357,0.019467646383369962,0.02459445160958439,0.0355242935756612
llava_1_5_7b,test,HALL,27,333,0,0.11716357588736846,0.07944956367314064,0.09633419553146642,0.1168597277009678
llava_1_5_7b,test,HALL,28,333,0,0.056931233742040115,0.03343125666045429,0.04156124662032959,0.06058140031409839
llava_1_5_7b,test,HALL,29,333,0,0.06696487461514486,0.03386166402462708,0.042984953901561145,0.06117271925525173
llava_1_5_7b,test,HALL,30,333,0,0.098527333309442,0.06401285523845052,0.07952761394646612,0.09937061067601596
llava_1_5_7b,test,HALL,31,333,0,0.19947088893938006,0.09938024488600114,0.15354941347859016,0.2000534138294743
llava_1_5_7b,test,HALL,32,333,0,0.521650565958174,0.3282697120060523,0.40007430275507044,0.5251206617802382
