model,variant,champion,candidate,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
qwen3_vl_8b,true_rms/visual,False,21,0.8962104683195592,0.00201936725386273,0.6806161890383274,0.0027763887235584717,0.8978280991735536,0.6851370439262235
qwen3_vl_8b,true_rms/visual_prompt_sum,False,4,0.9113961432506889,0.0007181716209394764,0.7117606550163006,0.002802375483020229,0.913014876033058,0.7165175914562785
qwen3_vl_8b,true_rms/generation,False,15,0.8806330578512397,0.0024543248734492807,0.5873247362707105,0.011695372039208231,0.8857586776859504,0.5996893253146554
qwen3_vl_8b,true_rms/vp_generation,True,12,0.9287537190082645,0.0017302556393654618,0.7275400895756294,0.00425094723507859,0.9298578512396694,0.730052851260928
qwen3_vl_8b,frozen_rms/visual,False,21,0.8951955922865014,0.0021801501818966497,0.6755864748562065,0.0041570447618464006,0.8973190082644629,0.6804829327742649
qwen3_vl_8b,frozen_rms/visual_prompt_sum,False,20,0.9082435261707991,0.0007370558295192712,0.7193907843157429,0.003263410155122683,0.9110611570247935,0.7265424903538596
qwen3_vl_8b,frozen_rms/generation,False,2,0.8932831955922863,0.0019123570897815708,0.6426396635989392,0.0026371553147232383,0.8959966942148762,0.6504113451112854
qwen3_vl_8b,frozen_rms/vp_generation,False,12,0.9295129476584022,0.0008587677851677482,0.7390896434412535,0.002310078808998704,0.9304429752066117,0.7432107699095125
