model,group,classifier,seed,AUROC,HALL_AUPR
qwen2_5_vl_7b,ae_only_generation,three_hidden,43,0.7500578212936551,0.24554957929967058
qwen2_5_vl_7b,ae_only_generation,three_hidden,44,0.7667411918895999,0.26001170368574084
qwen2_5_vl_7b,ae_only_generation,three_hidden,45,0.7606661013029064,0.29044918611383974
qwen2_5_vl_7b,ae_only_generation,one_hidden,43,0.7198057204533188,0.20584556000213106
qwen2_5_vl_7b,ae_only_generation,one_hidden,44,0.7062524092205689,0.18966666647549227
qwen2_5_vl_7b,ae_only_generation,one_hidden,45,0.7006553079947574,0.18620175470555136
qwen2_5_vl_7b,ae_only_generation,xgb,43,0.7212242695243234,0.2816416160312679
qwen2_5_vl_7b,ae_only_generation,xgb,44,0.7212242695243234,0.2816416160312679
qwen2_5_vl_7b,ae_only_generation,xgb,45,0.7212242695243234,0.2816416160312679
qwen2_5_vl_7b,ae_only_vp_generation,three_hidden,43,0.8286639426412766,0.4233978337180103
qwen2_5_vl_7b,ae_only_vp_generation,three_hidden,44,0.828802713746049,0.4104611680770513
qwen2_5_vl_7b,ae_only_vp_generation,three_hidden,45,0.8330429419474211,0.43098540076457775
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,43,0.7961298280780202,0.37251191193927236
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,44,0.7907485930151876,0.36373499627943406
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,45,0.7821910415542364,0.3476198996771158
qwen2_5_vl_7b,ae_only_vp_generation,xgb,43,0.8153573355947883,0.3770162141946992
qwen2_5_vl_7b,ae_only_vp_generation,xgb,44,0.8153573355947883,0.3770162141946992
qwen2_5_vl_7b,ae_only_vp_generation,xgb,45,0.8153573355947883,0.3770162141946992
qwen2_5_vl_7b,legacy_visual,three_hidden,43,0.8466887672500194,0.358657613917727
qwen2_5_vl_7b,legacy_visual,three_hidden,44,0.8653920283709815,0.3727220030036313
qwen2_5_vl_7b,legacy_visual,three_hidden,45,0.8584843111556549,0.38491424034913035
qwen2_5_vl_7b,legacy_visual,one_hidden,43,0.8320869632256573,0.34571065228598025
qwen2_5_vl_7b,legacy_visual,one_hidden,44,0.8197825919358569,0.30931802322892255
qwen2_5_vl_7b,legacy_visual,one_hidden,45,0.8289106468275383,0.3353967616347122
qwen2_5_vl_7b,legacy_visual,xgb,43,0.8571736951661398,0.3884103682094539
qwen2_5_vl_7b,legacy_visual,xgb,44,0.8571736951661398,0.3884103682094539
qwen2_5_vl_7b,legacy_visual,xgb,45,0.8571736951661398,0.3884103682094539
