model,group,classifier,seed,AUROC,HALL_AUPR
qwen2_5_vl_7b,visual,three_hidden,43,0.8625086731940482,0.40002677476693727
qwen2_5_vl_7b,visual,three_hidden,44,0.8680595173849356,0.38876337946330225
qwen2_5_vl_7b,visual,three_hidden,45,0.8558630791766247,0.3888293444916772
qwen2_5_vl_7b,visual,one_hidden,43,0.8175005782129365,0.3154645362167692
qwen2_5_vl_7b,visual,one_hidden,44,0.8162824762932697,0.3091999472906374
qwen2_5_vl_7b,visual,one_hidden,45,0.8277850589777196,0.34267295887901417
qwen2_5_vl_7b,visual,xgb,43,0.8655462184873949,0.40788088755522994
qwen2_5_vl_7b,visual,xgb,44,0.8655462184873949,0.40788088755522994
qwen2_5_vl_7b,visual,xgb,45,0.8655462184873949,0.40788088755522994
qwen2_5_vl_7b,visual_prompt_sum,three_hidden,43,0.8564644206306377,0.3947164117760069
qwen2_5_vl_7b,visual_prompt_sum,three_hidden,44,0.8681366124431424,0.3962966826392164
qwen2_5_vl_7b,visual_prompt_sum,three_hidden,45,0.8618225271760079,0.4097901654481426
qwen2_5_vl_7b,visual_prompt_sum,one_hidden,43,0.8183486238532109,0.3324320298503121
qwen2_5_vl_7b,visual_prompt_sum,one_hidden,44,0.8182406907717215,0.32946868701167525
qwen2_5_vl_7b,visual_prompt_sum,one_hidden,45,0.8172076169917508,0.32868934572923936
qwen2_5_vl_7b,visual_prompt_sum,xgb,43,0.863711356102074,0.4563787870884578
qwen2_5_vl_7b,visual_prompt_sum,xgb,44,0.863711356102074,0.4563787870884578
qwen2_5_vl_7b,visual_prompt_sum,xgb,45,0.863711356102074,0.4563787870884578
qwen2_5_vl_7b,generation,three_hidden,43,0.8259656156040398,0.3734504518887119
qwen2_5_vl_7b,generation,three_hidden,44,0.8103153187880657,0.3288699399084795
qwen2_5_vl_7b,generation,three_hidden,45,0.824362038393339,0.3542819122080584
qwen2_5_vl_7b,generation,one_hidden,43,0.807802019890525,0.2935013661436223
qwen2_5_vl_7b,generation,one_hidden,44,0.806846041168761,0.29304131637461467
qwen2_5_vl_7b,generation,one_hidden,45,0.8046719605273303,0.286129510663165
qwen2_5_vl_7b,generation,xgb,43,0.8245162285097526,0.34939284877680693
qwen2_5_vl_7b,generation,xgb,44,0.8245162285097526,0.34939284877680693
qwen2_5_vl_7b,generation,xgb,45,0.8245162285097526,0.34939284877680693
qwen2_5_vl_7b,vp_generation,three_hidden,43,0.8706807493639658,0.48529714450479045
qwen2_5_vl_7b,vp_generation,three_hidden,44,0.8732557243080719,0.4673561686300261
qwen2_5_vl_7b,vp_generation,three_hidden,45,0.8767404209390179,0.4523506562076649
qwen2_5_vl_7b,vp_generation,one_hidden,43,0.8358954591010717,0.3635996483286335
qwen2_5_vl_7b,vp_generation,one_hidden,44,0.8457944645748208,0.3835547518056859
qwen2_5_vl_7b,vp_generation,one_hidden,45,0.8308688613059902,0.3621885212059813
qwen2_5_vl_7b,vp_generation,xgb,43,0.8753989669262199,0.4839738667874617
qwen2_5_vl_7b,vp_generation,xgb,44,0.8753989669262199,0.4839738667874617
qwen2_5_vl_7b,vp_generation,xgb,45,0.8753989669262199,0.4839738667874617
qwen2_5_vl_7b,ae_only_visual,three_hidden,43,0.7954051345308766,0.3202114281617699
qwen2_5_vl_7b,ae_only_visual,three_hidden,44,0.797301672962763,0.33329810878381744
qwen2_5_vl_7b,ae_only_visual,three_hidden,45,0.7977642433120037,0.34554002387670246
qwen2_5_vl_7b,ae_only_visual,one_hidden,43,0.7207308611518002,0.2983362506608127
qwen2_5_vl_7b,ae_only_visual,one_hidden,44,0.7136535348084188,0.2856492008313959
qwen2_5_vl_7b,ae_only_visual,one_hidden,45,0.7069462647444299,0.2905066385209367
qwen2_5_vl_7b,ae_only_visual,xgb,43,0.7582453164752139,0.2765426576967867
qwen2_5_vl_7b,ae_only_visual,xgb,44,0.7582453164752139,0.2765426576967867
qwen2_5_vl_7b,ae_only_visual,xgb,45,0.7582453164752139,0.2765426576967867
qwen2_5_vl_7b,ae_only_visual_prompt_sum,three_hidden,43,0.8331971320638346,0.414669513057018
qwen2_5_vl_7b,ae_only_visual_prompt_sum,three_hidden,44,0.8413846272453936,0.44164954932606704
qwen2_5_vl_7b,ae_only_visual_prompt_sum,three_hidden,45,0.8355562408449618,0.41757047099641736
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,43,0.7801403130059363,0.31627245626954636
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,44,0.780911263588004,0.31491801429306304
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,45,0.7771644437591553,0.31820502458980415
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,43,0.8183332048415698,0.3663191709367368
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,44,0.8183332048415698,0.3663191709367368
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,45,0.8183332048415698,0.3663191709367368
