feature,layer,hall_minus_real,cohens_d_hall_minus_real,real_positive_auroc,best_orientation_auroc
N,1,6.749243387927165e-05,0.004700423305391342,0.5261314290331658,0.5261314290331658
N,2,0.0014597442087443992,0.17572065849250768,0.4711081732297546,0.5288918267702454
N,3,-0.00040474387355188095,-0.054896201723342954,0.5235731546623973,0.5235731546623973
N,4,-0.0011795237491434851,-0.09892881723171328,0.5622802892942387,0.5622802892942387
N,5,-0.005899881270549176,-0.1575976060623027,0.5813717393795136,0.5813717393795136
N,6,-0.027252142290737913,-0.3163135681194732,0.6131878101760699,0.6131878101760699
N,7,-0.018324715076932674,-0.28909956005861454,0.6121613838633816,0.6121613838633816
N,8,-0.009813056775974383,-0.12603465451237106,0.5578803520335129,0.5578803520335129
N,9,-0.010088859080617962,-0.18448432591938888,0.5700395713012698,0.5700395713012698
N,10,-0.005153585758658208,-0.05851919879881051,0.5354277722605144,0.5354277722605144
N,11,-0.0057790309336962775,-0.09026752403901363,0.5416720073247197,0.5416720073247197
N,12,-0.00930641815970662,-0.1176066460229221,0.5509256252876447,0.5509256252876447
N,13,0.01570653057616539,0.1351489468394784,0.4691429527282915,0.5308570472717085
N,14,-0.009801394565594798,-0.19572087190465665,0.5700701419646074,0.5700701419646074
N,15,0.010842488696687191,0.12491008689632384,0.4580007534152729,0.5419992465847271
N,16,0.05188774811055297,0.35892025437907027,0.3924772538965271,0.6075227461034729
N,17,0.006212512002168269,0.05389284603733168,0.49048648890010094,0.5095135110998991
N,18,-0.015261577731547904,-0.1818247633541319,0.5491462370205009,0.5491462370205009
N,19,-0.022486994579411,-0.21675290123536378,0.5700088873083184,0.5700088873083184
N,20,0.017670618263568194,0.12060546675322363,0.48182025832578845,0.5181797416742115
N,21,0.009142468495465239,0.10849182455242241,0.47751548960829765,0.5224845103917024
N,22,-0.01280964631355247,-0.1328643813883398,0.5496209464405379,0.5496209464405379
N,23,-0.009623782407747528,-0.15137401874375156,0.5583574980402476,0.5583574980402476
N,24,0.014877574011099015,0.20212641518931138,0.4356136498266794,0.5643863501733206
N,25,-0.020479308725070533,-0.13832645217635392,0.5323906519388034,0.5323906519388034
N,26,-0.051169840172037795,-0.3891599058216368,0.6105340556056282,0.6105340556056282
N,27,0.0228002464357559,0.16975652264768012,0.5066353355616202,0.5066353355616202
N,28,-0.001044838788619662,-0.01514595816854293,0.4932056629901407,0.5067943370098593
N,29,-0.031913140216278335,-0.22245652168644753,0.5639250986449291,0.5639250986449291
N,30,-0.015960962247151378,-0.07537066363300933,0.5138177981665308,0.5138177981665308
N,31,-0.017417768448335147,-0.13244134630585358,0.5416949282391219,0.5416949282391219
N,32,-0.03187653676729385,-0.2030497702289594,0.5711935217619492,0.5711935217619492
S,1,-0.052048116060491534,-0.1386729722487472,0.5451702091804014,0.5451702091804014
S,2,0.013185773252748056,0.11709689639970486,0.46593385471755483,0.5340661452824451
S,3,0.003551202513941365,0.028741341002748194,0.4896156074824291,0.5103843925175708
S,4,-0.011682513915969972,-0.10081188117682094,0.5339681718312672,0.5339681718312672
S,5,-0.007638461669881469,-0.08285836178722904,0.5240687733961904,0.5240687733961904
S,6,-0.021533954224545182,-0.13039752897222306,0.5329897972748534,0.5329897972748534
S,7,-0.01896802995381064,-0.22905885087502748,0.5608878649936043,0.5608878649936043
S,8,0.006575824122351914,0.06965159854941148,0.480886308978006,0.519113691021994
S,9,-0.028476471292435357,-0.4182425127598173,0.6225612742056472,0.6225612742056472
S,10,-0.03846770854861048,-0.448019424522322,0.6324342101758886,0.6324342101758886
S,11,-0.021223245594672924,-0.24755027041484795,0.5768334833250772,0.5768334833250772
S,12,-0.03601080820515923,-0.4759515522251245,0.6443569105395295,0.6443569105395295
S,13,-0.0534334545741203,-0.4780322657079358,0.6434349741308157,0.6434349741308157
S,14,-0.01027342649478935,-0.1773465559012642,0.5582471433287559,0.5582471433287559
S,15,0.008232297031444458,0.1325265170131485,0.4643333289134784,0.5356666710865217
S,16,-0.004039325445255648,-0.05050767350393659,0.5290854787479209,0.5290854787479209
S,17,-0.01633942011000733,-0.2709573362365415,0.5902457881332335,0.5902457881332335
S,18,0.0022621422600401786,0.040639357356056054,0.5021202837456208,0.5021202837456208
S,19,-0.016629449783456374,-0.2481763216411743,0.5801990328677413,0.5801990328677413
S,20,-0.008385125107539526,-0.06246783131133869,0.5437623437198791,0.5437623437198791
S,21,0.02281305468799688,0.4545122004249826,0.3816866880428984,0.6183133119571016
S,22,-0.0009883227518402982,-0.010323280654064241,0.5053915997143641,0.5053915997143641
S,23,0.0289477469458832,0.46423641921561387,0.3921170357188877,0.6078829642811123
S,24,0.027161466218754537,0.3920632084782436,0.39587586735403346,0.6041241326459665
S,25,-0.004136677820988033,-0.035209102127685195,0.48194208766068297,0.518057912339317
S,26,0.009263000285935463,0.18135806964606982,0.4419040667085306,0.5580959332914694
S,27,0.017283170592638508,0.1844710884455659,0.49205902228955506,0.5079409777104449
S,28,0.011670961031425175,0.19240855892752456,0.47599695777984563,0.5240030422201544
S,29,-0.002217622978403,-0.0418516350759437,0.5201882824205709,0.5201882824205709
S,30,-0.02271106467398193,-0.25658185757457297,0.5729141486243088,0.5729141486243088
S,31,0.00750642206500135,0.10999346760330607,0.4672701525269274,0.5327298474730726
S,32,0.09001364210772034,0.383918061997214,0.42887090612352774,0.5711290938764723
