model,group,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,HALL_F1_mean,HALL_F1_std
qwen2_5_vl_7b,B,0.8705986940278763,0.005023524823812361,0.42808031174052646,0.0195658041655984,0.3990410509856371,0.04592439076611866
qwen2_5_vl_7b,raw_AE_top32,0.6414103464130452,0.008898114623719228,0.17104163230050054,0.00537380106493924,0.052414042961673936,0.019080755729713645
qwen2_5_vl_7b,B_raw_AE_top32,0.8408380281772952,0.007351363972212899,0.3826885651116901,0.03177605194300502,0.29408779828947895,0.03957326339380213
llava_1_5_7b,B,0.900478229088112,0.0039046055981986857,0.7066504751615184,0.004215715365475308,0.660831111242615,0.01300058451771433
llava_1_5_7b,raw_AE_top32,0.7453245385018884,0.00469907437837559,0.4439179913912688,0.00876551814375167,0.30251162297207784,0.041014865132983344
llava_1_5_7b,B_raw_AE_top32,0.8950880476681871,0.004109564419464271,0.6936305436986107,0.007043965436403201,0.63825852852487,0.024566899695889724
qwen3_vl_8b,B,0.875557752606876,0.016037394685854047,0.6207998677663498,0.023734572994093702,0.5354745584276878,0.03782716120362782
qwen3_vl_8b,raw_AE_top32,0.6819429908917559,0.004412686645202193,0.3107865573060618,0.0049219886447929,0.195177097418655,0.0563268374402299
qwen3_vl_8b,B_raw_AE_top32,0.8682417517959736,0.0019162949171631209,0.6195019171782858,0.010833957066661203,0.5607829983810478,0.00927021472261233
internvl_2_5_8b,B,0.860232661845914,0.00674273582628652,0.5156840416218659,0.015936719304658984,0.4601236592520606,0.029103951543591834
internvl_2_5_8b,raw_AE_top32,0.6897486016612727,0.005599768042954111,0.28843748911519,0.00207047187654595,0.11643285694295923,0.09694502732863945
internvl_2_5_8b,B_raw_AE_top32,0.8608822084316889,0.0068857673297349695,0.5214766158765473,0.02028200807040995,0.4561335050827015,0.05347679550121814
