model,scope,metric,label,layer,total,valid,undefined,mean,q25,median,q75
qwen3_vl_8b,validation,retained_energy,HALL,10,274,274,0,0.9528177709325347,0.9511771014939054,0.9522699626610118,0.953534959626603
qwen3_vl_8b,validation,retained_energy,HALL,11,274,274,0,0.9525661622765077,0.9508700760025178,0.9516020342956031,0.9528706873123537
qwen3_vl_8b,validation,retained_energy,HALL,12,274,274,0,0.9535926304693106,0.9514218778888979,0.9525901082109269,0.9542260837845842
qwen3_vl_8b,validation,retained_energy,HALL,13,274,274,0,0.9523500863499031,0.9508731681589478,0.9518221622961399,0.9528396533342133
qwen3_vl_8b,validation,retained_energy,HALL,14,274,274,0,0.9542609703550279,0.951587775081037,0.952904922419656,0.955043408699643
qwen3_vl_8b,validation,retained_energy,HALL,15,274,274,0,0.9537366447025725,0.9512134930800862,0.9522772391784879,0.9541248033721006
qwen3_vl_8b,validation,retained_energy,HALL,16,274,274,0,0.9547962549279819,0.9511728125709547,0.9527171660506724,0.9563949628234836
qwen3_vl_8b,validation,retained_energy,HALL,17,274,274,0,0.9529521317637734,0.9509722136582188,0.9519338098847385,0.9535473339807353
qwen3_vl_8b,validation,retained_energy,HALL,18,274,274,0,0.9551885699747341,0.9515775121245702,0.9536503966855232,0.9571286508334483
qwen3_vl_8b,validation,retained_energy,HALL,19,274,274,0,0.9540333048479278,0.9514065227009543,0.952779673826204,0.955223239095816
qwen3_vl_8b,validation,retained_energy,HALL,20,274,274,0,0.9553415295621542,0.9518666432237833,0.9535171062075662,0.9564561778996208
qwen3_vl_8b,validation,retained_energy,HALL,21,274,274,0,0.9569410619532529,0.9524203865304164,0.9548521023073298,0.959226678405292
qwen3_vl_8b,validation,retained_energy,HALL,22,274,274,0,0.958597480987892,0.9526618528774181,0.9554237089175903,0.9618857965033004
