model,group,classifier,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
internvl_2_5_8b,visual,three_hidden,0.8715779834200887,0.003591605773816687,0.5493409608001801,0.015458160278129464,0.874438982070561,0.5576932295104959
internvl_2_5_8b,visual,one_hidden,0.857737613263929,0.0014865345991315496,0.5639533384749479,0.012977237100654269,0.8631897050318101,0.5715084340435282
internvl_2_5_8b,visual,xgb,0.855615962984384,0.0,0.5036510234130875,0.0,0.855615962984384,0.5036510234130875
internvl_2_5_8b,visual_prompt_sum,three_hidden,0.8674252940042414,0.005523811192517842,0.5192285696891091,0.014398029261456727,0.8722874493927125,0.5308048066263695
internvl_2_5_8b,visual_prompt_sum,one_hidden,0.8275062656641605,0.009033890906353011,0.48601915339326673,0.01851576457062555,0.8298004626951996,0.49364432782204654
internvl_2_5_8b,visual_prompt_sum,xgb,0.863207056101793,0.0,0.5157560402103539,0.0,0.863207056101793,0.5157560402103539
internvl_2_5_8b,generation,three_hidden,0.8482658569500674,0.005046066138408664,0.49704989085326545,0.005724516456753182,0.8535656448814343,0.5156740503189995
internvl_2_5_8b,generation,one_hidden,0.8214950838635048,0.002900211533198692,0.44808107442701656,0.017301771042181606,0.8235714285714285,0.4480936330256152
internvl_2_5_8b,generation,xgb,0.8252486986697513,0.0,0.4565819549099317,0.0,0.8252486986697513,0.4565819549099317
internvl_2_5_8b,vp_generation,three_hidden,0.8721177944862156,0.002640752598520702,0.5329704385941584,0.008346459080677531,0.8757692307692307,0.5385492832739014
internvl_2_5_8b,vp_generation,one_hidden,0.8439994216310005,0.0031672977711836117,0.5052012820611345,0.004724908457959478,0.8449884326200117,0.5087852442492781
internvl_2_5_8b,vp_generation,xgb,0.8839126662810873,1.1102230246251565e-16,0.5591501180746931,0.0,0.8839126662810874,0.5591501180746931
internvl_2_5_8b,ae_only_visual,three_hidden,0.8387516869095818,0.0011882758084047608,0.4610263638086746,0.010044840187120452,0.8417148640832851,0.46788781321338235
internvl_2_5_8b,ae_only_visual,one_hidden,0.8054106419895893,0.002324827558330206,0.42379908589692433,0.0011514560471196488,0.8061914401388086,0.4238892869925865
internvl_2_5_8b,ae_only_visual,xgb,0.8165962984384038,0.0,0.4320748619790387,5.551115123125783e-17,0.8165962984384038,0.43207486197903877
internvl_2_5_8b,ae_only_visual_prompt_sum,three_hidden,0.8013157894736843,0.009053468423803043,0.3949352285753745,0.026529642574106067,0.8070242914979757,0.40520436268574517
internvl_2_5_8b,ae_only_visual_prompt_sum,one_hidden,0.7509475612107192,0.004155350385339479,0.3665372871412715,0.0009260384140486822,0.7526691729323308,0.3676414452388293
internvl_2_5_8b,ae_only_visual_prompt_sum,xgb,0.8154337767495662,1.1102230246251565e-16,0.4549727145020686,0.0,0.8154337767495663,0.4549727145020686
internvl_2_5_8b,ae_only_generation,three_hidden,0.7733738191632927,0.0041655889289419,0.39213121599784917,0.021288773628284605,0.7805118565644882,0.4017881066469003
internvl_2_5_8b,ae_only_generation,one_hidden,0.741701368806632,0.0034405140386392597,0.3275279490330074,0.007071327661453021,0.7423857721226144,0.3292773005227784
internvl_2_5_8b,ae_only_generation,xgb,0.7248785425101213,1.1102230246251565e-16,0.31164976130491806,0.0,0.7248785425101214,0.31164976130491806
internvl_2_5_8b,ae_only_vp_generation,three_hidden,0.8270551378446115,0.001460167603146924,0.4563482527902725,0.008093895721321211,0.8317611336032389,0.46475357331192546
internvl_2_5_8b,ae_only_vp_generation,one_hidden,0.7906834393676498,0.0031662426298257646,0.43255865678725475,0.004712623310071292,0.7911654135338346,0.43490990692539133
internvl_2_5_8b,ae_only_vp_generation,xgb,0.8265673799884329,1.1102230246251565e-16,0.46058391254679765,0.0,0.8265673799884328,0.46058391254679765
internvl_2_5_8b,legacy_visual,three_hidden,0.8673366107576633,0.005140736366150172,0.5450669497007145,0.010680235244871314,0.8719924812030075,0.5526020090803626
internvl_2_5_8b,legacy_visual,one_hidden,0.8594495855022171,0.002574430077380071,0.5628003615956934,0.0008125226368540092,0.8617437825332563,0.5689249122207527
internvl_2_5_8b,legacy_visual,xgb,0.8561567379988433,0.0,0.5142096387253854,0.0,0.8561567379988433,0.5142096387253854
