model,scope,metric,layer,mixed_images,valid,mean_H_minus_R,median_H_minus_R,fraction_H_gt_R,ci95_low,ci95_high
internvl_2_5_8b,train,ovir,9,1009,1009,0.016087473702931565,0.018312551413422806,0.6442021803766105,0.012778487350186024,0.019272869476476183
internvl_2_5_8b,train,ovir,10,1009,1009,0.003584386814672671,0.0026432589437795917,0.5371655104063429,0.0012736051535388675,0.005845342852542952
internvl_2_5_8b,train,ovir,11,1009,1009,0.01667248325945334,0.017163390919249344,0.6481665014866204,0.014009399594828546,0.01949267196114576
internvl_2_5_8b,train,ovir,12,1009,1009,0.008379562559011034,0.008677691743407157,0.6025768087215064,0.00638824488077443,0.01027075850475597
internvl_2_5_8b,train,ovir,13,1009,1009,0.007723139966284384,0.005103574628387064,0.5441030723488602,0.00498280503392445,0.010358664895194002
internvl_2_5_8b,train,ovir,14,1009,1009,0.004241468254624969,0.0040031976898657895,0.5371655104063429,0.0019063715206027393,0.0064158525483611305
internvl_2_5_8b,train,ovir,15,1009,1009,0.015458226567002666,0.01510313051461698,0.6729435084241824,0.013381375828140384,0.01745781607254198
internvl_2_5_8b,train,ovir,16,1009,1009,0.008031908601911027,0.006843904886220997,0.6105054509415263,0.006278342570970417,0.009816239605994391
internvl_2_5_8b,train,ovir,17,1009,1009,0.0036926482818771806,0.0030997186259281717,0.5460852329038652,0.0020811400384478616,0.005175575635396395
internvl_2_5_8b,train,ovir,18,1009,1009,-8.128969866395454e-05,0.0007008244838297983,0.5113974231912785,-0.0014276411958283571,0.0013412506382718486
internvl_2_5_8b,train,ovir,19,1009,1009,0.003617134926359446,0.0029386020228516774,0.597621407333994,0.0027863877309715914,0.004442262095695314
internvl_2_5_8b,train,ovir,20,1009,1009,0.0042625590575922885,0.004558683650781381,0.622398414271556,0.0033439125613690087,0.005206970966215284
internvl_2_5_8b,train,ovir,21,1009,1009,0.005010567387613575,0.004288242142132415,0.6699702675916749,0.0042549011177754744,0.005729603317891296
internvl_2_5_8b,train,ovir,22,1009,1009,0.0029999867299085646,0.0034498853649067573,0.626362735381566,0.002300267089598627,0.003713766440862766
internvl_2_5_8b,train,ovir,23,1009,1009,0.001358759425937561,0.00195916051942735,0.6055500495540139,0.0008190895187393559,0.0018494922155396383
internvl_2_5_8b,train,ovir,24,1009,1009,0.0011804738171555073,0.0019228503663197838,0.6035678889990089,0.0006075343123398603,0.0017421285890033588
internvl_2_5_8b,train,ovir,25,1009,1009,0.0029985451386091086,0.002434527439776124,0.6630327056491576,0.00238600037321592,0.0036044758526013764
internvl_2_5_8b,train,ovir,26,1009,1009,0.0006609866159069695,0.00116601411800199,0.6005946481665014,0.00022382442808140262,0.0010779386904731295
internvl_2_5_8b,train,ovir,27,1009,1009,-0.0010859936725844867,0.0005526774960041836,0.5381565906838454,-0.0017839834535548242,-0.00038301726950868613
internvl_2_5_8b,train,ovir,28,1009,1009,-0.0010658660951173415,0.0004753915474673409,0.5391476709613479,-0.0016919417629126191,-0.00044629054940430695
internvl_2_5_8b,train,ovir,29,1009,1009,0.0019422091844265292,0.0024596808850895213,0.6214073339940536,0.0012561136646975183,0.0025943859720024918
internvl_2_5_8b,train,ovir,30,1009,1009,0.008118272045966659,0.008553773708891876,0.7155599603567889,0.006965242644656444,0.009245563341858805
internvl_2_5_8b,train,ovir,31,1009,1009,0.004222681562618729,0.004815101386394516,0.6521308225966304,0.00280627154750055,0.005577354953825012
internvl_2_5_8b,train,ovir,32,1009,1009,-0.01215519506842793,0.00210135615081275,0.5213082259663032,-0.016486932372605498,-0.008097506867375311
internvl_2_5_8b,validation,ovir,1,133,133,-0.0002998406780327889,2.377114024953997e-06,0.5037593984962406,-0.0039157038252941746,0.0032817068030080313
internvl_2_5_8b,validation,ovir,2,133,133,0.0010137075461637412,0.0011189671446858451,0.5413533834586466,-0.0031920540307219776,0.004910012763417961
internvl_2_5_8b,validation,ovir,3,133,133,0.004025173698826331,0.003966794736285362,0.6165413533834586,0.000255444524594863,0.0078147627866585
internvl_2_5_8b,validation,ovir,4,133,133,0.0018299018892495823,0.0008950152013579293,0.5263157894736842,-0.0025461083136723932,0.006147949397109976
internvl_2_5_8b,validation,ovir,5,133,133,-0.0004982525369868611,0.0011187044671259194,0.5263157894736842,-0.004287871282392407,0.0035424928888010774
internvl_2_5_8b,validation,ovir,6,133,133,-0.0046537688873399645,-0.005346877644473391,0.42857142857142855,-0.00949699291660512,0.00022228819015078505
internvl_2_5_8b,validation,ovir,7,133,133,-0.00049840286295408,-0.003567782704422817,0.48120300751879697,-0.008155996991187053,0.00742745407107733
internvl_2_5_8b,validation,ovir,8,133,133,0.0013818789357369706,0.005950198176783217,0.518796992481203,-0.008483917336175822,0.010742450249648584
internvl_2_5_8b,validation,ovir,9,133,133,0.01206231169054617,0.01054457081048521,0.5714285714285714,0.0027360166363643774,0.02102250064467239
internvl_2_5_8b,validation,ovir,10,133,133,-0.003543377966114799,-0.004136017546887083,0.43609022556390975,-0.009386634150466209,0.0023021135799960813
internvl_2_5_8b,validation,ovir,11,133,133,0.01493249720371367,0.013697519266021252,0.6541353383458647,0.008017954925602491,0.02189081419987266
internvl_2_5_8b,validation,ovir,12,133,133,0.005814696343241748,0.007190726366933742,0.6015037593984962,0.0007087171056370519,0.010763502877051715
internvl_2_5_8b,validation,ovir,13,133,133,0.004849367711090699,0.005530970468688445,0.5714285714285714,-0.0019066619980633952,0.011088823565188331
internvl_2_5_8b,validation,ovir,14,133,133,0.0009466918713592248,0.0010110378180674395,0.5112781954887218,-0.004658018401920899,0.006476566118551756
internvl_2_5_8b,validation,ovir,15,133,133,0.0161432326436767,0.010283322919625526,0.6466165413533834,0.010598478512514694,0.022042501726451766
internvl_2_5_8b,validation,ovir,16,133,133,0.007338516115027876,0.005371664788485497,0.5864661654135338,0.0024313851445606376,0.012108929471733396
internvl_2_5_8b,validation,ovir,17,133,133,0.0057858461021401825,0.003778257398883156,0.5789473684210527,0.0017012122851082728,0.010161358566876317
internvl_2_5_8b,validation,ovir,18,133,133,0.0004405900171235996,-0.0007659399750375995,0.49624060150375937,-0.003395626846052778,0.004258613849367843
internvl_2_5_8b,validation,ovir,19,133,133,0.0024087176696910265,0.001707891524689087,0.5714285714285714,0.00036710797753796614,0.004439889855084387
internvl_2_5_8b,validation,ovir,20,133,133,0.005093553023443975,0.0037904624958623456,0.6466165413533834,0.0029322550106826582,0.007409129459709109
internvl_2_5_8b,validation,ovir,21,133,133,0.004777712086069058,0.004602020488542746,0.6691729323308271,0.0027272807074543454,0.006883676834497212
internvl_2_5_8b,validation,ovir,22,133,133,0.0048221190251619235,0.006061733671039571,0.6917293233082706,0.002872479408883528,0.006703005374989702
internvl_2_5_8b,validation,ovir,23,133,133,0.0014682963744162257,0.0019045265096904185,0.6390977443609023,0.0001893022852037976,0.002626776536102111
internvl_2_5_8b,validation,ovir,24,133,133,0.0020482401510814085,0.001686125966027352,0.6691729323308271,0.000619875517727519,0.0033630552023546523
internvl_2_5_8b,validation,ovir,25,133,133,0.0023017557548531634,0.0014320048896125925,0.6165413533834586,0.0005762882666428692,0.003998851818549793
internvl_2_5_8b,validation,ovir,26,133,133,-0.0001881791944546342,0.0003398002662960975,0.5488721804511278,-0.0013119674513233372,0.0008663692396097373
internvl_2_5_8b,validation,ovir,27,133,133,0.0001409342568198288,0.0007563893654345399,0.5939849624060151,-0.0022116040697141163,0.0022911918679523204
internvl_2_5_8b,validation,ovir,28,133,133,-0.0013678909564506971,-0.0005613956046993662,0.47368421052631576,-0.003441068125656237,0.0006580246344895691
internvl_2_5_8b,validation,ovir,29,133,133,0.0008620607796678886,0.0004995920196491088,0.5338345864661654,-0.0010290610863084159,0.0025870072356095667
internvl_2_5_8b,validation,ovir,30,133,133,0.007425249965835635,0.007435296068569963,0.6917293233082706,0.0037894836974629747,0.010996870293865172
internvl_2_5_8b,validation,ovir,31,133,133,0.0042174952634631896,0.004562809749862451,0.631578947368421,0.0003721564491783298,0.00810618717596409
internvl_2_5_8b,validation,ovir,32,133,133,-0.00714265799458011,0.00021227276017399266,0.5112781954887218,-0.01913477391000606,0.007161253785667123
internvl_2_5_8b,test,ovir,1,123,123,-0.002906890293904338,-0.0032218280251749,0.43089430894308944,-0.00765639372956588,0.0018503767125838137
internvl_2_5_8b,test,ovir,2,123,123,-0.004409688389029555,-0.000502803974933741,0.4959349593495935,-0.011041662649359968,0.0012032849985770752
internvl_2_5_8b,test,ovir,3,123,123,-0.00036865062757516,0.0023586002160652653,0.5284552845528455,-0.004516476506254975,0.0033894339242390124
internvl_2_5_8b,test,ovir,4,123,123,0.0005317009745887731,-0.0007432392200885651,0.4959349593495935,-0.003408240187512513,0.004543757101444338
internvl_2_5_8b,test,ovir,5,123,123,3.389479980155604e-05,-0.0018661917874183143,0.4634146341463415,-0.0038466546140507635,0.004122327740329634
internvl_2_5_8b,test,ovir,6,123,123,-0.005989726894187232,-0.006238168084652496,0.42276422764227645,-0.011658655918604521,-0.0005528774636832725
internvl_2_5_8b,test,ovir,7,123,123,0.0024597721723783805,-0.0018795657351298178,0.4878048780487805,-0.00503643418582841,0.010130953022826556
internvl_2_5_8b,test,ovir,8,123,123,-0.0014651736490712325,-0.013055938853225313,0.42276422764227645,-0.011272045630178326,0.008526153471752894
internvl_2_5_8b,test,ovir,9,123,123,0.011964065338256207,0.006314630475274918,0.5853658536585366,0.003674854878160216,0.020476338348130025
internvl_2_5_8b,test,ovir,10,123,123,0.0004547387056149763,-0.0003549004272934697,0.4959349593495935,-0.005358369865691582,0.006521643653782338
internvl_2_5_8b,test,ovir,11,123,123,0.009312945333720339,0.01102455471876762,0.5691056910569106,0.002795325536754563,0.016303676187592733
internvl_2_5_8b,test,ovir,12,123,123,0.00511820797581794,0.004482161615764757,0.5691056910569106,3.060219351872097e-05,0.010405671958242
internvl_2_5_8b,test,ovir,13,123,123,0.003282697441556244,0.0024039172842743595,0.5121951219512195,-0.004423797971399947,0.01038827202605892
internvl_2_5_8b,test,ovir,14,123,123,-0.0033985836864417816,-0.0015782230886823845,0.4715447154471545,-0.009978768115694106,0.0033891617826290053
internvl_2_5_8b,test,ovir,15,123,123,0.012687147421029004,0.01542730415845317,0.6747967479674797,0.006422324089533523,0.018607432159022316
internvl_2_5_8b,test,ovir,16,123,123,0.004089811943089848,0.003309268917922936,0.5691056910569106,-0.0005731739318493328,0.008642567594223272
internvl_2_5_8b,test,ovir,17,123,123,-0.00017665489426183724,0.0005462730509355751,0.5040650406504065,-0.00511281421031983,0.004593809175571587
internvl_2_5_8b,test,ovir,18,123,123,-0.0006248008602679228,0.0007231994679242071,0.5121951219512195,-0.004712790566102965,0.003228496622013985
internvl_2_5_8b,test,ovir,19,123,123,0.002875765589035079,0.003486087093173329,0.5772357723577236,0.0004149835278987235,0.005282378145192698
internvl_2_5_8b,test,ovir,20,123,123,0.0031809552788803833,0.0037904110339064268,0.5853658536585366,0.0002304248708015813,0.005984478506440607
internvl_2_5_8b,test,ovir,21,123,123,0.004021271338107866,0.00404064465475984,0.6097560975609756,0.0013804297633768059,0.006578689525292171
internvl_2_5_8b,test,ovir,22,123,123,0.0026189798176319786,0.0020445302861884507,0.6016260162601627,0.0006000501255977854,0.004519766410071217
internvl_2_5_8b,test,ovir,23,123,123,0.0012084641785094356,0.0014450655824227443,0.5609756097560976,-3.4441955844301324e-05,0.0024191776797540653
internvl_2_5_8b,test,ovir,24,123,123,-6.479429394717229e-06,0.0007561459335041487,0.5284552845528455,-0.001638318374321596,0.0014627194720128738
internvl_2_5_8b,test,ovir,25,123,123,0.0013813131267517036,0.0017338889109146383,0.6016260162601627,-0.0006251791417837019,0.0033532625533708067
internvl_2_5_8b,test,ovir,26,123,123,0.0006001442466951691,0.0005404524655207021,0.5609756097560976,-0.0007878481885341221,0.002134594838607421
internvl_2_5_8b,test,ovir,27,123,123,0.0007047716193367889,0.0005005885853425207,0.5365853658536586,-0.0015415153164526994,0.0033188260063198765
internvl_2_5_8b,test,ovir,28,123,123,-0.0011477952222949468,0.0004497343263429876,0.5528455284552846,-0.0032790661075558555,0.000875787131027079
internvl_2_5_8b,test,ovir,29,123,123,0.0015317780090925383,0.0025587458032255705,0.6260162601626016,-0.00040881035612969237,0.0033634673316781417
internvl_2_5_8b,test,ovir,30,123,123,0.007626430366634823,0.007597935244317289,0.7073170731707317,0.0038075344068552114,0.011119529487306318
internvl_2_5_8b,test,ovir,31,123,123,0.003966827378034685,0.004691079376992202,0.6097560975609756,0.00014975283163410857,0.007822160498437194
internvl_2_5_8b,test,ovir,32,123,123,-0.010955542128940197,-0.0009703925920134804,0.4796747967479675,-0.025715277344168588,0.0020895739251606915
