model,scope,metric,layer,mixed_images,valid,mean_H_minus_R,median_H_minus_R,fraction_H_gt_R,ci95_low,ci95_high
internvl_2_5_8b,all,ovir,1,1265,1265,-0.0011330525761646993,0.00012296230190922408,0.5035573122529644,-0.0024455771447474788,0.0002126186560161112
internvl_2_5_8b,all,ovir,2,1265,1265,-0.00251062000300924,0.001178679613916822,0.5264822134387351,-0.0042416211374997894,-0.0009063646029135502
internvl_2_5_8b,all,ovir,3,1265,1265,0.0018952431773652462,0.0027428377243067237,0.5557312252964427,0.0007265809112150171,0.003032544215463082
internvl_2_5_8b,all,ovir,4,1265,1265,0.0021372935239996507,0.0020905322210048594,0.5335968379446641,0.0007385485052554047,0.0036143828974695537
internvl_2_5_8b,all,ovir,5,1265,1265,0.0014822065646173546,0.001406487001609058,0.5280632411067193,0.00014605035195875958,0.0028408772949768644
internvl_2_5_8b,all,ovir,6,1265,1265,-0.0038869068783969844,-0.003900330107648897,0.4442687747035573,-0.005550579993011378,-0.002144328913077557
internvl_2_5_8b,all,ovir,7,1265,1265,0.004647395230813303,0.004204855537916052,0.5359683794466403,0.002117307787198833,0.0072108368054090745
internvl_2_5_8b,all,ovir,8,1265,1265,0.0022822351775591133,-0.00026862642075808907,0.4972332015810277,-0.000947539609865778,0.005522497368442298
internvl_2_5_8b,all,ovir,9,1265,1265,0.015263342654313106,0.01702056037411459,0.6308300395256917,0.012406197861523766,0.018344143121137114
internvl_2_5_8b,all,ovir,10,1265,1265,0.002530679752807984,0.0015123026181962373,0.5225296442687747,0.00043075361751490263,0.004551659706136525
internvl_2_5_8b,all,ovir,11,1265,1265,0.015773952579391258,0.016086549203898404,0.6411067193675889,0.01329566121984709,0.018120908195870474
internvl_2_5_8b,all,ovir,12,1265,1265,0.007792784835350903,0.008106749793705625,0.5992094861660079,0.006100113739598864,0.009508830284498164
internvl_2_5_8b,all,ovir,13,1265,1265,0.00698923787894658,0.004748111045426495,0.5438735177865612,0.004838838334813995,0.009522404629057256
internvl_2_5_8b,all,ovir,14,1265,1265,0.003152194224802398,0.0028504679102133723,0.5280632411067193,0.0011695565748684152,0.005221832901094846
internvl_2_5_8b,all,ovir,15,1265,1265,0.015260806071542515,0.015181060719882344,0.6703557312252965,0.013362286056477973,0.01720402740010938
internvl_2_5_8b,all,ovir,16,1265,1265,0.007575703787847423,0.0064415145301125465,0.6039525691699604,0.0059903573653539025,0.009147000127212958
internvl_2_5_8b,all,ovir,17,1265,1265,0.003536498890122147,0.0030997186259281717,0.5454545454545454,0.0021683088456074476,0.004985021683270955
internvl_2_5_8b,all,ovir,18,1265,1265,-7.926746204541176e-05,0.00042249060012300443,0.5098814229249012,-0.0012738478035182691,0.001232286173654509
internvl_2_5_8b,all,ovir,19,1265,1265,0.0034179982278394515,0.0027214694150259344,0.5928853754940712,0.002653313059338112,0.0041464625847265684
internvl_2_5_8b,all,ovir,20,1265,1265,0.004244760585399963,0.004479780170379755,0.6213438735177865,0.0034190241326105836,0.0051027166956306306
internvl_2_5_8b,all,ovir,21,1265,1265,0.004889892945562484,0.004320252586785367,0.6640316205533597,0.004218476711674119,0.005603347958392363
internvl_2_5_8b,all,ovir,22,1265,1265,0.003154516172642696,0.0035065305779582445,0.6308300395256917,0.002506062810533786,0.0037898667336033615
internvl_2_5_8b,all,ovir,23,1265,1265,0.0013556622707707653,0.0019196433134528457,0.6047430830039525,0.000949756315384347,0.0017818488527078325
internvl_2_5_8b,all,ovir,24,1265,1265,0.0011562980646546894,0.0017777726554436546,0.6031620553359683,0.0006860640377813174,0.0016202697673852878
internvl_2_5_8b,all,ovir,25,1265,1265,0.002768037213314244,0.0022462356271769623,0.6521739130434783,0.0021918758932904588,0.0033277765327863395
internvl_2_5_8b,all,ovir,26,1265,1265,0.0005657908339376852,0.0010367048150434766,0.591304347826087,0.00017213191204744124,0.0009518051170657638
internvl_2_5_8b,all,ovir,27,1265,1265,-0.00078287466427058,0.0005698839275680712,0.5438735177865612,-0.001441663394944656,-0.00010801392820861736
internvl_2_5_8b,all,ovir,28,1265,1265,-0.0011055867189910034,0.0004359366451105462,0.5335968379446641,-0.0017075459058580337,-0.0005578024382770988
internvl_2_5_8b,all,ovir,29,1265,1265,0.001788736637075557,0.002392146278937801,0.6126482213438735,0.0011947285531839448,0.0023800467794585414
internvl_2_5_8b,all,ovir,30,1265,1265,0.007997585513780705,0.008385093391360066,0.7122529644268775,0.006936093717811176,0.009031231838003634
internvl_2_5_8b,all,ovir,31,1265,1265,0.004197258762230177,0.0047950253552307975,0.6458498023715415,0.0029194284121008655,0.0054988621209268165
internvl_2_5_8b,all,ovir,32,1265,1265,-0.01151153914559887,0.0012425693580458974,0.516205533596838,-0.015285470799206759,-0.007638726682010494
internvl_2_5_8b,train,ovir,1,1009,1009,-0.0010266453840631835,0.0007482382195395099,0.512388503468781,-0.0024809992375188763,0.00037860853809902666
internvl_2_5_8b,train,ovir,2,1009,1009,-0.002743672681462666,0.0012872729800857963,0.5282457879088206,-0.0047716276789835955,-0.0009897467863799736
internvl_2_5_8b,train,ovir,3,1009,1009,0.0018904643653269394,0.002719119815684956,0.5510406342913776,0.0006248095601933038,0.003203113781783856
internvl_2_5_8b,train,ovir,4,1009,1009,0.0023735382920861687,0.002867175900432062,0.5391476709613479,0.0007638110038640331,0.003924889924881565
internvl_2_5_8b,train,ovir,5,1009,1009,0.001919811527536784,0.0017934049985466327,0.5361744301288405,0.00029904089615809834,0.003445164168919623
internvl_2_5_8b,train,ovir,6,1009,1009,-0.0035294841736084677,-0.0034191595798077623,0.4489593657086224,-0.005494166532788707,-0.0016543132448200131
internvl_2_5_8b,train,ovir,7,1009,1009,0.0055923593365205,0.005483216882775199,0.5490584737363726,0.0025896516978377517,0.008451230938276648
internvl_2_5_8b,train,ovir,8,1009,1009,0.0028577343508374843,0.0005126307802461039,0.5034687809712587,-0.0008523734547584205,0.006536792087375681
