feature,layer,real_minus_hall,image_bootstrap_ci95_low,image_bootstrap_ci95_high,cohens_d_real_minus_hall,single_layer_real_positive_auroc
all_aggregate,1,0.11662418243258887,0.0938877577959053,0.1392476651922303,0.5248854589052832,0.6475347611921687
all_aggregate,2,0.012014361852246913,-0.004136871564474778,0.0276794772659407,0.08435263040775642,0.5192636238932535
all_aggregate,3,-0.004078098370220107,-0.009525758320405536,0.0016284925535123126,-0.06873158128572257,0.4567667414889637
all_aggregate,4,0.0403249568886026,0.03193510299885926,0.0483881172466599,0.48996274044801763,0.645348547200399
all_aggregate,5,0.04865343128942479,0.04065410217923171,0.05678649344668844,0.5446660601871267,0.6563817184187555
all_aggregate,6,0.06259396606523182,0.051616102956096435,0.07373455247347403,0.5843955028007192,0.6681397306397306
all_aggregate,7,0.06421680976495603,0.05339482192944483,0.07461071693991522,0.7073991821382128,0.7002556428482354
all_aggregate,8,0.004260178630299816,-0.005424862822717413,0.013913213284874758,0.04942860476848668,0.5126527621897992
all_aggregate,9,-0.002351658083874719,-0.008350646344753066,0.0033700735495618105,-0.042346497687433815,0.48341205262501563
all_aggregate,10,0.02722436134211137,0.02061257654909527,0.0335820181095178,0.43374623646801597,0.6291697842623769
all_aggregate,11,0.020619046991622092,0.014584680388496868,0.026708791259928776,0.32062513687325894,0.5872427983539095
all_aggregate,12,0.03106598707812802,0.017185691526128106,0.04413223423496174,0.271342585012727,0.6084221848110736
all_aggregate,13,0.016861383546683095,0.007560398572182816,0.025527415027508105,0.1856933969297698,0.5577612545205137
all_aggregate,14,0.001775869643096173,-0.006074944002898905,0.009412280528140617,0.023515256766168696,0.4966969073450555
all_aggregate,15,0.02771594885874684,0.015983620369904715,0.038746296616721444,0.31168907103017157,0.6339880284324729
all_aggregate,16,0.027846224321309565,0.02270828344445282,0.032900324589063674,0.4710696978946221,0.6416666666666667
all_aggregate,17,0.03069153293365179,0.023282820684763162,0.038092100959637644,0.4154905605714727,0.6381219603441826
all_aggregate,18,-0.005250407315113337,-0.010869507392925307,0.0005130838558470502,-0.0845622181040287,0.4366301907968575
all_aggregate,19,0.04945068366148253,0.04188414018149249,0.05667326582845387,0.632551665272159,0.694352475370994
all_aggregate,20,0.002015392433362795,-0.0021287885391437834,0.00607149270750682,0.05320294398194087,0.5103815937149271
all_aggregate,21,0.006703233171994449,4.5731047806228716e-05,0.013248903935200706,0.09431122719975857,0.49204389574759944
all_aggregate,22,0.010977862548923412,0.006963159348260373,0.015012029653889898,0.2272265486731422,0.5572289250529991
all_aggregate,23,0.01767501517666209,0.010443765949795628,0.024848643514898246,0.24573032058423427,0.6024426362389325
all_aggregate,24,0.015257118165066558,0.010954379576263133,0.019382787702172118,0.31991270163760654,0.6315188926300037
all_aggregate,25,0.005454919667858049,-0.003122580108710285,0.013677221655655686,0.07222997237628206,0.5345772540216984
all_aggregate,26,0.021579054918027307,0.011189179599307035,0.031998946062447825,0.184120981808642,0.5868094525501932
all_aggregate,27,-0.0036140892453968287,-0.00988576392658404,0.002174917520602079,-0.06550106312085036,0.4467124953236064
all_aggregate,28,-0.007727213506194874,-0.012142668309613974,-0.003395669960175242,-0.1803028937744983,0.42963430602319497
all_aggregate,29,0.023174311468371428,0.018200101232967867,0.028440577356450246,0.322012469815703,0.5813209253024068
all_aggregate,30,0.0059091819826551095,0.0017240878165123755,0.010140752872239856,0.12739224265397764,0.5086575632871929
all_aggregate,31,-0.03247877327280013,-0.041014129004270664,-0.024026518061379957,-0.4065707055064196,0.37416448434966953
all_aggregate,32,-0.021815529972415204,-0.05351153153557252,0.012432691218798097,-0.0804040708842057,0.46829561042524004
all_tokenwise,1,0.13744525977658095,0.11439592204288265,0.160111927920437,0.5956497009942433,0.6664188178077067
all_tokenwise,2,-0.0009027251490840715,-0.011627488165375094,0.00966152310745635,-0.009159102851013519,0.4813310574884649
all_tokenwise,3,-0.011732423454773877,-0.016814985382823607,-0.006624824208531931,-0.2132012062149507,0.407631874298541
all_tokenwise,4,0.018417194300027084,0.012887492301673445,0.023864671652055625,0.3256171982293798,0.5899870619778027
all_tokenwise,5,0.028292501695228345,0.022253737887019696,0.034207309446818046,0.4463670670763349,0.6322499688240428
all_tokenwise,6,0.03567928552426869,0.02753862851457486,0.04359731409030414,0.45041109816000496,0.6380861079935154
all_tokenwise,7,0.04768048983180162,0.04004514110059347,0.05523569360867137,0.6620675205808374,0.6939580995136551
all_tokenwise,8,0.022241568076189155,0.015647005597594014,0.028796901162775612,0.34536456266266014,0.6094011098640728
all_tokenwise,9,0.009656157309459124,0.005598704513403441,0.01369460574971422,0.23828468629515326,0.5739298852724779
all_tokenwise,10,0.014951064603196285,0.010286822068682982,0.019495527391215548,0.33417063872966535,0.6011628631999002
all_tokenwise,11,0.01123459020297135,0.007237482845569765,0.015124533658350418,0.2589855411271575,0.5693758573388203
all_tokenwise,12,0.01613782060266744,0.007264832483744744,0.024233117203090574,0.22147225608865792,0.5895139668287817
all_tokenwise,13,-0.0014937889533311877,-0.007507284966889405,0.0044235787871902185,-0.02494761233806152,0.4830761316872428
all_tokenwise,14,0.0008253443384110826,-0.003908124016924253,0.0053942338498141435,0.017654339698688352,0.5047200399052251
all_tokenwise,15,0.02832382675824746,0.0207511081529548,0.03530111025703332,0.4992865426138732,0.6770217608180571
all_tokenwise,16,0.0011100272074191508,-0.002122983966445316,0.004264757329176579,0.03412916084640693,0.505463586482105
all_tokenwise,17,0.0244281032959921,0.019581936843848874,0.029240163478214388,0.5091588730307791,0.6713804713804714
all_tokenwise,18,0.007890734433977309,0.0037867685547407133,0.011957987965262403,0.17797773593944377,0.5419643970569896
all_tokenwise,19,0.038078963859414394,0.03342079345571253,0.04277291315063047,0.7495283312079369,0.7320909714428232
all_tokenwise,20,0.00824903291132717,0.0053844155821138094,0.01104075007809481,0.30977180117438047,0.5919675146526998
all_tokenwise,21,0.011274392742299855,0.007093660065688415,0.015491540159198729,0.24876608002174808,0.5579015463274722
all_tokenwise,22,0.010763832916088567,0.007919607512678388,0.01369346714886812,0.33696602453675106,0.6022781830652201
all_tokenwise,23,0.011892536048611235,0.007884350765555301,0.015819753991914248,0.2903709840450516,0.600249407656815
all_tokenwise,24,0.011265450160988039,0.008368817264301023,0.014103698696922361,0.35508611828342646,0.6274527684249906
all_tokenwise,25,0.0039904460116518825,5.9209936054990135e-06,0.007869752311137344,0.09916024076485187,0.5223235440828033
all_tokenwise,26,0.010302138021247131,0.005069294606667857,0.01570250072894936,0.16208811328370404,0.5606528245417135
all_tokenwise,27,0.0006698856406189557,-0.0029181261246389455,0.004151811904635851,0.019668717524104675,0.499022633744856
all_tokenwise,28,-0.00029618868961778233,-0.0023148759155203515,0.0017469211001579208,-0.012871916623180643,0.4823138795361017
all_tokenwise,29,0.018118056215295664,0.014804852362998578,0.021543725597927842,0.3588490290012684,0.6172356278837761
all_tokenwise,30,0.003403662697659793,0.0010581126468652766,0.005754940291941615,0.13101913888963215,0.5134399551066218
all_tokenwise,31,-0.006108556206178173,-0.008805181691544246,-0.003480574439084891,-0.2409732308772327,0.4000202643721162
