model,left,right,metric,difference,ci95_low,ci95_high,valid_replicates
qwen2_5_vl_7b,legacy_plus_prompt_kappa,legacy_visual,AUROC,0.006768946110554341,-0.009108979166513157,0.023422670719412987,2000
qwen2_5_vl_7b,legacy_plus_prompt_kappa,legacy_visual,HALL_AUPR,0.03151376683069129,-0.0234362055633155,0.091677802344721,2000
qwen2_5_vl_7b,legacy_plus_generation_kappa,legacy_visual,AUROC,-0.002909053529668859,-0.017234874286765078,0.01104249912800132,2000
qwen2_5_vl_7b,legacy_plus_generation_kappa,legacy_visual,HALL_AUPR,0.022368277837413908,-0.024396552733856006,0.0683034619432195,2000
qwen2_5_vl_7b,legacy_plus_b1_residual_balance,legacy_visual,AUROC,0.006285817079125011,-0.011147888177758964,0.023188150397630395,2000
qwen2_5_vl_7b,legacy_plus_b1_residual_balance,legacy_visual,HALL_AUPR,0.07608290756154062,0.021168888523145062,0.13915500311858897,2000
qwen2_5_vl_7b,legacy_plus_b1_delta_cos_rg,legacy_visual,AUROC,0.015650296815974074,0.002732804179562562,0.028506475616798786,2000
qwen2_5_vl_7b,legacy_plus_b1_delta_cos_rg,legacy_visual,HALL_AUPR,0.05105877744323062,0.011195077645431232,0.09818190635100986,2000
qwen2_5_vl_7b,legacy_plus_visual_context_change,legacy_visual,AUROC,0.006712409734535907,-0.00972875738758261,0.02221711719775603,2000
qwen2_5_vl_7b,legacy_plus_visual_context_change,legacy_visual,HALL_AUPR,0.03433672936458232,-0.019072760611929935,0.08465124448520107,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_visual,AUROC,0.007735204173412336,-0.013662901836090069,0.029118347338935695,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_visual,HALL_AUPR,0.08104672578629252,0.004113928593203482,0.14668625019877543,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_prompt_kappa,AUROC,0.0009662580628579942,-0.014837496490535432,0.017115825618603274,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_prompt_kappa,HALL_AUPR,0.049532958955601225,-0.014635367312655048,0.10419128115499209,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_generation_kappa,AUROC,0.010644257703081195,-0.010087188751345538,0.029437559201173292,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_generation_kappa,HALL_AUPR,0.05867844794887861,-0.01023850602968975,0.11279615094645272,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_b1_residual_balance,AUROC,0.0014493870942873244,-0.01644108032138442,0.020765000265708423,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_b1_residual_balance,HALL_AUPR,0.0049638182247518925,-0.06880856095474826,0.06184795430181697,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_b1_delta_cos_rg,AUROC,-0.007915092642561739,-0.026158598087211164,0.010278865733790292,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_b1_delta_cos_rg,HALL_AUPR,0.0299879483430619,-0.043657687052597274,0.08706129995708262,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_visual_context_change,AUROC,0.0010227944388764287,-0.016014139203290527,0.018356031969214488,2000
qwen2_5_vl_7b,legacy_plus_five,legacy_plus_visual_context_change,HALL_AUPR,0.0467099964217102,-0.029535576742096795,0.10782118705577229,2000
qwen2_5_vl_7b,legacy_plus_five,five_concat,AUROC,0.035206743247757744,0.018280485040082502,0.05366375004591217,2000
qwen2_5_vl_7b,legacy_plus_five,five_concat,HALL_AUPR,0.09479039127565858,0.041362461506591994,0.1349673474390348,2000
qwen2_5_vl_7b,legacy_visual,five_concat,AUROC,0.027471539074345408,-0.002177922223098755,0.0560854976369158,2000
qwen2_5_vl_7b,legacy_visual,five_concat,HALL_AUPR,0.013743665489366064,-0.06738145254547874,0.09295322901708056,2000
