model,seed,standardization_was_already_enabled,reused_training,best_epoch,AUROC,HALL_AUPR
llava_1_5_7b,42,False,False,22,0.8998371335504886,0.6816989124782945
llava_1_5_7b,43,False,True,12,0.8997515430740186,0.6908522089947469
llava_1_5_7b,44,False,False,16,0.8994262992634328,0.689434181694746
