model,variant,selected,trial,validation_AUROC,validation_HALL_AUPR,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std
minigpt4_7b,raw_full_product,False,4,0.9352942771700676,0.7951276911737488,0.9319652226862799,0.00044564095515687836,0.762356536484944,0.0012018794161642377
minigpt4_7b,norm_full_product,True,22,0.9398329968122953,0.8030727229702569,0.9356089344598394,0.0003879734375396249,0.7726233206800384,0.0029192756561625265
