feature,display,seed,input_dimensions,auroc,accuracy,real_f1,hall_f1,hall_aupr,best_epoch
old_risk_ev_union_i_r_s,Original risk + EV + Union I + R + S,43,160,0.8937119501711103,0.8420216147488875,0.8983432194722847,0.6457590876692801,0.6703740124196186,100
old_risk_ev_union_i_r_s,Original risk + EV + Union I + R + S,44,160,0.8928116895556457,0.8353464717101081,0.89332784184514,0.6392757660167131,0.6630944086790307,100
old_risk_ev_union_i_r_s,Original risk + EV + Union I + R + S,45,160,0.8980873730273701,0.8448823903369358,0.899131872674659,0.6643741403026134,0.6765727755299134,100
jffn_risk_ev,P_JFFN risk + EV,43,64,0.8815747818220858,0.8328035600762873,0.892080426754206,0.6290550070521862,0.6675246585606637,96
jffn_risk_ev,P_JFFN risk + EV,44,64,0.8714288360044056,0.8264462809917356,0.8896969696969697,0.5931445603576752,0.6497233219603673,96
jffn_risk_ev,P_JFFN risk + EV,45,64,0.8771481387379451,0.8318499682136046,0.8925888324873097,0.6130212143379663,0.66108431792209,100
jffn_risk_ev_union_i,P_JFFN risk + EV + Union I,43,96,0.8839048681209354,0.8331214240305149,0.895480788373482,0.5862884160756501,0.6663553468272492,99
jffn_risk_ev_union_i,P_JFFN risk + EV + Union I,44,96,0.8829470209215822,0.8394787031150668,0.8967068930251585,0.6400570206699929,0.6704186744712409,99
jffn_risk_ev_union_i,P_JFFN risk + EV + Union I,45,96,0.8837746472025942,0.8347107438016529,0.8950766747376917,0.6107784431137725,0.667012745479639,98
jffn_risk_ev_union_r,P_JFFN risk + EV + Union R,43,96,0.8884035667798913,0.8302606484424666,0.8919028340080971,0.6050295857988166,0.6627625248452083,100
jffn_risk_ev_union_r,P_JFFN risk + EV + Union R,44,96,0.886954063268846,0.8359821996185632,0.8946938775510204,0.6293103448275862,0.6659254279543402,100
jffn_risk_ev_union_r,P_JFFN risk + EV + Union R,45,96,0.8872648571939533,0.8347107438016529,0.8935298935298935,0.6306818181818182,0.6656827425344083,100
jffn_risk_ev_union_s,P_JFFN risk + EV + Union S,43,96,0.8876401828185941,0.829942784488239,0.8915027377813831,0.6069066862601029,0.6731532291476747,100
jffn_risk_ev_union_s,P_JFFN risk + EV + Union S,44,96,0.8822397766450809,0.8293070565797839,0.8904752192535182,0.6133909287257019,0.657688803715649,99
jffn_risk_ev_union_s,P_JFFN risk + EV + Union S,45,96,0.8949551258715396,0.8423394787031151,0.8988580750407831,0.6426512968299711,0.6909645600481971,95
jffn_risk_ev_union_i_r_s,P_JFFN risk + EV + Union I + R + S,43,160,0.8899746098147217,0.8432930705657978,0.9010636162954043,0.6233766233766234,0.6697985265953869,100
jffn_risk_ev_union_i_r_s,P_JFFN risk + EV + Union I + R + S,44,160,0.8912475916364603,0.8394787031150668,0.8960263537162858,0.6480836236933798,0.6733732638455773,97
jffn_risk_ev_union_i_r_s,P_JFFN risk + EV + Union I + R + S,45,160,0.891380416973168,0.8410680228862047,0.8988673139158576,0.629080118694362,0.6790840423773714,100
