model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
qwen3_vl_8b,all,cos_mean,1,237,237,-0.007924013966998843,0.008687343505770318,0.5316455696202531
qwen3_vl_8b,all,cos_mean,2,237,237,-0.0036846025232604106,-0.006151552397602553,0.4472573839662447
qwen3_vl_8b,all,cos_mean,3,237,237,-0.0050047728772833425,-0.006980071452289877,0.4472573839662447
qwen3_vl_8b,all,cos_mean,4,237,237,-0.0036991338317087135,-0.010353769675324032,0.4430379746835443
qwen3_vl_8b,all,cos_mean,5,237,237,-0.01767407688773947,-0.01563864869741441,0.3755274261603376
qwen3_vl_8b,all,cos_mean,6,237,237,-0.009015241049848145,-0.009762017832448122,0.42616033755274263
qwen3_vl_8b,all,cos_mean,7,237,237,-0.004354234752412348,-0.0037951670587063058,0.4472573839662447
qwen3_vl_8b,all,cos_mean,8,237,237,-0.003379994514647696,-0.003637177397807445,0.45147679324894513
qwen3_vl_8b,all,cos_mean,9,237,237,-0.000895754590069173,-0.001110247740378767,0.4810126582278481
qwen3_vl_8b,all,cos_mean,10,237,237,0.00019653250246489233,-0.0009895274539788446,0.4978902953586498
qwen3_vl_8b,all,cos_mean,11,237,237,-0.015441232603902726,-0.01356848026625801,0.350210970464135
qwen3_vl_8b,all,cos_mean,12,237,237,-0.0070312430757775895,-0.0044536101611124534,0.4641350210970464
qwen3_vl_8b,all,cos_mean,13,237,237,0.0034568585809901624,0.0032537375409633085,0.5063291139240507
qwen3_vl_8b,all,cos_mean,14,237,237,-0.0034582409581746655,-0.0035753855911584975,0.4767932489451477
qwen3_vl_8b,all,cos_mean,15,237,237,-0.004937932522013471,-0.004280162621289496,0.4641350210970464
qwen3_vl_8b,all,cos_mean,16,237,237,0.0026612082934318795,0.005660877749323834,0.5443037974683544
qwen3_vl_8b,all,cos_mean,17,237,237,-0.011041407244520343,-0.013108947615210753,0.350210970464135
qwen3_vl_8b,all,cos_mean,18,237,237,-0.006052102548812433,-0.006279078568758589,0.42616033755274263
qwen3_vl_8b,all,cos_mean,19,237,237,-0.0022799995757197653,-0.005555147631093826,0.4472573839662447
qwen3_vl_8b,all,cos_mean,20,237,237,-0.007384215855310926,-0.009530448496341715,0.33755274261603374
qwen3_vl_8b,all,cos_mean,21,237,237,-0.013481901630014639,-0.014019430532223653,0.35443037974683544
qwen3_vl_8b,all,cos_mean,22,237,237,0.001403993085595155,0.0033527697364871267,0.5443037974683544
qwen3_vl_8b,all,cos_mean,23,237,237,-0.0010731487346113625,-0.0003470872475120901,0.4936708860759494
qwen3_vl_8b,all,cos_mean,24,237,237,-0.009110296138755957,-0.012504144071394357,0.3924050632911392
qwen3_vl_8b,all,cos_mean,25,237,237,0.0024056984691060513,0.0022245631796803944,0.5527426160337553
qwen3_vl_8b,all,cos_mean,26,237,237,0.006138804973701825,0.007292365559521535,0.6075949367088608
qwen3_vl_8b,all,cos_mean,27,237,237,0.013342792479302031,0.012697074313958487,0.7552742616033755
qwen3_vl_8b,all,cos_mean,28,237,237,0.012580608837952494,0.011014998927266786,0.6118143459915611
qwen3_vl_8b,all,cos_mean,29,237,237,0.009821486347300335,0.00961648817025819,0.6751054852320675
qwen3_vl_8b,all,cos_mean,30,237,237,0.004471088759424588,0.005631286018450952,0.6582278481012658
qwen3_vl_8b,all,cos_mean,31,237,237,-0.0011954782207919655,-0.0008526712179226939,0.4641350210970464
qwen3_vl_8b,all,cos_mean,32,237,237,-0.000349770655929849,-0.00025504172550123647,0.4810126582278481
qwen3_vl_8b,all,cos_mean,33,237,237,-0.0005705443242827872,-0.0002867332714641922,0.4810126582278481
qwen3_vl_8b,all,cos_mean,34,237,237,-0.0028363732951090354,-0.0028338228087704947,0.39662447257383965
