model,scope,label,layer,valid,undefined,mean,q25,median,q75
qwen3_vl_8b,all,HALL,4,2593,0,0.0568357726376011,0.022497090895571833,0.03387921860277722,0.05827530316517888
qwen3_vl_8b,all,HALL,5,2593,0,0.07093043356199018,0.028940257495098817,0.04244827649705883,0.07785518627370829
qwen3_vl_8b,all,HALL,6,2593,0,0.12564088618851454,0.053851295209522414,0.0770903104303046,0.13444619937623037
qwen3_vl_8b,all,HALL,7,2593,0,0.1773701722452107,0.06958798973280336,0.10448215971912511,0.18387841961199516
qwen3_vl_8b,all,HALL,8,2593,0,0.16982276619556985,0.06612767973582762,0.09631631988568055,0.16977225623212847
qwen3_vl_8b,all,HALL,9,2593,0,0.2118144543485475,0.09234390689216897,0.136187336406663,0.2282797537340098
qwen3_vl_8b,all,HALL,10,2593,0,0.2519213659947021,0.10475015731846028,0.1538711839905636,0.27352764842390725
qwen3_vl_8b,all,HALL,11,2593,0,0.30177033500191,0.12396091373001107,0.17790111334761605,0.3198861731937758
qwen3_vl_8b,all,HALL,12,2593,0,0.25165784974495803,0.10446036520139994,0.15269985100941044,0.2784307824764797
qwen3_vl_8b,all,HALL,13,2593,0,0.2250869671005654,0.09484762049218894,0.1367066920892445,0.24383535086487731
qwen3_vl_8b,all,HALL,14,2593,0,0.17509307680382508,0.07459699125844645,0.10856407437524974,0.1942795496909649
qwen3_vl_8b,all,HALL,15,2593,0,0.24917074206311818,0.10752764092885086,0.15640020880285496,0.2727678893848627
qwen3_vl_8b,all,HALL,16,2593,0,0.22780642561463746,0.09673848768310879,0.13949767511297503,0.24797717014379386
qwen3_vl_8b,all,HALL,17,2593,0,0.2095364501473107,0.09940771140205418,0.1406557148845706,0.23894416977777894
qwen3_vl_8b,all,HALL,18,2593,0,0.21317356065048595,0.09733177074381795,0.14175668564931185,0.24407154714612112
qwen3_vl_8b,all,HALL,19,2593,0,0.22421828330331783,0.09911978559695242,0.14268871567278044,0.25336130370851606
qwen3_vl_8b,all,HALL,20,2593,0,0.2660630879117763,0.11399685202800411,0.16394702152649854,0.28994210064411163
qwen3_vl_8b,all,HALL,21,2593,0,0.27061919625038927,0.11235918002378356,0.16550575486000846,0.2939442050798486
qwen3_vl_8b,all,HALL,22,2593,0,0.3499153440386254,0.1435316286896566,0.21321242168855142,0.3788687690502739
qwen3_vl_8b,all,HALL,23,2593,0,0.46622712204350875,0.18810479730720922,0.27275891827853166,0.48744659439898
qwen3_vl_8b,all,HALL,24,2593,0,0.45980799008272905,0.1741301217551503,0.26110542952293125,0.47274069739714936
qwen3_vl_8b,all,HALL,25,2593,0,0.3933484611309902,0.16776065925036424,0.24784345896720575,0.4429956212113
qwen3_vl_8b,all,HALL,26,2593,0,0.41525111652037705,0.15092320421058503,0.2180642931101223,0.40790430359004565
qwen3_vl_8b,all,HALL,27,2593,0,0.34323130296003457,0.1384177071482911,0.2036150389216411,0.36561713544057406
qwen3_vl_8b,all,HALL,28,2593,0,0.31836305878694243,0.12940783661102231,0.18482061530004204,0.3348263515483426
qwen3_vl_8b,all,HALL,29,2593,0,0.5462770835579102,0.20219514581124085,0.3018896692230659,0.5191179468387014
qwen3_vl_8b,all,HALL,30,2593,0,0.3844407300176272,0.16179568549449794,0.24435572208422154,0.4405305407602679
qwen3_vl_8b,all,HALL,31,2593,0,0.47923665249209446,0.1783472196358305,0.2658120773746358,0.48875377231205885
qwen3_vl_8b,all,HALL,32,2593,0,0.43831490984993626,0.17117899017074917,0.25346158682098746,0.46258628137240354
qwen3_vl_8b,all,HALL,33,2593,0,0.6939777502980154,0.25081961704380956,0.37818118005001145,0.6893930544740416
qwen3_vl_8b,all,HALL,34,2593,0,0.5364450118299036,0.2099020880579134,0.3282611120970721,0.5792326822355833
qwen3_vl_8b,all,HALL,35,2593,0,0.8233410455377084,0.31569482695141976,0.48187779563994815,0.8896265949864509
qwen3_vl_8b,all,HALL,36,2593,0,1.8145378984693437,0.7852414734661579,1.1511087615359972,1.9746913699433208
qwen3_vl_8b,train,REAL,1,9769,0,0.965273245702997,0.22281334572471678,0.4591208824305795,1.3815944027797928
qwen3_vl_8b,train,REAL,2,9769,0,0.1787671754316717,0.036225733851303454,0.0803591323479929,0.22354309085095603
qwen3_vl_8b,train,REAL,3,9769,0,0.10974867365519132,0.0312268119299721,0.0626592179517081,0.1551137487590313
qwen3_vl_8b,train,REAL,4,9769,0,0.10633097255516522,0.02988371185777823,0.06094148717542638,0.14066100869835776
qwen3_vl_8b,train,REAL,5,9769,0,0.13586583214542863,0.037548284789547325,0.07963708099850919,0.1979618040395194
qwen3_vl_8b,train,REAL,6,9769,0,0.25161579754934743,0.07222348561220504,0.14647100972011684,0.3768590918701628
qwen3_vl_8b,train,REAL,7,9769,0,0.3480822699099311,0.08959840771191321,0.18501379403305498,0.49332758438374313
qwen3_vl_8b,train,REAL,8,9769,0,0.3368409819716968,0.08001423971621659,0.16716400645673274,0.5005274193223428
qwen3_vl_8b,train,REAL,9,9769,0,0.4105708436711748,0.11963831335796338,0.2437305341600993,0.6152179430438471
qwen3_vl_8b,train,REAL,10,9769,0,0.49282889144511555,0.1359553220977735,0.2770703011358689,0.7332579342319685
qwen3_vl_8b,train,REAL,11,9769,0,0.6301682061075204,0.16123344909742868,0.3379370648875645,0.9043335055868174
qwen3_vl_8b,train,REAL,12,9769,0,0.4763500400626813,0.13591057801649215,0.2767778224984391,0.7068595805515846
qwen3_vl_8b,train,REAL,13,9769,0,0.45143202465584353,0.12048903051413397,0.24504640030791053,0.6541510711291006
qwen3_vl_8b,train,REAL,14,9769,0,0.31825964497657605,0.0964644124858152,0.19358422970187597,0.49169028201140463
qwen3_vl_8b,train,REAL,15,9769,0,0.4687046897371322,0.14187249095084553,0.2848295913270424,0.7190113907250074
qwen3_vl_8b,train,REAL,16,9769,0,0.4223207726989275,0.1262378943836063,0.2574653517251136,0.6722431870487829
qwen3_vl_8b,train,REAL,17,9769,0,0.37609449897590835,0.12888937573763543,0.253271236304978,0.5715859600088813
qwen3_vl_8b,train,REAL,18,9769,0,0.3974875511453667,0.13556498487919105,0.2617388771436477,0.5943107716739178
qwen3_vl_8b,train,REAL,19,9769,0,0.42250053518417824,0.13154169452751283,0.2626307389143397,0.62465255135863
qwen3_vl_8b,train,REAL,20,9769,0,0.5473898361665152,0.1559350954906012,0.3140565504265182,0.810187137722969
qwen3_vl_8b,train,REAL,21,9769,0,0.5111748929775027,0.15505847458779398,0.3114696104275553,0.7523109394879568
qwen3_vl_8b,train,REAL,22,9769,0,0.6949912761301926,0.19780599826115763,0.4006919240960956,1.0296115736580558
qwen3_vl_8b,train,REAL,23,9769,0,1.0578535957675939,0.26799417209063825,0.5622171132779079,1.508410469407127
qwen3_vl_8b,train,REAL,24,9769,0,0.9235842435716651,0.2318628433345747,0.4999347421502985,1.3456596996014316
qwen3_vl_8b,train,REAL,25,9769,0,0.7261450020809997,0.2186896351582934,0.44398151189347523,1.0314570676821928
qwen3_vl_8b,train,REAL,26,9769,0,0.9824953833659313,0.2206432240359607,0.48271999292774126,1.4266714490572545
qwen3_vl_8b,train,REAL,27,9769,0,0.6554592257669124,0.1784986849400963,0.36899116523563863,0.8784250948164198
qwen3_vl_8b,train,REAL,28,9769,0,0.6292045317513867,0.17518175658642576,0.35747767743188885,0.88046386372298
qwen3_vl_8b,train,REAL,29,9769,0,1.186044783119216,0.28632984698621944,0.6257577835123755,1.72402290685568
qwen3_vl_8b,train,REAL,30,9769,0,0.5584679511858341,0.20368152812859863,0.41371226943048994,0.7578817689985348
qwen3_vl_8b,train,REAL,31,9769,0,1.032863763714157,0.2546162920651766,0.5423599148590891,1.4299146520594757
qwen3_vl_8b,train,REAL,32,9769,0,0.9625447592328336,0.24684553624887903,0.5107766722597308,1.317959259131125
qwen3_vl_8b,train,REAL,33,9769,0,1.5509052257160092,0.35552995600258275,0.7628493783094229,2.1462392115758524
qwen3_vl_8b,train,REAL,34,9769,0,0.9478015120770724,0.2605582537764514,0.5542719734888246,1.3142784894616515
qwen3_vl_8b,train,REAL,35,9769,0,1.7032606431165078,0.4398965702415015,0.9293558069039136,2.3803466428881106
qwen3_vl_8b,train,REAL,36,9769,0,4.000914807182115,1.0932292854315355,2.2030672875734476,5.532769962360985
qwen3_vl_8b,train,HALL,1,2077,0,0.416861034687762,0.17078935969458772,0.24429762721115697,0.43190673959055326
qwen3_vl_8b,train,HALL,2,2077,0,0.0771774946240333,0.02574921013674383,0.04233457140175493,0.0777789008108066
qwen3_vl_8b,train,HALL,3,2077,0,0.052267198799802475,0.022764966033022613,0.03331880774777873,0.0553493465755194
qwen3_vl_8b,train,HALL,4,2077,0,0.05588743940434661,0.02230127830894548,0.03371571155979082,0.05819726673523999
qwen3_vl_8b,train,HALL,5,2077,0,0.0701585703624537,0.028834940084387833,0.04232263486167551,0.07879293527767746
qwen3_vl_8b,train,HALL,6,2077,0,0.12439876875043324,0.053409047350334714,0.07700581484619576,0.13444619937623037
qwen3_vl_8b,train,HALL,7,2077,0,0.17692838314792647,0.0686740572958769,0.10461837996122797,0.18622466397506218
qwen3_vl_8b,train,HALL,8,2077,0,0.16758196393480826,0.06606976894491139,0.09618414062689143,0.1692960172246855
qwen3_vl_8b,train,HALL,9,2077,0,0.21041811373619188,0.09111634934910295,0.13451572367512996,0.2285844641963689
qwen3_vl_8b,train,HALL,10,2077,0,0.24847251518147226,0.10444777204232655,0.1538126431347698,0.2740851373679379
qwen3_vl_8b,train,HALL,11,2077,0,0.2972457096935979,0.12297194047074522,0.17725168584729545,0.31790032004502333
qwen3_vl_8b,train,HALL,12,2077,0,0.2478291187557438,0.10442434412609915,0.1528975392494327,0.276727253233717
qwen3_vl_8b,train,HALL,13,2077,0,0.22277660754234538,0.09455119200516492,0.13618865758146875,0.24300727065138775
qwen3_vl_8b,train,HALL,14,2077,0,0.1728945195271952,0.07434911419066077,0.10835344994855296,0.1936819453275314
qwen3_vl_8b,train,HALL,15,2077,0,0.24626117838012201,0.10659082102655833,0.15582880477972352,0.2693893534208958
qwen3_vl_8b,train,HALL,16,2077,0,0.22439986048967878,0.09554565662715371,0.1386805431516364,0.24508845549411115
qwen3_vl_8b,train,HALL,17,2077,0,0.2073350797572249,0.09833349501199197,0.14026435633207224,0.23797696052589318
qwen3_vl_8b,train,HALL,18,2077,0,0.21096363251538522,0.09683910774065925,0.14134046778535886,0.24035788626553348
qwen3_vl_8b,train,HALL,19,2077,0,0.2215313551472591,0.09826655703225351,0.14289285934884266,0.25146821468381797
qwen3_vl_8b,train,HALL,20,2077,0,0.2640799701701148,0.11321340094315215,0.16466664877274514,0.2880719570982221
qwen3_vl_8b,train,HALL,21,2077,0,0.26763807426144065,0.11188999392035291,0.1658953930553351,0.29267260970560266
qwen3_vl_8b,train,HALL,22,2077,0,0.3470560702453963,0.1416883016922973,0.2125108702843581,0.3748762147354915
qwen3_vl_8b,train,HALL,23,2077,0,0.46227017746924504,0.18721120881286454,0.27257554410985235,0.4791735133997375
qwen3_vl_8b,train,HALL,24,2077,0,0.4523865512585708,0.17156570806645935,0.26069505186842434,0.4687847689696355
qwen3_vl_8b,train,HALL,25,2077,0,0.38766498998531373,0.16654005052567097,0.24784345896720575,0.4382080095532684
qwen3_vl_8b,train,HALL,26,2077,0,0.40862562278034936,0.15060235939476893,0.2168945363996277,0.3996954395046427
qwen3_vl_8b,train,HALL,27,2077,0,0.339578733651735,0.1372129224510133,0.20345679279844994,0.36325053057395096
qwen3_vl_8b,train,HALL,28,2077,0,0.3133677355431842,0.12878745670941677,0.1846332743190802,0.3322368683238678
qwen3_vl_8b,train,HALL,29,2077,0,0.5370198987519424,0.20093891162002914,0.30025186823730016,0.5108970757573843
qwen3_vl_8b,train,HALL,30,2077,0,0.3822938245796694,0.16259403914128515,0.24361121110307674,0.4405305407602679
qwen3_vl_8b,train,HALL,31,2077,0,0.4724895630684283,0.17860792325524913,0.2674610012771537,0.4811179648677353
qwen3_vl_8b,train,HALL,32,2077,0,0.43340048860836017,0.17158428959636263,0.2508852306624235,0.45508058720767713
qwen3_vl_8b,train,HALL,33,2077,0,0.6810949186177907,0.2487719103936916,0.37465193896590404,0.6839842160877126
qwen3_vl_8b,train,HALL,34,2077,0,0.527499552604272,0.2073969569205979,0.3268745736409487,0.56383888222765
qwen3_vl_8b,train,HALL,35,2077,0,0.8207764247099447,0.31301252311095595,0.48133916074574806,0.883934753991843
qwen3_vl_8b,train,HALL,36,2077,0,1.7985356547826195,0.7798590576731227,1.1491951040710722,1.974024506377392
qwen3_vl_8b,validation,REAL,1,1261,0,0.9275159711759952,0.21643169575624846,0.44328104623538606,1.2740605330237975
qwen3_vl_8b,validation,REAL,2,1261,0,0.16769469499654488,0.035057122606757085,0.07472759068131664,0.2086866017092358
qwen3_vl_8b,validation,REAL,3,1261,0,0.1056711786043474,0.030570278149845934,0.059198518305991404,0.14756205074489118
qwen3_vl_8b,validation,REAL,4,1261,0,0.09961923654513911,0.028619230672111504,0.05543433868604684,0.13305979957921477
qwen3_vl_8b,validation,REAL,5,1261,0,0.12980094912888232,0.036451488355363625,0.07515592824826699,0.17984483817902705
qwen3_vl_8b,validation,REAL,6,1261,0,0.2377785918968629,0.07097071602579373,0.14116912702414788,0.34725833125412464
qwen3_vl_8b,validation,REAL,7,1261,0,0.3332254883280785,0.08672842298013468,0.17253178804294095,0.47320255311205983
qwen3_vl_8b,validation,REAL,8,1261,0,0.32386072399410987,0.07808937095256402,0.16318949275853065,0.45771424940062894
qwen3_vl_8b,validation,REAL,9,1261,0,0.40157325171388386,0.11634892201982439,0.23039769337908045,0.5647524836162726
qwen3_vl_8b,validation,REAL,10,1261,0,0.47349423705078025,0.13045554603282553,0.2588218101208993,0.6343341246247292
qwen3_vl_8b,validation,REAL,11,1261,0,0.6015895551710146,0.1536575851108258,0.31257635925729305,0.809939477833048
qwen3_vl_8b,validation,REAL,12,1261,0,0.46951209082513445,0.13248018208858475,0.2621057590994256,0.6342235123738647
qwen3_vl_8b,validation,REAL,13,1261,0,0.4357249881457691,0.11730852244179966,0.23841079419006161,0.5890351957469074
qwen3_vl_8b,validation,REAL,14,1261,0,0.3080404388453042,0.09328731825510833,0.1853710813181741,0.4436226546425711
qwen3_vl_8b,validation,REAL,15,1261,0,0.44971840685650394,0.13303258720213618,0.27463215432511884,0.6535524520136061
qwen3_vl_8b,validation,REAL,16,1261,0,0.4077920514941312,0.12092439540803233,0.2489279402535032,0.580977440596773
qwen3_vl_8b,validation,REAL,17,1261,0,0.3598581424501189,0.12351678266522607,0.2392342248625171,0.5161158588939699
qwen3_vl_8b,validation,REAL,18,1261,0,0.384015026870114,0.12832082923616103,0.25311999759970255,0.5460562314838171
qwen3_vl_8b,validation,REAL,19,1261,0,0.4067263098907767,0.12843722845593156,0.24626080381554052,0.5700021926313639
qwen3_vl_8b,validation,REAL,20,1261,0,0.5213951488163086,0.1524626885719884,0.2975630815952825,0.6989667121200792
qwen3_vl_8b,validation,REAL,21,1261,0,0.48915837779070953,0.147031324018643,0.29114810787958106,0.6879537019878625
qwen3_vl_8b,validation,REAL,22,1261,0,0.6626872072524949,0.19143226715154016,0.3926159327631777,0.9414836952595839
qwen3_vl_8b,validation,REAL,23,1261,0,1.0133865714573003,0.25858916739116977,0.5255714507208618,1.3020764541967462
qwen3_vl_8b,validation,REAL,24,1261,0,0.8773565836535974,0.223781361634414,0.48021415697380165,1.2250510230660439
qwen3_vl_8b,validation,REAL,25,1261,0,0.6928633180166317,0.205726946471259,0.4118078412074182,0.9077775987796486
qwen3_vl_8b,validation,REAL,26,1261,0,0.9380475569958642,0.2147822834207787,0.45941474119660586,1.2380961131614943
qwen3_vl_8b,validation,REAL,27,1261,0,0.6248046115376857,0.1739449393621758,0.3395697595255952,0.788949227106059
qwen3_vl_8b,validation,REAL,28,1261,0,0.6032197830830462,0.17474321000148782,0.3333149121568785,0.8341700229793787
qwen3_vl_8b,validation,REAL,29,1261,0,1.127931509042296,0.27096464387204094,0.5832516671562532,1.5295951869775308
qwen3_vl_8b,validation,REAL,30,1261,0,0.5329067568951407,0.19882969079827445,0.37854077492227567,0.7184546651461949
qwen3_vl_8b,validation,REAL,31,1261,0,0.9923974806325652,0.24624287899232644,0.49927534680769203,1.3487905462582905
qwen3_vl_8b,validation,REAL,32,1261,0,0.9163734965623671,0.23919472413523712,0.4693205177365821,1.2060697261244058
qwen3_vl_8b,validation,REAL,33,1261,0,1.4590811994220516,0.33873979044766467,0.7339891686503376,1.9968504320830107
qwen3_vl_8b,validation,REAL,34,1261,0,0.9126619850363802,0.24462815346604172,0.50943175299714,1.2154399216071599
qwen3_vl_8b,validation,REAL,35,1261,0,1.6282204767539277,0.4284336478734503,0.8709327835822478,2.2521043304157886
qwen3_vl_8b,validation,REAL,36,1261,0,3.7974893849402096,1.0556854607394108,2.061495783297639,4.9930551581912574
qwen3_vl_8b,validation,HALL,1,274,0,0.45641700917804756,0.18163170861611527,0.248004647345492,0.46924882590144434
qwen3_vl_8b,validation,HALL,2,274,0,0.08828979838627912,0.02519847187173386,0.04382433414250772,0.08800709530125689
qwen3_vl_8b,validation,HALL,3,274,0,0.06026297999866195,0.02449742506939464,0.03400003866097477,0.062362189434593415
qwen3_vl_8b,validation,HALL,4,274,0,0.06530397515295654,0.024570218394063315,0.034388235554933186,0.06638308512496657
qwen3_vl_8b,validation,HALL,5,274,0,0.07981049453255107,0.030020799380697006,0.0429583041050743,0.08663419277173377
qwen3_vl_8b,validation,HALL,6,274,0,0.13696773914861654,0.05700852257575008,0.08098391565160584,0.15151647469391682
qwen3_vl_8b,validation,HALL,7,274,0,0.18878904948216557,0.07102708279882641,0.10461959848674648,0.19995835498863493
qwen3_vl_8b,validation,HALL,8,274,0,0.18542500445379023,0.06517985840461858,0.10634981659734169,0.19267420885004233
qwen3_vl_8b,validation,HALL,9,274,0,0.2245844632511403,0.0937649941921458,0.14084237479100198,0.25462422025732623
qwen3_vl_8b,validation,HALL,10,274,0,0.27241824485880295,0.10730863843690532,0.15615885307825605,0.2927818716378256
qwen3_vl_8b,validation,HALL,11,274,0,0.3300875522755103,0.13020906230734425,0.18403749847452022,0.35638978278351885
qwen3_vl_8b,validation,HALL,12,274,0,0.27807184316067557,0.1083569495956944,0.15203001489613904,0.32911287915320186
qwen3_vl_8b,validation,HALL,13,274,0,0.24567471904208965,0.09752895729166461,0.13902066873935318,0.2707629668642732
qwen3_vl_8b,validation,HALL,14,274,0,0.19542079910728588,0.07735406912121034,0.1121837030866839,0.22061560684032677
qwen3_vl_8b,validation,HALL,15,274,0,0.27148871828251625,0.11190432280198795,0.16636823382519517,0.31741640723118975
qwen3_vl_8b,validation,HALL,16,274,0,0.2543499996342077,0.10122309231793694,0.15326077909621516,0.305848464577498
qwen3_vl_8b,validation,HALL,17,274,0,0.22585985671716952,0.10592892963328088,0.14744985366179164,0.2704778619344314
qwen3_vl_8b,validation,HALL,18,274,0,0.23192861295682496,0.10207552703842862,0.1467223405366675,0.2685217982579881
qwen3_vl_8b,validation,HALL,19,274,0,0.24321169145621843,0.10525747005429152,0.14582600043732544,0.27942726411001806
qwen3_vl_8b,validation,HALL,20,274,0,0.2854095708199197,0.12044694867964348,0.1632969169109402,0.33104203947878186
qwen3_vl_8b,validation,HALL,21,274,0,0.29305390722929875,0.11762635386005671,0.16607449316297201,0.32856125014524
qwen3_vl_8b,validation,HALL,22,274,0,0.37225982170347066,0.1540102070115765,0.2233670362027837,0.41373018260704575
qwen3_vl_8b,validation,HALL,23,274,0,0.498963858854186,0.19756096681914076,0.2787336273058294,0.5262944349276557
qwen3_vl_8b,validation,HALL,24,274,0,0.5055494991386985,0.1849363314011046,0.2794768221595884,0.5423661042291864
qwen3_vl_8b,validation,HALL,25,274,0,0.42947577824430483,0.1818884066278767,0.25614334184921467,0.5139357844593321
qwen3_vl_8b,validation,HALL,26,274,0,0.4590625156457363,0.15705400910468503,0.22938766657728918,0.4550364266607107
qwen3_vl_8b,validation,HALL,27,274,0,0.37225912983066406,0.14368536137765375,0.2152321410808684,0.3942061260555834
qwen3_vl_8b,validation,HALL,28,274,0,0.3423766472916681,0.13217989483379672,0.1952658621212563,0.3571410007786505
qwen3_vl_8b,validation,HALL,29,274,0,0.6011718147645667,0.21912589271423652,0.33288370332209527,0.6052178677829939
qwen3_vl_8b,validation,HALL,30,274,0,0.4186025101397807,0.17061398131761807,0.2618476318064572,0.4633248319690256
qwen3_vl_8b,validation,HALL,31,274,0,0.521233660492642,0.19040271093337666,0.2695082205928043,0.5610791684165428
qwen3_vl_8b,validation,HALL,32,274,0,0.47649532272373685,0.176546791810375,0.2695183729512151,0.5120530235574973
qwen3_vl_8b,validation,HALL,33,274,0,0.7679920128487148,0.2698905844607071,0.4053246078636744,0.7836806490388875
qwen3_vl_8b,validation,HALL,34,274,0,0.5972526441979022,0.22558862952502048,0.3590671774637165,0.6742969441560986
qwen3_vl_8b,validation,HALL,35,274,0,0.8584855452059695,0.3418196008509083,0.4914193571129643,0.9578005888765412
qwen3_vl_8b,validation,HALL,36,274,0,1.9622246632975844,0.8319324226937934,1.2019997546026389,2.137294004435421
qwen3_vl_8b,test,REAL,1,1250,0,0.9391983851058707,0.20714748943676212,0.4215158346924225,1.2480528596878195
qwen3_vl_8b,test,REAL,2,1250,0,0.17214087859165156,0.033139209580261286,0.07205336690001712,0.2252161104102783
qwen3_vl_8b,test,REAL,3,1250,0,0.10580957970124306,0.02894987464979414,0.059018274986171945,0.14731640445201527
qwen3_vl_8b,test,REAL,4,1250,0,0.09873158628491542,0.027599963843951157,0.056430193005108285,0.1320438291192712
qwen3_vl_8b,test,REAL,5,1250,0,0.13058256186651657,0.03439418857938312,0.07272720593433302,0.18333416937042835
qwen3_vl_8b,test,REAL,6,1250,0,0.2417358894076746,0.06625281008796396,0.13413456637189602,0.34087079511089036
qwen3_vl_8b,test,REAL,7,1250,0,0.3432751302502169,0.08332372119947665,0.16864136084655507,0.4446274765015749
qwen3_vl_8b,test,REAL,8,1250,0,0.3243092160626982,0.07440645331484033,0.1469667361026276,0.4589034568007675
qwen3_vl_8b,test,REAL,9,1250,0,0.4016413123096045,0.11072930698161097,0.22077857771002424,0.5656922674077556
qwen3_vl_8b,test,REAL,10,1250,0,0.46537190974263387,0.127426341708555,0.25417522816467,0.6682823152925103
qwen3_vl_8b,test,REAL,11,1250,0,0.6009516842069493,0.15177225164032632,0.3142411317431766,0.8274317347843436
qwen3_vl_8b,test,REAL,12,1250,0,0.45745299476266643,0.12446858880193357,0.25000005584480717,0.6380003047740535
qwen3_vl_8b,test,REAL,13,1250,0,0.43172580781041914,0.11159228977943764,0.22904747145810245,0.577608042666989
qwen3_vl_8b,test,REAL,14,1250,0,0.306413951317569,0.08958594536417877,0.18201887603032985,0.4450254153644275
qwen3_vl_8b,test,REAL,15,1250,0,0.4501067666112215,0.13035003262582678,0.2673167453943546,0.6369935231229578
qwen3_vl_8b,test,REAL,16,1250,0,0.402415545676449,0.11595295194824416,0.23984392502586316,0.539717101725822
