model,scope,label,layer,valid,undefined,mean,q25,median,q75
qwen3_vl_8b,all,REAL,1,12280,0,0.9587418532823978,0.22026007938511113,0.45301124607857324,1.359999591553084
qwen3_vl_8b,all,REAL,2,12280,0,0.1769556714513199,0.03583515065216041,0.07921171072371673,0.22152688812154034
qwen3_vl_8b,all,REAL,3,12280,0,0.10892900030815961,0.030901506446752124,0.06176007446754492,0.15406195470399556
qwen3_vl_8b,all,REAL,4,12280,0,0.10486820936734313,0.029439766199127373,0.06028787549524804,0.13897066782004533
qwen3_vl_8b,all,REAL,5,12280,0,0.13470525353528978,0.037060000894418556,0.07866037906529123,0.19438547815124577
qwen3_vl_8b,all,REAL,6,12280,0,0.2491892013355955,0.0712952322786597,0.1443932086224335,0.37128343350755477
qwen3_vl_8b,all,REAL,7,12280,0,0.34606734107040676,0.08866627996097846,0.181710013092025,0.4887158361083844
qwen3_vl_8b,all,REAL,8,12280,0,0.3342324467358674,0.07937231990524982,0.16533284457129302,0.4920275577563135
qwen3_vl_8b,all,REAL,9,12280,0,0.4087379546109055,0.11854418352296624,0.23928021146546535,0.607579708629593
qwen3_vl_8b,all,REAL,10,12280,0,0.48804857985559125,0.13416155435255778,0.27257222723833213,0.7113438568743481
qwen3_vl_8b,all,REAL,11,12280,0,0.624259547214471,0.15880651588013445,0.33331513409926133,0.8830358224869188
qwen3_vl_8b,all,REAL,12,12280,0,0.4737243103710229,0.13442656854517934,0.27343484864041184,0.6942772315545328
qwen3_vl_8b,all,REAL,13,12280,0,0.4478131855600793,0.11929722904250858,0.24305528000624116,0.6402169204735906
qwen3_vl_8b,all,REAL,14,12280,0,0.316004471034777,0.0954200828217015,0.19160331001421854,0.4812993250804689
qwen3_vl_8b,all,REAL,15,12280,0,0.46486192861173636,0.13947038809123413,0.28265594789442877,0.7034799472428859
qwen3_vl_8b,all,REAL,16,12280,0,0.4188026740655931,0.1243966782009628,0.25556731830203294,0.6588932148402645
qwen3_vl_8b,all,REAL,17,12280,0,0.3729335079742584,0.12715389624727502,0.2503555151257626,0.5594116023682532
qwen3_vl_8b,all,REAL,18,12280,0,0.3947996765786495,0.1340688354149874,0.25944564360019057,0.5848853026247143
qwen3_vl_8b,all,REAL,19,12280,0,0.419024381488581,0.13043963992973423,0.2595063141862839,0.6114056133174374
qwen3_vl_8b,all,REAL,20,12280,0,0.542228452024739,0.15441439468800128,0.31077767124346256,0.7905213307801335
qwen3_vl_8b,all,REAL,21,12280,0,0.506618140144295,0.1530091188642707,0.3068577437867027,0.7402351499960962
qwen3_vl_8b,all,REAL,22,12280,0,0.6883077206174407,0.1952315229837924,0.3965142548510742,1.0104670605314074
qwen3_vl_8b,all,REAL,23,12280,0,1.0477157043776189,0.26444736501608473,0.5521409780000452,1.4793679495180108
qwen3_vl_8b,all,REAL,24,12280,0,0.9142095944132167,0.2295429246740241,0.49328181167755114,1.3231746450066568
qwen3_vl_8b,all,REAL,25,12280,0,0.7179577894740049,0.21622670430131397,0.4359968145252108,1.0079768912167513
qwen3_vl_8b,all,REAL,26,12280,0,0.9743589431874395,0.21802784803692096,0.4767661205275605,1.4012329228242617
qwen3_vl_8b,all,REAL,27,12280,0,0.649519704194952,0.1776013240803138,0.3617599409054728,0.8645860685107227
qwen3_vl_8b,all,REAL,28,12280,0,0.6246825020069342,0.17436233858052674,0.35093820458683966,0.8691323364902546
qwen3_vl_8b,all,REAL,29,12280,0,1.1747043095495528,0.28277442203892633,0.6172265954021033,1.6850440367202586
qwen3_vl_8b,all,REAL,30,12280,0,0.5525393052792329,0.20201344907574564,0.40470394333834137,0.7491263853576542
qwen3_vl_8b,all,REAL,31,12280,0,1.0242828417211254,0.2514628826897854,0.5312122819568608,1.4112310262124026
qwen3_vl_8b,all,REAL,32,12280,0,0.9536310443972026,0.2440996587838084,0.5009930934713854,1.298379199176062
qwen3_vl_8b,all,REAL,33,12280,0,1.5354411665812424,0.3494423421448144,0.7533978391308065,2.101112462166283
qwen3_vl_8b,all,REAL,34,12280,0,0.941072720338358,0.25786636660441187,0.5439865582896506,1.2960263063931572
qwen3_vl_8b,all,REAL,35,12280,0,1.6888307316993212,0.43496937017922893,0.9149608664920712,2.35217193632886
qwen3_vl_8b,all,REAL,36,12280,0,3.968963053758628,1.0830819099953348,2.1617245571381964,5.431533966651735
qwen3_vl_8b,all,HALL,1,2593,0,0.4220046260608793,0.172110589125963,0.2437765397457669,0.43190673959055326
qwen3_vl_8b,all,HALL,2,2593,0,0.0789931123546443,0.025838659202098754,0.0422158241140909,0.0783412213157392
qwen3_vl_8b,all,HALL,3,2593,0,0.05309605462745219,0.0229428085189187,0.0334096573119909,0.05560967110965437
