model,source_mode,label,layer,n_samples,n_tokens,n_visual_mean,n_visual_min,n_visual_max,token_mean,token_std,max_row_sum_error,p50_mean,p50_std,p50_sem,p90_mean,p90_std,p90_sem,p99_mean,p99_std,p99_sem,pmax_mean,pmax_std,pmax_sem,relative_p50_mean,relative_p50_std,relative_p50_sem,relative_p90_mean,relative_p90_std,relative_p90_sem,relative_p99_mean,relative_p99_std,relative_p99_sem,relative_pmax_mean,relative_pmax_std,relative_pmax_sem,top1_mass_mean,top1_mass_std,top1_mass_sem,top5_mass_mean,top5_mass_std,top5_mass_sem,top10_mass_mean,top10_mass_std,top10_mass_sem,top32_mass_mean,top32_mass_std,top32_mass_sem,normalized_entropy_mean,normalized_entropy_std,normalized_entropy_sem,effective_token_fraction_mean,effective_token_fraction_std,effective_token_fraction_sem,mass_above_uniform_mean,mass_above_uniform_std,mass_above_uniform_sem,fraction_above_uniform_mean,fraction_above_uniform_std,fraction_above_uniform_sem
llava_1_5_7b,hmid_cos,hall,1,3487,2008512,576,576,576,0.001736111111,0.0007011880508,1.555890776e-07,0.001594607382,9.959006239e-05,1.686514311e-06,0.002475303691,0.0001375737375,2.329751298e-06,0.004374351034,0.001374656838,2.327921455e-05,0.005109584793,0.00166700895,2.823007019e-05,0.9184938518,0.05736387593,0.0009714322431,1.425774926,0.07924247282,0.001341936748,2.519626195,0.7918023386,0.01340882758,2.943120841,0.9601971555,0.01626052043,0.005109584793,0.00166700895,2.823007019e-05,0.0239815203,0.007761202913,0.0001314325894,0.04525973245,0.01423255949,0.0002410221932,0.1147027022,0.02468914331,0.0004180998839,0.9891005599,0.004590801812,7.774322827e-05,0.9334637523,0.02716896399,0.0004600945665,0.5588518834,0.04478013188,0.0007583320207,0.4198775014,0.05505146252,0.0009322725295
llava_1_5_7b,hmid_cos,hall,2,3487,2008512,576,576,576,0.001736111111,0.0004763708157,1.632724889e-07,0.001724766408,6.94147148e-05,1.175507948e-06,0.002324487472,0.0001350625668,2.287225716e-06,0.002918269517,0.0003484318564,5.900541661e-06,0.003326883057,0.0005006339737,8.478018197e-06,0.9934654513,0.03998287573,0.0006770925782,1.338904784,0.07779603846,0.001317442012,1.680923242,0.2006967493,0.003398711997,1.916284641,0.2883651688,0.004883338481,0.003326883057,0.0005006339737,8.478018197e-06,0.01563972924,0.002116577465,3.584331709e-05,0.03003873225,0.003731701547,6.319473964e-05,0.08780992596,0.00842353898,0.0001426489621,0.9939656562,0.002030499664,3.438562703e-05,0.9624512495,0.01238087848,0.0002096647822,0.5941524941,0.05771254391,0.0009773367832,0.4884944675,0.05894818196,0.0009982617753
llava_1_5_7b,hmid_cos,hall,3,3487,2008512,576,576,576,0.001736111111,0.0004314285835,1.566368155e-07,0.001690626871,8.112276897e-05,1.373778744e-06,0.002263003964,0.0001900477679,3.218376137e-06,0.002910069676,0.0004732078832,8.013569306e-06,0.003469052879,0.000665977982,1.127804693e-05,0.9738010778,0.04672671493,0.0007912965565,1.303490283,0.1094675143,0.001853784655,1.676200133,0.2725677407,0.00461581592,1.998174459,0.3836033176,0.006496155032,0.003469052879,0.000665977982,1.127804693e-05,0.01619990854,0.002998448852,5.077742476e-05,0.03029343249,0.004647140496,7.869729935e-05,0.0842839884,0.006859521202,0.0001161630026,0.9952992267,0.001854242258,3.140078467e-05,0.9706304893,0.01138053523,0.0001927244052,0.5539454588,0.06662564241,0.001128276223,0.4573271158,0.07121561306,0.001206005376
llava_1_5_7b,hmid_cos,hall,4,3487,2008512,576,576,576,0.001736111111,0.0003844173591,1.504085958e-07,0.001690276635,6.131488775e-05,1.038340906e-06,0.002234573058,0.0001574186784,2.665816724e-06,0.002679269198,0.0002709830638,4.588980107e-06,0.003086391805,0.0004266299191,7.22479178e-06,0.973599342,0.03531737534,0.0005980843621,1.287114082,0.09067315873,0.001535510433,1.543259058,0.1560862448,0.002643252542,1.77776168,0.2457388334,0.004161480065,0.003086391805,0.0004266299191,7.22479178e-06,0.01445672477,0.001723181713,2.918133145e-05,0.02767515173,0.002906643414,4.922273967e-05,0.08126406535,0.006162693593,0.0001043625307,0.9962170985,0.001518583079,2.571654272e-05,0.9762875323,0.009371076585,0.0001586950986,0.5444498969,0.05291600843,0.000896109545,0.4570891287,0.0581550879,0.000984831073
llava_1_5_7b,hmid_cos,hall,5,3487,2008512,576,576,576,0.001736111111,0.0004767523772,1.426669769e-07,0.001670973708,6.227941554e-05,1.054674764e-06,0.002240814351,0.0001255378916,2.125929492e-06,0.003430336816,0.0006304044746,1.067562508e-05,0.004721148246,0.001028491376,1.741705329e-05,0.9624808556,0.03587294335,0.0006074926642,1.290709066,0.07230982557,0.001224535388,1.975874006,0.3631129774,0.006149160048,2.71938139,0.5924110324,0.0100322227,0.004721148246,0.001028491376,1.741705329e-05,0.02077356375,0.004192477287,7.099777602e-05,0.0372472223,0.006746394084,0.0001142472441,0.09524367462,0.01028720322,0.000174209304,0.9947283959,0.001952128304,3.30584422e-05,0.9671221215,0.0118679413,0.0002009784146,0.5257585031,0.06119347121,0.00103628477,0.4307990194,0.0607397116,0.001028600549
llava_1_5_7b,hmid_cos,hall,6,3487,2008512,576,576,576,0.001736111111,0.000406747596,1.494190656e-07,0.001685764883,5.958885416e-05,1.00911128e-06,0.002230421803,0.0001297719189,2.197630899e-06,0.002963749083,0.0003686368607,6.242704605e-06,0.003502052138,0.0005517252354,9.343226451e-06,0.9710005723,0.03432318,0.0005812480972,1.284722959,0.07474862527,0.001265835398,1.707119472,0.2123348318,0.003595797852,2.017182032,0.3177937356,0.005381698436,0.003502052138,0.0005517252354,9.343226451e-06,0.0162055012,0.002219092246,3.757936023e-05,0.03073252553,0.003838091111,6.499640054e-05,0.08697172384,0.007705615353,0.0001304912383,0.9958787718,0.001756708254,2.974908881e-05,0.9742054872,0.01078028355,0.0001825594045,0.537223517,0.05400417688,0.0009145372036,0.4488740919,0.05606341695,0.0009494095368
llava_1_5_7b,hmid_cos,hall,7,3487,2008512,576,576,576,0.001736111111,0.0004697541125,1.614680514e-07,0.001696634683,6.71164446e-05,1.136587744e-06,0.002282657666,0.0001462918472,2.477388687e-06,0.003043063016,0.0004444855337,7.527168833e-06,0.003712917437,0.000724512057,1.226929598e-05,0.9772615773,0.03865907209,0.0006546745404,1.314810816,0.084264104,0.001426975884,1.752804297,0.2560236674,0.004335649248,2.138640444,0.4173189448,0.007067114487,0.003712917437,0.000724512057,1.226929598e-05,0.01697768634,0.002940250484,4.979186076e-05,0.03188880546,0.004926267091,8.34241866e-05,0.0892204203,0.009157820741,0.0001550837038,0.9944305178,0.002097097059,3.551342489e-05,0.9653041211,0.01272646757,0.0002155171828,0.5728539034,0.05046713443,0.000854638931,0.4673713675,0.05109351949,0.000865246489
llava_1_5_7b,hmid_cos,hall,8,3487,2008512,576,576,576,0.001736111111,0.0005075681452,1.45053491e-07,0.001694015906,7.599365553e-05,1.286919443e-06,0.002378679669,0.0001867841976,3.163108996e-06,0.002987212575,0.0003223306332,5.458528821e-06,0.003569620317,0.0006083200486,1.030163495e-05,0.9757531621,0.04377234558,0.000741265599,1.370119489,0.1075876978,0.001821950782,1.720634443,0.1856624447,0.003144112601,2.056101303,0.350392348,0.005933741733,0.003569620317,0.0006083200486,1.030163495e-05,0.0163558225,0.002222487152,3.763685149e-05,0.03106787183,0.003641020932,6.165910293e-05,0.08968051476,0.007905957235,0.0001338839408,0.9933522646,0.002679490655,4.537600668e-05,0.9587647091,0.016187053,0.0002741206891,0.5863972098,0.05061511614,0.0008571449367,0.4702839714,0.05292402503,0.0008962453026
llava_1_5_7b,hmid_cos,hall,9,3487,2008512,576,576,576,0.001736111111,0.0005472791891,1.51747372e-07,0.001669942853,8.364062003e-05,1.416417454e-06,0.002469403819,0.0002238096205,3.790118399e-06,0.003052041614,0.0003583070351,6.067773509e-06,0.003604137806,0.0006454067759,1.092968252e-05,0.9618870836,0.04817699713,0.0008158564537,1.4223766,0.1289143414,0.002183108198,1.75797597,0.2063848522,0.003495037541,2.075983376,0.3717543029,0.00629549713,0.003604137806,0.0006454067759,1.092968252e-05,0.01660267208,0.002340124096,3.962898188e-05,0.0316512907,0.003971506918,6.725573911e-05,0.09220499839,0.00945395221,0.0001600985612,0.992334515,0.003252855627,5.508569263e-05,0.9526470698,0.01945029287,0.0003293822344,0.5852745342,0.04431964524,0.0007505338802,0.4590458011,0.05019118263,0.0008499658073
llava_1_5_7b,hmid_cos,hall,10,3487,2008512,576,576,576,0.001736111111,0.0005521955783,1.551234163e-07,0.001663570212,7.620925268e-05,1.290570486e-06,0.002446573431,0.0002288053725,3.874719283e-06,0.003185693065,0.0004149058987,7.026250603e-06,0.004012339286,0.0008164440247,1.38261238e-05,0.9582164421,0.04389652954,0.0007433686002,1.409226296,0.1317918945,0.002231838307,1.834959205,0.2389857977,0.004047120347,2.311107429,0.4702717582,0.007963847308,0.004012339286,0.0008164440247,1.38261238e-05,0.01795400364,0.002882305842,4.881059349e-05,0.03358780309,0.004699801755,7.958909482e-05,0.09495250379,0.01047965028,0.0001774683111,0.9923204451,0.003611492601,6.115905352e-05,0.9526086109,0.02156569649,0.0003652056729,0.5751387891,0.04419710717,0.0007484587514,0.4516278718,0.04614151876,0.0007813865143
