feature,layer,n_hall,n_real,hall_mean,hall_std,hall_sem,real_mean,real_std,real_sem,hall_minus_real,gap_ci95_half_width,gap_ci95_low,gap_ci95_high,cohen_d,gap_ci95_excludes_zero
raw_p_hmid_sqrt_risk,0,3487,11976,0.2785667439,0.05538909651,0.0009379902141,0.2783256174,0.06289372312,0.0005747135158,0.0002411265456,0.002156108035,-0.001914981489,0.002397234581,0.003934707488,0
raw_p_hmid_sqrt_risk,1,3487,11976,0.3678344742,0.06160255701,0.00104321246,0.3384221135,0.0709754213,0.0006485628754,0.02941236064,0.002407631674,0.02700472897,0.03181999231,0.4264303606,1
raw_p_hmid_sqrt_risk,2,3487,11976,0.4693580153,0.08684981269,0.001470763734,0.472124617,0.0893327153,0.0008163091059,-0.002766601722,0.003296942862,-0.006063544584,0.0005303411401,-0.03116280933,0
raw_p_hmid_sqrt_risk,3,3487,11976,0.5124040608,0.08981816209,0.001521031437,0.5131654951,0.09224850545,0.0008429531639,-0.0007614342638,0.003408431924,-0.004169866188,0.002646997661,-0.008302978502,0
raw_p_hmid_sqrt_risk,4,3487,11976,0.4505423663,0.07658851238,0.001296993084,0.4416070597,0.08584229671,0.0007844141784,0.008935306527,0.002970869096,0.005964437431,0.01190617562,0.1065692578,1
raw_p_hmid_sqrt_risk,5,3487,11976,0.4408481467,0.08643728656,0.001463777784,0.4215748778,0.09070160321,0.0008288178006,0.01927326887,0.003296988205,0.01597628066,0.02257025707,0.2147252407,1
raw_p_hmid_sqrt_risk,6,3487,11976,0.4292800131,0.07836530401,0.001327082276,0.4071935026,0.07840002944,0.0007164078436,0.02208651044,0.002955890268,0.01913062018,0.02504240071,0.2817437207,1
raw_p_hmid_sqrt_risk,7,3487,11976,0.428710442,0.08872140945,0.001502458409,0.3878127797,0.09639867099,0.0008808767612,0.04089766231,0.003413622981,0.03748403933,0.04431128529,0.4317650861,1
raw_p_hmid_sqrt_risk,8,3487,11976,0.4644311965,0.07618463213,0.001290153548,0.4390181494,0.08256797914,0.00075449395,0.0254130471,0.002929368881,0.02248367822,0.02834241598,0.3130743359,1
raw_p_hmid_sqrt_risk,9,3487,11976,0.422558233,0.07659399826,0.001297085985,0.3988587188,0.07539996695,0.0006889937175,0.0236995142,0.002878695175,0.02082081903,0.02657820938,0.3131922023,1
raw_p_hmid_sqrt_risk,10,3487,11976,0.4425801444,0.0576157182,0.0009756970821,0.4384324751,0.06950673111,0.0006351422022,0.004147669333,0.00228185622,0.001865813113,0.006429525554,0.06189612951,1
raw_p_hmid_sqrt_risk,11,3487,11976,0.3946149511,0.06330832714,0.001072098934,0.3843649683,0.06744176829,0.0006162728782,0.01024998278,0.002423742994,0.007826239791,0.01267372578,0.1540604224,1
raw_p_hmid_sqrt_risk,12,3487,11976,0.425541872,0.05370190988,0.0009094184437,0.4222009842,0.05801926626,0.0005301714518,0.003340887767,0.002063242086,0.001277645681,0.005404129853,0.05853570987,1
raw_p_hmid_sqrt_risk,13,3487,11976,0.3480294097,0.06123023329,0.00103690732,0.3464167904,0.0674251445,0.0006161209725,0.001612619365,0.002364041017,-0.0007514216523,0.003976660382,0.02440437654,0
raw_p_hmid_sqrt_risk,14,3487,11976,0.4116027355,0.06327271331,0.001071495829,0.4058943299,0.06726667636,0.0006146729141,0.005708405582,0.002421156277,0.003287249305,0.008129561859,0.0859866177,1
raw_p_hmid_sqrt_risk,15,3487,11976,0.376858412,0.05493886126,0.0009303656763,0.3745059219,0.06203259997,0.0005668447002,0.002352490114,0.002135314717,0.0002171753978,0.004487804831,0.03888038514,1
raw_p_hmid_sqrt_risk,16,3487,11976,0.372611586,0.05366139438,0.0009087323313,0.3780134201,0.06358326983,0.0005810144914,-0.005401834118,0.002114050847,-0.007515884965,-0.00328778327,-0.0878545022,1
raw_p_hmid_sqrt_risk,17,3487,11976,0.3707928119,0.05397164274,0.0009139862521,0.3682996981,0.06774085753,0.0006190059113,0.002493113817,0.002163594265,0.0003295195529,0.004656708082,0.03841948139,1
raw_p_hmid_sqrt_risk,18,3487,11976,0.3670791025,0.05776620198,0.0009782454594,0.3569084468,0.06968775732,0.0006367963928,0.01017065566,0.00228781106,0.007882844604,0.01245846672,0.1513833665,1
raw_p_hmid_sqrt_risk,19,3487,11976,0.3689460995,0.05126543526,0.0008681578076,0.3391574098,0.07266601952,0.0006640113112,0.02978868979,0.002142244135,0.02764644565,0.03193093392,0.435330583,1
raw_p_hmid_sqrt_risk,20,3487,11976,0.3095532238,0.0594419178,0.001006622977,0.2613175875,0.06925558524,0.0006328472685,0.04823563626,0.002330493147,0.04590514311,0.0505661294,0.7181319612,1
raw_p_hmid_sqrt_risk,21,3487,11976,0.3024766715,0.06017697869,0.001019070912,0.2644701473,0.06674897969,0.0006099422786,0.03800652422,0.002327812636,0.03567871159,0.04033433686,0.5818072201,1
raw_p_hmid_sqrt_risk,22,3487,11976,0.3095518962,0.06697732262,0.001134231774,0.2798558336,0.07117654109,0.0006504006782,0.0296960626,0.002562659907,0.02713340269,0.0322587225,0.4227097559,1
raw_p_hmid_sqrt_risk,23,3487,11976,0.3067745866,0.06746210073,0.00114244128,0.2761123817,0.06974295295,0.0006373007623,0.03066220485,0.002564024879,0.02809817997,0.03322622973,0.4428698561,1
raw_p_hmid_sqrt_risk,24,3487,11976,0.2889996786,0.06384814571,0.001081240526,0.2606774971,0.07070397169,0.0006460824091,0.02832218158,0.002468747062,0.02585343452,0.03079092864,0.4091765858,1
raw_p_hmid_sqrt_risk,25,3487,11976,0.365558669,0.0708458254,0.001199743183,0.3252699137,0.0786818362,0.000718982952,0.04028875523,0.002741422923,0.0375473323,0.04303017815,0.5233344245,1
raw_p_hmid_sqrt_risk,26,3487,11976,0.3225146223,0.05919362641,0.00100241827,0.3171873794,0.06601614378,0.0006032457328,0.005327242918,0.002293072515,0.003034170404,0.007620315433,0.08254061144,1
