model,source_mode,category,layer,n_pairs,n_images,pair_raw_cosine_mean,pair_raw_cosine_std,pair_raw_cosine_sem,pair_centered_cosine_mean,pair_centered_cosine_std,pair_centered_cosine_sem,pair_js_normalized_mean,pair_js_normalized_std,pair_js_normalized_sem,pair_total_variation_mean,pair_total_variation_std,pair_total_variation_sem,pair_topk_overlap_fraction_mean,pair_topk_overlap_fraction_std,pair_topk_overlap_fraction_sem,image_raw_cosine_mean,image_raw_cosine_std,image_raw_cosine_sem,image_centered_cosine_mean,image_centered_cosine_std,image_centered_cosine_sem,image_js_normalized_mean,image_js_normalized_std,image_js_normalized_sem,image_total_variation_mean,image_total_variation_std,image_total_variation_sem,image_topk_overlap_fraction_mean,image_topk_overlap_fraction_std,image_topk_overlap_fraction_sem,specificity_pair_js_mean,specificity_pair_js_std,specificity_pair_js_sem,specificity_uniform_js_mean,specificity_uniform_js_std,specificity_uniform_js_sem,specificity_ratio_mean,specificity_ratio_std,specificity_ratio_sem,specificity_random_overlap_mean,specificity_random_overlap_std,specificity_random_overlap_sem
llava_1_5_7b,hmid_cos,all,1,26782,3457,0.9522085836,0.04519890269,0.000276189007,0.6078181744,0.3533343855,0.002159058456,0.01494197822,0.01380426261,8.435128631e-05,0.09295935889,0.05337762607,0.0003261652974,0.4319388955,0.3536333065,0.00216088502,0.9490623773,0.03240526034,0.0005511449407,0.5795904998,0.2506989607,0.004263859089,0.01583066259,0.009726229254,0.0001654225885,0.09569222106,0.03755609962,0.0006387498227,0.3994848252,0.2526994778,0.004297883653,0.01583066259,0.009726229254,0.0001654225885,0.02250254745,0.006215148636,0.0001057065332,0.7676176784,0.4689723325,0.007976227492,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,2,26782,3457,0.9683655895,0.02427465132,0.0001483308542,0.5279976982,0.2989936086,0.001827007802,0.01165424398,0.008587526522,5.24742921e-05,0.0940905555,0.03814981145,0.0002331153615,0.2891307595,0.2475782969,0.001512833275,0.9664785801,0.01995536954,0.0003393986299,0.5005003736,0.2242081783,0.003813306908,0.01225402805,0.006872603678,0.0001168884529,0.09631629937,0.03010399494,0.0005120052835,0.2775431612,0.1784498375,0.003035054311,0.01225402805,0.006872603678,0.0001168884529,0.01255036651,0.003443501757,5.856668183e-05,0.9718716441,0.4351715147,0.00740134707,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,3,26782,3457,0.9692678016,0.01739413539,0.0001062872923,0.4337733033,0.2862821046,0.001749333844,0.01113421307,0.006171908187,3.771359683e-05,0.09498438709,0.02955809624,0.0001806154744,0.2443513834,0.2039978042,0.001246533602,0.9689973027,0.01446058959,0.0002459440445,0.4227178,0.2309656374,0.003928236996,0.01132464209,0.005193479732,8.833010594e-05,0.09528062285,0.02438069483,0.0004146640535,0.2402701149,0.1419219161,0.002413791626,0.01132464209,0.005193479732,8.833010594e-05,0.01003093629,0.00250218639,4.255689832e-05,1.151652783,0.4510150061,0.00767081135,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,4,26782,3457,0.9618034152,0.02246968816,0.0001373015823,0.2484569655,0.3403591877,0.002079773191,0.01369396877,0.007796084472,4.763816598e-05,0.1066681764,0.03407111142,0.0002081923646,0.161997797,0.2085916322,0.001274604301,0.9596311997,0.01778641335,0.0003025092724,0.2198804652,0.2342578563,0.003984230677,0.01443978597,0.00604312951,0.0001027808516,0.109371813,0.02521255845,0.0004288122942,0.1483270338,0.1359423112,0.002312091194,0.01443978597,0.00604312951,0.0001027808516,0.009486186961,0.002907341659,4.944773255e-05,1.544409226,0.4582874931,0.007794500972,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,5,26782,3457,0.9573844353,0.03301700066,0.0002017511949,0.4262699962,0.3027907858,0.001850210547,0.01469377874,0.01077127808,6.581815975e-05,0.1066794879,0.03835782667,0.0002343864436,0.3326697969,0.2100894,0.001283756448,0.9542580202,0.02737993849,0.0004656748446,0.3881439396,0.2154090092,0.003663651652,0.01570289209,0.008726344811,0.0001484166689,0.1093662059,0.02992504858,0.0005089617843,0.3119088258,0.1493157786,0.002539545588,0.01570289209,0.008726344811,0.0001484166689,0.01207456691,0.003985446541,6.778401637e-05,1.276030737,0.4260296636,0.007245863518,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,6,26782,3457,0.9646793169,0.01966478885,0.0001201621761,0.3647891598,0.2558198066,0.001563193223,0.01243761299,0.006773938284,4.139231655e-05,0.1009028664,0.02943165251,0.0001798428368,0.257985774,0.1880085577,0.001148830918,0.9624235769,0.01631078147,0.0002774118952,0.3343912712,0.1881235515,0.003199583726,0.01318547697,0.005533767622,9.411768324e-05,0.1035678156,0.02293037064,0.0003899971065,0.2434565015,0.1337984489,0.002275628629,0.01318547697,0.005533767622,9.411768324e-05,0.009900285508,0.002789473124,4.744303805e-05,1.339543062,0.3692169345,0.006279599155,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,7,26782,3457,0.968597619,0.01752957455,0.0001071148966,0.5662668271,0.224397076,0.001371183854,0.01155816619,0.006302881971,3.851391536e-05,0.09713439727,0.02885259057,0.0001763044646,0.3178172373,0.2088368968,0.001276102996,0.969445873,0.01284022994,0.000218385154,0.6010247657,0.1695432641,0.002883572335,0.01148274417,0.004683306197,7.965313314e-05,0.09638033875,0.02215973686,0.0003768902558,0.3239210745,0.1514026701,0.002575039198,0.01148274417,0.004683306197,7.965313314e-05,0.01491767957,0.004210230955,7.160712383e-05,0.8090278771,0.3248291063,0.005524656079,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,8,26782,3457,0.960810475,0.02182915451,0.0001333875857,0.4928857139,0.2678044768,0.001636425845,0.01461065774,0.00799368069,4.884558253e-05,0.1106531395,0.03302886326,0.0002018236816,0.2569624655,0.2021929822,0.001235505193,0.9588622415,0.01767257768,0.0003005731685,0.4580004267,0.2114444449,0.003596222799,0.01532371272,0.006342209698,0.0001078675731,0.112908149,0.02604679347,0.0004430008675,0.2373515165,0.1442428134,0.002453265179,0.01532371272,0.006342209698,0.0001078675731,0.01488906059,0.004588158602,7.803487379e-05,1.07778581,0.4075322449,0.006931261548,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,9,26782,3457,0.959709829,0.0252575997,0.0001543371844,0.5734183177,0.2831163495,0.00172998942,0.01531890358,0.009331327591,5.701930684e-05,0.1136691237,0.03794825299,0.0002318837336,0.3023287563,0.2602652648,0.001590357304,0.95850171,0.01861944068,0.0003166773055,0.5836711354,0.2115146242,0.0035974164,0.01601939344,0.006917488339,0.000117651846,0.1164234964,0.02810856193,0.0004780671883,0.3006770604,0.1971654432,0.00335336718,0.01601939344,0.006917488339,0.000117651846,0.02020089135,0.006697696728,0.0001139136556,0.8593900507,0.3874717557,0.006590075054,0.05555555556,2.055484225e-08,3.495943928e-10
llava_1_5_7b,hmid_cos,all,10,26782,3457,0.9612079039,0.02219224845,0.0001356062802,0.5235832552,0.28440899,0.001737888131,0.0145887522,0.008270680509,5.053819675e-05,0.1108238689,0.03350549086,0.0002047361263,0.3055468692,0.2197377875,0.001342713157,0.9612882757,0.01656363445,0.0002817123896,0.5175550407,0.213854044,0.003637204984,0.01463966026,0.006159847034,0.0001047659699,0.1105078006,0.02585132113,0.0004396762965,0.3016451157,0.1608178972,0.002735172299,0.01463966026,0.006159847034,0.0001047659699,0.01617802285,0.004679077984,7.958122018e-05,0.9572935258,0.4061924492,0.006908474457,0.05555555556,2.055484225e-08,3.495943928e-10
