label,layer,n,mean,median
0,1,357,0.26041483879089355,0.24831005930900574
0,2,357,0.2918122708797455,0.26712244749069214
0,3,357,0.19399257004261017,0.18534834682941437
0,4,357,0.21839943528175354,0.18872055411338806
0,5,357,0.20427487790584564,0.2003004401922226
0,6,357,0.1577146053314209,0.14598387479782104
0,7,357,0.18582457304000854,0.18195365369319916
0,8,357,0.1714097559452057,0.16407637298107147
0,9,357,0.19291597604751587,0.18976303935050964
0,10,357,0.21424070000648499,0.2114860862493515
0,11,357,0.16386665403842926,0.1581924855709076
0,12,357,0.17852365970611572,0.1667138934135437
0,13,357,0.18068794906139374,0.1725570261478424
0,14,357,0.2463601529598236,0.2475193291902542
0,15,357,0.2336188405752182,0.2314133644104004
0,16,357,0.28933441638946533,0.2928551137447357
0,17,357,0.21837957203388214,0.21564331650733948
0,18,357,0.2946223318576813,0.2955900728702545
0,19,357,0.2792084515094757,0.28101933002471924
0,20,357,0.310757577419281,0.3108685612678528
0,21,357,0.3465632498264313,0.34641966223716736
0,22,357,0.37546852231025696,0.3782639503479004
0,23,357,0.3067691922187805,0.31197378039360046
0,24,357,0.33597293496131897,0.3372301161289215
0,25,357,0.32048991322517395,0.3204692304134369
0,26,357,0.3326966464519501,0.33335667848587036
0,27,357,0.32282009720802307,0.3221472501754761
0,28,357,0.36061567068099976,0.36421963572502136
0,29,357,0.3677723705768585,0.36887645721435547
0,30,357,0.2963371276855469,0.2962234914302826
0,31,357,0.32552599906921387,0.3283720910549164
0,32,357,0.37206360697746277,0.3743567168712616
0,33,357,0.3883459270000458,0.3921525776386261
0,34,357,0.3733680248260498,0.37427422404289246
0,35,357,0.4993445575237274,0.5094448328018188
0,36,357,0.3014445900917053,0.29818376898765564
1,1,1560,0.2642047107219696,0.2535041570663452
1,2,1560,0.31465670466423035,0.28785282373428345
1,3,1560,0.18815824389457703,0.17906346917152405
1,4,1560,0.22354747354984283,0.2031097114086151
1,5,1560,0.21703940629959106,0.21171122789382935
1,6,1560,0.16945017874240875,0.15762686729431152
1,7,1560,0.2058400809764862,0.20470407605171204
1,8,1560,0.18251021206378937,0.17910227179527283
1,9,1560,0.18712005019187927,0.18437418341636658
1,10,1560,0.2006588727235794,0.19090595841407776
1,11,1560,0.15255537629127502,0.1485658884048462
1,12,1560,0.17775718867778778,0.16910287737846375
1,13,1560,0.18903739750385284,0.18563517928123474
1,14,1560,0.22471854090690613,0.22270232439041138
1,15,1560,0.22595302760601044,0.22711867094039917
1,16,1560,0.26238104701042175,0.25919434428215027
1,17,1560,0.2084275633096695,0.20575278997421265
1,18,1560,0.26426538825035095,0.26289311051368713
1,19,1560,0.24805550277233124,0.24482065439224243
1,20,1560,0.2750242352485657,0.2701346278190613
1,21,1560,0.30558615922927856,0.30327796936035156
1,22,1560,0.3335299491882324,0.3348309099674225
1,23,1560,0.28415200114250183,0.282614529132843
1,24,1560,0.2940152585506439,0.29234805703163147
1,25,1560,0.27953723073005676,0.2733612060546875
1,26,1560,0.3280923068523407,0.33101171255111694
1,27,1560,0.3002307415008545,0.29651880264282227
1,28,1560,0.34457507729530334,0.34318652749061584
1,29,1560,0.35132673382759094,0.35102057456970215
1,30,1560,0.2683783769607544,0.2609993815422058
1,31,1560,0.2983148396015167,0.29989486932754517
1,32,1560,0.33792951703071594,0.33793723583221436
1,33,1560,0.36493203043937683,0.3669019341468811
1,34,1560,0.34757199883461,0.344706654548645
1,35,1560,0.4987860321998596,0.5054258108139038
1,36,1560,0.3193291425704956,0.3170635998249054
