model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,1,1006,1006,0,0.26405711859190617,0.11149642243981361,0.2271886169910431,0.40672467648983
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,2,1006,1006,0,0.3069995007964655,0.18609894067049026,0.31059812009334564,0.4329797402024269
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,3,1006,1006,0,0.38637398400345807,0.2535358592867851,0.36544017493724823,0.5181177258491516
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,4,1006,1006,0,0.27796591279165406,0.16722017526626587,0.26376475393772125,0.39563678950071335
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,5,1006,1006,0,0.7781377760008362,0.7271562665700912,0.7867764234542847,0.8380822092294693
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,6,1006,1006,0,0.7313393405073917,0.6773187965154648,0.7386273145675659,0.790162667632103
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,7,1006,1006,0,0.6181403465465334,0.5524442493915558,0.6167882680892944,0.6903104186058044
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,8,1006,1006,0,0.6002240446109184,0.5374603569507599,0.604314386844635,0.6747427731752396
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,9,1006,1006,0,0.5962744637227675,0.5419470518827438,0.5924178659915924,0.6550745666027069
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,10,1006,1006,0,0.5106567440935916,0.4564751237630844,0.519262820482254,0.5612282902002335
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,11,1006,1006,0,0.5880242687451911,0.5324593633413315,0.5931503772735596,0.6509326845407486
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,12,1006,1006,0,0.5453445058515958,0.4742032364010811,0.5330049395561218,0.6222497820854187
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,13,1006,1006,0,0.49791592066259555,0.4299580976366997,0.4901096373796463,0.5689482092857361
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,14,1006,1006,0,0.44256098085558915,0.380338653922081,0.43893568217754364,0.5030387341976166
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,15,1006,1006,0,0.44251011987448213,0.3902292549610138,0.4354921281337738,0.49363771080970764
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,16,1006,1006,0,0.4696731643369847,0.4056493416428566,0.45688097178936005,0.5168207287788391
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,17,1006,1006,0,0.4195636185571166,0.3471582606434822,0.4087921679019928,0.48838794231414795
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,18,1006,1006,0,0.46227320476211087,0.3980569913983345,0.4547686129808426,0.5203577876091003
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,19,1006,1006,0,0.3888326601586332,0.33327481895685196,0.3912446051836014,0.4498509541153908
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,20,1006,1006,0,0.326040589370974,0.27232129126787186,0.3184086084365845,0.3704376518726349
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,21,1006,1006,0,0.3760890209414139,0.31092293560504913,0.3736286461353302,0.4511960446834564
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,22,1006,1006,0,0.4033779813861752,0.35968878120183945,0.3992036432027817,0.4500204846262932
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,23,1006,1006,0,0.46922210001092307,0.41291917115449905,0.46663856506347656,0.5228600651025772
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,24,1006,1006,0,0.544883248790595,0.5103149712085724,0.5478000938892365,0.579149454832077
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,25,1006,1006,0,0.5363111071747767,0.4937933534383774,0.5458491742610931,0.5855605751276016
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,26,1006,1006,0,0.5424500059477141,0.4858212247490883,0.5507299304008484,0.6076289862394333
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,27,1006,1006,0,0.4681272180399174,0.4063698872923851,0.46200142800807953,0.5195350795984268
qwen2_5_vl_7b,all,prompt_attention_mass,REAL,28,1006,1006,0,0.3311291783899958,0.2604065015912056,0.3296705484390259,0.3935213088989258
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,1,122,122,0,0.14670880824388538,0.06542136333882809,0.11484596133232117,0.18986613303422928
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,2,122,122,0,0.21546540668875466,0.1329560950398445,0.19393884390592575,0.26277678459882736
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,3,122,122,0,0.2835317323686647,0.2087148353457451,0.25549423694610596,0.3326172009110451
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,4,122,122,0,0.19021964677777448,0.12371882610023022,0.16384287178516388,0.2296709045767784
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,5,122,122,0,0.736868150410105,0.6991115212440491,0.7388605177402496,0.7716758251190186
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,6,122,122,0,0.6963679802710893,0.654181569814682,0.6974672079086304,0.746757373213768
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,7,122,122,0,0.5764211167077549,0.5263471752405167,0.5718702077865601,0.6194358617067337
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,8,122,122,0,0.5410524142570183,0.4909251630306244,0.5338378250598907,0.5787884891033173
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,9,122,122,0,0.5625509304589913,0.527915894985199,0.5643090605735779,0.5927669852972031
qwen2_5_vl_7b,all,prompt_attention_mass,HALL,10,122,122,0,0.4664974232188991,0.42431996017694473,0.45664893090724945,0.5188007950782776
