model,metric,scope,layers,paired_positive_layers,paired_negative_layers,paired_layer_mean,numerical_status,real_layer_mean,real_undefined_entries,hall_layer_mean,hall_undefined_entries
qwen2_5_vl_7b,visual_attention_mass,all,28,0,28,-0.03185844712102912,see full numerical report,0.16775654481946883,0,0.137562839883059,0
qwen2_5_vl_7b,visual_attention_mass,train,28,0,28,-0.032541256544607135,see full numerical report,0.16652063538676193,0,0.13483912245987634,0
qwen2_5_vl_7b,visual_attention_mass,test,28,0,28,-0.02713568194128115,see full numerical report,0.17249815889302697,0,0.15857437429046825,0
qwen2_5_vl_7b,visual_context_cos,all,28,5,23,-0.001962191367627687,see full numerical report,0.9798787934551116,0,0.9773161835166083,0
qwen2_5_vl_7b,visual_context_cos,train,28,5,23,-0.00196682260692487,see full numerical report,0.9798596935183493,0,0.9773904794627717,0
qwen2_5_vl_7b,visual_context_cos,test,28,12,16,-0.0019301586291555072,see full numerical report,0.9799520710971136,0,0.9767430433604894,0
qwen2_5_vl_7b,visual_context_relative_change,all,28,25,3,0.01560985582167833,see full numerical report,0.28654914960555483,0,0.30544696336354926,0
qwen2_5_vl_7b,visual_context_relative_change,train,28,23,5,0.016706136929895588,see full numerical report,0.286192720574165,0,0.30474996252979636,0
qwen2_5_vl_7b,visual_context_relative_change,test,28,19,9,0.008027244823175654,see full numerical report,0.2879166032932909,0,0.310823826938215,0
qwen2_5_vl_7b,visual_gross_norm,all,28,0,28,-2.9725844311782907,see full numerical report,21.243119724880696,0,18.603974276179468,0
qwen2_5_vl_7b,visual_gross_norm,train,28,0,28,-2.9340795843641523,see full numerical report,21.066802252420445,0,18.319560488207127,0
qwen2_5_vl_7b,visual_gross_norm,test,28,6,22,-3.2389096216427484,see full numerical report,21.91956848941569,0,20.7980234976804,0
qwen2_5_vl_7b,visual_group_gain,all,28,9,19,-0.010681013995814708,see full numerical report,0.8646696652164477,0,0.8550422218345287,0
qwen2_5_vl_7b,visual_group_gain,train,28,10,18,-0.013196010305433733,see full numerical report,0.8649149887434114,0,0.8524769052989266,0
qwen2_5_vl_7b,visual_group_gain,test,28,12,16,0.006714377145716891,see full numerical report,0.8637284720697317,0,0.8748318065377463,0
qwen2_5_vl_7b,visual_group_rotation,all,28,13,15,0.0004106251598877536,see full numerical report,-0.2527956225236211,0,-0.25542020561809337,0
qwen2_5_vl_7b,visual_group_rotation,train,28,12,16,-0.0016794669154955295,see full numerical report,-0.252366868641753,0,-0.2560213521829213,0
qwen2_5_vl_7b,visual_group_rotation,test,28,21,7,0.014867095347955463,see full numerical report,-0.254440553281942,0,-0.25078278926084846,0
qwen2_5_vl_7b,visual_net_norm,all,28,2,26,-1.2701425274901736,see full numerical report,10.32370246124347,0,9.078837660431986,0
qwen2_5_vl_7b,visual_net_norm,train,28,2,26,-1.3005834764828492,see full numerical report,10.247807148706354,0,8.989970283560583,0
qwen2_5_vl_7b,visual_net_norm,test,28,9,19,-1.0595926302908332,see full numerical report,10.614877746842597,0,9.764385996297111,0
qwen2_5_vl_7b,visual_token_count,all,28,0,0,0.0,see full numerical report,348.9075546719682,0,353.7786885245901,0
qwen2_5_vl_7b,visual_token_count,train,28,0,0,0.0,see full numerical report,347.34335839599004,0,353.7222222222223,0
qwen2_5_vl_7b,visual_token_count,test,28,0,0,0.0,see full numerical report,354.9086538461539,0,354.2142857142858,0
qwen2_5_vl_7b,visual_token_direction_mean,all,28,15,13,0.0015724749561869253,see full numerical report,-0.268665434288792,0,-0.2676160826392048,0
qwen2_5_vl_7b,visual_token_direction_mean,train,28,15,13,0.0005993863739156611,see full numerical report,-0.26820608383834044,0,-0.26771032861838623,0
qwen2_5_vl_7b,visual_token_direction_mean,test,28,21,7,0.008303004316896508,see full numerical report,-0.2704277499592745,0,-0.26688904222837573,0
qwen2_5_vl_7b,visual_token_effect_mean,all,28,0,28,-0.009424991779350255,see full numerical report,0.06344446121425994,0,0.053198640677422394,0
qwen2_5_vl_7b,visual_token_effect_mean,train,28,0,28,-0.009362736618414321,see full numerical report,0.06312228357779756,0,0.05242610416232093,0
qwen2_5_vl_7b,visual_token_effect_mean,test,28,6,22,-0.009855589975823777,see full numerical report,0.06468050810799543,0,0.05915820807963371,0
qwen2_5_vl_7b,visual_token_gain_median,all,28,17,11,0.0024828560485504413,see full numerical report,0.726027362088124,0,0.7300741599131051,0
qwen2_5_vl_7b,visual_token_gain_median,train,28,17,11,0.001312642340941274,see full numerical report,0.7264132476738346,0,0.7280561103527061,0
qwen2_5_vl_7b,visual_token_gain_median,test,28,16,12,0.010576834192847188,see full numerical report,0.7245468971967909,0,0.7456419708076124,0
qwen2_5_vl_7b,visual_token_write_mean,all,28,0,28,-0.016402559572575894,see full numerical report,0.09992405418853581,0,0.082930296927585,0
qwen2_5_vl_7b,visual_token_write_mean,train,28,0,28,-0.016406120976707832,see full numerical report,0.09954506757652655,0,0.08141658475463599,0
qwen2_5_vl_7b,visual_token_write_mean,test,28,5,23,-0.01637792652732995,see full numerical report,0.10137805090191754,0,0.09460750511890595,0
qwen2_5_vl_7b,visual_within_source_kappa,all,28,15,13,0.002226588735071938,see full numerical report,0.5155479489232427,0,0.5152101006481676,0
qwen2_5_vl_7b,visual_within_source_kappa,train,28,14,14,0.00017385239477233028,see full numerical report,0.5164073737448103,0,0.51626689480753,0
qwen2_5_vl_7b,visual_within_source_kappa,test,28,19,9,0.016424681755477556,see full numerical report,0.5122507325404985,0,0.5070576885616588,0
llava_1_5_7b,b1_attention_residual_kappa,all,32,12,20,-0.007897678974345618,see full numerical report,0.3142041743772463,0,0.30399248864398914,0
llava_1_5_7b,b1_attention_residual_kappa,train,32,13,19,-0.007647716241185574,see full numerical report,0.3143091307826948,0,0.30353999499956635,0
llava_1_5_7b,b1_attention_residual_kappa,test,32,9,23,-0.008986405545442692,see full numerical report,0.313768118383476,0,0.30627330120303914,0
llava_1_5_7b,b1_attention_total_norm,all,32,10,22,-0.7332136554378166,see full numerical report,21.465765566884016,0,20.552268401507234,0
llava_1_5_7b,b1_attention_total_norm,train,32,10,22,-0.6899745306435616,see full numerical report,21.401404675612664,0,20.543620501496726,0
llava_1_5_7b,b1_attention_total_norm,test,32,12,20,-0.9215440656527945,see full numerical report,21.733161847114474,0,20.595858492100742,0
llava_1_5_7b,b1_cos_residual_generation,all,32,5,27,-0.07492390289675384,see full numerical report,-0.49077543731128026,0,-0.561136003534586,0
llava_1_5_7b,b1_cos_residual_generation,train,32,6,26,-0.0711259366556872,see full numerical report,-0.4927028640156138,0,-0.5606814433032661,0
llava_1_5_7b,b1_cos_residual_generation,test,32,6,26,-0.09146615585784418,see full numerical report,-0.4827676748180182,0,-0.5634272328086717,0
llava_1_5_7b,b1_cos_residual_prompt,all,32,26,6,0.043674840692824284,see full numerical report,-0.3921054700342853,0,-0.35392806777329155,0
llava_1_5_7b,b1_cos_residual_prompt,train,32,26,6,0.04296796124892846,see full numerical report,-0.3928757019973165,0,-0.35410007098110274,0
llava_1_5_7b,b1_cos_residual_prompt,test,32,25,7,0.046753693381792735,see full numerical report,-0.3889054341466403,0,-0.35306107863121666,0
llava_1_5_7b,b1_cos_residual_visual,all,32,24,8,0.06315957569559574,see full numerical report,-0.32879911050360644,0,-0.2686729433593778,0
llava_1_5_7b,b1_cos_residual_visual,train,32,24,8,0.0589607539233708,see full numerical report,-0.32534717547752956,0,-0.26993473291008485,0
llava_1_5_7b,b1_cos_residual_visual,test,32,24,8,0.08144777719239772,see full numerical report,-0.34314065499338997,0,-0.26231284197540833,0
llava_1_5_7b,b1_delta_residual_generation_cos,all,32,5,27,-0.1001642710123664,see full numerical report,-0.5789863024707693,0,-0.6718900729314845,0
llava_1_5_7b,b1_delta_residual_generation_cos,train,32,5,27,-0.09536841453051564,see full numerical report,-0.5811786767169753,0,-0.6709526965524385,0
llava_1_5_7b,b1_delta_residual_generation_cos,test,32,5,27,-0.12105289035553857,see full numerical report,-0.5698777785406555,0,-0.6766149565718105,0
llava_1_5_7b,b1_delta_residual_visual_cos,all,32,23,9,0.07227218409185945,see full numerical report,-0.42030002571474867,0,-0.35125043709422243,0
llava_1_5_7b,b1_delta_residual_visual_cos,train,32,23,9,0.06750975555385869,see full numerical report,-0.4166882003309865,0,-0.35234861027875475,0
llava_1_5_7b,b1_delta_residual_visual_cos,test,32,24,8,0.09301520616848497,see full numerical report,-0.43530585694831736,0,-0.3457150506370529,0
llava_1_5_7b,b1_generation_norm,all,32,26,6,1.7613468867541568,see full numerical report,15.491602550585984,0,16.967234838397967,0
llava_1_5_7b,b1_generation_norm,train,32,27,5,1.6978628701745397,see full numerical report,15.525439759757766,0,16.952515640007945,0
llava_1_5_7b,b1_generation_norm,test,32,27,5,2.037855047856489,see full numerical report,15.351021155779495,0,17.041427554607125,0
llava_1_5_7b,b1_prompt_norm,all,32,9,23,-0.5381286158245453,see full numerical report,9.34381319530595,0,8.8285520248332,0
llava_1_5_7b,b1_prompt_norm,train,32,9,23,-0.5140472985566171,see full numerical report,9.342738506429523,0,8.833558660367599,0
llava_1_5_7b,b1_prompt_norm,test,32,12,20,-0.6430161310359661,see full numerical report,9.348278139813171,0,8.803315875450357,0
llava_1_5_7b,b1_residual_norm,all,32,10,22,-0.5716427179470026,see full numerical report,26.981833597653278,0,26.230974267727188,0
llava_1_5_7b,b1_residual_norm,train,32,10,22,-0.5228990872338598,see full numerical report,26.946159949277014,0,26.224728793851725,0
llava_1_5_7b,b1_residual_norm,test,32,11,21,-0.7839483094975804,see full numerical report,27.130044734721658,0,26.262454831991356,0
llava_1_5_7b,b1_residual_share,all,32,17,15,0.0005620986736849401,see full numerical report,0.5438055715298876,0,0.5435302136488505,0
llava_1_5_7b,b1_residual_share,train,32,18,14,0.0006123118984113033,see full numerical report,0.5438934211414437,0,0.5433387863787041,0
llava_1_5_7b,b1_residual_share,test,32,18,14,0.0003433921837656688,see full numerical report,0.5434405880921861,0,0.544495110564588,0
llava_1_5_7b,b1_residual_visual_generation_balance,all,32,6,26,-0.1380834785923496,see full numerical report,-0.1619763268076737,0,-0.2924630601752082,0
llava_1_5_7b,b1_residual_visual_generation_balance,train,32,6,26,-0.13008669057905797,see full numerical report,-0.16735568853808425,0,-0.2907467103931811,0
llava_1_5_7b,b1_residual_visual_generation_balance,test,32,4,28,-0.1729139330502419,see full numerical report,-0.13962701982462813,0,-0.3011143908332633,0
llava_1_5_7b,b1_visual_norm,all,32,5,27,-2.4759024964663676,see full numerical report,12.454613250480289,0,10.185706284511596,0
llava_1_5_7b,b1_visual_norm,train,32,5,27,-2.3299286417346883,see full numerical report,12.341548401411591,0,10.250268645125486,0
llava_1_5_7b,b1_visual_norm,test,32,2,30,-3.111699730408795,see full numerical report,12.924356901765702,0,9.860277088444294,0
llava_1_5_7b,b2_attention_residual_kappa,all,32,10,22,-0.0030462390388086603,B2_K4_PROVISIONAL,0.8916385727550172,0,0.8876741792274783,0
llava_1_5_7b,b2_attention_residual_kappa,train,32,11,21,-0.0028967240399096934,B2_K4_PROVISIONAL,0.8916315594154239,0,0.8876143361228698,0
llava_1_5_7b,b2_attention_residual_kappa,test,32,12,20,-0.0036974599229019373,B2_K4_PROVISIONAL,0.891667710650441,0,0.8879758208223286,0
llava_1_5_7b,b2_attention_total_norm,all,32,13,19,-0.108383324296938,B2_K4_PROVISIONAL,2.427154682485262,0,2.30977806469067,0
llava_1_5_7b,b2_attention_total_norm,train,32,12,20,-0.10349197316544957,B2_K4_PROVISIONAL,2.421086306934388,0,2.3104650489364875,0
llava_1_5_7b,b2_attention_total_norm,test,32,13,19,-0.12968787589186545,B2_K4_PROVISIONAL,2.4523665932791,0,2.3063152927489123,0
llava_1_5_7b,b2_cos_residual_generation,all,32,20,12,0.018246382146925984,B2_K4_PROVISIONAL,0.2885188327068695,0,0.3022980926802502,0
llava_1_5_7b,b2_cos_residual_generation,train,32,20,12,0.016564010479290077,B2_K4_PROVISIONAL,0.2884105359630258,0,0.300926512345385,0
llava_1_5_7b,b2_cos_residual_generation,test,32,23,9,0.025574045410406816,B2_K4_PROVISIONAL,0.28896876660139537,0,0.30921159896274664,0
llava_1_5_7b,b2_cos_residual_prompt,all,32,5,27,-0.06255200822423965,B2_K4_PROVISIONAL,-0.04633248476651321,0,-0.11146466878818408,0
llava_1_5_7b,b2_cos_residual_prompt,train,32,5,27,-0.0597484746041495,B2_K4_PROVISIONAL,-0.046913953124095936,0,-0.11246058223873028,0
llava_1_5_7b,b2_cos_residual_prompt,test,32,5,27,-0.07476295465840999,B2_K4_PROVISIONAL,-0.043916693548927146,0,-0.10644472666583629,0
llava_1_5_7b,b2_cos_residual_visual,all,32,9,23,-0.030281975671300365,B2_K4_PROVISIONAL,0.2915667002102571,0,0.26394607926308383,0
llava_1_5_7b,b2_cos_residual_visual,train,32,8,24,-0.028287750029765614,B2_K4_PROVISIONAL,0.2915740389416537,0,0.2656211816032275,0
llava_1_5_7b,b2_cos_residual_visual,test,32,7,25,-0.038967936243318416,B2_K4_PROVISIONAL,0.29153621042930045,0,0.2555026580080352,0
llava_1_5_7b,b2_delta_residual_generation_cos,all,32,23,9,0.01221178335954212,B2_K4_PROVISIONAL,0.23467796045890865,0,0.24550118548025418,0
llava_1_5_7b,b2_delta_residual_generation_cos,train,32,21,11,0.010984274635365955,B2_K4_PROVISIONAL,0.23443748998607086,0,0.24464876867744184,0
llava_1_5_7b,b2_delta_residual_generation_cos,test,32,24,8,0.017558265802620533,B2_K4_PROVISIONAL,0.23567702850585326,0,0.24979782693226782,0
llava_1_5_7b,b2_delta_residual_visual_cos,all,32,9,23,-0.014454269010507234,B2_K4_PROVISIONAL,0.2409616524615191,0,0.22979012304308646,0
llava_1_5_7b,b2_delta_residual_visual_cos,train,32,9,23,-0.01332691485164103,B2_K4_PROVISIONAL,0.24122275346897348,0,0.23138493689016082,0
llava_1_5_7b,b2_delta_residual_visual_cos,test,32,9,23,-0.019364522680235592,B2_K4_PROVISIONAL,0.23987687198724983,0,0.2217513991922929,0
llava_1_5_7b,b2_generation_norm,all,32,28,4,0.23998863017085226,B2_K4_PROVISIONAL,1.6296075036622477,0,1.8433892864770103,0
llava_1_5_7b,b2_generation_norm,train,32,29,3,0.2286393190854146,B2_K4_PROVISIONAL,1.6337354993880635,0,1.8414676351144488,0
llava_1_5_7b,b2_generation_norm,test,32,29,3,0.28942118512075854,B2_K4_PROVISIONAL,1.6124571709044777,0,1.8530754480747864,0
llava_1_5_7b,b2_prompt_norm,all,32,8,24,-0.04890120810827869,B2_K4_PROVISIONAL,0.8795120320098395,0,0.8330565203577203,0
llava_1_5_7b,b2_prompt_norm,train,32,6,26,-0.04673634680130957,B2_K4_PROVISIONAL,0.8794010910227477,0,0.8334461761003104,0
llava_1_5_7b,b2_prompt_norm,test,32,13,19,-0.058330381800855306,B2_K4_PROVISIONAL,0.8799729517809523,0,0.8310924447903401,0
llava_1_5_7b,b2_residual_norm,all,32,4,28,-0.631201559620147,B2_K4_PROVISIONAL,15.482417521016094,0,14.697773422504078,0
llava_1_5_7b,b2_residual_norm,train,32,4,28,-0.596406014609876,B2_K4_PROVISIONAL,15.475766007926357,0,14.680689399578824,0
llava_1_5_7b,b2_residual_norm,test,32,5,27,-0.7827554889982165,B2_K4_PROVISIONAL,15.510052157873453,0,14.783886132654349,0
llava_1_5_7b,b2_residual_share,all,32,14,18,-9.390173716612889e-05,B2_K4_PROVISIONAL,0.7853655168872827,0,0.7826650398743671,0
llava_1_5_7b,b2_residual_share,train,32,14,18,0.00027563033036029794,B2_K4_PROVISIONAL,0.7852335685916604,0,0.7821753793557014,0
llava_1_5_7b,b2_residual_share,test,32,14,18,-0.0017034191868367876,B2_K4_PROVISIONAL,0.785913714445384,0,0.7851331935698036,0
llava_1_5_7b,b2_residual_visual_generation_balance,all,32,25,7,0.04852835781822635,B2_K4_PROVISIONAL,-0.0030478675033876503,0,0.03835201341716639,0
llava_1_5_7b,b2_residual_visual_generation_balance,train,32,25,7,0.04485176050905569,B2_K4_PROVISIONAL,-0.0031635029786278857,0,0.03530533074215744,0
llava_1_5_7b,b2_residual_visual_generation_balance,test,32,26,6,0.06454198165372524,B2_K4_PROVISIONAL,-0.00256744382790503,0,0.05370894095471146,0
llava_1_5_7b,b2_visual_norm,all,32,3,29,-0.29999238872106637,B2_K4_PROVISIONAL,1.2737738067896414,0,1.0005193626594762,0
llava_1_5_7b,b2_visual_norm,train,32,3,29,-0.2833341198829694,B2_K4_PROVISIONAL,1.2623312064732701,0,1.007332395299564,0
llava_1_5_7b,b2_visual_norm,test,32,3,29,-0.37254840410477774,B2_K4_PROVISIONAL,1.3213136823308544,0,0.9661779954330858,0
llava_1_5_7b,cos_pg_in,all,32,9,23,-0.035347482110079036,see full numerical report,0.005900041797624159,0,-0.025301263538768874,0
llava_1_5_7b,cos_pg_in,train,32,9,23,-0.03398057140055592,see full numerical report,0.005994542038565996,0,-0.024606541521844938,0
llava_1_5_7b,cos_pg_in,test,32,9,23,-0.04130113764489081,see full numerical report,0.005507427394535875,0,-0.028803038029480026,0
llava_1_5_7b,cos_pg_out,all,32,4,28,-0.045189491915744825,see full numerical report,-0.15016471560250957,0,-0.18901972657514116,0
llava_1_5_7b,cos_pg_out,train,32,4,28,-0.044592842140930164,see full numerical report,-0.1497930883787174,0,-0.18911342126146422,0
llava_1_5_7b,cos_pg_out,test,32,5,27,-0.047788233157159805,see full numerical report,-0.1517086926250688,0,-0.18854745471029677,0
llava_1_5_7b,cos_vg_in,all,32,21,11,0.02778225636119901,see full numerical report,0.12821137182655332,0,0.14559066505278384,0
llava_1_5_7b,cos_vg_in,train,32,21,11,0.025991259896169454,see full numerical report,0.12834090632309222,0,0.1441815046392017,0
llava_1_5_7b,cos_vg_in,test,32,22,10,0.035583040964438845,see full numerical report,0.1276732027326854,0,0.1526935952455697,0
llava_1_5_7b,cos_vg_out,all,32,19,13,0.03536339380962456,see full numerical report,0.14281343525943435,0,0.16580526912648907,0
llava_1_5_7b,cos_vg_out,train,32,19,13,0.03322810484144936,see full numerical report,0.14277747821044465,0,0.1637251313842999,0
llava_1_5_7b,cos_vg_out,test,32,23,9,0.044663763537676565,see full numerical report,0.14296282382379366,0,0.17629028774590208,0
llava_1_5_7b,cos_vp_in,all,32,9,23,-0.028837751362589422,see full numerical report,0.009719667477438125,0,-0.01779857619873962,0
llava_1_5_7b,cos_vp_in,train,32,9,23,-0.027950388464727822,see full numerical report,0.009574319646994345,0,-0.017542720044322314,0
llava_1_5_7b,cos_vp_in,test,32,8,24,-0.03270270976216441,see full numerical report,0.01032353526783855,0,-0.01908822951762686,0
llava_1_5_7b,cos_vp_out,all,32,7,25,-0.05556121418319395,see full numerical report,-0.14215037485629417,0,-0.19491594557562836,0
llava_1_5_7b,cos_vp_out,train,32,7,25,-0.053812640493629285,see full numerical report,-0.14266197595925048,0,-0.19415321307046907,0
llava_1_5_7b,cos_vp_out,test,32,8,24,-0.0631772240310756,see full numerical report,-0.1400248568718468,0,-0.19876052968947175,0
llava_1_5_7b,delta_cos_pg,all,32,13,19,-0.009842009805665797,see full numerical report,-0.15606475740013373,0,-0.1637184630363723,0
llava_1_5_7b,delta_cos_pg,train,32,14,18,-0.010612270740374245,see full numerical report,-0.1557876304172834,0,-0.16450687973961925,0
llava_1_5_7b,delta_cos_pg,test,32,16,16,-0.0064870955122689955,see full numerical report,-0.15721612001960467,0,-0.15974441668081674,0
llava_1_5_7b,delta_cos_vg,all,32,18,14,0.007581137448425555,see full numerical report,0.014602063432881028,0,0.02021460407370522,0
llava_1_5_7b,delta_cos_vg,train,32,17,15,0.0072368449452799065,see full numerical report,0.014436571887352392,0,0.01954362674509822,0
llava_1_5_7b,delta_cos_vg,test,32,21,11,0.009080722573237719,see full numerical report,0.01528962109110825,0,0.023596692500332413,0
llava_1_5_7b,delta_cos_vp,all,32,13,19,-0.026723462820604525,see full numerical report,-0.1518700423337323,0,-0.17711736937688874,0
llava_1_5_7b,delta_cos_vp,train,32,12,20,-0.025862252028901463,see full numerical report,-0.15223629560624485,0,-0.17661049302614673,0
llava_1_5_7b,delta_cos_vp,test,32,13,19,-0.0304745142689112,see full numerical report,-0.15034839213968537,0,-0.17967230017184488,0
llava_1_5_7b,generation_attention_gate_mass,all,32,32,0,0.031710318016680464,see full numerical report,0.0974851123795379,0,0.12703948404280035,0
llava_1_5_7b,generation_attention_gate_mass,train,32,31,1,0.02954526514681676,see full numerical report,0.0979337005620618,0,0.12597721215976082,0
llava_1_5_7b,generation_attention_gate_mass,test,32,32,0,0.041140326072086786,see full numerical report,0.09562139034286643,0,0.13239390853433744,0
llava_1_5_7b,generation_attention_mass,all,32,32,0,0.06247119504498483,see full numerical report,0.1552194474125281,0,0.21348184371243129,0
llava_1_5_7b,generation_attention_mass,train,32,32,0,0.06010217233945413,see full numerical report,0.15585455819635097,0,0.21289932650848525,0
llava_1_5_7b,generation_attention_mass,test,32,32,0,0.07278960505129631,see full numerical report,0.15258079126942903,0,0.21641804529448366,0
llava_1_5_7b,generation_gross_norm,all,32,31,1,2.08142571688297,see full numerical report,5.5607267551011805,0,7.539146214036126,0
llava_1_5_7b,generation_gross_norm,train,32,31,1,1.991690881311257,see full numerical report,5.587281510758663,0,7.53316047397425,0
llava_1_5_7b,generation_gross_norm,test,32,32,0,2.472270778484212,see full numerical report,5.450401326957207,0,7.569317579483155,0
llava_1_5_7b,generation_group_gain,all,32,12,20,-0.01065363656587303,see full numerical report,0.606225990059489,0,0.5957873048168889,0
llava_1_5_7b,generation_group_gain,train,32,13,19,-0.010920000719105698,see full numerical report,0.6062234858395065,0,0.596626928185838,0
llava_1_5_7b,generation_group_gain,test,32,12,20,-0.009493472698459637,see full numerical report,0.6062363941899322,0,0.591555149186916,0
llava_1_5_7b,generation_group_rotation,all,32,13,19,-0.012673780810342167,see full numerical report,-0.22307066117343333,0,-0.23844848244182304,0
llava_1_5_7b,generation_group_rotation,train,32,13,19,-0.01200205734141882,see full numerical report,-0.22347930260460858,0,-0.23922429006897236,0
llava_1_5_7b,generation_group_rotation,test,32,13,19,-0.015599509697208296,see full numerical report,-0.22137290347483907,0,-0.2345379926455162,0
llava_1_5_7b,generation_net_norm,all,32,27,5,0.37456723241982115,see full numerical report,2.970397690920178,0,3.2962428494117866,0
llava_1_5_7b,generation_net_norm,train,32,28,4,0.35794291202576234,see full numerical report,2.977150679186601,0,3.2940417031847193,0
llava_1_5_7b,generation_net_norm,test,32,28,4,0.44697538346949955,see full numerical report,2.942341461318441,0,3.307337816204973,0
llava_1_5_7b,generation_per_token_gross,all,32,0,32,-0.23687129030063264,see full numerical report,0.35502586092346816,0,0.13141087091025128,0
llava_1_5_7b,generation_per_token_gross,train,32,0,32,-0.22685323455387818,see full numerical report,0.3532201346321818,0,0.13305653374159665,0
llava_1_5_7b,generation_per_token_gross,test,32,0,32,-0.2805054886642744,see full numerical report,0.36252800211303926,0,0.12311584069279422,0
llava_1_5_7b,generation_token_count,all,32,32,0,40.93885760389909,see full numerical report,31.672,0,71.5503355704698,0
llava_1_5_7b,generation_token_count,train,32,32,0,39.38961572724328,see full numerical report,32.229942100909845,0,71.72654155495978,0
llava_1_5_7b,generation_token_count,test,32,32,0,47.68666666666667,see full numerical report,29.353951890034363,0,70.66216216216216,0
llava_1_5_7b,generation_token_direction_mean,all,32,15,17,-0.004945016708852095,see full numerical report,-0.20420100572080774,0,-0.21113582426852714,0
llava_1_5_7b,generation_token_direction_mean,train,32,15,17,-0.004342314757832788,see full numerical report,-0.2045045497731282,0,-0.21148116138736223,0
llava_1_5_7b,generation_token_direction_mean,test,32,15,17,-0.007570118539958406,see full numerical report,-0.20293988970962068,0,-0.20939513852088537,0
llava_1_5_7b,generation_token_effect_mean,all,32,0,32,-0.23687129019988107,see full numerical report,0.355025860922779,0,0.13141087090662174,0
llava_1_5_7b,generation_token_effect_mean,train,32,0,32,-0.2268532344822153,see full numerical report,0.35322013464041313,0,0.13305653373939857,0
llava_1_5_7b,generation_token_effect_mean,test,32,0,32,-0.28050548843682543,see full numerical report,0.36252800207528846,0,0.12311584068194925,0
llava_1_5_7b,generation_token_gain_median,all,32,4,28,-0.020986474088835916,see full numerical report,0.5505456023946255,0,0.5329457524997553,0
llava_1_5_7b,generation_token_gain_median,train,32,5,27,-0.020330781994075432,see full numerical report,0.550661406099231,0,0.5339961674424728,0
llava_1_5_7b,generation_token_gain_median,test,32,5,27,-0.023842377434903805,see full numerical report,0.5500644797868317,0,0.5276510933965983,0
llava_1_5_7b,generation_token_write_mean,all,32,0,32,-0.45326293623308067,see full numerical report,0.701930674744291,0,0.2749926593400501,0
llava_1_5_7b,generation_token_write_mean,train,32,0,32,-0.432931371168888,see full numerical report,0.6987283426658639,0,0.27818159666107045,0
llava_1_5_7b,generation_token_write_mean,test,32,0,32,-0.5418181974015643,see full numerical report,0.7152352090495087,0,0.25891869149220426,0
llava_1_5_7b,generation_within_source_kappa,all,32,0,32,-0.1117232449428251,see full numerical report,0.5576628372968377,0,0.45107260397321547,0
llava_1_5_7b,generation_within_source_kappa,train,32,0,32,-0.10771500266486228,see full numerical report,0.5570120494760713,0,0.45172157993424833,0
llava_1_5_7b,generation_within_source_kappa,test,32,0,32,-0.1291813668646187,see full numerical report,0.5603666258717739,0,0.4478014143317929,0
llava_1_5_7b,prompt_attention_gate_mass,all,32,0,32,-0.03134342631776483,see full numerical report,0.354413808963074,0,0.31315733530764334,0
llava_1_5_7b,prompt_attention_gate_mass,train,32,0,32,-0.03595390045035441,see full numerical report,0.35328302227292385,0,0.30371311617116903,0
llava_1_5_7b,prompt_attention_gate_mass,test,32,6,26,-0.011262250095819108,see full numerical report,0.35911181964483213,0,0.36076130473879087,0
llava_1_5_7b,prompt_attention_mass,all,32,0,32,-0.03622593863894687,see full numerical report,0.687746127957517,0,0.6493089542547356,0
llava_1_5_7b,prompt_attention_mass,train,32,0,32,-0.0356419761746984,see full numerical report,0.6877159066519944,0,0.6488520291981278,0
llava_1_5_7b,prompt_attention_mass,test,32,0,32,-0.03876941959434016,see full numerical report,0.6878716865773681,0,0.6516121035265561,0
llava_1_5_7b,prompt_gross_norm,all,32,0,32,-0.4259367819434056,see full numerical report,2.763207893218388,0,2.3464802380566,0
llava_1_5_7b,prompt_gross_norm,train,32,0,32,-0.4074850249084075,see full numerical report,2.7607926788948163,0,2.3491269971921924,0
llava_1_5_7b,prompt_gross_norm,test,32,0,32,-0.5063044348069525,see full numerical report,2.7732422372637453,0,2.333139141332598,0
llava_1_5_7b,prompt_group_gain,all,32,26,6,0.046875311166420394,see full numerical report,0.8596545283996662,0,0.9079032860264062,0
llava_1_5_7b,prompt_group_gain,train,32,26,6,0.044201118148026464,see full numerical report,0.8601668923069636,0,0.9084167966461112,0
llava_1_5_7b,prompt_group_gain,test,32,27,5,0.058522907424313944,see full numerical report,0.8575258412384198,0,0.9053149149297852,0
llava_1_5_7b,prompt_group_rotation,all,32,16,16,8.200801953713813e-05,see full numerical report,-0.013346523377335984,0,-0.012673579089548193,0
llava_1_5_7b,prompt_group_rotation,train,32,17,15,0.0012260729184259494,see full numerical report,-0.013674809440079783,0,-0.01222721084460059,0
llava_1_5_7b,prompt_group_rotation,test,32,16,16,-0.00490103020673413,see full numerical report,-0.011982613240369476,0,-0.014923516324216506,0
llava_1_5_7b,prompt_net_norm,all,32,11,21,-0.08921307906625912,see full numerical report,1.8402319012672887,0,1.7582332460755072,0
llava_1_5_7b,prompt_net_norm,train,32,9,23,-0.08592540649413702,see full numerical report,1.8402015157368874,0,1.7593758549854597,0
llava_1_5_7b,prompt_net_norm,test,32,13,19,-0.10353271960261315,see full numerical report,1.8403581421822552,0,1.752473879542911,0
llava_1_5_7b,prompt_token_count,all,32,0,0,0.0,see full numerical report,17.0,0,17.0,0
