model,scope,metric,layers,real_layer_mean,hall_layer_mean,hall_minus_real,hall_higher_layers,mixed_images,paired_mean_hall_minus_real
internvl_2_5_8b,all,common_c,32,-0.11756068920118254,-0.11532583251641336,0.0022348566847691814,18,161,0.0031902077215348323
internvl_2_5_8b,all,cos_mean,32,-0.2074468141645573,-0.20574995012747244,0.0016968640370848655,20,161,0.0023153681666805946
internvl_2_5_8b,all,gain_nonuniform_error,32,0.05267412065216963,0.04943037718910929,-0.0032437434630603413,8,161,-0.0033713168501820706
internvl_2_5_8b,all,individual_scalar_error,32,0.9727495532105321,0.9729122525773171,0.00016269936678484087,20,161,0.0005472571316308174
internvl_2_5_8b,all,orthogonal_ratio_mean,32,0.9658663857698726,0.9664675128399016,0.0006011270700291317,22,161,0.0008828474419949134
internvl_2_5_8b,all,orthogonal_ratio_median,32,0.9672106384975037,0.9679185318705489,0.000707893373045148,23,161,0.0010272071048100721
internvl_2_5_8b,all,parallel_gain_mean,32,-0.128577102402825,-0.12673674998396245,0.0018403524188625243,18,161,0.00266796223375298
internvl_2_5_8b,all,parallel_gain_median,32,-0.12823143418575184,-0.1262990668682778,0.001932367317474023,17,161,0.002844983338496285
internvl_2_5_8b,all,parallel_gain_std,32,0.040335938813182884,0.04095781758394522,0.0006218787707623361,24,161,0.0006903763670070566
internvl_2_5_8b,all,shared_scalar_error,32,0.9746797697747323,0.9746017043507296,-7.806542400284541e-05,20,161,0.00030392363414491605
internvl_2_5_8b,train,common_c,32,-0.11732142574338897,-0.11460385371867364,0.0027175720247153315,20,137,0.003945707757975513
internvl_2_5_8b,train,cos_mean,32,-0.2071306120138007,-0.20515937924863992,0.001971232765160749,20,137,0.002840202892028393
internvl_2_5_8b,train,gain_nonuniform_error,32,0.05256732917910856,0.04929319719374104,-0.003274131985367517,9,137,-0.003417588010893013
internvl_2_5_8b,train,individual_scalar_error,32,0.972795050803668,0.9731209526335283,0.00032590182986029156,22,137,0.0007950012889282387
internvl_2_5_8b,train,orthogonal_ratio_mean,32,0.9659487795011559,0.9666366272100072,0.0006878477088513649,22,137,0.0010689316635116826
internvl_2_5_8b,train,orthogonal_ratio_median,32,0.967300417926799,0.9680978274189478,0.0007974094921487027,23,137,0.0012309857192460637
internvl_2_5_8b,train,parallel_gain_mean,32,-0.128346663748623,-0.12626627684833766,0.0020803869002853463,18,137,0.0030618464515766905
internvl_2_5_8b,train,parallel_gain_median,32,-0.12799902697745302,-0.1257947488655566,0.002204278111896411,18,137,0.0032691083671781847
internvl_2_5_8b,train,parallel_gain_std,32,0.040336789426032374,0.04086276752532657,0.0005259780992941994,24,137,0.0006842787948573393
internvl_2_5_8b,train,shared_scalar_error,32,0.974718874810902,0.9748037496661086,8.48748552064911e-05,20,137,0.0005422376822211762
internvl_2_5_8b,test,common_c,32,-0.1185746171329799,-0.11941704570360515,-0.0008424285706252308,16,24,-0.0011224383198140573
internvl_2_5_8b,test,cos_mean,32,-0.20878678557391117,-0.20909651844085658,-0.00030973286694543234,14,24,-0.0006805633905130881
internvl_2_5_8b,test,gain_nonuniform_error,32,0.05312667140276451,0.05020773049619605,-0.00291894090656846,8,24,-0.0031071856411237745
internvl_2_5_8b,test,individual_scalar_error,32,0.9725567478363424,0.9717296189254534,-0.000827128910888781,15,24,-0.0008669490996086297
internvl_2_5_8b,test,orthogonal_ratio_mean,32,0.9655172254495981,0.9655091980759702,-8.027373627889772e-06,17,24,-0.0001793833224966441
internvl_2_5_8b,test,orthogonal_ratio_median,32,0.9668301797684407,0.9669025237629554,7.234399451470572e-05,16,24,-0.00013602915259537998
internvl_2_5_8b,test,parallel_gain_mean,32,-0.12955363342104154,-0.12940276441916956,0.00015086900187196394,13,24,0.000419539823675966
internvl_2_5_8b,test,parallel_gain_median,32,-0.129216307355346,-0.12915686888369798,5.943847164802552e-05,13,24,0.00042393629977043376
internvl_2_5_8b,test,parallel_gain_std,32,0.04033233416692727,0.04149643458278422,0.0011641004158569578,20,24,0.0007251833413616923
internvl_2_5_8b,test,shared_scalar_error,32,0.9745140541706365,0.9734567808969153,-0.0010572732737211786,13,24,-0.0010564523902904023
llava_1_5_7b,all,common_c,32,-0.11101141152436501,-0.10878326867000063,0.0022281428543643868,20,241,0.0033108605914142814
llava_1_5_7b,all,cos_mean,32,-0.201412042758392,-0.2049305137014348,-0.0035184709430428115,12,241,-0.00180979348077232
llava_1_5_7b,all,gain_nonuniform_error,32,0.05948044953569624,0.059024555947710666,-0.0004558935879855725,13,241,-0.0010524743668192211
llava_1_5_7b,all,individual_scalar_error,32,0.9673979185313957,0.9672593343655344,-0.00013858416586128713,20,241,0.0003163042847108795
llava_1_5_7b,all,orthogonal_ratio_mean,32,0.961037052801734,0.9604088961836171,-0.0006281566181167847,15,241,-8.665771275434596e-05
llava_1_5_7b,all,orthogonal_ratio_median,32,0.962485076286327,0.9617348413703912,-0.0007502349159356214,11,241,-0.0002175406179403836
llava_1_5_7b,all,parallel_gain_mean,32,-0.11740754450577338,-0.12090815532568577,-0.0035006108199123944,13,241,-0.0021679717824020874
llava_1_5_7b,all,parallel_gain_median,32,-0.1162605559757584,-0.12057852647726586,-0.00431797050150746,11,241,-0.002786210550145825
