model,label,support,layer,n_images,mean,std,median,q25,q75
internvl_2_5_8b,HALL,union_top32,12,1321,0.01943960911834036,0.010355502786971749,0.017472852021455765,0.012333136051893234,0.02397286519408226
internvl_2_5_8b,HALL,union_top32,13,1321,0.01755258120410638,0.010251636007239839,0.015602982603013515,0.01069291215389967,0.0211891308426857
internvl_2_5_8b,HALL,union_top32,14,1321,0.020769094905366926,0.010449546004776504,0.018980160355567932,0.013340703211724758,0.025561070069670677
internvl_2_5_8b,HALL,union_top32,15,1321,0.015989611625130642,0.009090257915070806,0.013946997001767159,0.009595690295100212,0.02043544314801693
internvl_2_5_8b,HALL,union_top32,16,1321,0.013711309158230902,0.008302060824183511,0.011895058676600456,0.007901724427938461,0.01747281849384308
internvl_2_5_8b,HALL,union_top32,17,1321,0.015130444021391796,0.009155179822033935,0.013294734060764313,0.008762422017753124,0.01880079135298729
internvl_2_5_8b,HALL,union_top32,18,1321,0.013998959430815605,0.009137132209317701,0.011856707744300365,0.007697163615375757,0.017552586272358894
internvl_2_5_8b,HALL,union_top32,19,1321,0.015119515095638601,0.00897639056713319,0.013363754376769066,0.008993208408355713,0.01876174658536911
internvl_2_5_8b,HALL,union_top32,20,1321,0.014075870389495268,0.008783426570972294,0.012221915647387505,0.00803760252892971,0.017832394689321518
internvl_2_5_8b,HALL,union_top32,21,1321,0.015472265583375592,0.00903844045575113,0.01401481032371521,0.009250104427337646,0.019354205578565598
internvl_2_5_8b,HALL,union_top32,22,1321,0.01576946138275292,0.009510427275293045,0.013837595470249653,0.009171314537525177,0.019813857972621918
internvl_2_5_8b,HALL,union_top32,23,1321,0.016745687143282822,0.009860925389293892,0.014741184189915657,0.009588743560016155,0.021776534616947174
internvl_2_5_8b,HALL,union_top32,24,1321,0.01885092997430689,0.010054716689605201,0.016839826479554176,0.011603212915360928,0.023818552494049072
internvl_2_5_8b,HALL,union_top32,25,1321,0.01637365804744756,0.009829970419292853,0.014573019929230213,0.009483091533184052,0.020933857187628746
internvl_2_5_8b,HALL,union_top32,26,1321,0.01698559521051317,0.010140449801640703,0.014873042702674866,0.009758178144693375,0.021884890273213387
internvl_2_5_8b,HALL,union_top32,27,1321,0.018588188358665044,0.010665382777687736,0.016702475026249886,0.010793257504701614,0.023559197783470154
internvl_2_5_8b,HALL,union_top32,28,1321,0.02165248941730237,0.011649351426468944,0.019756555557250977,0.013299977406859398,0.026816925033926964
internvl_2_5_8b,HALL,union_top32,29,1321,0.016384569618857644,0.010459876816178822,0.014175002463161945,0.009251482784748077,0.021018046885728836
internvl_2_5_8b,HALL,union_top32,30,1321,0.01462944032863011,0.008839230170277544,0.01296288426965475,0.008593877777457237,0.018623098731040955
internvl_2_5_8b,HALL,union_top32,31,1321,0.015485738272169558,0.00875141770672004,0.013869082555174828,0.009554418735206127,0.019265681505203247
internvl_2_5_8b,HALL,union_top32,32,1321,0.02523729147214688,0.011243791839648406,0.023630347102880478,0.017663035541772842,0.03110979124903679
internvl_2_5_8b,REAL,all_visual_tokens,1,3869,0.05723916240562207,0.018429707631831202,0.05539699271321297,0.04317452386021614,0.06853903084993362
internvl_2_5_8b,REAL,all_visual_tokens,2,3869,0.06456649858089543,0.02152979097833127,0.062040094286203384,0.048923835158348083,0.07723960280418396
internvl_2_5_8b,REAL,all_visual_tokens,3,3869,0.058246315090319356,0.020020144589915738,0.055893030017614365,0.04329625889658928,0.07017084211111069
internvl_2_5_8b,REAL,all_visual_tokens,4,3869,0.05180688760115537,0.01611568865423692,0.04977145045995712,0.0404059998691082,0.06061834096908569
internvl_2_5_8b,REAL,all_visual_tokens,5,3869,0.04092414770299426,0.010972026433344544,0.03948149085044861,0.033408910036087036,0.04669762775301933
internvl_2_5_8b,REAL,all_visual_tokens,6,3869,0.030867145502442506,0.007157366064190763,0.030020957812666893,0.026193799450993538,0.03468821197748184
internvl_2_5_8b,REAL,all_visual_tokens,7,3869,0.03125917630182985,0.007014088966554209,0.030391836538910866,0.026733437553048134,0.03462555631995201
internvl_2_5_8b,REAL,all_visual_tokens,8,3869,0.029249641001051204,0.00682215609544872,0.028335055336356163,0.025182127952575684,0.03227337822318077
internvl_2_5_8b,REAL,all_visual_tokens,9,3869,0.029089504954231574,0.0055252112187382995,0.028454989194869995,0.025441978126764297,0.03190615028142929
internvl_2_5_8b,REAL,all_visual_tokens,10,3869,0.024399174186676687,0.00605067495473826,0.0233773086220026,0.020596204325556755,0.02698204107582569
internvl_2_5_8b,REAL,all_visual_tokens,11,3869,0.025303677887323368,0.006214367428177969,0.024303462356328964,0.021570784971117973,0.02785952016711235
internvl_2_5_8b,REAL,all_visual_tokens,12,3869,0.02404814081795612,0.005783633359438515,0.023161042481660843,0.020375628024339676,0.026409536600112915
internvl_2_5_8b,REAL,all_visual_tokens,13,3869,0.022476580454088107,0.006373289860770613,0.02149115689098835,0.018425989896059036,0.025152219459414482
internvl_2_5_8b,REAL,all_visual_tokens,14,3869,0.0236741451093526,0.006209074673696774,0.02280472218990326,0.02013625204563141,0.02604597434401512
internvl_2_5_8b,REAL,all_visual_tokens,15,3869,0.021039627573428095,0.005528109999202387,0.02021515555679798,0.017725449055433273,0.02329215593636036
internvl_2_5_8b,REAL,all_visual_tokens,16,3869,0.01910409513397807,0.005597157897697909,0.01819406822323799,0.015523717738687992,0.021622508764266968
internvl_2_5_8b,REAL,all_visual_tokens,17,3869,0.019784003829197903,0.005625047316432264,0.01885506510734558,0.016203824430704117,0.022272907197475433
internvl_2_5_8b,REAL,all_visual_tokens,18,3869,0.018796397689498843,0.005431734428787731,0.017820702865719795,0.015345285646617413,0.021147161722183228
internvl_2_5_8b,REAL,all_visual_tokens,19,3869,0.020222390869487454,0.005286092757377554,0.019486838951706886,0.01667540892958641,0.022840360179543495
internvl_2_5_8b,REAL,all_visual_tokens,20,3869,0.018514440486650036,0.004990433339418188,0.017877761274576187,0.015303811989724636,0.021013308316469193
internvl_2_5_8b,REAL,all_visual_tokens,21,3869,0.01946167927151115,0.005123639239656,0.018978986889123917,0.015933655202388763,0.02219555713236332
internvl_2_5_8b,REAL,all_visual_tokens,22,3869,0.019510087509114565,0.0055575706777175335,0.018740514293313026,0.01568816974759102,0.022497642785310745
internvl_2_5_8b,REAL,all_visual_tokens,23,3869,0.018845937883856415,0.005427088838471373,0.018229681998491287,0.015276054851710796,0.02155691385269165
internvl_2_5_8b,REAL,all_visual_tokens,24,3869,0.020942676100498617,0.0054662290651380195,0.020396772772073746,0.017300724983215332,0.023876579478383064
internvl_2_5_8b,REAL,all_visual_tokens,25,3869,0.01801269727237436,0.00576058571286598,0.017270494252443314,0.014224209822714329,0.02082659862935543
internvl_2_5_8b,REAL,all_visual_tokens,26,3869,0.017729725675456637,0.005636781632890893,0.017149772495031357,0.013887377455830574,0.02074129320681095
internvl_2_5_8b,REAL,all_visual_tokens,27,3869,0.020939712450928884,0.005698482596813144,0.020268630236387253,0.017054293304681778,0.02413484826683998
internvl_2_5_8b,REAL,all_visual_tokens,28,3869,0.02310742330589373,0.006044361494766091,0.022474460303783417,0.019199075177311897,0.026104746386408806
internvl_2_5_8b,REAL,all_visual_tokens,29,3869,0.017803477936511693,0.005626608979861395,0.017217198386788368,0.014002412557601929,0.020926281809806824
internvl_2_5_8b,REAL,all_visual_tokens,30,3869,0.017743992891102938,0.004685914663707384,0.017364690080285072,0.014649694785475731,0.02029094472527504
internvl_2_5_8b,REAL,all_visual_tokens,31,3869,0.018160022039237944,0.004301149815434327,0.017809730023145676,0.015335331670939922,0.020448783412575722
internvl_2_5_8b,REAL,all_visual_tokens,32,3869,0.024092116093459934,0.005034700415969932,0.02377595193684101,0.020918048918247223,0.02699151076376438
internvl_2_5_8b,REAL,union_top32,1,3869,0.07664042049462857,0.02914504844408415,0.07455886155366898,0.0541502982378006,0.09538216888904572
internvl_2_5_8b,REAL,union_top32,2,3869,0.07935314922205744,0.029614847756210507,0.07665605843067169,0.057761501520872116,0.09768275171518326
internvl_2_5_8b,REAL,union_top32,3,3869,0.06915839596389839,0.026781598097041958,0.06657732278108597,0.04924085736274719,0.08537492901086807
internvl_2_5_8b,REAL,union_top32,4,3869,0.06232715710568148,0.022548077592791125,0.05983242392539978,0.04636351391673088,0.07536139339208603
internvl_2_5_8b,REAL,union_top32,5,3869,0.047406632228135584,0.016068694334678033,0.04586450010538101,0.0365569181740284,0.056401968002319336
internvl_2_5_8b,REAL,union_top32,6,3869,0.03072482571611217,0.010836225617854717,0.02962382882833481,0.023573845624923706,0.0366327203810215
internvl_2_5_8b,REAL,union_top32,7,3869,0.03190753667303148,0.01137723421259226,0.030644334852695465,0.024417126551270485,0.037620045244693756
internvl_2_5_8b,REAL,union_top32,8,3869,0.02735052958536921,0.010631544000781486,0.026100656017661095,0.020670974627137184,0.03224197402596474
internvl_2_5_8b,REAL,union_top32,9,3869,0.027410741702625304,0.009614612264381907,0.02616308070719242,0.021051816642284393,0.03252694010734558
internvl_2_5_8b,REAL,union_top32,10,3869,0.019615650618652017,0.009128725796621669,0.01797984354197979,0.013626083731651306,0.023593062534928322
internvl_2_5_8b,REAL,union_top32,11,3869,0.02082037307686948,0.009408083989659852,0.019105907529592514,0.014776176773011684,0.024750173091888428
internvl_2_5_8b,REAL,union_top32,12,3869,0.019117188075404256,0.008475042099433137,0.017520228400826454,0.013521416112780571,0.022687919437885284
internvl_2_5_8b,REAL,union_top32,13,3869,0.018258758377619366,0.008498887528583184,0.016747429966926575,0.012690337374806404,0.021949946880340576
internvl_2_5_8b,REAL,union_top32,14,3869,0.01865896374187231,0.008867175366037027,0.017209965735673904,0.013303630985319614,0.021969448775053024
internvl_2_5_8b,REAL,union_top32,15,3869,0.015292292627012254,0.00751023963641642,0.013927709311246872,0.010564816184341908,0.01828094571828842
internvl_2_5_8b,REAL,union_top32,16,3869,0.014273698118977001,0.007290665433485777,0.01283346302807331,0.00950184278190136,0.017123263329267502
internvl_2_5_8b,REAL,union_top32,17,3869,0.01436637228304984,0.007121980905737297,0.013078671880066395,0.009698239155113697,0.017385441809892654
internvl_2_5_8b,REAL,union_top32,18,3869,0.012428858990742014,0.006782544373503171,0.010993939824402332,0.008002270944416523,0.015203241258859634
internvl_2_5_8b,REAL,union_top32,19,3869,0.014212590090225892,0.006703749467774361,0.013074766844511032,0.009576785378158092,0.017375927418470383
internvl_2_5_8b,REAL,union_top32,20,3869,0.01273471020941658,0.006182479836485028,0.01169363223016262,0.008623572066426277,0.015422578901052475
internvl_2_5_8b,REAL,union_top32,21,3869,0.013157667656257964,0.006509687896988953,0.012183427810668945,0.008670677430927753,0.016402630135416985
internvl_2_5_8b,REAL,union_top32,22,3869,0.013252448721088467,0.00687241093043925,0.011985333636403084,0.008660911582410336,0.016369136050343513
internvl_2_5_8b,REAL,union_top32,23,3869,0.012979085942004314,0.0067810850865488645,0.011867735534906387,0.008391646668314934,0.01596638560295105
internvl_2_5_8b,REAL,union_top32,24,3869,0.015332995649513471,0.006979026842289064,0.014236844144761562,0.010663164779543877,0.018807942047715187
internvl_2_5_8b,REAL,union_top32,25,3869,0.013019362949894338,0.006985720046002197,0.011965845711529255,0.008449000306427479,0.01616438291966915
internvl_2_5_8b,REAL,union_top32,26,3869,0.012110850713355081,0.0066583471078004,0.010982212610542774,0.007560874801129103,0.01548734214156866
internvl_2_5_8b,REAL,union_top32,27,3869,0.014943539641649383,0.007079021657290762,0.013813808560371399,0.00995483249425888,0.018629051744937897
internvl_2_5_8b,REAL,union_top32,28,3869,0.01695217545409557,0.008526201239290234,0.015586495399475098,0.011077892035245895,0.021211978048086166
internvl_2_5_8b,REAL,union_top32,29,3869,0.011198711426841215,0.00669882598841105,0.010036624036729336,0.00651871133595705,0.01443745382130146
internvl_2_5_8b,REAL,union_top32,30,3869,0.01070363214808165,0.005842643102732763,0.009875595569610596,0.0066933659836649895,0.013507751747965813
internvl_2_5_8b,REAL,union_top32,31,3869,0.010783650142194968,0.005237468205531396,0.010011883452534676,0.007232001982629299,0.01334065105766058
internvl_2_5_8b,REAL,union_top32,32,3869,0.01840546446396594,0.0074125620153941045,0.01770554482936859,0.013245032168924809,0.02248748205602169
llava_1_5_7b,HALL,all_visual_tokens,1,2005,0.03035981546195591,0.01205271294705261,0.027080420404672623,0.02338593080639839,0.033337872475385666
llava_1_5_7b,HALL,all_visual_tokens,2,2005,0.03314548085566768,0.011710612357510303,0.03090411052107811,0.025251131504774094,0.03824504837393761
llava_1_5_7b,HALL,all_visual_tokens,3,2005,0.09051124798238482,0.09636883401461893,0.048706963658332825,0.01537758857011795,0.1398831009864807
llava_1_5_7b,HALL,all_visual_tokens,4,2005,0.09383766269009383,0.10528874797669047,0.04458592087030411,0.012571534141898155,0.14826613664627075
llava_1_5_7b,HALL,all_visual_tokens,5,2005,0.09381357861980053,0.09888870269740646,0.05034436285495758,0.0160822756588459,0.14884012937545776
llava_1_5_7b,HALL,all_visual_tokens,6,2005,0.08512786840880639,0.08435779327316731,0.048466626554727554,0.01898910291492939,0.13241153955459595
llava_1_5_7b,HALL,all_visual_tokens,7,2005,0.08061000690621294,0.08029769044728,0.044047024101018906,0.019018549472093582,0.12483352422714233
llava_1_5_7b,HALL,all_visual_tokens,8,2005,0.0767809627970165,0.07464326135808798,0.040216539055109024,0.018360041081905365,0.12165534496307373
llava_1_5_7b,HALL,all_visual_tokens,9,2005,0.06529579379751424,0.05634713342647929,0.04160631075501442,0.021470867097377777,0.09775567054748535
llava_1_5_7b,HALL,all_visual_tokens,10,2005,0.056350359686666594,0.0472856729998126,0.03656904026865959,0.021352749317884445,0.08139507472515106
llava_1_5_7b,HALL,all_visual_tokens,11,2005,0.04880499143915209,0.03849882605750681,0.034068647772073746,0.021681848913431168,0.06485509872436523
llava_1_5_7b,HALL,all_visual_tokens,12,2005,0.03905592755370418,0.028677472214981577,0.030330944806337357,0.019775282591581345,0.050269871950149536
llava_1_5_7b,HALL,all_visual_tokens,13,2005,0.04345816816168459,0.03643500758570194,0.029613811522722244,0.018897544592618942,0.058171793818473816
llava_1_5_7b,HALL,all_visual_tokens,14,2005,0.03773059557932905,0.02729981639322543,0.029470782727003098,0.02028643898665905,0.046254195272922516
llava_1_5_7b,HALL,all_visual_tokens,15,2005,0.031257739786681095,0.02112650841665722,0.025936203077435493,0.01780264638364315,0.03821831941604614
llava_1_5_7b,HALL,all_visual_tokens,16,2005,0.034784546046473665,0.02155176070239035,0.029327891767024994,0.02033449523150921,0.04335250332951546
llava_1_5_7b,HALL,all_visual_tokens,17,2005,0.0396183548288471,0.023683959567144617,0.03354432433843613,0.02406253106892109,0.04901646077632904
llava_1_5_7b,HALL,all_visual_tokens,18,2005,0.03572209497676823,0.020373949407586585,0.03227433189749718,0.022330529987812042,0.04383833706378937
llava_1_5_7b,HALL,all_visual_tokens,19,2005,0.03913456569158674,0.02226601971782638,0.0355394184589386,0.02416837587952614,0.049686335027217865
llava_1_5_7b,HALL,all_visual_tokens,20,2005,0.033360092658572774,0.018284658335168808,0.030051017180085182,0.021881800144910812,0.039823297411203384
llava_1_5_7b,HALL,all_visual_tokens,21,2005,0.03247435346566271,0.015235166136056074,0.030219487845897675,0.022500384598970413,0.038677722215652466
llava_1_5_7b,HALL,all_visual_tokens,22,2005,0.031046923202580942,0.016249544167582425,0.028437787666916847,0.020116131752729416,0.03804842382669449
llava_1_5_7b,HALL,all_visual_tokens,23,2005,0.03256863734726689,0.016648951110533106,0.02933206781744957,0.021471746265888214,0.03968650475144386
llava_1_5_7b,HALL,all_visual_tokens,24,2005,0.03722926838778684,0.019957491505316265,0.03421036899089813,0.024132637307047844,0.0461471825838089
llava_1_5_7b,HALL,all_visual_tokens,25,2005,0.03413994059760932,0.016868392207921926,0.03157758340239525,0.022284096106886864,0.041498925536870956
llava_1_5_7b,HALL,all_visual_tokens,26,2005,0.039561029623014075,0.019462666098677646,0.03659457713365555,0.026017893105745316,0.04884616285562515
llava_1_5_7b,HALL,all_visual_tokens,27,2005,0.03679051933940175,0.017738136742311547,0.03393249958753586,0.02523459494113922,0.04429079592227936
llava_1_5_7b,HALL,all_visual_tokens,28,2005,0.04294399207880595,0.02744300467080881,0.03616638481616974,0.023893136531114578,0.053592123091220856
llava_1_5_7b,HALL,all_visual_tokens,29,2005,0.040841978560770834,0.021041445890017357,0.0370650477707386,0.02668607421219349,0.050054218620061874
llava_1_5_7b,HALL,all_visual_tokens,30,2005,0.041624065249127117,0.01809155977059923,0.03884543851017952,0.029454568400979042,0.050957322120666504
llava_1_5_7b,HALL,all_visual_tokens,31,2005,0.043267570716558845,0.020311719701816423,0.04018222913146019,0.028543556109070778,0.05316789448261261
llava_1_5_7b,HALL,all_visual_tokens,32,2005,0.03885256811474773,0.01659268618171697,0.035990674048662186,0.027236727997660637,0.04672319442033768
llava_1_5_7b,HALL,union_top32,1,2005,0.032470880172208436,0.017987872517308257,0.029382340610027313,0.020116394385695457,0.04117150977253914
llava_1_5_7b,HALL,union_top32,2,2005,0.0395854761657953,0.03057227481254725,0.0320373959839344,0.019084788858890533,0.05108072608709335
llava_1_5_7b,HALL,union_top32,3,2005,0.09401000121546249,0.11464002299912009,0.039013709872961044,0.009118208661675453,0.1445998102426529
llava_1_5_7b,HALL,union_top32,4,2005,0.0931596051502871,0.11708069542383455,0.034729935228824615,0.007367138285189867,0.14439839124679565
llava_1_5_7b,HALL,union_top32,5,2005,0.0995947559656775,0.11697600815031728,0.044587165117263794,0.010113969445228577,0.15988799929618835
llava_1_5_7b,HALL,union_top32,6,2005,0.0972108455788242,0.1087392392563179,0.04800211638212204,0.012421511113643646,0.1555231511592865
llava_1_5_7b,HALL,union_top32,7,2005,0.09346816821994627,0.10438209858495182,0.044214531779289246,0.012928446754813194,0.15282166004180908
llava_1_5_7b,HALL,union_top32,8,2005,0.0966976448517302,0.10666805506000117,0.041897520422935486,0.011503448709845543,0.16253823041915894
llava_1_5_7b,HALL,union_top32,9,2005,0.08671610405769645,0.08979657518870668,0.04796875640749931,0.01410084031522274,0.14061759412288666
llava_1_5_7b,HALL,union_top32,10,2005,0.07400328307334181,0.07720504186595296,0.040602218359708786,0.01532506663352251,0.11538632214069366
llava_1_5_7b,HALL,union_top32,11,2005,0.06300111121632754,0.06427105731439475,0.03650882840156555,0.015433813445270061,0.09293568879365921
llava_1_5_7b,HALL,union_top32,12,2005,0.048086847600926574,0.04607393188892923,0.03283723443746567,0.015139072202146053,0.06711781024932861
llava_1_5_7b,HALL,union_top32,13,2005,0.051826622524833485,0.0538882895896529,0.030206307768821716,0.01392218004912138,0.07327211648225784
llava_1_5_7b,HALL,union_top32,14,2005,0.04647757348504633,0.04419772705467912,0.031701698899269104,0.01640462689101696,0.062274400144815445
llava_1_5_7b,HALL,union_top32,15,2005,0.034200884265365876,0.03014044562069714,0.025640804320573807,0.014332908205688,0.044297702610492706
llava_1_5_7b,HALL,union_top32,16,2005,0.040781237508540166,0.03491115307573095,0.031205683946609497,0.016151409596204758,0.05540334805846214
llava_1_5_7b,HALL,union_top32,17,2005,0.04782146088189058,0.04030878880567112,0.03721485286951065,0.01840796507894993,0.06601747870445251
llava_1_5_7b,HALL,union_top32,18,2005,0.03930748024893483,0.029890689231660373,0.034335143864154816,0.01824251562356949,0.05242093652486801
llava_1_5_7b,HALL,union_top32,19,2005,0.04167993091305515,0.030938521286158826,0.037271276116371155,0.018436463549733162,0.05691990256309509
llava_1_5_7b,HALL,union_top32,20,2005,0.03373077396117833,0.02497841078537973,0.028857560828328133,0.01733911782503128,0.04208563268184662
llava_1_5_7b,HALL,union_top32,21,2005,0.03170073728514197,0.021129272375088902,0.028385533019900322,0.017310015857219696,0.040497131645679474
llava_1_5_7b,HALL,union_top32,22,2005,0.02904297887210502,0.020296572919596537,0.025428393855690956,0.0160016268491745,0.0370011031627655
llava_1_5_7b,HALL,union_top32,23,2005,0.030418252307427247,0.020555901429862404,0.025915713980793953,0.016912510618567467,0.039358869194984436
llava_1_5_7b,HALL,union_top32,24,2005,0.03758669243692194,0.025848890773851205,0.03277883678674698,0.02045862190425396,0.04924790561199188
llava_1_5_7b,HALL,union_top32,25,2005,0.031636581752748874,0.021097100635885775,0.027665622532367706,0.017427552491426468,0.040478069335222244
llava_1_5_7b,HALL,union_top32,26,2005,0.041262940918324754,0.027020390567331885,0.03737521171569824,0.021660789847373962,0.054106052964925766
llava_1_5_7b,HALL,union_top32,27,2005,0.035317513178015,0.024063829005581808,0.030869707465171814,0.019808027893304825,0.04497203230857849
llava_1_5_7b,HALL,union_top32,28,2005,0.04701757938487855,0.040019884191071824,0.03645922988653183,0.01847955770790577,0.06268511712551117
llava_1_5_7b,HALL,union_top32,29,2005,0.04411902637836382,0.03051213888041697,0.03809415549039841,0.0230930894613266,0.058700788766145706
llava_1_5_7b,HALL,union_top32,30,2005,0.0459266820367997,0.02831418705981714,0.042323458939790726,0.02509002573788166,0.060910772532224655
llava_1_5_7b,HALL,union_top32,31,2005,0.0525778729166659,0.035485606902304165,0.04708031564950943,0.024363068863749504,0.0713137537240982
llava_1_5_7b,HALL,union_top32,32,2005,0.051247795169564556,0.0335818217884107,0.04483666270971298,0.02592333033680916,0.06680944561958313
llava_1_5_7b,REAL,all_visual_tokens,1,3931,0.029611778787413768,0.010209079955558269,0.027217650786042213,0.023831453174352646,0.03255142830312252
llava_1_5_7b,REAL,all_visual_tokens,2,3931,0.032831031980272075,0.010749835845322707,0.03142040967941284,0.026157045736908913,0.03772622160613537
