model,label,support,layer,n_images,mean,std,median,q25,q75
llava_1_5_7b,REAL,all_visual_tokens,3,3931,0.08566957080527796,0.07693231274898306,0.06588607281446457,0.022076256573200226,0.12573257833719254
llava_1_5_7b,REAL,all_visual_tokens,4,3931,0.08854266052753637,0.08065666083731411,0.06763459742069244,0.021426783874630928,0.13202182948589325
llava_1_5_7b,REAL,all_visual_tokens,5,3931,0.08476190128045252,0.07014363257985066,0.06929481029510498,0.02491192426532507,0.12524031102657318
llava_1_5_7b,REAL,all_visual_tokens,6,3931,0.07590116145818027,0.057257181468913176,0.06475904583930969,0.02596478257328272,0.11099286377429962
llava_1_5_7b,REAL,all_visual_tokens,7,3931,0.06383848848132664,0.045680098410840364,0.053818728774785995,0.025134660303592682,0.09001738950610161
llava_1_5_7b,REAL,all_visual_tokens,8,3931,0.062310296620655244,0.045160163032722876,0.052796415984630585,0.023653635755181313,0.08873981609940529
llava_1_5_7b,REAL,all_visual_tokens,9,3931,0.05372074536600841,0.034727883729409756,0.04656524583697319,0.025257674045860767,0.07340876385569572
llava_1_5_7b,REAL,all_visual_tokens,10,3931,0.04885579569855645,0.030538576152395393,0.042458344250917435,0.024111921899020672,0.06502748280763626
llava_1_5_7b,REAL,all_visual_tokens,11,3931,0.042773483492776605,0.024487176841261914,0.03730227053165436,0.024088824167847633,0.055510932579636574
llava_1_5_7b,REAL,all_visual_tokens,12,3931,0.03904567269574736,0.021659746918697334,0.0337349995970726,0.023481381125748158,0.04933350346982479
llava_1_5_7b,REAL,all_visual_tokens,13,3931,0.04069486779997827,0.024453416914392758,0.034836262464523315,0.022580990567803383,0.05263039283454418
llava_1_5_7b,REAL,all_visual_tokens,14,3931,0.039999043908589965,0.0219684671077523,0.03492250666022301,0.02379433624446392,0.05044498294591904
llava_1_5_7b,REAL,all_visual_tokens,15,3931,0.030101602144894258,0.01515613744290891,0.026940418407320976,0.02003930788487196,0.03671341575682163
llava_1_5_7b,REAL,all_visual_tokens,16,3931,0.034148410004351586,0.017023656793463043,0.030666470527648926,0.022300292737782,0.041916610673069954
llava_1_5_7b,REAL,all_visual_tokens,17,3931,0.036868912478801336,0.018125080375553094,0.03321025148034096,0.024753037840127945,0.04467155039310455
llava_1_5_7b,REAL,all_visual_tokens,18,3931,0.03522975035559048,0.018821898590092218,0.031717751175165176,0.023868313059210777,0.04184206575155258
llava_1_5_7b,REAL,all_visual_tokens,19,3931,0.038307104976760105,0.023198886984399994,0.033810440450906754,0.02529555931687355,0.045468296855688095
llava_1_5_7b,REAL,all_visual_tokens,20,3931,0.03263525605612536,0.0217770145135779,0.02837308682501316,0.02192932367324829,0.03730856254696846
llava_1_5_7b,REAL,all_visual_tokens,21,3931,0.029793671276387185,0.013864011258454248,0.02744930051267147,0.021945886313915253,0.03413892537355423
llava_1_5_7b,REAL,all_visual_tokens,22,3931,0.029374841098391474,0.01771541975873687,0.02632918953895569,0.020381400361657143,0.03364284709095955
llava_1_5_7b,REAL,all_visual_tokens,23,3931,0.02984534972655312,0.016672121791930516,0.026723206043243408,0.02078922465443611,0.03456907719373703
llava_1_5_7b,REAL,all_visual_tokens,24,3931,0.03533308472210948,0.018010252825911097,0.0321887768805027,0.024075438268482685,0.04161967150866985
llava_1_5_7b,REAL,all_visual_tokens,25,3931,0.028559185398438828,0.01367424088884691,0.02621152438223362,0.020125909708440304,0.0335664339363575
llava_1_5_7b,REAL,all_visual_tokens,26,3931,0.03665243158532964,0.019235323207975948,0.03311165049672127,0.02514468878507614,0.042558176442980766
llava_1_5_7b,REAL,all_visual_tokens,27,3931,0.03087415913732581,0.013168433589700605,0.0288199782371521,0.02237439900636673,0.03663059510290623
llava_1_5_7b,REAL,all_visual_tokens,28,3931,0.04016675460760021,0.02331952766031776,0.03519276902079582,0.02510441467165947,0.04817626252770424
llava_1_5_7b,REAL,all_visual_tokens,29,3931,0.03524678816350285,0.016493223244767978,0.03253394737839699,0.0238539669662714,0.04254485294222832
llava_1_5_7b,REAL,all_visual_tokens,30,3931,0.03409676682509632,0.013625109271331379,0.032387930899858475,0.024683238938450813,0.04098902642726898
llava_1_5_7b,REAL,all_visual_tokens,31,3931,0.038155654990200745,0.01640041102693558,0.03553935885429382,0.02656497433781624,0.046011146157979965
llava_1_5_7b,REAL,all_visual_tokens,32,3931,0.03639238734907987,0.013675295740666433,0.03417856618762016,0.02695321198552847,0.043125759810209274
llava_1_5_7b,REAL,union_top32,1,3931,0.030428282142195926,0.014381086297240017,0.028374606743454933,0.02097200695425272,0.03651612624526024
llava_1_5_7b,REAL,union_top32,2,3931,0.04152759948665122,0.026757907240730027,0.03622701019048691,0.02236594818532467,0.05514061078429222
llava_1_5_7b,REAL,union_top32,3,3931,0.08899106097728618,0.09373901934453344,0.05716156214475632,0.015084767248481512,0.13504890352487564
llava_1_5_7b,REAL,union_top32,4,3931,0.09094046135059725,0.09702736001231498,0.05871092528104782,0.014999616425484419,0.1372128576040268
llava_1_5_7b,REAL,union_top32,5,3931,0.09321074840517111,0.08931946667191625,0.06894237548112869,0.019394208677113056,0.1411774978041649
llava_1_5_7b,REAL,union_top32,6,3931,0.0908028776716338,0.07935354815959948,0.07398470491170883,0.021920206025242805,0.13908764719963074
llava_1_5_7b,REAL,union_top32,7,3931,0.07811396772675558,0.06404601417996103,0.06427668035030365,0.022725588642060757,0.11684657260775566
llava_1_5_7b,REAL,union_top32,8,3931,0.08227887331134644,0.06915410695478338,0.06764192134141922,0.021638880483806133,0.1247568130493164
llava_1_5_7b,REAL,union_top32,9,3931,0.07142101290114812,0.05663932612549783,0.059200745075941086,0.023630215786397457,0.10384068265557289
llava_1_5_7b,REAL,union_top32,10,3931,0.06445964917983467,0.050996250613977626,0.053935009986162186,0.021728317253291607,0.09138908237218857
llava_1_5_7b,REAL,union_top32,11,3931,0.05418243206095347,0.0402784147673771,0.0453413762152195,0.022166583687067032,0.07564228400588036
llava_1_5_7b,REAL,union_top32,12,3931,0.047549043401832455,0.03391429092438262,0.03941572085022926,0.022134882397949696,0.06419013440608978
llava_1_5_7b,REAL,union_top32,13,3931,0.04780677158991846,0.0357235483667063,0.03917090222239494,0.020301944576203823,0.0654197447001934
llava_1_5_7b,REAL,union_top32,14,3931,0.050150628968861494,0.036088288950232174,0.041932135820388794,0.022453793324530125,0.0676313266158104
llava_1_5_7b,REAL,union_top32,15,3931,0.032130011407312205,0.02135736234856536,0.027478281408548355,0.016755850985646248,0.042037785053253174
llava_1_5_7b,REAL,union_top32,16,3931,0.039136525615273865,0.026291395335798128,0.03381473571062088,0.019517782144248486,0.05200691893696785
llava_1_5_7b,REAL,union_top32,17,3931,0.04278975630070835,0.02813453381954985,0.03737432509660721,0.022179829888045788,0.057096824049949646
llava_1_5_7b,REAL,union_top32,18,3931,0.03945921402667059,0.0275599062882033,0.03442901000380516,0.02178177610039711,0.05004623159766197
llava_1_5_7b,REAL,union_top32,19,3931,0.040463972186847885,0.030729897090205655,0.035326018929481506,0.021728580817580223,0.05149447172880173
llava_1_5_7b,REAL,union_top32,20,3931,0.03301078649571686,0.028935937670921116,0.027087798342108727,0.018198244273662567,0.03957213647663593
llava_1_5_7b,REAL,union_top32,21,3931,0.028249449657748005,0.019286021786568082,0.024693572893738747,0.016929438337683678,0.03414400480687618
llava_1_5_7b,REAL,union_top32,22,3931,0.02827933847507065,0.0215470442907728,0.024411339312791824,0.016714930534362793,0.0340149961411953
llava_1_5_7b,REAL,union_top32,23,3931,0.029155518953777347,0.02130125701929016,0.02525649219751358,0.017719516530632973,0.03508346527814865
llava_1_5_7b,REAL,union_top32,24,3931,0.03797255834138702,0.0241488752213762,0.03412540256977081,0.022410537116229534,0.04712378606200218
llava_1_5_7b,REAL,union_top32,25,3931,0.025964890318259905,0.01745091167101621,0.02282295748591423,0.015339854173362255,0.03202284313738346
llava_1_5_7b,REAL,union_top32,26,3931,0.04027437370760495,0.027361332263454052,0.03550577163696289,0.02358102798461914,0.0493081733584404
llava_1_5_7b,REAL,union_top32,27,3931,0.029276927439691208,0.017638646445437965,0.026462780311703682,0.017543483525514603,0.03680704906582832
llava_1_5_7b,REAL,union_top32,28,3931,0.04528346498630333,0.03221250634087958,0.03853076323866844,0.023525801487267017,0.0577362272888422
llava_1_5_7b,REAL,union_top32,29,3931,0.03806648361769841,0.023015346345717246,0.03445986658334732,0.022148882038891315,0.0488264262676239
llava_1_5_7b,REAL,union_top32,30,3931,0.036394715674814074,0.020461008875642697,0.03378878906369209,0.021581409499049187,0.04787530191242695
llava_1_5_7b,REAL,union_top32,31,3931,0.04681513135582225,0.027843939990148708,0.04265494644641876,0.0263831727206707,0.06180299632251263
llava_1_5_7b,REAL,union_top32,32,3931,0.049111420455679185,0.027516027297110966,0.04508031904697418,0.028820418752729893,0.06428683549165726
qwen2_5_vl_7b,HALL,all_visual_tokens,1,752,0.023911091250099954,0.008810542394149638,0.022209725342690945,0.019371227826923132,0.025784160941839218
qwen2_5_vl_7b,HALL,all_visual_tokens,2,752,0.02480498644860184,0.008906056847689876,0.02288180496543646,0.02011669287458062,0.026694529224187136
qwen2_5_vl_7b,HALL,all_visual_tokens,3,752,0.024886363714764964,0.0052475028741865975,0.024337055161595345,0.021324926055967808,0.0274581890553236
qwen2_5_vl_7b,HALL,all_visual_tokens,4,752,0.023617318054869215,0.005293041286264005,0.0227739280089736,0.02022757427766919,0.025813988409936428
qwen2_5_vl_7b,HALL,all_visual_tokens,5,752,0.02266791820813446,0.00575021976916956,0.022042032331228256,0.01904158014804125,0.02531883353367448
qwen2_5_vl_7b,HALL,all_visual_tokens,6,752,0.021868272357560854,0.005635621708278266,0.02108926884829998,0.018512124195694923,0.024171448312699795
qwen2_5_vl_7b,HALL,all_visual_tokens,7,752,0.022144670304693678,0.005768686302696094,0.02151297591626644,0.018825636710971594,0.02457579318434
qwen2_5_vl_7b,HALL,all_visual_tokens,8,752,0.021438074158256912,0.005334278490473977,0.020812840200960636,0.018231668043881655,0.02387286676093936
qwen2_5_vl_7b,HALL,all_visual_tokens,9,752,0.020038656834661564,0.006447758097923166,0.019090397283434868,0.016125060617923737,0.022985346149653196
qwen2_5_vl_7b,HALL,all_visual_tokens,10,752,0.019446101231609492,0.006898683565529741,0.018487734720110893,0.015416259411722422,0.021877809427678585
qwen2_5_vl_7b,HALL,all_visual_tokens,11,752,0.02262182789111629,0.006279775999995927,0.021472103893756866,0.018735988531261683,0.02517721289768815
qwen2_5_vl_7b,HALL,all_visual_tokens,12,752,0.0210715049222617,0.007410768331921314,0.019974729046225548,0.016599079128354788,0.023694694973528385
qwen2_5_vl_7b,HALL,all_visual_tokens,13,752,0.021334365730426533,0.008432189513296842,0.020012591034173965,0.016763330902904272,0.02386190090328455
qwen2_5_vl_7b,HALL,all_visual_tokens,14,752,0.021559697561005644,0.007645579496732616,0.0204881364479661,0.017207585275173187,0.024031084030866623
qwen2_5_vl_7b,HALL,all_visual_tokens,15,752,0.018423521454988465,0.007994768042092135,0.0168323190882802,0.013506808085367084,0.02160798292607069
qwen2_5_vl_7b,HALL,all_visual_tokens,16,752,0.020012544516654823,0.007873265058804403,0.018472452647984028,0.015204133000224829,0.02304421691223979
qwen2_5_vl_7b,HALL,all_visual_tokens,17,752,0.015464522525051391,0.008229402758355132,0.013903453014791012,0.01048061391338706,0.01824714383110404
qwen2_5_vl_7b,HALL,all_visual_tokens,18,752,0.01743499365600539,0.007543581453194417,0.01628083735704422,0.01280608749948442,0.019996894989162683
qwen2_5_vl_7b,HALL,all_visual_tokens,19,752,0.017718188561241518,0.007849234668453737,0.01643899641931057,0.013030976988375187,0.02037981664761901
qwen2_5_vl_7b,HALL,all_visual_tokens,20,752,0.012255653706156312,0.00620281448975569,0.011150376871228218,0.008401635568588972,0.014377807965502143
qwen2_5_vl_7b,HALL,all_visual_tokens,21,752,0.011153363036623403,0.006249943116587406,0.010093556251376867,0.0074403188191354275,0.013031636364758015
qwen2_5_vl_7b,HALL,all_visual_tokens,22,752,0.012016397594050703,0.006684317199052366,0.01104797888547182,0.007940329844132066,0.014292113482952118
qwen2_5_vl_7b,HALL,all_visual_tokens,23,752,0.012149643826674907,0.005652644051277006,0.01118459366261959,0.008405118249356747,0.014288758393377066
qwen2_5_vl_7b,HALL,all_visual_tokens,24,752,0.013173181967044428,0.005256671231400354,0.01258542388677597,0.00967501220293343,0.015510008903220296
qwen2_5_vl_7b,HALL,all_visual_tokens,25,752,0.011124720889827275,0.004228945793502019,0.01054318156093359,0.008138436125591397,0.013118738075718284
qwen2_5_vl_7b,HALL,all_visual_tokens,26,752,0.013772655830797838,0.004804175344871172,0.013079422526061535,0.010639194631949067,0.01614551292732358
qwen2_5_vl_7b,HALL,all_visual_tokens,27,752,0.012441131123775082,0.004868662297294811,0.011796658392995596,0.009377930779010057,0.014425414614379406
qwen2_5_vl_7b,HALL,all_visual_tokens,28,752,0.01260426617599033,0.003976764591369627,0.01234316173940897,0.009895800147205591,0.01465993351303041
qwen2_5_vl_7b,HALL,union_top32,1,752,0.01587495345689178,0.01446215403406587,0.012323231436312199,0.008555263746529818,0.017652105074375868
qwen2_5_vl_7b,HALL,union_top32,2,752,0.01670435661830236,0.01597635862557635,0.012250351253896952,0.008822436910122633,0.017752484418451786
qwen2_5_vl_7b,HALL,union_top32,3,752,0.018039078206322997,0.009487581302912685,0.016004297882318497,0.011600673198699951,0.022658323869109154
qwen2_5_vl_7b,HALL,union_top32,4,752,0.017054104868835334,0.009617416518824456,0.014890692662447691,0.010878045810386539,0.020540337078273296
qwen2_5_vl_7b,HALL,union_top32,5,752,0.01787483574933387,0.009685902702379711,0.015864967368543148,0.01119090081192553,0.022513390984386206
qwen2_5_vl_7b,HALL,union_top32,6,752,0.01773005781696485,0.009702819254936356,0.015720169059932232,0.011155856540426612,0.022084240801632404
qwen2_5_vl_7b,HALL,union_top32,7,752,0.01873227367344798,0.0096343303300622,0.01720078196376562,0.012771414360031486,0.022370105143636465
qwen2_5_vl_7b,HALL,union_top32,8,752,0.01728000221269309,0.009389633002912585,0.015582773834466934,0.010966373374685645,0.021061192732304335
qwen2_5_vl_7b,HALL,union_top32,9,752,0.015534284758843492,0.009777881872003678,0.013281934894621372,0.00922484416514635,0.019406148698180914
qwen2_5_vl_7b,HALL,union_top32,10,752,0.014191016379125822,0.010367825351694782,0.011941599659621716,0.007751628523692489,0.01728257955983281
qwen2_5_vl_7b,HALL,union_top32,11,752,0.017539905956042236,0.010491385609709265,0.01512813800945878,0.010905570350587368,0.02140612993389368
qwen2_5_vl_7b,HALL,union_top32,12,752,0.01654385913601839,0.010665514188119144,0.014234611764550209,0.009599868673831224,0.0206748154014349
qwen2_5_vl_7b,HALL,union_top32,13,752,0.01638770169480035,0.012285204122180591,0.013374571688473225,0.008886169409379363,0.01988905295729637
qwen2_5_vl_7b,HALL,union_top32,14,752,0.017007380955235813,0.01088416428187511,0.014905841555446386,0.010220868280157447,0.02043992653489113
qwen2_5_vl_7b,HALL,union_top32,15,752,0.014639152785945199,0.00999163610266939,0.012226548977196217,0.007787218666635454,0.01847303006798029
qwen2_5_vl_7b,HALL,union_top32,16,752,0.015631443739310153,0.011069378560096491,0.013126549310982227,0.008525468641892076,0.01954916538670659
qwen2_5_vl_7b,HALL,union_top32,17,752,0.012445973923140046,0.009389881241453927,0.010187930427491665,0.006518399575725198,0.015843968372792006
qwen2_5_vl_7b,HALL,union_top32,18,752,0.013089333118764347,0.00972589690505319,0.011003967840224504,0.006947743473574519,0.016525794751942158
qwen2_5_vl_7b,HALL,union_top32,19,752,0.01358870557816501,0.010081062864898066,0.011338685639202595,0.0070076725678518414,0.01705010235309601
qwen2_5_vl_7b,HALL,union_top32,20,752,0.009413083371095745,0.006971446757973258,0.007747005205601454,0.004831290105357766,0.01169282989576459
qwen2_5_vl_7b,HALL,union_top32,21,752,0.008029902456675042,0.007376924536738033,0.006030483637005091,0.0037291046464815736,0.009777456987649202
qwen2_5_vl_7b,HALL,union_top32,22,752,0.009174885424881917,0.007711642632831483,0.0073962153401225805,0.004459931864403188,0.011510609416291118
qwen2_5_vl_7b,HALL,union_top32,23,752,0.009281513781117726,0.0067449796955374695,0.007775959791615605,0.004700491204857826,0.011690425919368863
qwen2_5_vl_7b,HALL,union_top32,24,752,0.009460718118482854,0.006470473298043324,0.00804887805134058,0.005113872233778238,0.012183893471956253
qwen2_5_vl_7b,HALL,union_top32,25,752,0.0066601817028292334,0.00499625547382704,0.005364120239391923,0.003361990093253553,0.008915993617847562
qwen2_5_vl_7b,HALL,union_top32,26,752,0.008973589074269105,0.005768005125585843,0.00774484733119607,0.005146533600054681,0.011028357082977891
qwen2_5_vl_7b,HALL,union_top32,27,752,0.007949152711049425,0.005776288959515067,0.006519267335534096,0.004198728478513658,0.009709092555567622
qwen2_5_vl_7b,HALL,union_top32,28,752,0.007724160431144868,0.0046711527466351,0.0067714969627559185,0.00460406020283699,0.009646926075220108
qwen2_5_vl_7b,REAL,all_visual_tokens,1,3630,0.024090679487105734,0.008503210795237894,0.022128058597445488,0.01926250383257866,0.02588405879214406
qwen2_5_vl_7b,REAL,all_visual_tokens,2,3630,0.02445499715536381,0.008147084774174633,0.022704921662807465,0.01987395156174898,0.026303912978619337
qwen2_5_vl_7b,REAL,all_visual_tokens,3,3630,0.023696178305360485,0.005736928710830373,0.022852901369333267,0.020083742681890726,0.026079849805682898
qwen2_5_vl_7b,REAL,all_visual_tokens,4,3630,0.022669666186334262,0.005265446644780929,0.021983029320836067,0.019370641093701124,0.024964040610939264
qwen2_5_vl_7b,REAL,all_visual_tokens,5,3630,0.021017497285466754,0.0055703259650499515,0.0203126585111022,0.017413041554391384,0.02372616482898593
qwen2_5_vl_7b,REAL,all_visual_tokens,6,3630,0.020600633543964793,0.004642653664585697,0.020033481530845165,0.017673402559012175,0.02279891399666667
qwen2_5_vl_7b,REAL,all_visual_tokens,7,3630,0.02103652938425582,0.005000277262231745,0.02030070684850216,0.01771809160709381,0.023477653972804546
qwen2_5_vl_7b,REAL,all_visual_tokens,8,3630,0.02082880785914533,0.004908643631532509,0.020022054202854633,0.017629485577344894,0.023065074812620878
qwen2_5_vl_7b,REAL,all_visual_tokens,9,3630,0.01890025908171043,0.004603248546993887,0.018403423950076103,0.01597350789234042,0.02116047963500023
qwen2_5_vl_7b,REAL,all_visual_tokens,10,3630,0.018685749456153016,0.005135574163301284,0.01794865820556879,0.01545094815082848,0.020839139819145203
qwen2_5_vl_7b,REAL,all_visual_tokens,11,3630,0.021102060477400698,0.004510638554681056,0.020631473511457443,0.018261440098285675,0.02305106818675995
qwen2_5_vl_7b,REAL,all_visual_tokens,12,3630,0.019787200269887107,0.005519278547747797,0.019111470319330692,0.016640246380120516,0.021884930320084095
qwen2_5_vl_7b,REAL,all_visual_tokens,13,3630,0.019680265002542743,0.005077819098022203,0.019030448980629444,0.016574903391301632,0.021902269218117
qwen2_5_vl_7b,REAL,all_visual_tokens,14,3630,0.02080372428603614,0.005178641568614651,0.020139729604125023,0.01748937275260687,0.023261350579559803
qwen2_5_vl_7b,REAL,all_visual_tokens,15,3630,0.0182312942467907,0.005459566084729073,0.01748567447066307,0.014789179665967822,0.02061439724639058
qwen2_5_vl_7b,REAL,all_visual_tokens,16,3630,0.019258990718600835,0.005817401802086927,0.018471160903573036,0.015593929681926966,0.021761349868029356
qwen2_5_vl_7b,REAL,all_visual_tokens,17,3630,0.015646842503394244,0.005599190380529015,0.01476529985666275,0.011993015184998512,0.018290190491825342
qwen2_5_vl_7b,REAL,all_visual_tokens,18,3630,0.016424054955068164,0.004957259145654853,0.01582298520952463,0.013241709675639868,0.018872973043471575
qwen2_5_vl_7b,REAL,all_visual_tokens,19,3630,0.017764327434448335,0.004743849995799511,0.017150123603641987,0.014718589372932911,0.020193882752209902
qwen2_5_vl_7b,REAL,all_visual_tokens,20,3630,0.01295326507538711,0.004664767828974185,0.012311129365116358,0.00996820186264813,0.015089099295437336
qwen2_5_vl_7b,REAL,all_visual_tokens,21,3630,0.010462072070113309,0.004477514860794226,0.009715951047837734,0.007489059818908572,0.01253555016592145
qwen2_5_vl_7b,REAL,all_visual_tokens,22,3630,0.01186246452218091,0.004809438353827989,0.011030551977455616,0.008668844122439623,0.014047057367861271
qwen2_5_vl_7b,REAL,all_visual_tokens,23,3630,0.01221318264381534,0.004789624685765619,0.011420667637139559,0.009059133008122444,0.014351899269968271
qwen2_5_vl_7b,REAL,all_visual_tokens,24,3630,0.013959780313875065,0.004720789063250059,0.01328230183571577,0.010962683241814375,0.01628762250766158
qwen2_5_vl_7b,REAL,all_visual_tokens,25,3630,0.011855941832760867,0.004762743833270118,0.01104520820081234,0.008751806104555726,0.013856708072125912
qwen2_5_vl_7b,REAL,all_visual_tokens,26,3630,0.014225638268217855,0.005154729051554653,0.013363826554268599,0.010870843892917037,0.01638679439201951
qwen2_5_vl_7b,REAL,all_visual_tokens,27,3630,0.01306867674313814,0.005363142178665636,0.0121647990308702,0.009493077639490366,0.015537133440375328
qwen2_5_vl_7b,REAL,all_visual_tokens,28,3630,0.013344918796664345,0.004644529236003075,0.012563056778162718,0.010377735830843449,0.015329649206250906
qwen2_5_vl_7b,REAL,union_top32,1,3630,0.016551894861460758,0.013642793460388577,0.012511109467595816,0.008936242898926139,0.018938797526061535
qwen2_5_vl_7b,REAL,union_top32,2,3630,0.017326388117015753,0.013837899969751613,0.01326220529153943,0.009367422200739384,0.01995251514017582
qwen2_5_vl_7b,REAL,union_top32,3,3630,0.016693685188557256,0.010397726495867069,0.014544136822223663,0.01003652554936707,0.020310547202825546
qwen2_5_vl_7b,REAL,union_top32,4,3630,0.015936774502061924,0.00901366942205238,0.014214746188372374,0.010012243641540408,0.019555716775357723
qwen2_5_vl_7b,REAL,union_top32,5,3630,0.01538605634740441,0.008718723095311187,0.013832994736731052,0.00974472425878048,0.0191431469283998
qwen2_5_vl_7b,REAL,union_top32,6,3630,0.015338941573129438,0.007488666544276925,0.013977258931845427,0.010372724616900086,0.018667753785848618
qwen2_5_vl_7b,REAL,union_top32,7,3630,0.0162678160978553,0.007852175113467322,0.014835549984127283,0.01115536573342979,0.019390085712075233
qwen2_5_vl_7b,REAL,union_top32,8,3630,0.015626701555207127,0.008367457471350329,0.013923863414674997,0.010139371501281857,0.01899798633530736
qwen2_5_vl_7b,REAL,union_top32,9,3630,0.013716241829039544,0.006842794203673649,0.012555348686873913,0.009298845194280148,0.016780832316726446
qwen2_5_vl_7b,REAL,union_top32,10,3630,0.01235912195397233,0.007584936660872579,0.010820491705089808,0.0074162608943879604,0.015208532102406025
qwen2_5_vl_7b,REAL,union_top32,11,3630,0.014810139126434266,0.007307842942931534,0.013622979633510113,0.010213579749688506,0.017681806813925505
qwen2_5_vl_7b,REAL,union_top32,12,3630,0.01485289108343602,0.008241032608229022,0.013335005845874548,0.010018518660217524,0.017718436662107706
qwen2_5_vl_7b,REAL,union_top32,13,3630,0.014155131767051084,0.008083851257259187,0.012560050468891859,0.009009685134515166,0.017218283377587795
qwen2_5_vl_7b,REAL,union_top32,14,3630,0.015750966620947087,0.007929450387532065,0.0141704510897398,0.01041826349683106,0.01912121893838048
qwen2_5_vl_7b,REAL,union_top32,15,3630,0.013704017475991415,0.007232323831747878,0.012349149212241173,0.009045599726960063,0.01674127858132124
qwen2_5_vl_7b,REAL,union_top32,16,3630,0.014242459191894544,0.008252202999946093,0.012715619057416916,0.008877314394339919,0.01757539575919509
qwen2_5_vl_7b,REAL,union_top32,17,3630,0.012030458714192113,0.006687900845975981,0.010711179114878178,0.007630519103258848,0.014824388548731804
qwen2_5_vl_7b,REAL,union_top32,18,3630,0.011760005953313767,0.006301533542994554,0.010588746052235365,0.007464275346137583,0.014626680640503764
qwen2_5_vl_7b,REAL,union_top32,19,3630,0.012867416549629862,0.006277582639414565,0.011778929270803928,0.00861641252413392,0.015847654081881046
qwen2_5_vl_7b,REAL,union_top32,20,3630,0.009346332097732007,0.005298965617206308,0.008351363707333803,0.0058870414504781365,0.011485474416986108
qwen2_5_vl_7b,REAL,union_top32,21,3630,0.006752083020043603,0.004797418594870687,0.005521011305972934,0.003605165460612625,0.00863153231330216
qwen2_5_vl_7b,REAL,union_top32,22,3630,0.008108545613770833,0.005484605936834025,0.006834161467850208,0.004449714440852404,0.010247604688629508
qwen2_5_vl_7b,REAL,union_top32,23,3630,0.008706015319811673,0.00548862303160742,0.007487408118322492,0.004990613553673029,0.01087678736075759
qwen2_5_vl_7b,REAL,union_top32,24,3630,0.009871268522548528,0.005720642987177468,0.008700373116880655,0.006084013031795621,0.01216455502435565
qwen2_5_vl_7b,REAL,union_top32,25,3630,0.00754482243642225,0.005648712879661116,0.00615643011406064,0.004024348920211196,0.009283417370170355
qwen2_5_vl_7b,REAL,union_top32,26,3630,0.009524974360107637,0.006364338312775338,0.008083191234618425,0.005489423638209701,0.011783763766288757
qwen2_5_vl_7b,REAL,union_top32,27,3630,0.008901329405196735,0.006487151725477367,0.007328419480472803,0.004677951335906982,0.011265211505815387
qwen2_5_vl_7b,REAL,union_top32,28,3630,0.008351082101893373,0.005839860822847255,0.007004450540989637,0.004616797785274684,0.01023524347692728
qwen3_vl_8b,HALL,all_visual_tokens,1,1759,0.03892741038402063,0.012303105971207994,0.037268757820129395,0.03029836341738701,0.045558057725429535
qwen3_vl_8b,HALL,all_visual_tokens,2,1759,0.03519016740215712,0.017551632939213226,0.029631655663251877,0.02362639270722866,0.0406776275485754
qwen3_vl_8b,HALL,all_visual_tokens,3,1759,0.027058288697502774,0.0066485644359216105,0.02590486779808998,0.022582723759114742,0.03026257548481226
qwen3_vl_8b,HALL,all_visual_tokens,4,1759,0.02868721561295665,0.008281758657093852,0.02729635126888752,0.023225383833050728,0.0327921099960804
qwen3_vl_8b,HALL,all_visual_tokens,5,1759,0.029333704008258594,0.009764743154607368,0.027252955362200737,0.022907720878720284,0.03337911330163479
qwen3_vl_8b,HALL,all_visual_tokens,6,1759,0.02716831437133638,0.007858155283633626,0.026120230555534363,0.02182019129395485,0.030865265987813473
qwen3_vl_8b,HALL,all_visual_tokens,7,1759,0.02591774527236582,0.0074371939236949946,0.024906210601329803,0.020974427461624146,0.0294671468436718
qwen3_vl_8b,HALL,all_visual_tokens,8,1759,0.027548794686527434,0.008168827580171732,0.02635309472680092,0.02221724111586809,0.03132660128176212
qwen3_vl_8b,HALL,all_visual_tokens,9,1759,0.023920285822045334,0.007831090604260153,0.022645818069577217,0.0187995582818985,0.027319700457155704
qwen3_vl_8b,HALL,all_visual_tokens,10,1759,0.023260707889681955,0.008514349870701134,0.022087881341576576,0.017860927619040012,0.026806581765413284
qwen3_vl_8b,HALL,all_visual_tokens,11,1759,0.024820494020782357,0.0075030905359416075,0.02380554750561714,0.019902345724403858,0.028332864865660667
qwen3_vl_8b,HALL,all_visual_tokens,12,1759,0.022808484955743218,0.007379110640341707,0.021778037771582603,0.01826440542936325,0.025957701727747917
qwen3_vl_8b,HALL,all_visual_tokens,13,1759,0.023737503795960263,0.007050267235005061,0.02288350835442543,0.019354941323399544,0.026605105958878994
qwen3_vl_8b,HALL,all_visual_tokens,14,1759,0.018749138448364087,0.006738271945275392,0.0178045853972435,0.014338843990117311,0.021824329160153866
qwen3_vl_8b,HALL,all_visual_tokens,15,1759,0.01936606536161381,0.007216157036414913,0.018442267552018166,0.01482852641493082,0.022655615583062172
qwen3_vl_8b,HALL,all_visual_tokens,16,1759,0.01900679895266755,0.007244625890992954,0.017866067588329315,0.014235815964639187,0.022386513650417328
qwen3_vl_8b,HALL,all_visual_tokens,17,1759,0.022567557796810484,0.00738263442670362,0.02146574854850769,0.017541246488690376,0.026353290304541588
qwen3_vl_8b,HALL,all_visual_tokens,18,1759,0.018202151972011596,0.00971126122232933,0.016241444274783134,0.012151898816227913,0.021134753711521626
