model,signal,pair_type,support,layer,n_images,mean,std,median,q25,q75
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,18,1966,0.33872415521205806,0.08856854524859527,0.3329201340675354,0.2780708074569702,0.3938174247741699
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,19,1966,0.3492766115757602,0.08376365294855452,0.34663769602775574,0.2935163751244545,0.4041724428534508
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,20,1966,0.3655824350555061,0.09686461548802858,0.3634590208530426,0.29870470613241196,0.4341857507824898
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,21,1966,0.3351979691114576,0.08919881763801868,0.3324979245662689,0.27592943608760834,0.3972080871462822
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,22,1966,0.348726804183923,0.09577833544044272,0.3473086506128311,0.2859703078866005,0.41569262742996216
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,23,1966,0.35716135912060376,0.09545963779444472,0.3581942617893219,0.2937219366431236,0.4257420301437378
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,24,1966,0.312163786327851,0.08821923311701682,0.30836574733257294,0.25192175060510635,0.37019649893045425
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,25,1966,0.3451709236361329,0.09620371723397117,0.3429023027420044,0.2822873815894127,0.41017360985279083
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,26,1966,0.2675654223034327,0.0786656754054597,0.2605467736721039,0.2140124849975109,0.3174109384417534
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,27,1966,0.31741924729863313,0.09079851213132853,0.3128080666065216,0.25847624242305756,0.37926970422267914
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,28,1966,0.13430757033055987,0.0570790590697868,0.12254699319601059,0.09548794664442539,0.1623145192861557
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,29,1966,0.2485483257876404,0.07797585518958694,0.23847649991512299,0.19471995532512665,0.29679882526397705
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,30,1966,0.24140669512330334,0.07368565327479057,0.23630796372890472,0.19158168137073517,0.2834981307387352
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,31,1966,0.16175213184620757,0.055909730630077016,0.15480025112628937,0.12351400777697563,0.1918255239725113
llava_1_5_7b,attention_evidence,HALL-REAL,union_top32,32,1966,0.11812033214476547,0.047540337476368204,0.11167821288108826,0.08425578847527504,0.14418687671422958
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,1,3156,0.056083313206710034,0.03244481246898132,0.05217278376221657,0.03097724262624979,0.07285120524466038
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,2,3156,0.06295226637217369,0.029767883238720753,0.06090376898646355,0.04239552095532417,0.07891572080552578
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,3,3156,0.13794997702427952,0.10179666254215265,0.12263599410653114,0.05349603854119778,0.19586576893925667
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,4,3156,0.1470528930317639,0.10808392123336873,0.13182131946086884,0.05674641765654087,0.20862611755728722
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,5,3156,0.1470920187038994,0.09759289477577954,0.13724935799837112,0.06473975628614426,0.2050764486193657
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,6,3156,0.14338235213735268,0.08318546525599367,0.13762835413217545,0.07496606931090355,0.1949750818312168
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,7,3156,0.1695316777339132,0.07388645210487446,0.16897831112146378,0.11485772393643856,0.2164788916707039
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,8,3156,0.16981390155220336,0.0757769265148221,0.16751816868782043,0.11575884371995926,0.21633340790867805
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,9,3156,0.18188935110206197,0.07175949876417685,0.17911885678768158,0.13394614309072495,0.22667385637760162
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,10,3156,0.1708663167149839,0.06507967799835261,0.1682107001543045,0.12610238045454025,0.2098565772175789
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,11,3156,0.19329703787249644,0.066689978021642,0.19016242772340775,0.147275198251009,0.2347608581185341
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,12,3156,0.23383586678809767,0.07433070195547653,0.2333638072013855,0.18413133174180984,0.2832873910665512
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,13,3156,0.24329716236010684,0.08542937361782033,0.24331887811422348,0.18640269711613655,0.29749301820993423
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,14,3156,0.19917856230363912,0.06568438509646424,0.19874829053878784,0.15617864951491356,0.2388289012014866
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,15,3156,0.2892060971385664,0.09395869672102969,0.28950701653957367,0.2287852019071579,0.349801629781723
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,16,3156,0.24529836499409607,0.08005361247065572,0.24504785984754562,0.19162028655409813,0.2974719926714897
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,17,3156,0.20105212298310415,0.06682874012016363,0.19895945489406586,0.1550562009215355,0.24202317744493484
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,18,3156,0.2790177594433587,0.0863212147278731,0.28274278342723846,0.2200993448495865,0.33401259779930115
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,19,3156,0.29911905197551797,0.08517818736511648,0.3034016340970993,0.24651137739419937,0.35736774653196335
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,20,3156,0.3177420943131474,0.10379959703498193,0.32052263617515564,0.25138721615076065,0.3886969983577728
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,21,3156,0.2745796013753318,0.08848185178980084,0.2738434970378876,0.2199634350836277,0.3341253995895386
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,22,3156,0.2979005560130164,0.09741111517132513,0.2994687110185623,0.2361452430486679,0.3623930290341377
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,23,3156,0.29746315695040865,0.09530709737924258,0.30253516137599945,0.23865561932325363,0.3611440733075142
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,24,3156,0.262294276357783,0.08707606443319826,0.2626573145389557,0.20534707605838776,0.31890104711055756
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,25,3156,0.2886077599713274,0.09697222200458613,0.2925480604171753,0.22836485877633095,0.3526123836636543
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,26,3156,0.21819018601547308,0.0724432426047738,0.2167750522494316,0.17221024259924889,0.2610723450779915
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,27,3156,0.25248392302535844,0.08705161085073565,0.2536415457725525,0.19673695787787437,0.30699989944696426
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,28,3156,0.11580324222785816,0.04185327352600129,0.1102108396589756,0.08820129372179508,0.13675334304571152
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,29,3156,0.19951827754059992,0.06997363543273483,0.19440700858831406,0.15269289165735245,0.24185761064291
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,30,3156,0.18830603832161794,0.06610916241914361,0.18566977232694626,0.1451970785856247,0.2270389199256897
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,31,3156,0.12999230115149166,0.043530268170191094,0.12555716931819916,0.10172791965305805,0.1545209176838398
llava_1_5_7b,attention_evidence,REAL-REAL,all_visual_tokens,32,3156,0.08806840409329976,0.02809319218667364,0.08547800034284592,0.0692170225083828,0.10491752065718174
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,1,3156,0.07564893276584116,0.05542382888870218,0.06818228960037231,0.03362724930047989,0.10201369412243366
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,2,3156,0.0822716091049576,0.047818905430064916,0.07758406922221184,0.04910711571574211,0.10582242533564568
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,3,3156,0.13869637882291086,0.11965634604472455,0.11194432899355888,0.03814665414392948,0.20985602214932442
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,4,3156,0.1451298501348068,0.12440177064202176,0.11799007654190063,0.04012941103428602,0.21837716922163963
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,5,3156,0.15333773086827363,0.11757519613834268,0.13686807453632355,0.050799195654690266,0.22591093927621841
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,6,3156,0.15786736381844546,0.10736761049008585,0.14787607640028,0.06367725692689419,0.23108649626374245
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,7,3156,0.18888591777908656,0.09572397426369106,0.18771059066057205,0.1169807631522417,0.25297168642282486
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,8,3156,0.19540763280769935,0.10312884394585442,0.19482208788394928,0.11844275519251823,0.2600470334291458
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,9,3156,0.2173919715267619,0.0999706297374877,0.21447300165891647,0.1462869718670845,0.2809804528951645
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,10,3156,0.1990126835773091,0.08847408904390577,0.19670112431049347,0.1350913718342781,0.2551282271742821
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,11,3156,0.23457093272447888,0.09141109212567257,0.23154407739639282,0.17234517261385918,0.29188644886016846
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,12,3156,0.28002232408413075,0.09532615200755748,0.2805381417274475,0.21872497722506523,0.342941977083683
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,13,3156,0.27730076243163704,0.10513131359939788,0.2769615650177002,0.20510060340166092,0.3439815193414688
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,14,3156,0.2316124392826823,0.08627291249911047,0.2312835529446602,0.17380763962864876,0.28526482731103897
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,15,3156,0.32148102116540866,0.10803564583951031,0.3231470137834549,0.25318270176649094,0.3922201991081238
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,16,3156,0.2844448057646628,0.09718328241524175,0.28620292246341705,0.21970399096608162,0.3487686961889267
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,17,3156,0.2303049607203591,0.08236558708721356,0.2289469987154007,0.1727759800851345,0.28199074417352676
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,18,3156,0.31592180225785693,0.09963849896792663,0.32100412249565125,0.2504885643720627,0.3823276236653328
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,19,3156,0.3416281712143499,0.09849024072891312,0.34923046827316284,0.2822757884860039,0.4099358096718788
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,20,3156,0.353390719975889,0.11555474980406827,0.35923072695732117,0.2816914767026901,0.434401236474514
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,21,3156,0.318460497759632,0.10374036661185086,0.3227839469909668,0.2546248584985733,0.39044617861509323
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,22,3156,0.32749498546529554,0.10865173558844869,0.3336095064878464,0.26006513088941574,0.401050366461277
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,23,3156,0.3266436800352417,0.10695091945264502,0.3354543447494507,0.26146408915519714,0.3993000239133835
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,24,3156,0.2893528279698488,0.09840467749172316,0.29195094108581543,0.22597627714276314,0.35503243654966354
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,25,3156,0.3185020608282135,0.1117187697433395,0.32427793741226196,0.24836515635252,0.39167267829179764
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,26,3156,0.25042810404722793,0.0870466260714126,0.249147430062294,0.19417455047369003,0.30450236797332764
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,27,3156,0.28913326702477277,0.10309493440784945,0.29489342868328094,0.22344349324703217,0.35662294924259186
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,28,3156,0.12449213066722617,0.056143675647167435,0.1164441853761673,0.08570358343422413,0.1538156121969223
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,29,3156,0.2323537954130459,0.08606736565162443,0.2289271056652069,0.17386364191770554,0.2863084003329277
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,30,3156,0.22452035407548715,0.08306611441555474,0.22348089516162872,0.16975538432598114,0.27544933557510376
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,31,3156,0.15855282561142936,0.06045525521240218,0.15415797382593155,0.11705842986702919,0.19404712319374084
llava_1_5_7b,attention_evidence,REAL-REAL,union_top32,32,3156,0.11611008936057106,0.04958901784730484,0.11198277771472931,0.07893295586109161,0.14637631177902222
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,1,138,0.02773062425726296,0.02274155360918963,0.023305954411625862,0.014769731555134058,0.03478629421442747
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,2,138,0.0074727263957923415,0.0074567189424061065,0.004571059951558709,0.0029114981298334897,0.010003485484048724
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,3,138,0.019777360556147778,0.028465427067848034,0.010881182737648487,0.0070695236790925264,0.018228845670819283
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,4,138,0.04544673322369277,0.04836524620000689,0.030098719522356987,0.013826188864186406,0.058220772072672844
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,5,138,0.07169902045279741,0.044217192470989465,0.06421427801251411,0.03964474983513355,0.08844612911343575
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,6,138,0.09961854370877794,0.06703824309434686,0.08646709099411964,0.047182925045490265,0.1411956585943699
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,7,138,0.040561579439478614,0.02949823689119154,0.03292789123952389,0.01980488421395421,0.04864902049303055
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,8,138,0.053577300355148814,0.040562117677726245,0.045263445004820824,0.02704257471486926,0.06961601041257381
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,9,138,0.13098578929793145,0.0836382230124626,0.12192266806960106,0.05905767809599638,0.18242940306663513
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,10,138,0.11978856524101635,0.08319478395766773,0.09462642669677734,0.0544538302347064,0.17455220595002174
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,11,138,0.07558350868361152,0.052785881593483304,0.06565941870212555,0.03707584459334612,0.09951827116310596
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,12,138,0.1748056970131786,0.10667564177506314,0.17207154631614685,0.07534991391003132,0.2570884972810745
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,13,138,0.1769743179699973,0.10587438472600749,0.17319422960281372,0.0977409090846777,0.23381365090608597
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,14,138,0.15628271014092193,0.11208241440370405,0.14098075032234192,0.052692167460918427,0.23279137164354324
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,15,138,0.2790620657277928,0.16524148894902585,0.3122503161430359,0.10873536579310894,0.4255180284380913
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,16,138,0.234690735683493,0.14103386005565988,0.24597033113241196,0.09084411710500717,0.35755252838134766
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,17,138,0.3230721565719316,0.17530903904814057,0.37705032527446747,0.1667131818830967,0.47074221074581146
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,18,138,0.2337866499075207,0.14066893832224311,0.2527661919593811,0.0982713159173727,0.336810901761055
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,19,138,0.26400418631880934,0.15637253259835387,0.2930457442998886,0.11145227216184139,0.4045746251940727
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,20,138,0.3219730781013335,0.17790285898174832,0.3600744903087616,0.14166834577918053,0.4743981137871742
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,21,138,0.2761906210832514,0.15789205367760453,0.30768436193466187,0.11692729592323303,0.4185650497674942
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,22,138,0.3092132069210967,0.17580778390287322,0.3623233288526535,0.14776764810085297,0.4463411569595337
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,23,138,0.33443859755399,0.17964541111510168,0.39018096029758453,0.1721988506615162,0.48801901191473007
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,24,138,0.2980466262315926,0.16835892714809256,0.33696918189525604,0.1388944536447525,0.43919049203395844
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,25,138,0.29121544978756836,0.1585257538673402,0.31635043025016785,0.1533076949417591,0.4155285879969597
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,26,138,0.29104506935033464,0.16444560448528966,0.32787545025348663,0.1304510198533535,0.4393841475248337
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,27,138,0.3030092679031625,0.1752322119985778,0.3297441452741623,0.13135406374931335,0.44845032691955566
qwen2_5_vl_7b,attention_distribution,HALL-HALL,all_visual_tokens,28,138,0.29411971836310363,0.16272646115426861,0.3215293437242508,0.12765348330140114,0.4255380854010582
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,1,138,0.028425911129317315,0.025791723027551176,0.022604933008551598,0.014644100796431303,0.03646133188158274
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,2,138,0.005859519510641289,0.005937834220182861,0.0036795834312215447,0.0021729852887801826,0.006986294058151543
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,3,138,0.0252041703915102,0.042272524480251074,0.01095044706016779,0.006533987238071859,0.026245796587318182
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,4,138,0.06111546345156334,0.07457742191774641,0.030293340794742107,0.012053579092025757,0.08443583361804485
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,5,138,0.09454578929918184,0.060910339065039856,0.08855535835027695,0.052695779129862785,0.11842067167162895
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,6,138,0.14543430706270147,0.09971365356635582,0.12477057799696922,0.06550705805420876,0.20638196915388107
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,7,138,0.04983295689579909,0.03868748638654655,0.040262769907712936,0.022578616626560688,0.06449575908482075
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,8,138,0.07418209011666477,0.06234803456380718,0.05620379187166691,0.035159990191459656,0.09532893262803555
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,9,138,0.1787309089500079,0.113235641245611,0.16040676087141037,0.07792214676737785,0.25524692237377167
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,10,138,0.14790530991065653,0.10879064008330049,0.11885768175125122,0.05924134887754917,0.20898430794477463
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,11,138,0.09518029307946563,0.07342890127216253,0.07958230003714561,0.037163564004004,0.12975596264004707
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,12,138,0.23365691812385037,0.1446491061778,0.2292133942246437,0.10362609289586544,0.34862955659627914
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,13,138,0.23694698629981797,0.14212587942057217,0.23551879823207855,0.12190026417374611,0.33190447837114334
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,14,138,0.1886188271590441,0.14509747033107492,0.16197937726974487,0.05679522454738617,0.2933090999722481
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,15,138,0.32572499364344537,0.1966090994133739,0.3682958036661148,0.11582765728235245,0.5009656250476837
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,16,138,0.2929687681675389,0.17922365025943876,0.3106757551431656,0.10788971744477749,0.44444964826107025
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,17,138,0.36522723000118695,0.20051512601394195,0.42348645627498627,0.18822182714939117,0.5373830050230026
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,18,138,0.2842971092103508,0.1752692528608787,0.3114326745271683,0.11766993999481201,0.42816082388162613
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,19,138,0.3198760476240051,0.19043288457360588,0.36413970589637756,0.1390455663204193,0.47503920644521713
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,20,138,0.35628004061679047,0.1994676496058749,0.39402858912944794,0.14626473188400269,0.532973438501358
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,21,138,0.3224794369265167,0.18612216473294882,0.357832208275795,0.14224334433674812,0.49684711545705795
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,22,138,0.3468834344783555,0.19781842826739143,0.39574505388736725,0.17433778196573257,0.5069608390331268
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,23,138,0.3742417007333774,0.20192589968662825,0.4410960227251053,0.19963078200817108,0.5519273728132248
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,24,138,0.33629262782936997,0.19407573790262436,0.37587785720825195,0.1529148742556572,0.5083568692207336
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,25,138,0.338637491364194,0.18528267120360245,0.38396938145160675,0.1747051626443863,0.4805286303162575
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,26,138,0.3346027880873315,0.19263479074120163,0.3806290626525879,0.15496143326163292,0.502761110663414
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,27,138,0.3377102014163266,0.19991179884715535,0.3640967011451721,0.143868125975132,0.5128757208585739
qwen2_5_vl_7b,attention_distribution,HALL-HALL,union_top32,28,138,0.32837883622615016,0.19113637556945884,0.3588308095932007,0.1330236792564392,0.49078794568777084
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,1,703,0.027770001913194318,0.016450453929032546,0.024113327264785767,0.015961654484272003,0.03558971732854843
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,2,703,0.008513863893390724,0.006996608097750863,0.0064089857041835785,0.004087215987965465,0.010688844602555037
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,3,703,0.023195288430205196,0.023767705677306454,0.015286635607481003,0.01037017721682787,0.025705397129058838
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,4,703,0.05349405841593224,0.04374762987232849,0.039815716445446014,0.023096456192433834,0.0690121166408062
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,5,703,0.08677483820336557,0.04214268727455685,0.07818622142076492,0.05734330229461193,0.10611265897750854
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,6,703,0.1171408414451212,0.056891503533853624,0.10768037289381027,0.07570122554898262,0.15055258572101593
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,7,703,0.0500291599170073,0.026799989115309918,0.04342161491513252,0.031145231798291206,0.06342733651399612
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,8,703,0.05963979776720828,0.03587626221001924,0.05258304625749588,0.03629595227539539,0.07402476668357849
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,9,703,0.15197677828721268,0.07121392869926375,0.1418505162000656,0.10022469609975815,0.19451946020126343
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,10,703,0.13560032217258622,0.06810812437739872,0.12412340193986893,0.08652710542082787,0.17707283794879913
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,11,703,0.07584715830387381,0.04004095667311656,0.06886984407901764,0.046685827895998955,0.09541264176368713
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,12,703,0.20047547910388977,0.08243177912444277,0.19675323367118835,0.14640040695667267,0.2568783760070801
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,13,703,0.19192220333958335,0.08188301872443514,0.19093097746372223,0.13485611975193024,0.245311938226223
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,14,703,0.17204299162024073,0.08393574358245215,0.15942145884037018,0.11061611771583557,0.22341091185808182
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,15,703,0.301052443026055,0.11568636986049323,0.30068615078926086,0.2247799187898636,0.3839315176010132
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,16,703,0.25977214116862796,0.10044979307010046,0.2583751082420349,0.18596331030130386,0.3315628170967102
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,17,703,0.34067888252150963,0.11979238522499824,0.3563997745513916,0.2639908343553543,0.4266301989555359
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,18,703,0.24824064289077927,0.10121817898513391,0.2504381835460663,0.175532765686512,0.31667672097682953
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,19,703,0.27101870510690074,0.11065255868802235,0.2799052298069,0.196165569126606,0.3534172475337982
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,20,703,0.342545309417999,0.12064134902241465,0.3538069725036621,0.2653420567512512,0.4396588057279587
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,21,703,0.2986051671360626,0.1070352066077577,0.3056759834289551,0.2307751178741455,0.3792325258255005
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,22,703,0.31685551679209617,0.1173020904752637,0.3223660886287689,0.234690859913826,0.40354806184768677
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,23,703,0.3568691528345303,0.11600254630738117,0.3722383975982666,0.2744743525981903,0.4457291215658188
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,24,703,0.320885648134868,0.11759610747658934,0.3287612199783325,0.23432503640651703,0.4099975675344467
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,25,703,0.32365335408826046,0.10879827648260268,0.33047112822532654,0.24978915601968765,0.40823647379875183
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,26,703,0.32536317679135507,0.11191946269537603,0.3336765468120575,0.2517654001712799,0.408573716878891
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,27,703,0.3440141727721284,0.11301226303258774,0.34873488545417786,0.2738991677761078,0.42915599048137665
qwen2_5_vl_7b,attention_distribution,HALL-REAL,all_visual_tokens,28,703,0.31672225872672044,0.10744564080323661,0.32431283593177795,0.24604716897010803,0.3906290829181671
qwen2_5_vl_7b,attention_distribution,HALL-REAL,union_top32,1,703,0.028375720957977694,0.017835155459707153,0.02438444271683693,0.016212292946875095,0.03645026125013828
qwen2_5_vl_7b,attention_distribution,HALL-REAL,union_top32,2,703,0.006590229682581284,0.00565324068449349,0.004950573667883873,0.0030296004842966795,0.00840802863240242
qwen2_5_vl_7b,attention_distribution,HALL-REAL,union_top32,3,703,0.030205581510594513,0.03660354388591253,0.017671635374426842,0.009961997158825397,0.03331228159368038
qwen2_5_vl_7b,attention_distribution,HALL-REAL,union_top32,4,703,0.07412922527600652,0.06982096861434836,0.05113250017166138,0.024240823462605476,0.09756046533584595
qwen2_5_vl_7b,attention_distribution,HALL-REAL,union_top32,5,703,0.11343583321678392,0.059588262887236024,0.10201157629489899,0.06920437142252922,0.14331533759832382
