model,signal,label,metric,layer,n_images,mean,std,median,q25,q75
internvl_2_5_8b,attention_evidence,HALL,top32_mass,5,1321,0.5338423169760159,0.06928990894575125,0.5286954045295715,0.4827515184879303,0.5766641497612
internvl_2_5_8b,attention_evidence,HALL,top32_mass,6,1321,0.5628562834928832,0.07309470116607462,0.5579483509063721,0.5099174380302429,0.6105231046676636
internvl_2_5_8b,attention_evidence,HALL,top32_mass,7,1321,0.5312469562150419,0.07567307352698437,0.5223080515861511,0.478440523147583,0.5781383514404297
internvl_2_5_8b,attention_evidence,HALL,top32_mass,8,1321,0.5936898581012463,0.08800655763604903,0.5881929397583008,0.5287467837333679,0.6523916125297546
internvl_2_5_8b,attention_evidence,HALL,top32_mass,9,1321,0.510351648189009,0.07586202504905601,0.5038595795631409,0.45545125007629395,0.5563787221908569
internvl_2_5_8b,attention_evidence,HALL,top32_mass,10,1321,0.6372938113714329,0.09582624660167964,0.6414720416069031,0.5757319331169128,0.7031177282333374
internvl_2_5_8b,attention_evidence,HALL,top32_mass,11,1321,0.602217441770184,0.09881513757853203,0.6002512574195862,0.530349612236023,0.6720010638237
internvl_2_5_8b,attention_evidence,HALL,top32_mass,12,1321,0.6542346863517429,0.09849755950778134,0.6570470333099365,0.5887059569358826,0.7254520654678345
internvl_2_5_8b,attention_evidence,HALL,top32_mass,13,1321,0.7286507086623897,0.10215392139994552,0.7406657338142395,0.6650992631912231,0.8029876351356506
internvl_2_5_8b,attention_evidence,HALL,top32_mass,14,1321,0.6527092931488985,0.08953796554337362,0.6553549766540527,0.5960057973861694,0.7144771218299866
internvl_2_5_8b,attention_evidence,HALL,top32_mass,15,1321,0.7033583422577083,0.09360491537107736,0.7108191251754761,0.646083414554596,0.7697441577911377
internvl_2_5_8b,attention_evidence,HALL,top32_mass,16,1321,0.7629373809498968,0.09866722282806277,0.7728477716445923,0.6999644041061401,0.8336328864097595
internvl_2_5_8b,attention_evidence,HALL,top32_mass,17,1321,0.739808494308336,0.08976501534669068,0.7445946931838989,0.6836277842521667,0.8066411018371582
internvl_2_5_8b,attention_evidence,HALL,top32_mass,18,1321,0.7584145925290471,0.10007472418601925,0.7671952247619629,0.6950490474700928,0.834344744682312
internvl_2_5_8b,attention_evidence,HALL,top32_mass,19,1321,0.7462648347324715,0.08170813871526192,0.7508683204650879,0.6954627633094788,0.8061833381652832
internvl_2_5_8b,attention_evidence,HALL,top32_mass,20,1321,0.7972061115173928,0.08740568622703582,0.8080822229385376,0.7408188581466675,0.8608562350273132
internvl_2_5_8b,attention_evidence,HALL,top32_mass,21,1321,0.7389422125838003,0.09207490884811542,0.7459573745727539,0.6772412061691284,0.8080174326896667
internvl_2_5_8b,attention_evidence,HALL,top32_mass,22,1321,0.7602358426360087,0.09559756265991848,0.7697849869728088,0.7011671662330627,0.8321288228034973
internvl_2_5_8b,attention_evidence,HALL,top32_mass,23,1321,0.7498208753860511,0.11265019387150475,0.7603352069854736,0.6755794882774353,0.8375433087348938
internvl_2_5_8b,attention_evidence,HALL,top32_mass,24,1321,0.7243954170887259,0.11982117190572492,0.735089123249054,0.6320081353187561,0.8189405202865601
internvl_2_5_8b,attention_evidence,HALL,top32_mass,25,1321,0.8064191659502149,0.10524005069124334,0.8244599103927612,0.7439978718757629,0.8898102641105652
internvl_2_5_8b,attention_evidence,HALL,top32_mass,26,1321,0.786388025691706,0.11313857755073842,0.8060286641120911,0.7161751389503479,0.8731316924095154
internvl_2_5_8b,attention_evidence,HALL,top32_mass,27,1321,0.7552931207224423,0.11433281981718788,0.7723230719566345,0.6680366396903992,0.8466225266456604
internvl_2_5_8b,attention_evidence,HALL,top32_mass,28,1321,0.7032087975429099,0.125259845290899,0.7191974520683289,0.6096295714378357,0.8006908297538757
internvl_2_5_8b,attention_evidence,HALL,top32_mass,29,1321,0.7888080739415477,0.10814322001629509,0.8092672824859619,0.7282823324203491,0.8726345300674438
internvl_2_5_8b,attention_evidence,HALL,top32_mass,30,1321,0.7756913752830182,0.09952712601389987,0.7953418493270874,0.7161845564842224,0.8497951030731201
internvl_2_5_8b,attention_evidence,HALL,top32_mass,31,1321,0.7464367858078514,0.10375190413812743,0.762718677520752,0.6856334209442139,0.8234317898750305
internvl_2_5_8b,attention_evidence,HALL,top32_mass,32,1321,0.6465251104205418,0.1086297633546186,0.6561641693115234,0.5694735050201416,0.7267124652862549
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,1,3869,0.8603247264214775,0.04038504837467291,0.8661627173423767,0.8385581970214844,0.8889431953430176
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,2,3869,0.7915573759453646,0.046028425678684745,0.7963447570800781,0.7637094259262085,0.8246266841888428
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,3,3869,0.7827052711423714,0.055721167416163314,0.7906078696250916,0.7499879598617554,0.8216133117675781
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,4,3869,0.8198625678916285,0.04375348981413175,0.8256223797798157,0.7949824333190918,0.8509682416915894
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,5,3869,0.84054817225034,0.04013637848910294,0.8462481498718262,0.8180809020996094,0.8689045906066895
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,6,3869,0.8328642973791385,0.038989410011786324,0.8371489644050598,0.8114733099937439,0.859656810760498
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,7,3869,0.8434687807104575,0.0436651150859833,0.8510484099388123,0.8211966753005981,0.8731367588043213
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,8,3869,0.8204652908067736,0.04709145939252905,0.8260425329208374,0.7946457266807556,0.8528035283088684
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,9,3869,0.8609025691886009,0.03402729039137672,0.8637152910232544,0.8403237462043762,0.8848938941955566
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,10,3869,0.8047638902001123,0.04876351950457135,0.8081002235412598,0.7747759819030762,0.8375899791717529
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,11,3869,0.8225516201482937,0.051332550982378225,0.8261732459068298,0.7905547022819519,0.859455943107605
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,12,3869,0.8009118994220833,0.050389037208309166,0.8022533655166626,0.7692622542381287,0.8359417915344238
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,13,3869,0.7712253571388549,0.06326382393781538,0.7726163268089294,0.7295623421669006,0.8153256177902222
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,14,3869,0.7803360608065273,0.05197674342735024,0.7835099697113037,0.7493997812271118,0.8160073757171631
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,15,3869,0.773611041503718,0.05674648284341708,0.7749588489532471,0.7376142740249634,0.812350332736969
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,16,3869,0.7618849922532904,0.06599796075311187,0.7635720372200012,0.7188591361045837,0.807639479637146
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,17,3869,0.7534985243811968,0.057297713103671606,0.7556533813476562,0.7162296772003174,0.7927048206329346
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,18,3869,0.7067813856960976,0.07202584860010383,0.7093345522880554,0.6574751138687134,0.757377028465271
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,19,3869,0.7369791195586104,0.05663124845437062,0.7384055256843567,0.7000055313110352,0.7766392230987549
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,20,3869,0.7113162793525277,0.06506852053001876,0.714532732963562,0.6695961952209473,0.7572605013847351
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,21,3869,0.7496062805252687,0.05799427199591556,0.7526499629020691,0.7108752131462097,0.7894931435585022
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,22,3869,0.728497943664959,0.06003238341924381,0.7312304973602295,0.6910306811332703,0.7703859210014343
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,23,3869,0.7146556479396609,0.07072040727040561,0.7165243625640869,0.6672806739807129,0.7661863565444946
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,24,3869,0.7349771278392563,0.07454262547174345,0.7418805956840515,0.6912071108818054,0.7873997092247009
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,25,3869,0.6947760091144684,0.06996591924643276,0.6956764459609985,0.6469427347183228,0.7432031631469727
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,26,3869,0.6788220547234004,0.07399345906778604,0.6796181201934814,0.6301586031913757,0.7320871353149414
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,27,3869,0.7255277195683004,0.06214209242984217,0.7276582717895508,0.6857265830039978,0.7679046988487244
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,28,3869,0.7416189111582405,0.07552885766709577,0.7461481094360352,0.6949288249015808,0.7957643866539001
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,29,3869,0.6785548213579513,0.06929664640495321,0.6792999505996704,0.6304819583892822,0.726026713848114
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,30,3869,0.7202062684610298,0.056663943806518055,0.722424328327179,0.6827954053878784,0.7588404417037964
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,31,3869,0.7229388195373316,0.05615336164613345,0.7223456501960754,0.6858046054840088,0.7612932324409485
internvl_2_5_8b,attention_evidence,REAL,normalized_entropy,32,3869,0.7793342189352529,0.04908157323593529,0.7804549336433411,0.7465587854385376,0.813098132610321
internvl_2_5_8b,attention_evidence,REAL,top32_mass,1,3869,0.5259748425909517,0.0661578599012373,0.5207412838935852,0.4795207679271698,0.5669780969619751
internvl_2_5_8b,attention_evidence,REAL,top32_mass,2,3869,0.6315386531873093,0.06251465708796296,0.6279776096343994,0.587275505065918,0.671701192855835
internvl_2_5_8b,attention_evidence,REAL,top32_mass,3,3869,0.6471048097457649,0.07393456216036275,0.6429006457328796,0.5953568816184998,0.6973935961723328
internvl_2_5_8b,attention_evidence,REAL,top32_mass,4,3869,0.6015534527189634,0.0694319747242367,0.5957558155059814,0.5513214468955994,0.6453337669372559
internvl_2_5_8b,attention_evidence,REAL,top32_mass,5,3869,0.5750005717624463,0.06851969633958215,0.5694153308868408,0.5267833471298218,0.6174352765083313
internvl_2_5_8b,attention_evidence,REAL,top32_mass,6,3869,0.5912410800587641,0.06666501262156121,0.5882802605628967,0.5451921820640564,0.6332128643989563
internvl_2_5_8b,attention_evidence,REAL,top32_mass,7,3869,0.565423279877441,0.06769718613284884,0.5604696273803711,0.5193029642105103,0.6078810095787048
internvl_2_5_8b,attention_evidence,REAL,top32_mass,8,3869,0.6059516260761967,0.07172828927630694,0.6040340662002563,0.5560517311096191,0.6514398455619812
internvl_2_5_8b,attention_evidence,REAL,top32_mass,9,3869,0.5398202926020623,0.06438150719270053,0.5393821001052856,0.4948505163192749,0.5819637179374695
internvl_2_5_8b,attention_evidence,REAL,top32_mass,10,3869,0.6294923367873739,0.07307072400747154,0.6314293742179871,0.5848682522773743,0.6780343651771545
internvl_2_5_8b,attention_evidence,REAL,top32_mass,11,3869,0.5932002025123221,0.07804474832480802,0.595338761806488,0.5405150651931763,0.6463930606842041
internvl_2_5_8b,attention_evidence,REAL,top32_mass,12,3869,0.6357425304077244,0.07559324850413722,0.6403422355651855,0.5873544216156006,0.6879381537437439
internvl_2_5_8b,attention_evidence,REAL,top32_mass,13,3869,0.6745433826861255,0.08633641409313061,0.681981086730957,0.6198340058326721,0.7347133755683899
internvl_2_5_8b,attention_evidence,REAL,top32_mass,14,3869,0.6611803321451388,0.07026376328618791,0.6627580523490906,0.6158249378204346,0.7073366641998291
internvl_2_5_8b,attention_evidence,REAL,top32_mass,15,3869,0.6759655097483602,0.07683234888332632,0.6822991371154785,0.6288600564002991,0.7296921610832214
internvl_2_5_8b,attention_evidence,REAL,top32_mass,16,3869,0.6921441976369028,0.08907867564186372,0.700554609298706,0.6365224719047546,0.7547427415847778
internvl_2_5_8b,attention_evidence,REAL,top32_mass,17,3869,0.7059156671917448,0.07630450549588667,0.711418092250824,0.657428503036499,0.760064423084259
internvl_2_5_8b,attention_evidence,REAL,top32_mass,18,3869,0.75722497609981,0.07628486911328225,0.7671211361885071,0.7120603322982788,0.8138778805732727
internvl_2_5_8b,attention_evidence,REAL,top32_mass,19,3869,0.7223110622631299,0.06761403265282408,0.7279209494590759,0.6799654364585876,0.7704410552978516
internvl_2_5_8b,attention_evidence,REAL,top32_mass,20,3869,0.7583308177698056,0.07089482723217445,0.7655661702156067,0.7133252024650574,0.8081514835357666
internvl_2_5_8b,attention_evidence,REAL,top32_mass,21,3869,0.712702436013011,0.07686276071187202,0.7196681499481201,0.66363126039505,0.7674310207366943
internvl_2_5_8b,attention_evidence,REAL,top32_mass,22,3869,0.7395282805921126,0.0706887490532802,0.7450322508811951,0.6951172351837158,0.7896811366081238
internvl_2_5_8b,attention_evidence,REAL,top32_mass,23,3869,0.7482643980531922,0.0783420623525172,0.7559247612953186,0.6975792646408081,0.8061845302581787
internvl_2_5_8b,attention_evidence,REAL,top32_mass,24,3869,0.7173575466919019,0.08308604121877275,0.7224459648132324,0.6639811992645264,0.7747259140014648
internvl_2_5_8b,attention_evidence,REAL,top32_mass,25,3869,0.7806307576244331,0.07865352805341334,0.7910518646240234,0.7333765625953674,0.8407160043716431
internvl_2_5_8b,attention_evidence,REAL,top32_mass,26,3869,0.7961808128331052,0.07732261662127571,0.8065731525421143,0.7488821148872375,0.8538256883621216
internvl_2_5_8b,attention_evidence,REAL,top32_mass,27,3869,0.7420492169006014,0.07442400753088202,0.7499184608459473,0.6971847414970398,0.7954413890838623
internvl_2_5_8b,attention_evidence,REAL,top32_mass,28,3869,0.7027017592952429,0.08664278340221879,0.7096359729766846,0.6459019184112549,0.7645084857940674
internvl_2_5_8b,attention_evidence,REAL,top32_mass,29,3869,0.7957763724639515,0.07306952659013692,0.8060480356216431,0.7519537806510925,0.8491175770759583
internvl_2_5_8b,attention_evidence,REAL,top32_mass,30,3869,0.7578470560662597,0.06907130392427796,0.764940619468689,0.7168498039245605,0.8067418932914734
internvl_2_5_8b,attention_evidence,REAL,top32_mass,31,3869,0.7521309672584519,0.06816020499404092,0.7597766518592834,0.7116380929946899,0.8007491827011108
internvl_2_5_8b,attention_evidence,REAL,top32_mass,32,3869,0.6767649187786569,0.07210086727672615,0.6797332763671875,0.6311200857162476,0.7279561758041382
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,1,2005,0.994313083503609,0.0011129616478178733,0.994443416595459,0.9937533736228943,0.9950414299964905
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,2,2005,0.9577670269773488,0.00782305800976277,0.9583145976066589,0.9529425501823425,0.9632464647293091
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,3,2005,0.46419499975784756,0.057761106719363756,0.45843470096588135,0.42507386207580566,0.4990619122982025
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,4,2005,0.4077699936759145,0.05520329874463134,0.40375280380249023,0.37115171551704407,0.4388822019100189
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,5,2005,0.46376513300691163,0.0606385047516767,0.4587847888469696,0.42265909910202026,0.49901461601257324
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,6,2005,0.5485515503663375,0.06398978604140501,0.5446721911430359,0.5048781037330627,0.5885664820671082
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,7,2005,0.5769045181851137,0.06819621447907998,0.5726960897445679,0.5309944748878479,0.6215569972991943
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,8,2005,0.6291853488978008,0.06725291065534737,0.6281201243400574,0.5834404826164246,0.6747586727142334
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,9,2005,0.6999553145761799,0.05881703030883196,0.7035812735557556,0.664957582950592,0.7403904795646667
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,10,2005,0.7241505454305996,0.05407797744081757,0.7282342314720154,0.6922954320907593,0.7613055109977722
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,11,2005,0.7564188958106196,0.04737893715517876,0.7613335251808167,0.7300207018852234,0.7895901799201965
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,12,2005,0.7788970196633564,0.053215206273786765,0.786910355091095,0.7523183822631836,0.8165397047996521
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,13,2005,0.7195810154637791,0.05280837401547345,0.7255536317825317,0.6913121938705444,0.7569268345832825
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,14,2005,0.7857296927314149,0.0476221245948996,0.7920700907707214,0.7609673142433167,0.8192703127861023
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,15,2005,0.7412048658676575,0.059089417738613516,0.7503336668014526,0.7110919952392578,0.7824711799621582
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,16,2005,0.7779153560462438,0.050216734485236156,0.7866608500480652,0.7493034601211548,0.8140316009521484
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,17,2005,0.7941395698937395,0.04526557191335433,0.8012762069702148,0.7746785879135132,0.8243094682693481
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,18,2005,0.7525269959930173,0.055344517464703175,0.7588621377944946,0.7227357625961304,0.7921110987663269
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,19,2005,0.7182099674110698,0.05584313098707341,0.7261521220207214,0.6876192092895508,0.7568623423576355
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,20,2005,0.7377322396881265,0.060634688394576454,0.7474448680877686,0.7038735151290894,0.7807145714759827
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,21,2005,0.7763714361666444,0.0465041714350668,0.7833217978477478,0.7514545917510986,0.8093194365501404
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,22,2005,0.7255506622226459,0.055252952296730065,0.7326824069023132,0.6960814595222473,0.7633458375930786
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,23,2005,0.7001381410773555,0.05878017740229509,0.7067486047744751,0.6672491431236267,0.7408105731010437
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,24,2005,0.7109193402038251,0.05452793843514038,0.7172756791114807,0.6793368458747864,0.7494014501571655
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,25,2005,0.7397701755426174,0.053012347284933176,0.7466373443603516,0.7116174697875977,0.7762522101402283
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,26,2005,0.7640184181289482,0.041699752108739295,0.7694427967071533,0.741033673286438,0.7924052476882935
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,27,2005,0.7811261114782824,0.04764138002990607,0.7891548275947571,0.7556142807006836,0.8148367404937744
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,28,2005,0.7167081631924446,0.052726387032023495,0.7190964221954346,0.6833545565605164,0.7541418075561523
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,29,2005,0.7780847063385637,0.04305465555088367,0.7841747999191284,0.7542426586151123,0.8090513348579407
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,30,2005,0.8243104546741952,0.033139665756404986,0.8291416764259338,0.8062585592269897,0.8474788665771484
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,31,2005,0.8045604075279617,0.04140685633692323,0.8102330565452576,0.782749593257904,0.833142101764679
llava_1_5_7b,attention_distribution,HALL,normalized_entropy,32,2005,0.8683561848583364,0.026561911822655458,0.8706252574920654,0.8522008657455444,0.8869398832321167
llava_1_5_7b,attention_distribution,HALL,top32_mass,1,2005,0.09312722631672077,0.00455865336018732,0.09239848703145981,0.09031540155410767,0.09508781135082245
llava_1_5_7b,attention_distribution,HALL,top32_mass,2,2005,0.2235841079245779,0.02272047378043526,0.22282463312149048,0.20742282271385193,0.23851633071899414
llava_1_5_7b,attention_distribution,HALL,top32_mass,3,2005,0.8390412927565729,0.04831414823200199,0.8455891013145447,0.812902569770813,0.8737874031066895
llava_1_5_7b,attention_distribution,HALL,top32_mass,4,2005,0.8772367792236537,0.040249883092055155,0.8848878741264343,0.857267439365387,0.905165433883667
llava_1_5_7b,attention_distribution,HALL,top32_mass,5,2005,0.8414232884261971,0.04981266093704511,0.8501922488212585,0.8150266408920288,0.8761287927627563
llava_1_5_7b,attention_distribution,HALL,top32_mass,6,2005,0.7717264019343026,0.06020764883811672,0.7788110375404358,0.7342153191566467,0.8151372075080872
llava_1_5_7b,attention_distribution,HALL,top32_mass,7,2005,0.7573700478843918,0.06373908771755314,0.7648035287857056,0.7171647548675537,0.8033658266067505
llava_1_5_7b,attention_distribution,HALL,top32_mass,8,2005,0.6894013950652315,0.0711710358015609,0.6923182606697083,0.6463814973831177,0.7394224405288696
llava_1_5_7b,attention_distribution,HALL,top32_mass,9,2005,0.6212522557994671,0.07034662257475746,0.6213788390159607,0.5744279623031616,0.6675392985343933
llava_1_5_7b,attention_distribution,HALL,top32_mass,10,2005,0.5990181192941499,0.07037797601923522,0.5972855091094971,0.5517657399177551,0.6440684199333191
llava_1_5_7b,attention_distribution,HALL,top32_mass,11,2005,0.5690596970834042,0.07061069008081691,0.564988911151886,0.5198057293891907,0.6134610176086426
llava_1_5_7b,attention_distribution,HALL,top32_mass,12,2005,0.5510381692514158,0.08402942954424489,0.5467480421066284,0.49171748757362366,0.6022691130638123
llava_1_5_7b,attention_distribution,HALL,top32_mass,13,2005,0.6377937020654988,0.07796328182240508,0.6346773505210876,0.5832149982452393,0.6872882843017578
llava_1_5_7b,attention_distribution,HALL,top32_mass,14,2005,0.5340497969689214,0.0779132109403615,0.5293187499046326,0.47912362217903137,0.5803676843643188
llava_1_5_7b,attention_distribution,HALL,top32_mass,15,2005,0.6086221536496036,0.08979863079541757,0.6044677495956421,0.5438451170921326,0.6674705743789673
llava_1_5_7b,attention_distribution,HALL,top32_mass,16,2005,0.5493089335517694,0.08185727304076815,0.5397824645042419,0.4896959066390991,0.6022573709487915
llava_1_5_7b,attention_distribution,HALL,top32_mass,17,2005,0.5136556057710006,0.07659038771590705,0.5041508674621582,0.4622710943222046,0.5525212287902832
llava_1_5_7b,attention_distribution,HALL,top32_mass,18,2005,0.5982176228800319,0.08809400357847592,0.5979760885238647,0.5338109731674194,0.658963143825531
llava_1_5_7b,attention_distribution,HALL,top32_mass,19,2005,0.6436273790505759,0.07461974250068247,0.6420255899429321,0.5957513451576233,0.6941307783126831
llava_1_5_7b,attention_distribution,HALL,top32_mass,20,2005,0.6045722883687055,0.08928518000600157,0.5989820957183838,0.5419917106628418,0.6632676720619202
llava_1_5_7b,attention_distribution,HALL,top32_mass,21,2005,0.5439551361481151,0.07949467311167713,0.5386741161346436,0.4875167906284332,0.5936964154243469
