model,signal,label,metric,layer,n_images,mean,std,median,q25,q75
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,1,3931,0.9925967896448629,0.0013279747719751203,0.9926684498786926,0.9917246699333191,0.9934995472431183
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,2,3931,0.9566290471063137,0.008287224030699685,0.9573579430580139,0.9516332745552063,0.9623894095420837
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,3,3931,0.46859165496936556,0.0556809354969765,0.4632793664932251,0.4316808730363846,0.5007016956806183
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,4,3931,0.45133705055461953,0.05595166549561682,0.44582149386405945,0.4131469875574112,0.48399847745895386
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,5,3931,0.515155836617604,0.05908763892508878,0.5097458362579346,0.4737080782651901,0.5502752661705017
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,6,3931,0.602694563080536,0.0608576333990733,0.5991367101669312,0.5612270534038544,0.6416328251361847
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,7,3931,0.6583146947890679,0.05707813758194379,0.6601210832595825,0.6213423013687134,0.6980248689651489
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,8,3931,0.6942182485231216,0.0535463800786812,0.6966694593429565,0.6608990430831909,0.7305940687656403
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,9,3931,0.7358172694953214,0.04296940645278135,0.7383522987365723,0.709351122379303,0.7652717530727386
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,10,3931,0.7512396889101668,0.04165331665728286,0.7559978365898132,0.7258753478527069,0.7801775634288788
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,11,3931,0.7716381989857284,0.038251622939517546,0.7754355669021606,0.7472242116928101,0.7995747923851013
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,12,3931,0.7675927340969182,0.039916557849494674,0.7708918452262878,0.7419748902320862,0.7958402931690216
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,13,3931,0.7263511222029302,0.04046413599424134,0.7301045060157776,0.7009787261486053,0.7551386952400208
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,14,3931,0.7741966477728655,0.03317617645751129,0.7769123911857605,0.7536769211292267,0.7974758744239807
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,15,3931,0.7404964966981413,0.04581280497557235,0.7450599670410156,0.7139590084552765,0.7720919549465179
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,16,3931,0.7714863822861077,0.037235003822176045,0.7760397791862488,0.7496264278888702,0.7976379692554474
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,17,3931,0.7813082815914838,0.036617119764344376,0.7860181331634521,0.758415937423706,0.8081552088260651
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,18,3931,0.7659087188975922,0.04007591931078041,0.7687724828720093,0.7411918342113495,0.7943821847438812
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,19,3931,0.7228982487091185,0.039767109028885056,0.7265986204147339,0.6993320882320404,0.7509797215461731
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,20,3931,0.7378467140201393,0.04629357226759285,0.7438218593597412,0.7119185626506805,0.7694014608860016
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,21,3931,0.7865804520098497,0.037816636204829265,0.7908889651298523,0.7651540338993073,0.812786340713501
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,22,3931,0.7447403527434259,0.04276660186310944,0.7497387528419495,0.7212283909320831,0.7742033302783966
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,23,3931,0.7381307986576543,0.04366275515210117,0.7417182922363281,0.7125670313835144,0.7676829993724823
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,24,3931,0.7401575532404711,0.04064869538841253,0.7428884506225586,0.7151115238666534,0.7678342461585999
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,25,3931,0.7600123503529004,0.041823101342552946,0.7639951109886169,0.7356180250644684,0.7887279689311981
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,26,3931,0.7771671117034403,0.034351028766945346,0.7802697420120239,0.7571699023246765,0.8008441627025604
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,27,3931,0.784035312950505,0.03730358760409761,0.7880133986473083,0.7621380686759949,0.810901939868927
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,28,3931,0.7230390526507835,0.04623701200373944,0.725671112537384,0.6961087286472321,0.7536666989326477
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,29,3931,0.754738240562241,0.045746311394672765,0.7594415545463562,0.729371577501297,0.786295086145401
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,30,3931,0.813469361800997,0.0325080959925737,0.817055881023407,0.794716089963913,0.8364127278327942
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,31,3931,0.8059026855483549,0.034901548399246946,0.8090593218803406,0.7849619090557098,0.8302279412746429
llava_1_5_7b,attention_distribution,REAL,normalized_entropy,32,3931,0.8622847524831933,0.023509678536002082,0.8644618988037109,0.8479232490062714,0.8787824511528015
llava_1_5_7b,attention_distribution,REAL,top32_mass,1,3931,0.10133372265793415,0.005587529557984047,0.10102567076683044,0.09734255447983742,0.10504064708948135
llava_1_5_7b,attention_distribution,REAL,top32_mass,2,3931,0.22510711433656402,0.023592096911120297,0.22350893914699554,0.2088191658258438,0.23973169922828674
llava_1_5_7b,attention_distribution,REAL,top32_mass,3,3931,0.83562977497161,0.046963907957772034,0.8427705764770508,0.8112806379795074,0.8674691915512085
llava_1_5_7b,attention_distribution,REAL,top32_mass,4,3931,0.8425447155852501,0.04523700557625182,0.8502094149589539,0.8186014294624329,0.8740385174751282
llava_1_5_7b,attention_distribution,REAL,top32_mass,5,3931,0.797848879275083,0.05348169858027019,0.8050379753112793,0.7678386270999908,0.8355907499790192
llava_1_5_7b,attention_distribution,REAL,top32_mass,6,3931,0.72076600846884,0.06244483657841181,0.7269803881645203,0.6823189854621887,0.7651993334293365
llava_1_5_7b,attention_distribution,REAL,top32_mass,7,3931,0.6841738613559768,0.06185815097645211,0.6883773803710938,0.6453961431980133,0.7271732985973358
llava_1_5_7b,attention_distribution,REAL,top32_mass,8,3931,0.6270267701321842,0.06403748186871205,0.629327654838562,0.5855686366558075,0.6698276400566101
llava_1_5_7b,attention_distribution,REAL,top32_mass,9,3931,0.5914805479645274,0.05932468137271954,0.5914821624755859,0.5529798865318298,0.6308928430080414
llava_1_5_7b,attention_distribution,REAL,top32_mass,10,3931,0.5742609383222318,0.06332695418715999,0.57069993019104,0.530638724565506,0.614493191242218
llava_1_5_7b,attention_distribution,REAL,top32_mass,11,3931,0.5583767976372093,0.06357697307647067,0.5554037690162659,0.5139634311199188,0.5997771620750427
llava_1_5_7b,attention_distribution,REAL,top32_mass,12,3931,0.5778459379294543,0.0671078288273425,0.576419472694397,0.5318776965141296,0.6231628060340881
llava_1_5_7b,attention_distribution,REAL,top32_mass,13,3931,0.6406990050420419,0.06351917621072022,0.6399057507514954,0.5969542860984802,0.6838722825050354
llava_1_5_7b,attention_distribution,REAL,top32_mass,14,3931,0.5580801207641402,0.056969642704548004,0.5566785931587219,0.5191897451877594,0.5959617495536804
llava_1_5_7b,attention_distribution,REAL,top32_mass,15,3931,0.6156504049885821,0.0754100491334224,0.6144250631332397,0.5644850134849548,0.6640847027301788
llava_1_5_7b,attention_distribution,REAL,top32_mass,16,3931,0.5653751406148626,0.06401267592708915,0.5616412162780762,0.5224325060844421,0.6045726835727692
llava_1_5_7b,attention_distribution,REAL,top32_mass,17,3931,0.540308856912558,0.06631812099555075,0.5348519682884216,0.4927330017089844,0.5827501118183136
llava_1_5_7b,attention_distribution,REAL,top32_mass,18,3931,0.5762046838164542,0.07254174466881191,0.575786292552948,0.5269656479358673,0.6237009465694427
llava_1_5_7b,attention_distribution,REAL,top32_mass,19,3931,0.6482772053622374,0.060949107659242725,0.6470599174499512,0.6066516041755676,0.6889490187168121
llava_1_5_7b,attention_distribution,REAL,top32_mass,20,3931,0.6124773051289316,0.07768528830254576,0.6085397005081177,0.5603475570678711,0.6589100956916809
llava_1_5_7b,attention_distribution,REAL,top32_mass,21,3931,0.5231733738208539,0.0702554433425314,0.5196806788444519,0.4760228842496872,0.566275030374527
llava_1_5_7b,attention_distribution,REAL,top32_mass,22,3931,0.5912100168106605,0.07510732312222701,0.586620569229126,0.54220050573349,0.6379392743110657
llava_1_5_7b,attention_distribution,REAL,top32_mass,23,3931,0.6056765409196433,0.07349612446600629,0.605229914188385,0.5572308003902435,0.6525388062000275
llava_1_5_7b,attention_distribution,REAL,top32_mass,24,3931,0.6157673367165755,0.06789344262667128,0.6157722473144531,0.5707244873046875,0.6611849367618561
llava_1_5_7b,attention_distribution,REAL,top32_mass,25,3931,0.5725996480798394,0.07534127362792548,0.5704096555709839,0.5226478278636932,0.621816873550415
llava_1_5_7b,attention_distribution,REAL,top32_mass,26,3931,0.561839036391425,0.0608390831850081,0.5597507357597351,0.5209799408912659,0.5996173024177551
llava_1_5_7b,attention_distribution,REAL,top32_mass,27,3931,0.5491848556148099,0.06924938951836303,0.5451853275299072,0.49956414103507996,0.5925788581371307
llava_1_5_7b,attention_distribution,REAL,top32_mass,28,3931,0.6220499261724709,0.06236085700346913,0.6207219362258911,0.58058962225914,0.6616547703742981
llava_1_5_7b,attention_distribution,REAL,top32_mass,29,3931,0.6001827452086335,0.06854582486273562,0.5968047976493835,0.5530799627304077,0.642767459154129
llava_1_5_7b,attention_distribution,REAL,top32_mass,30,3931,0.49972156138251494,0.06189638921303455,0.4950624704360962,0.4573637396097183,0.5364828705787659
llava_1_5_7b,attention_distribution,REAL,top32_mass,31,3931,0.503108001602906,0.05286934699834574,0.5020180344581604,0.4671845883131027,0.5380494594573975
llava_1_5_7b,attention_distribution,REAL,top32_mass,32,3931,0.4044923551117182,0.04260637661338499,0.4021194875240326,0.37508633732795715,0.4317537099123001
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,1,2005,0.9752617912696782,0.006094396889946057,0.9759629964828491,0.9726397395133972,0.979020357131958
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,2,2005,0.9410908953507345,0.019511186088329007,0.942751944065094,0.9282126426696777,0.9560474157333374
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,3,2005,0.5609146674003387,0.15441833393712018,0.5556554794311523,0.42669108510017395,0.6832498908042908
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,4,2005,0.509048367698591,0.15663844656131828,0.49809539318084717,0.37395989894866943,0.6239175796508789
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,5,2005,0.5424081667403033,0.1444570188402871,0.5310022234916687,0.42145514488220215,0.6475368738174438
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,6,2005,0.5989960802314882,0.12933213817445188,0.591482937335968,0.4979195296764374,0.6931063532829285
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,7,2005,0.6122303274652905,0.11777151967411749,0.611147940158844,0.5250312089920044,0.6966454982757568
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,8,2005,0.663323599233889,0.12284414559392708,0.663506269454956,0.5728969573974609,0.7605164051055908
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,9,2005,0.7066389923232452,0.1014650087707457,0.705511748790741,0.6368209719657898,0.7844305038452148
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,10,2005,0.7189959576450976,0.0897777311327498,0.7226929664611816,0.6603373885154724,0.7850699424743652
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,11,2005,0.7413915374927093,0.07427716145662318,0.7442676424980164,0.6944489479064941,0.7915648818016052
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,12,2005,0.7542776545681561,0.06940872870689849,0.7607548832893372,0.7168819904327393,0.8012210130691528
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,13,2005,0.7016695575226573,0.07294615513813882,0.7044227123260498,0.656915009021759,0.7510449290275574
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,14,2005,0.7617130367535903,0.06308779983532393,0.7694064974784851,0.7273110747337341,0.8038156032562256
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,15,2005,0.7137863152639528,0.06990071910659958,0.7245893478393555,0.6799307465553284,0.7620049118995667
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,16,2005,0.7493552564980086,0.06292385925256809,0.7586312294006348,0.7143234014511108,0.7920823693275452
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,17,2005,0.7659238078499078,0.057738463258839405,0.7727070450782776,0.7347961664199829,0.805419921875
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,18,2005,0.7176010871468637,0.06635319088586199,0.7261050343513489,0.6819624304771423,0.7633638381958008
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,19,2005,0.6780082379196053,0.06983952386516486,0.6871078014373779,0.6412034630775452,0.726335346698761
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,20,2005,0.7034637132041769,0.07128090191431687,0.7144191265106201,0.6671954989433289,0.7524715065956116
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,21,2005,0.7393005020154682,0.05709717332342309,0.7471961379051208,0.7085047960281372,0.7792680859565735
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,22,2005,0.6909782394952607,0.06659370055017595,0.699677050113678,0.6547359228134155,0.7363064289093018
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,23,2005,0.6633593019701893,0.07150153650704959,0.670695960521698,0.624582827091217,0.713404655456543
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,24,2005,0.6798933992585042,0.06782858379162202,0.6889135837554932,0.6424526572227478,0.7257601022720337
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,25,2005,0.7034828668520635,0.0661435048747169,0.7123220562934875,0.6693726778030396,0.7479672431945801
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,26,2005,0.7364655538390105,0.05348304049284546,0.7417880296707153,0.7063379287719727,0.7725812792778015
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,27,2005,0.7437098078150999,0.06161120782574898,0.752526044845581,0.7114684581756592,0.7861032485961914
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,28,2005,0.7257160264060384,0.0770974202440351,0.7310177683830261,0.6724123954772949,0.7829204797744751
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,29,2005,0.7575711270668858,0.05828612216090813,0.7638504505157471,0.7253013849258423,0.7969889044761658
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,30,2005,0.7907615129192571,0.04710957099740754,0.7968438267707825,0.7645578384399414,0.8231058716773987
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,31,2005,0.7868404824240249,0.06135733361180139,0.7919118404388428,0.750478982925415,0.8287065029144287
llava_1_5_7b,attention_evidence,HALL,normalized_entropy,32,2005,0.8575545857374804,0.04360593154574701,0.8604955673217773,0.8301787972450256,0.8883135318756104
llava_1_5_7b,attention_evidence,HALL,top32_mass,1,2005,0.13172861184934131,0.011425082661935242,0.13160447776317596,0.12473782151937485,0.13866186141967773
llava_1_5_7b,attention_evidence,HALL,top32_mass,2,2005,0.23868424381103895,0.04997002376885954,0.23718667030334473,0.20143690705299377,0.27306297421455383
llava_1_5_7b,attention_evidence,HALL,top32_mass,3,2005,0.7350614483517007,0.15267481190908563,0.7540774345397949,0.6303226947784424,0.8711223006248474
llava_1_5_7b,attention_evidence,HALL,top32_mass,4,2005,0.7756464307444946,0.1479855161285098,0.801782488822937,0.677173912525177,0.9056686162948608
llava_1_5_7b,attention_evidence,HALL,top32_mass,5,2005,0.7542734631279163,0.14196532849339286,0.7751372456550598,0.6568210124969482,0.8781650066375732
llava_1_5_7b,attention_evidence,HALL,top32_mass,6,2005,0.7060120244721819,0.1372631755645388,0.7243640422821045,0.6109936833381653,0.8191347122192383
llava_1_5_7b,attention_evidence,HALL,top32_mass,7,2005,0.709764350842954,0.12223497489696243,0.7208641171455383,0.6280934810638428,0.8099262714385986
llava_1_5_7b,attention_evidence,HALL,top32_mass,8,2005,0.641263522159429,0.1399941587277929,0.6512605547904968,0.5380388498306274,0.755158543586731
llava_1_5_7b,attention_evidence,HALL,top32_mass,9,2005,0.602260036064205,0.1262612000067353,0.6099578142166138,0.5144564509391785,0.69791579246521
llava_1_5_7b,attention_evidence,HALL,top32_mass,10,2005,0.599295623879183,0.1144129000684497,0.603070080280304,0.5191327333450317,0.6831735372543335
llava_1_5_7b,attention_evidence,HALL,top32_mass,11,2005,0.585253693821127,0.10320240074736227,0.5876132845878601,0.5203142166137695,0.6579436659812927
llava_1_5_7b,attention_evidence,HALL,top32_mass,12,2005,0.5826875378068843,0.1013761608828585,0.5814390182495117,0.5161516070365906,0.6490001678466797
llava_1_5_7b,attention_evidence,HALL,top32_mass,13,2005,0.6572290611683281,0.09921998433864883,0.6610549688339233,0.5909801125526428,0.7270424962043762
llava_1_5_7b,attention_evidence,HALL,top32_mass,14,2005,0.5681545028068181,0.09404319547943274,0.5634709596633911,0.5046827793121338,0.6291050910949707
llava_1_5_7b,attention_evidence,HALL,top32_mass,15,2005,0.6465361295495544,0.09558888855536452,0.6428983807563782,0.5806012749671936,0.7084246277809143
llava_1_5_7b,attention_evidence,HALL,top32_mass,16,2005,0.5885012705427155,0.09408938902500324,0.5818171501159668,0.5233489274978638,0.6519880294799805
llava_1_5_7b,attention_evidence,HALL,top32_mass,17,2005,0.5555591002515426,0.09079917754335053,0.5500345826148987,0.49722087383270264,0.6129671931266785
llava_1_5_7b,attention_evidence,HALL,top32_mass,18,2005,0.6439366890902531,0.0951437489773855,0.64473956823349,0.576636791229248,0.7062384486198425
llava_1_5_7b,attention_evidence,HALL,top32_mass,19,2005,0.6895298349887058,0.08441156337586972,0.6920866370201111,0.6322291493415833,0.7459197640419006
llava_1_5_7b,attention_evidence,HALL,top32_mass,20,2005,0.65269283624064,0.0950059315038243,0.6503942608833313,0.5897839665412903,0.7156425714492798
llava_1_5_7b,attention_evidence,HALL,top32_mass,21,2005,0.602180041354196,0.08712466128162831,0.5985249280929565,0.5417807698249817,0.6581414937973022
llava_1_5_7b,attention_evidence,HALL,top32_mass,22,2005,0.6701683527662272,0.09048334469978234,0.668715238571167,0.6064502596855164,0.7296607494354248
llava_1_5_7b,attention_evidence,HALL,top32_mass,23,2005,0.7107397844666554,0.08961604823015153,0.713782787322998,0.6495980024337769,0.7734827995300293
llava_1_5_7b,attention_evidence,HALL,top32_mass,24,2005,0.6975776289615251,0.0850699295964837,0.6989966034889221,0.6417421102523804,0.7569077014923096
llava_1_5_7b,attention_evidence,HALL,top32_mass,25,2005,0.6578405746349373,0.09368864667726086,0.6558948159217834,0.594530463218689,0.7209777235984802
llava_1_5_7b,attention_evidence,HALL,top32_mass,26,2005,0.6211028038117654,0.08024908018518469,0.6196975111961365,0.5676069259643555,0.6741971969604492
llava_1_5_7b,attention_evidence,HALL,top32_mass,27,2005,0.6045747692448242,0.09204102900440583,0.5992475748062134,0.5373860597610474,0.6651339530944824
llava_1_5_7b,attention_evidence,HALL,top32_mass,28,2005,0.5923475614658318,0.09667285133125164,0.5924898386001587,0.5265733003616333,0.6617302894592285
llava_1_5_7b,attention_evidence,HALL,top32_mass,29,2005,0.5875839439562134,0.0868752723991874,0.5850321054458618,0.5287603139877319,0.6456608772277832
llava_1_5_7b,attention_evidence,HALL,top32_mass,30,2005,0.5264735921957249,0.0790793869495523,0.5193654298782349,0.4708743691444397,0.575363278388977
llava_1_5_7b,attention_evidence,HALL,top32_mass,31,2005,0.5053876369002454,0.0851838021972376,0.5028614401817322,0.44786012172698975,0.5623170137405396
llava_1_5_7b,attention_evidence,HALL,top32_mass,32,2005,0.3911428703780186,0.0734145387097374,0.3870444595813751,0.34308600425720215,0.43961748480796814
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,1,3931,0.9739935546241563,0.0053693749898234685,0.9743311405181885,0.9712294340133667,0.9772029221057892
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,2,3931,0.941879419584791,0.017477030467664585,0.9437856674194336,0.9321666061878204,0.9542511105537415
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,3,3931,0.5599359408138485,0.1268586003317106,0.5571216344833374,0.46782003343105316,0.6416063904762268
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,4,3931,0.5450230581376486,0.12667634715914952,0.5374358892440796,0.45023563504219055,0.6204512715339661
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,5,3931,0.5820378105214642,0.11247473555837315,0.5774137377738953,0.5007956624031067,0.654250979423523
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,6,3931,0.6422093321624466,0.09833947937557104,0.6410655379295349,0.573642760515213,0.7088944315910339
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,7,3931,0.6730843443765618,0.0768982215339068,0.6757147312164307,0.6222005784511566,0.7275938391685486
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,8,3931,0.7088681901420112,0.07756458503278625,0.7111961841583252,0.658782422542572,0.7627489864826202
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,9,3931,0.732872151412663,0.06414701081943029,0.7351579666137695,0.6901664137840271,0.776585578918457
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,10,3931,0.7436412377716536,0.05938260707192698,0.7455758452415466,0.7048624157905579,0.7835360169410706
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,11,3931,0.7541255136689774,0.05148090115366814,0.7558612823486328,0.7204894423484802,0.7894428968429565
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,12,3931,0.74548370123698,0.051066676766268665,0.7481907606124878,0.7114912271499634,0.7806300222873688
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,13,3931,0.7077521565563349,0.053417889432765146,0.7088995575904846,0.6726618707180023,0.7430571913719177
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,14,3931,0.7537233261957753,0.046393990115778425,0.7543066740036011,0.7234864830970764,0.78487628698349
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,15,3931,0.7133387774570211,0.053876497582359184,0.7168689966201782,0.680482029914856,0.749572366476059
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,16,3931,0.7428030365904121,0.047049175945008403,0.7453265190124512,0.7146863639354706,0.7741824984550476
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,17,3931,0.7527896483809976,0.04322480882146876,0.7556622624397278,0.7251457870006561,0.7833651602268219
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,18,3931,0.7292504199844254,0.046074302947830784,0.7318368554115295,0.6999495327472687,0.760614663362503
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,19,3931,0.6799256362113841,0.04716172324529244,0.6832746267318726,0.6513021886348724,0.7120272219181061
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,20,3931,0.7002430632198715,0.052744633597569944,0.7061452865600586,0.6695530414581299,0.7359996140003204
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,21,3931,0.7475282675557026,0.045121429203257256,0.7519142031669617,0.7209358513355255,0.7785433828830719
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,22,3931,0.7128403567761388,0.04861044754627684,0.7173562049865723,0.6849585473537445,0.7462659776210785
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,23,3931,0.7039125288254552,0.05181948749406729,0.7072855830192566,0.6737414598464966,0.7380863726139069
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,24,3931,0.7131484943290183,0.04854885790201179,0.7157726287841797,0.6838288605213165,0.7454632818698883
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,25,3931,0.7219783248670287,0.04932842014361854,0.726390540599823,0.692902684211731,0.7552810311317444
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,26,3931,0.7544369825695768,0.040514568776439254,0.7574235200881958,0.7309761941432953,0.7812352776527405
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,27,3931,0.7425928500522885,0.04587418233387868,0.7474928498268127,0.7169095575809479,0.7746312618255615
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,28,3931,0.7310958035163253,0.05420649326181445,0.7357118725776672,0.7001743018627167,0.7676829993724823
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,29,3931,0.7258601178803902,0.0563544161773546,0.7327016592025757,0.6954734921455383,0.763957142829895
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,30,3931,0.7745829196687085,0.042856285464131186,0.7795344591140747,0.7511649131774902,0.8045728504657745
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,31,3931,0.7888173264148307,0.0395869727368318,0.792202353477478,0.7645379900932312,0.8163518607616425
llava_1_5_7b,attention_evidence,REAL,normalized_entropy,32,3931,0.8549138679512885,0.030392208152559528,0.8571263551712036,0.8351131975650787,0.8764293789863586
llava_1_5_7b,attention_evidence,REAL,top32_mass,1,3931,0.13808280314479704,0.011374286077104837,0.13795435428619385,0.13115691393613815,0.14533187448978424
llava_1_5_7b,attention_evidence,REAL,top32_mass,2,3931,0.2368441719653739,0.04290854886665481,0.23335091769695282,0.20633961260318756,0.2621973007917404
llava_1_5_7b,attention_evidence,REAL,top32_mass,3,3931,0.7374808584361002,0.12471145174720205,0.7464818954467773,0.6571227014064789,0.8359403610229492
llava_1_5_7b,attention_evidence,REAL,top32_mass,4,3931,0.7438291862049773,0.12417623668841982,0.7570858597755432,0.6709236204624176,0.8415287435054779
llava_1_5_7b,attention_evidence,REAL,top32_mass,5,3931,0.7209932383872935,0.11397655183832218,0.7304967045783997,0.6485537588596344,0.8083959221839905
llava_1_5_7b,attention_evidence,REAL,top32_mass,6,3931,0.6676403965561241,0.10761402873689095,0.6732589602470398,0.5975708365440369,0.7466234266757965
llava_1_5_7b,attention_evidence,REAL,top32_mass,7,3931,0.6618140243189051,0.08829241086315,0.6654892563819885,0.6048478186130524,0.7254391610622406
llava_1_5_7b,attention_evidence,REAL,top32_mass,8,3931,0.6043864261009286,0.09632936073903706,0.6084458827972412,0.5400996804237366,0.6710878312587738
llava_1_5_7b,attention_evidence,REAL,top32_mass,9,3931,0.5896408855990883,0.08691043957932393,0.5907390117645264,0.5310763120651245,0.6512933075428009
llava_1_5_7b,attention_evidence,REAL,top32_mass,10,3931,0.5824061331479673,0.087454068091998,0.5853921175003052,0.5249794721603394,0.6422872841358185
llava_1_5_7b,attention_evidence,REAL,top32_mass,11,3931,0.5812690993721205,0.08048593889021251,0.5833579301834106,0.5278043150901794,0.637351006269455
llava_1_5_7b,attention_evidence,REAL,top32_mass,12,3931,0.6052514527915119,0.07972343560542192,0.6067979335784912,0.5526928305625916,0.6619143187999725
llava_1_5_7b,attention_evidence,REAL,top32_mass,13,3931,0.6619580339321014,0.07786385693346458,0.6657853126525879,0.6119140088558197,0.715818852186203
llava_1_5_7b,attention_evidence,REAL,top32_mass,14,3931,0.5874867109480901,0.07323659317845088,0.5898950695991516,0.5398806631565094,0.6379677355289459
llava_1_5_7b,attention_evidence,REAL,top32_mass,15,3931,0.6549438479003697,0.08209674832328019,0.6579471826553345,0.6023819148540497,0.7116056382656097
llava_1_5_7b,attention_evidence,REAL,top32_mass,16,3931,0.6079425112917902,0.07482815549174945,0.6080870032310486,0.5600877404212952,0.656671941280365
llava_1_5_7b,attention_evidence,REAL,top32_mass,17,3931,0.5869593761161944,0.07452814751883749,0.5850977897644043,0.5349756181240082,0.636985182762146
llava_1_5_7b,attention_evidence,REAL,top32_mass,18,3931,0.6296042486991145,0.0774634931107826,0.6304506063461304,0.5809110105037689,0.6828737854957581
llava_1_5_7b,attention_evidence,REAL,top32_mass,19,3931,0.7028521644844714,0.06634142260726855,0.7030729055404663,0.6611676812171936,0.7469089925289154
llava_1_5_7b,attention_evidence,REAL,top32_mass,20,3931,0.6681807628496098,0.08083146596758835,0.6658361554145813,0.6159490942955017,0.7191270887851715
