source,label,layer,metric,count,mean,std
new_jffn,hall,1,effective_token_count,1766,170.83657853330652,36.029571482987215
new_jffn,hall,1,gini,1766,0.4252876261352548,0.10544650733435748
new_jffn,hall,1,max_over_uniform,1766,13.053543923800285,7.87516629835898
new_jffn,hall,1,normalized_entropy,1766,0.922210270996677,0.04423706185055954
new_jffn,hall,1,top10_mass,1766,0.2411642163013143,0.07857330985544152
new_jffn,hall,1,top1_mass,1766,0.050990405952344865,0.030762368352964767
new_jffn,hall,1,top32_mass,1766,0.4118772159970765,0.09498833601332675
new_jffn,hall,1,top5_mass,1766,0.16223147243581973,0.06141189955092001
new_jffn,hall,2,effective_token_count,1766,93.33486453323106,19.919989591721
new_jffn,hall,2,gini,1766,0.6658037893499416,0.05223909633488782
new_jffn,hall,2,max_over_uniform,1766,25.620180650043597,10.462609048877413
new_jffn,hall,2,normalized_entropy,1766,0.813688155107563,0.040552560681497284
new_jffn,hall,2,top10_mass,1766,0.4087383984371868,0.06787069552105557
new_jffn,hall,2,top1_mass,1766,0.1000788306642328,0.040869566597177394
new_jffn,hall,2,top32_mass,1766,0.6157102267577451,0.05913182369274785
new_jffn,hall,2,top5_mass,1766,0.2949207562653692,0.06495148004945668
new_jffn,hall,3,effective_token_count,1766,62.085212563334345,22.349088881530434
new_jffn,hall,3,gini,1766,0.7563698401132499,0.05924073234322094
new_jffn,hall,3,max_over_uniform,1766,40.51405269994336,19.259730461600423
new_jffn,hall,3,normalized_entropy,1766,0.7316563015683456,0.07097397252018722
new_jffn,hall,3,top10_mass,1766,0.5184345288816017,0.1041207587894493
new_jffn,hall,3,top1_mass,1766,0.15825801835915376,0.07523332211562665
new_jffn,hall,3,top32_mass,1766,0.7169265927133042,0.07266701928791142
new_jffn,hall,3,top5_mass,1766,0.3970699890401733,0.10874124304944592
new_jffn,hall,4,effective_token_count,1766,70.25192024105672,20.628888697445092
new_jffn,hall,4,gini,1766,0.7391510373603717,0.056032648129060926
new_jffn,hall,4,max_over_uniform,1766,32.94791913005531,15.720416423217015
new_jffn,hall,4,normalized_entropy,1766,0.7583819490394398,0.05682747719052387
new_jffn,hall,4,top10_mass,1766,0.4782141664678216,0.09041705998661631
new_jffn,hall,4,top1_mass,1766,0.12870280910177856,0.061407876653191466
new_jffn,hall,4,top32_mass,1766,0.6997126900461225,0.06749414560420104
new_jffn,hall,4,top5_mass,1766,0.34981467127631233,0.0915227022662793
new_jffn,hall,5,effective_token_count,1766,85.91020936037108,23.08639013781149
new_jffn,hall,5,gini,1766,0.7046305584475516,0.05996504774924512
new_jffn,hall,5,max_over_uniform,1766,27.22586038212544,14.719612757586415
new_jffn,hall,5,normalized_entropy,1766,0.7956456511470227,0.05440880334010712
new_jffn,hall,5,top10_mass,1766,0.4070055181854578,0.0875113051510237
new_jffn,hall,5,top1_mass,1766,0.1063510171176775,0.05749848733432193
new_jffn,hall,5,top32_mass,1766,0.6496705708356568,0.07352970862827178
new_jffn,hall,5,top5_mass,1766,0.2893731539535293,0.08527455873908721
