model,split,metric,region,label,n,layer,mean,median,q25,q75
internvl_2_5_8b,train,raw_attention,BOS,1,7985,3,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,4,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,5,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,6,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,7,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,8,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,9,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,10,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,11,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,12,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,13,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,14,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,15,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,16,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,17,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,18,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,19,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,20,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,21,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,22,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,23,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,24,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,25,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,26,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,27,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,28,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,29,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,30,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,31,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,BOS,1,7985,32,0.0,0.0,0.0,0.0
internvl_2_5_8b,train,raw_attention,visual,0,1393,1,0.09535396751885523,0.08260805904865265,0.061807502061128616,0.11859260499477386
internvl_2_5_8b,train,raw_attention,visual,0,1393,2,0.04066068674748588,0.03960900381207466,0.030389783903956413,0.048746295273303986
internvl_2_5_8b,train,raw_attention,visual,0,1393,3,0.004619535304228551,0.004241760354489088,0.0031963856890797615,0.005693203769624233
internvl_2_5_8b,train,raw_attention,visual,0,1393,4,0.007278886052468298,0.006702805869281292,0.00509351771324873,0.00865052081644535
internvl_2_5_8b,train,raw_attention,visual,0,1393,5,0.021220082075489526,0.018222814425826073,0.013548053801059723,0.025460856035351753
internvl_2_5_8b,train,raw_attention,visual,0,1393,6,0.03313350373523394,0.02725784108042717,0.019281284883618355,0.039822351187467575
internvl_2_5_8b,train,raw_attention,visual,0,1393,7,0.03700547289084549,0.03128639608621597,0.02222791314125061,0.0446215383708477
internvl_2_5_8b,train,raw_attention,visual,0,1393,8,0.07748691416402366,0.0712728500366211,0.04773958772420883,0.09948121011257172
internvl_2_5_8b,train,raw_attention,visual,0,1393,9,0.04447210750128734,0.039891280233860016,0.031126078218221664,0.053032286465168
internvl_2_5_8b,train,raw_attention,visual,0,1393,10,0.15042268492920594,0.14569658041000366,0.09494536370038986,0.198298379778862
internvl_2_5_8b,train,raw_attention,visual,0,1393,11,0.07107234182543598,0.06692831218242645,0.04492691159248352,0.09141352772712708
internvl_2_5_8b,train,raw_attention,visual,0,1393,12,0.1185713613690636,0.1158192977309227,0.07268849015235901,0.15862081944942474
internvl_2_5_8b,train,raw_attention,visual,0,1393,13,0.19501649461651846,0.19670429825782776,0.1279694139957428,0.2575073540210724
internvl_2_5_8b,train,raw_attention,visual,0,1393,14,0.08384507329738716,0.07740095257759094,0.05126915127038956,0.10772375017404556
internvl_2_5_8b,train,raw_attention,visual,0,1393,15,0.1256983174219706,0.12418772280216217,0.08198078721761703,0.16699756681919098
internvl_2_5_8b,train,raw_attention,visual,0,1393,16,0.26294877536311395,0.2732101082801819,0.1696212887763977,0.3558890223503113
internvl_2_5_8b,train,raw_attention,visual,0,1393,17,0.19299792990654077,0.19271962344646454,0.12507309019565582,0.25225260853767395
internvl_2_5_8b,train,raw_attention,visual,0,1393,18,0.09204401518168076,0.0878969207406044,0.0542319230735302,0.12884189188480377
internvl_2_5_8b,train,raw_attention,visual,0,1393,19,0.17352096078889304,0.17098943889141083,0.1064470112323761,0.23436923325061798
internvl_2_5_8b,train,raw_attention,visual,0,1393,20,0.20930687804243073,0.2137366682291031,0.1383633017539978,0.2811223566532135
internvl_2_5_8b,train,raw_attention,visual,0,1393,21,0.17756177360433964,0.1752203404903412,0.11272797733545303,0.23916427791118622
internvl_2_5_8b,train,raw_attention,visual,0,1393,22,0.1069246176269229,0.10041006654500961,0.060132697224617004,0.14777880907058716
internvl_2_5_8b,train,raw_attention,visual,0,1393,23,0.06289976239819495,0.05460147187113762,0.03155774995684624,0.086991086602211
internvl_2_5_8b,train,raw_attention,visual,0,1393,24,0.038799395777381375,0.03550714626908302,0.021756894886493683,0.052906010299921036
internvl_2_5_8b,train,raw_attention,visual,0,1393,25,0.11274738718617817,0.10512273013591766,0.05116661265492439,0.16534648835659027
internvl_2_5_8b,train,raw_attention,visual,0,1393,26,0.07916206810559893,0.07202166318893433,0.035158995538949966,0.11771312355995178
internvl_2_5_8b,train,raw_attention,visual,0,1393,27,0.056500693310817,0.05130992829799652,0.02910693734884262,0.07779746502637863
internvl_2_5_8b,train,raw_attention,visual,0,1393,28,0.029504742580001315,0.027166079729795456,0.017413504421710968,0.039683155715465546
internvl_2_5_8b,train,raw_attention,visual,0,1393,29,0.09066099973097283,0.08201456815004349,0.047693926841020584,0.12741100788116455
internvl_2_5_8b,train,raw_attention,visual,0,1393,30,0.10692770073988608,0.10483769327402115,0.06634501367807388,0.1446860432624817
internvl_2_5_8b,train,raw_attention,visual,0,1393,31,0.09620859779281125,0.09194915741682053,0.05716244876384735,0.13062891364097595
internvl_2_5_8b,train,raw_attention,visual,0,1393,32,0.0798717275855572,0.07538017630577087,0.04939736798405647,0.10301154851913452
internvl_2_5_8b,train,raw_attention,visual,1,7985,1,0.1323461094499101,0.12864501774311066,0.08113560825586319,0.18029813468456268
internvl_2_5_8b,train,raw_attention,visual,1,7985,2,0.0482648182374588,0.046513743698596954,0.03635857626795769,0.05805523321032524
internvl_2_5_8b,train,raw_attention,visual,1,7985,3,0.005973278450697682,0.005511436145752668,0.0040457239374518394,0.007425617892295122
internvl_2_5_8b,train,raw_attention,visual,1,7985,4,0.00970301783821384,0.008882454596459866,0.006641884800046682,0.011980998329818249
internvl_2_5_8b,train,raw_attention,visual,1,7985,5,0.030610813174551877,0.02678259089589119,0.018633658066391945,0.04015220329165459
internvl_2_5_8b,train,raw_attention,visual,1,7985,6,0.061903060538053944,0.049562130123376846,0.031072841957211494,0.09194919466972351
internvl_2_5_8b,train,raw_attention,visual,1,7985,7,0.06291859437680629,0.05492983013391495,0.035003405064344406,0.08901277184486389
internvl_2_5_8b,train,raw_attention,visual,1,7985,8,0.1163922111226774,0.11589883267879486,0.0789128765463829,0.15265275537967682
internvl_2_5_8b,train,raw_attention,visual,1,7985,9,0.06859776734414702,0.06338904052972794,0.043625082820653915,0.09139394015073776
internvl_2_5_8b,train,raw_attention,visual,1,7985,10,0.21079843447578087,0.21594199538230896,0.1606934815645218,0.2673051655292511
internvl_2_5_8b,train,raw_attention,visual,1,7985,11,0.1065837706956469,0.10290035605430603,0.07380815595388412,0.1385922133922577
internvl_2_5_8b,train,raw_attention,visual,1,7985,12,0.17130602801028516,0.17320048809051514,0.12989471852779388,0.21627095341682434
internvl_2_5_8b,train,raw_attention,visual,1,7985,13,0.2512548303595495,0.2571302056312561,0.2083466649055481,0.30196240544319153
internvl_2_5_8b,train,raw_attention,visual,1,7985,14,0.12473207820188219,0.11986974626779556,0.08351410180330276,0.16487950086593628
internvl_2_5_8b,train,raw_attention,visual,1,7985,15,0.1678920085884225,0.17109763622283936,0.13033397495746613,0.20997756719589233
internvl_2_5_8b,train,raw_attention,visual,1,7985,16,0.320515609659959,0.33753836154937744,0.2664743661880493,0.386732280254364
internvl_2_5_8b,train,raw_attention,visual,1,7985,17,0.24522811807237177,0.25165465474128723,0.19684046506881714,0.30078983306884766
internvl_2_5_8b,train,raw_attention,visual,1,7985,18,0.12250649500708227,0.13067862391471863,0.09314080327749252,0.15487876534461975
internvl_2_5_8b,train,raw_attention,visual,1,7985,19,0.2284513299810043,0.2405993491411209,0.16834062337875366,0.28968939185142517
internvl_2_5_8b,train,raw_attention,visual,1,7985,20,0.2671613919810534,0.28295770287513733,0.21027807891368866,0.33256539702415466
internvl_2_5_8b,train,raw_attention,visual,1,7985,21,0.2327005385618911,0.24360541999340057,0.17490330338478088,0.2916097939014435
internvl_2_5_8b,train,raw_attention,visual,1,7985,22,0.14429992229474212,0.14887015521526337,0.09638410806655884,0.18897484242916107
internvl_2_5_8b,train,raw_attention,visual,1,7985,23,0.07915256993959406,0.07788880169391632,0.053313303738832474,0.10154367238283157
internvl_2_5_8b,train,raw_attention,visual,1,7985,24,0.047196943260164805,0.04494139552116394,0.03262517228722572,0.060027286410331726
internvl_2_5_8b,train,raw_attention,visual,1,7985,25,0.1416253618094732,0.14363707602024078,0.09051505476236343,0.18833984434604645
internvl_2_5_8b,train,raw_attention,visual,1,7985,26,0.1045536793369226,0.10765580832958221,0.06923240423202515,0.13952094316482544
internvl_2_5_8b,train,raw_attention,visual,1,7985,27,0.06641705085738617,0.0638701543211937,0.04341500997543335,0.08646003901958466
internvl_2_5_8b,train,raw_attention,visual,1,7985,28,0.035776010770834726,0.03412087261676788,0.02452973648905754,0.045651983469724655
internvl_2_5_8b,train,raw_attention,visual,1,7985,29,0.11321462856013148,0.10912249237298965,0.07403108477592468,0.1489628404378891
internvl_2_5_8b,train,raw_attention,visual,1,7985,30,0.1337497524365447,0.13232214748859406,0.09906364977359772,0.16868287324905396
internvl_2_5_8b,train,raw_attention,visual,1,7985,31,0.12318575192515785,0.1222594752907753,0.08984560519456863,0.15470892190933228
internvl_2_5_8b,train,raw_attention,visual,1,7985,32,0.11127209902910717,0.10682976990938187,0.07855900377035141,0.1398097723722458
internvl_2_5_8b,train,raw_attention,prompt,0,1393,1,0.2343733863475848,0.19860142469406128,0.1507750302553177,0.28880685567855835
internvl_2_5_8b,train,raw_attention,prompt,0,1393,2,0.6377788275073778,0.6393570303916931,0.6152278184890747,0.664104163646698
internvl_2_5_8b,train,raw_attention,prompt,0,1393,3,0.9575262075692565,0.9602407217025757,0.9507319331169128,0.9678224921226501
internvl_2_5_8b,train,raw_attention,prompt,0,1393,4,0.8978191562376686,0.8987181782722473,0.8851451277732849,0.9112400412559509
internvl_2_5_8b,train,raw_attention,prompt,0,1393,5,0.8204029018469877,0.8217607140541077,0.8000289797782898,0.8425391316413879
internvl_2_5_8b,train,raw_attention,prompt,0,1393,6,0.7507043073952668,0.7495061159133911,0.7245245575904846,0.7752313613891602
internvl_2_5_8b,train,raw_attention,prompt,0,1393,7,0.7375830273275656,0.7370057702064514,0.7120287418365479,0.764663815498352
internvl_2_5_8b,train,raw_attention,prompt,0,1393,8,0.6590688572628243,0.6602696776390076,0.6223273873329163,0.6950923204421997
internvl_2_5_8b,train,raw_attention,prompt,0,1393,9,0.6343351901861206,0.6306156516075134,0.5981826186180115,0.6646790504455566
internvl_2_5_8b,train,raw_attention,prompt,0,1393,10,0.5837604949907357,0.5819363594055176,0.5466572046279907,0.6196423172950745
internvl_2_5_8b,train,raw_attention,prompt,0,1393,11,0.5368812916224069,0.5340971350669861,0.5041573643684387,0.56767338514328
internvl_2_5_8b,train,raw_attention,prompt,0,1393,12,0.5582126296644834,0.5579668283462524,0.5163072347640991,0.6002581715583801
internvl_2_5_8b,train,raw_attention,prompt,0,1393,13,0.4802490608647669,0.4775525629520416,0.42169028520584106,0.5352078080177307
internvl_2_5_8b,train,raw_attention,prompt,0,1393,14,0.4590736801193844,0.4509281516075134,0.40626662969589233,0.5060415863990784
internvl_2_5_8b,train,raw_attention,prompt,0,1393,15,0.4778960762118917,0.47342991828918457,0.420786052942276,0.5316107273101807
internvl_2_5_8b,train,raw_attention,prompt,0,1393,16,0.44901588528128894,0.44223150610923767,0.3787737190723419,0.5096354484558105
internvl_2_5_8b,train,raw_attention,prompt,0,1393,17,0.46461949192057045,0.46314823627471924,0.39046478271484375,0.5393834710121155
internvl_2_5_8b,train,raw_attention,prompt,0,1393,18,0.5367904274222325,0.5337834358215332,0.49053215980529785,0.5758338570594788
internvl_2_5_8b,train,raw_attention,prompt,0,1393,19,0.46409422842744263,0.465867817401886,0.39612388610839844,0.529069185256958
internvl_2_5_8b,train,raw_attention,prompt,0,1393,20,0.5175815463622354,0.5106979608535767,0.46335119009017944,0.5653462409973145
internvl_2_5_8b,train,raw_attention,prompt,0,1393,21,0.5359200287532738,0.53117835521698,0.4758065938949585,0.5886408686637878
internvl_2_5_8b,train,raw_attention,prompt,0,1393,22,0.6433008993947069,0.6420852541923523,0.5946453213691711,0.6876222491264343
internvl_2_5_8b,train,raw_attention,prompt,0,1393,23,0.8069558942908447,0.8090662956237793,0.7749592661857605,0.8383960723876953
internvl_2_5_8b,train,raw_attention,prompt,0,1393,24,0.8079923055878836,0.813125491142273,0.7840740084648132,0.8363336324691772
internvl_2_5_8b,train,raw_attention,prompt,0,1393,25,0.7697087641422986,0.7695898413658142,0.7201147079467773,0.8165212273597717
internvl_2_5_8b,train,raw_attention,prompt,0,1393,26,0.8038643288766405,0.8001368641853333,0.7573561668395996,0.8499292135238647
internvl_2_5_8b,train,raw_attention,prompt,0,1393,27,0.8287897323073027,0.8303796648979187,0.800239622592926,0.8578981161117554
internvl_2_5_8b,train,raw_attention,prompt,0,1393,28,0.8266754210294791,0.8287577033042908,0.8092198967933655,0.8472423553466797
internvl_2_5_8b,train,raw_attention,prompt,0,1393,29,0.6913417113914134,0.6916691064834595,0.6532962322235107,0.731491208076477
internvl_2_5_8b,train,raw_attention,prompt,0,1393,30,0.6409209470952576,0.6373690366744995,0.6008244752883911,0.6769897937774658
internvl_2_5_8b,train,raw_attention,prompt,0,1393,31,0.6152445312592081,0.6133383512496948,0.5783835649490356,0.6513319611549377
internvl_2_5_8b,train,raw_attention,prompt,0,1393,32,0.48010817841925557,0.4786294400691986,0.4469010829925537,0.5120207667350769
internvl_2_5_8b,train,raw_attention,prompt,1,7985,1,0.3413443989790486,0.319490522146225,0.19379858672618866,0.49252304434776306
internvl_2_5_8b,train,raw_attention,prompt,1,7985,2,0.6566607675406062,0.657737135887146,0.6303714513778687,0.6832114458084106
internvl_2_5_8b,train,raw_attention,prompt,1,7985,3,0.9628824514602227,0.9663931131362915,0.954707145690918,0.9745694994926453
internvl_2_5_8b,train,raw_attention,prompt,1,7985,4,0.9099860874652564,0.9107796549797058,0.8962897062301636,0.9252347350120544
internvl_2_5_8b,train,raw_attention,prompt,1,7985,5,0.8447269112674162,0.8432846069335938,0.8190657496452332,0.8736152648925781
internvl_2_5_8b,train,raw_attention,prompt,1,7985,6,0.7691938260009159,0.7720702290534973,0.7410053610801697,0.7968966364860535
internvl_2_5_8b,train,raw_attention,prompt,1,7985,7,0.7560927376123093,0.7576221227645874,0.7246764898300171,0.7895336151123047
internvl_2_5_8b,train,raw_attention,prompt,1,7985,8,0.6785842264825729,0.6796149611473083,0.6364983916282654,0.7224804162979126
internvl_2_5_8b,train,raw_attention,prompt,1,7985,9,0.6750754414869236,0.6684483289718628,0.6247022151947021,0.7277312874794006
internvl_2_5_8b,train,raw_attention,prompt,1,7985,10,0.5965924355859822,0.5964435338973999,0.5530100464820862,0.6385145783424377
internvl_2_5_8b,train,raw_attention,prompt,1,7985,11,0.5820290283889568,0.5696583986282349,0.5268130302429199,0.6313409209251404
internvl_2_5_8b,train,raw_attention,prompt,1,7985,12,0.5798639080340816,0.57523113489151,0.5272209644317627,0.6329248547554016
internvl_2_5_8b,train,raw_attention,prompt,1,7985,13,0.5026996804388448,0.495158851146698,0.4370330274105072,0.5673985481262207
internvl_2_5_8b,train,raw_attention,prompt,1,7985,14,0.5067146902317246,0.49970558285713196,0.4291501045227051,0.5811250805854797
internvl_2_5_8b,train,raw_attention,prompt,1,7985,15,0.5170562955332161,0.5122647881507874,0.4435728192329407,0.5913087725639343
internvl_2_5_8b,train,raw_attention,prompt,1,7985,16,0.46779248442923044,0.45924609899520874,0.3889024257659912,0.5402928590774536
internvl_2_5_8b,train,raw_attention,prompt,1,7985,17,0.4776759365516375,0.47529375553131104,0.39330893754959106,0.5584878325462341
internvl_2_5_8b,train,raw_attention,prompt,1,7985,18,0.5598129146906757,0.5539869070053101,0.5058836936950684,0.6111894249916077
internvl_2_5_8b,train,raw_attention,prompt,1,7985,19,0.459107735993792,0.4582790732383728,0.3913826644420624,0.5187980532646179
internvl_2_5_8b,train,raw_attention,prompt,1,7985,20,0.4988007541477643,0.4926610291004181,0.4508507549762726,0.5395906567573547
internvl_2_5_8b,train,raw_attention,prompt,1,7985,21,0.5328586173490502,0.52850341796875,0.4710266888141632,0.5902639031410217
internvl_2_5_8b,train,raw_attention,prompt,1,7985,22,0.6484255528853099,0.64897620677948,0.6030697226524353,0.6959481835365295
internvl_2_5_8b,train,raw_attention,prompt,1,7985,23,0.8124114714045038,0.8138898015022278,0.782561719417572,0.8433627486228943
internvl_2_5_8b,train,raw_attention,prompt,1,7985,24,0.8157443891933133,0.817817211151123,0.7902513146400452,0.8438830971717834
internvl_2_5_8b,train,raw_attention,prompt,1,7985,25,0.7719200944557142,0.7730082273483276,0.7298277020454407,0.8123994469642639
internvl_2_5_8b,train,raw_attention,prompt,1,7985,26,0.8014694847460456,0.7994964718818665,0.7610006332397461,0.8379842042922974
internvl_2_5_8b,train,raw_attention,prompt,1,7985,27,0.8433630217069675,0.8462226986885071,0.8172296285629272,0.8735949397087097
internvl_2_5_8b,train,raw_attention,prompt,1,7985,28,0.8378303150945555,0.8397053480148315,0.8191156983375549,0.8584438562393188
internvl_2_5_8b,train,raw_attention,prompt,1,7985,29,0.707081069163255,0.70912766456604,0.6664159297943115,0.7494471669197083
internvl_2_5_8b,train,raw_attention,prompt,1,7985,30,0.657763268265339,0.6543124914169312,0.6128574013710022,0.6988323330879211
internvl_2_5_8b,train,raw_attention,prompt,1,7985,31,0.6316450185527933,0.6292099952697754,0.5872762799263,0.6733372807502747
internvl_2_5_8b,train,raw_attention,prompt,1,7985,32,0.4967198680099578,0.4948104918003082,0.457120418548584,0.5354618430137634
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,1,0.6702677131726086,0.7140896916389465,0.5910562872886658,0.7861296534538269
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,2,0.32156275858873956,0.32088595628738403,0.2961089611053467,0.3464040756225586
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,3,0.03783562013107885,0.03501494973897934,0.02755311131477356,0.04505791515111923
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,4,0.0948934413423148,0.09461148083209991,0.08144182711839676,0.10709311813116074
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,5,0.1583665664129264,0.15926043689250946,0.1368561089038849,0.17970065772533417
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,6,0.21616681545373784,0.22095374763011932,0.18852542340755463,0.2501016855239868
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,7,0.22540845305305202,0.2294151484966278,0.199320986866951,0.254928320646286
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,8,0.2634403354783154,0.26676666736602783,0.22118982672691345,0.3100694417953491
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,9,0.3211870008901735,0.3278944790363312,0.2877453565597534,0.36481958627700806
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,10,0.2658150258867842,0.2688978314399719,0.21804241836071014,0.3158104717731476
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,11,0.3920430711390984,0.4000528156757355,0.3588963449001312,0.43546581268310547
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,12,0.32321665262200383,0.32690489292144775,0.2770226001739502,0.3724319636821747
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,13,0.3247346913031512,0.32479894161224365,0.2769602835178375,0.3779144287109375
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,14,0.4570800735958172,0.46461692452430725,0.40253713726997375,0.5226324200630188
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,15,0.39640536076908733,0.40238630771636963,0.33791765570640564,0.46076691150665283
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,16,0.2880344492679479,0.2841489017009735,0.22165419161319733,0.35313448309898376
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,17,0.34237880836864726,0.34134411811828613,0.28392523527145386,0.40024325251579285
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,18,0.3711670221866504,0.37317222356796265,0.33020105957984924,0.4141514301300049
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,19,0.36238251484754014,0.36089542508125305,0.3147052228450775,0.4128953814506531
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,20,0.2731150048333625,0.26700082421302795,0.22760112583637238,0.3103114068508148
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,21,0.286512709501529,0.28812649846076965,0.24171201884746552,0.3282923400402069
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,22,0.24976884277921227,0.2522199749946594,0.21057802438735962,0.2890312373638153
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,23,0.13013718280959968,0.12745599448680878,0.09955258667469025,0.15785303711891174
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,24,0.15320723826080368,0.14459271728992462,0.12250138819217682,0.17296361923217773
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,25,0.11753563367750305,0.11436381936073303,0.08891023695468903,0.14252644777297974
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,26,0.11696482900388362,0.1149035319685936,0.08827624469995499,0.1441764533519745
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,27,0.1147050112726572,0.1106121838092804,0.08831557631492615,0.13637401163578033
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,28,0.143809796422613,0.14154912531375885,0.1226368173956871,0.16170956194400787
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,29,0.21799345583536603,0.21447771787643433,0.18282251060009003,0.24862805008888245
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,30,0.25215539550147975,0.25204575061798096,0.21688520908355713,0.29093751311302185
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,31,0.2885450698376472,0.2899083197116852,0.24986505508422852,0.3303462862968445
internvl_2_5_8b,train,raw_attention,generated_text,0,1393,32,0.44002284580268025,0.444183886051178,0.4089815020561218,0.4765077531337738
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,1,0.5263051621042047,0.5459012985229492,0.3158877491950989,0.7224990725517273
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,2,0.29507212611982503,0.2951405942440033,0.2614859938621521,0.3272020220756531
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,3,0.031119628051621287,0.028080275282263756,0.018819870427250862,0.04002298414707184
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,4,0.08030157770352693,0.08055302500724792,0.06461291015148163,0.09494759142398834
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,5,0.12465869561327608,0.12974797189235687,0.08949776738882065,0.15763595700263977
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,6,0.1689039852729087,0.17195773124694824,0.10873104631900787,0.223877415060997
internvl_2_5_8b,train,raw_attention,generated_text,1,7985,7,0.18098541197268456,0.18654553592205048,0.1285361796617508,0.2309969812631607
