block,dimensions,hall_auroc,hall_aupr
adj_A_all,31,0.5299754239770841,0.16165393091527863
adj_A_top32,31,0.5165759306880202,0.15920285145407337
adj_E_all,31,0.5580221997981837,0.17589428614010683
adj_E_top32,31,0.5446193157774811,0.1727515648961786
