model,feature_set,dimensions,seed_mean_auroc,seed_std_auroc,ensemble_auroc,seed_mean_hall_aupr,ensemble_hall_aupr,seed_mean_hall_f1
internvl_2_5_8b,adj_A_all,31,0.7945293483646726,0.0011142664846154956,0.800154346104185,0.3833364522757064,0.3927492010318478,0.25402853808164033
internvl_2_5_8b,adj_A_top32,31,0.7825306793398652,0.0019224751892352883,0.7885946638021767,0.37284428416714926,0.3856531716871533,0.1884813381801236
internvl_2_5_8b,adj_E_all,31,0.784911651096427,0.001681439261225511,0.7894057268101082,0.3795693932447281,0.3886258707820217,0.2645047008956815
internvl_2_5_8b,adj_E_top32,31,0.7687062143521081,0.0029323256494147814,0.7737595347373675,0.36394380847620034,0.3717706850524772,0.18820779842595084
