head,seed,auroc,hall_aupr,hall_precision,hall_recall,hall_f1,fixed_0_5_hall_precision,fixed_0_5_hall_recall,fixed_0_5_hall_f1,decision_threshold,best_epoch
one_output_bce,43,0.8876922711859305,0.6482807083971489,0.654014598540146,0.6318758815232722,0.642754662840746,0.5204778156996587,0.8603667136812412,0.6485911749069644,0.19253534078598022,98
one_output_bce,44,0.889045121837585,0.6578411221018428,0.6386066763425254,0.6205923836389281,0.6294706723891274,0.5203996669442131,0.8815232722143864,0.6544502617801047,0.22078366577625275,81
one_output_bce,45,0.8907984741580928,0.6649209091798073,0.664576802507837,0.5980253878702397,0.629547141796585,0.5003933910306845,0.8970380818053597,0.6424242424242425,0.19058802723884583,94
two_output_cross_entropy,43,0.886346944409558,0.6652507445726697,0.6364942528735632,0.6248236953455572,0.6306049822064057,0.5711297071129707,0.770098730606488,0.6558558558558558,0.27413368225097656,94
two_output_cross_entropy,44,0.8853127009381114,0.6602226189795912,0.6415929203539823,0.613540197461213,0.6272530641672674,0.5495327102803739,0.8293370944992948,0.6610455311973018,0.20676755905151367,100
two_output_cross_entropy,45,0.8901517102636656,0.6578457670911769,0.6309362279511533,0.6558533145275035,0.6431535269709544,0.5483870967741935,0.8392101551480959,0.6633221850613155,0.22029000520706177,97
