model,split,label,layer,n,mean,median,q25,q75
internvl_2_5_8b,test,0,21,373,0.15705782175064087,0.1505395472049713,0.12558427453041077,0.18769338726997375
internvl_2_5_8b,test,0,22,373,0.18962915241718292,0.1848629266023636,0.15281367301940918,0.2234487682580948
internvl_2_5_8b,test,0,23,373,0.1995621770620346,0.19777946174144745,0.1652500480413437,0.2342771589756012
internvl_2_5_8b,test,0,24,373,0.18836089968681335,0.1856852024793625,0.15046736598014832,0.221088245511055
internvl_2_5_8b,test,0,25,373,0.1563190370798111,0.1510462462902069,0.12844212353229523,0.18400926887989044
internvl_2_5_8b,test,0,26,373,0.15372774004936218,0.14805683493614197,0.1234586164355278,0.18264217674732208
internvl_2_5_8b,test,0,27,373,0.1393035650253296,0.13548895716667175,0.11340092867612839,0.1615138053894043
internvl_2_5_8b,test,0,28,373,0.15126433968544006,0.153550386428833,0.12337582558393478,0.17514841258525848
internvl_2_5_8b,test,0,29,373,0.1766185462474823,0.17428486049175262,0.1387249231338501,0.21332108974456787
internvl_2_5_8b,test,0,30,373,0.1437736451625824,0.13976158201694489,0.11611815541982651,0.16844147443771362
internvl_2_5_8b,test,0,31,373,0.18126612901687622,0.17965470254421234,0.14611418545246124,0.21860769391059875
internvl_2_5_8b,test,0,32,373,0.21910665929317474,0.2197873294353485,0.18965375423431396,0.2559848129749298
internvl_2_5_8b,test,1,1,2008,0.2069399207830429,0.20486874878406525,0.1740489900112152,0.23731936141848564
internvl_2_5_8b,test,1,2,2008,0.2639397978782654,0.2627214789390564,0.24332887679338455,0.2837701514363289
internvl_2_5_8b,test,1,3,2008,0.22205577790737152,0.22034907341003418,0.19562334567308426,0.24533791467547417
internvl_2_5_8b,test,1,4,2008,0.18558096885681152,0.18454889953136444,0.16561320424079895,0.20529603958129883
internvl_2_5_8b,test,1,5,2008,0.16617095470428467,0.16474062204360962,0.14495502412319183,0.18582772091031075
internvl_2_5_8b,test,1,6,2008,0.1282992660999298,0.12554490566253662,0.10932027362287045,0.14354372397065163
internvl_2_5_8b,test,1,7,2008,0.1340201050043106,0.13193929195404053,0.11573683470487595,0.15022553130984306
internvl_2_5_8b,test,1,8,2008,0.10988035798072815,0.10668711364269257,0.09353058971464634,0.12417729943990707
internvl_2_5_8b,test,1,9,2008,0.11439600586891174,0.11279797554016113,0.09760497510433197,0.1301839016377926
internvl_2_5_8b,test,1,10,2008,0.08522272855043411,0.08133509010076523,0.06789123266935349,0.09908987954258919
internvl_2_5_8b,test,1,11,2008,0.10718869417905807,0.10236267745494843,0.08552079647779465,0.1237870492041111
internvl_2_5_8b,test,1,12,2008,0.08268049359321594,0.07866068184375763,0.06496081501245499,0.09637714736163616
internvl_2_5_8b,test,1,13,2008,0.11070691049098969,0.10741900652647018,0.08659558370709419,0.12999367713928223
internvl_2_5_8b,test,1,14,2008,0.09297357499599457,0.08910898864269257,0.07736897468566895,0.10559325106441975
internvl_2_5_8b,test,1,15,2008,0.08399315178394318,0.0796949714422226,0.06600607745349407,0.0972922146320343
internvl_2_5_8b,test,1,16,2008,0.10430562496185303,0.09826211631298065,0.07956593669950962,0.12186052650213242
internvl_2_5_8b,test,1,17,2008,0.09586519002914429,0.09134260565042496,0.07685630023479462,0.11005426198244095
internvl_2_5_8b,test,1,18,2008,0.10086683183908463,0.0968460813164711,0.0787991564720869,0.11919879168272018
internvl_2_5_8b,test,1,19,2008,0.10730232298374176,0.10317657887935638,0.08790580555796623,0.12353601679205894
internvl_2_5_8b,test,1,20,2008,0.12946687638759613,0.1243940144777298,0.10398961789906025,0.14762718603014946
internvl_2_5_8b,test,1,21,2008,0.143238365650177,0.13774749636650085,0.11546029709279537,0.1683681271970272
internvl_2_5_8b,test,1,22,2008,0.1821286529302597,0.1777055263519287,0.1482325792312622,0.21285516023635864
internvl_2_5_8b,test,1,23,2008,0.1851004660129547,0.18185725808143616,0.15464191511273384,0.21191304177045822
internvl_2_5_8b,test,1,24,2008,0.17981693148612976,0.17692933976650238,0.14873509854078293,0.2080930843949318
internvl_2_5_8b,test,1,25,2008,0.15629902482032776,0.15141631662845612,0.1286322884261608,0.17961816489696503
internvl_2_5_8b,test,1,26,2008,0.14332742989063263,0.13925164937973022,0.11681045591831207,0.16426650434732437
internvl_2_5_8b,test,1,27,2008,0.13921445608139038,0.13558271527290344,0.11366606503725052,0.1586631014943123
internvl_2_5_8b,test,1,28,2008,0.14621824026107788,0.1446554958820343,0.1202740054577589,0.16939183697104454
internvl_2_5_8b,test,1,29,2008,0.16445007920265198,0.15989848971366882,0.13402428105473518,0.1915469467639923
internvl_2_5_8b,test,1,30,2008,0.14124087989330292,0.13690286874771118,0.113387206569314,0.1646677404642105
internvl_2_5_8b,test,1,31,2008,0.16788923740386963,0.16432836651802063,0.13402687013149261,0.19668707624077797
internvl_2_5_8b,test,1,32,2008,0.214705228805542,0.21385158598423004,0.1862196996808052,0.2425065003335476
