model,group,classifier,seed,AUROC,HALL_AUPR
internvl_2_5_8b,visual,three_hidden,43,0.8732880277617119,0.5464196706105099
internvl_2_5_8b,visual,three_hidden,44,0.8700549450549451,0.5426699611477838
internvl_2_5_8b,visual,three_hidden,45,0.8735135916714865,0.5644927884439292
internvl_2_5_8b,visual,one_hidden,43,0.866497975708502,0.5821978119785406
internvl_2_5_8b,visual,one_hidden,44,0.8676836321573163,0.5789754465638148
internvl_2_5_8b,visual,one_hidden,45,0.8577877385772124,0.5477850716477952
internvl_2_5_8b,visual,xgb,43,0.8557171775592828,0.5068760423170342
internvl_2_5_8b,visual,xgb,44,0.8557171775592828,0.5068760423170342
internvl_2_5_8b,visual,xgb,45,0.8557171775592828,0.5068760423170342
internvl_2_5_8b,visual_prompt_sum,three_hidden,43,0.8613967611336034,0.5007572542225163
internvl_2_5_8b,visual_prompt_sum,three_hidden,44,0.867643146327357,0.5250750630483205
internvl_2_5_8b,visual_prompt_sum,three_hidden,45,0.8611943319838056,0.5193330400617876
internvl_2_5_8b,visual_prompt_sum,one_hidden,43,0.8382504337767496,0.49228701009119774
internvl_2_5_8b,visual_prompt_sum,one_hidden,44,0.8167524580682476,0.44573000396315005
internvl_2_5_8b,visual_prompt_sum,one_hidden,45,0.811657027183343,0.4389472266358929
internvl_2_5_8b,visual_prompt_sum,xgb,43,0.8618478889531521,0.532873818336515
internvl_2_5_8b,visual_prompt_sum,xgb,44,0.8618478889531521,0.532873818336515
internvl_2_5_8b,visual_prompt_sum,xgb,45,0.8618478889531521,0.532873818336515
internvl_2_5_8b,generation,three_hidden,43,0.8397194910352805,0.4449691523056955
internvl_2_5_8b,generation,three_hidden,44,0.845375939849624,0.4944028868247614
internvl_2_5_8b,generation,three_hidden,45,0.8513273568536726,0.4978110071005778
internvl_2_5_8b,generation,one_hidden,43,0.8245488721804511,0.450861988500095
internvl_2_5_8b,generation,one_hidden,44,0.8191931752458068,0.42764906125906627
internvl_2_5_8b,generation,one_hidden,45,0.8298930017351069,0.46432291062833053
internvl_2_5_8b,generation,xgb,43,0.8308473105841526,0.463866254147918
internvl_2_5_8b,generation,xgb,44,0.8308473105841526,0.463866254147918
internvl_2_5_8b,generation,xgb,45,0.8308473105841526,0.463866254147918
internvl_2_5_8b,vp_generation,three_hidden,43,0.8650289184499711,0.5139491581702041
internvl_2_5_8b,vp_generation,three_hidden,44,0.8760063620589937,0.5523138345281978
internvl_2_5_8b,vp_generation,three_hidden,45,0.8796211683053787,0.5541915343704671
internvl_2_5_8b,vp_generation,one_hidden,43,0.8498178137651823,0.5143553374736135
internvl_2_5_8b,vp_generation,one_hidden,44,0.8497310584152689,0.5201368707371922
internvl_2_5_8b,vp_generation,one_hidden,45,0.8524783111625216,0.5186772912527852
internvl_2_5_8b,vp_generation,xgb,43,0.8762781954887218,0.5645602884574663
internvl_2_5_8b,vp_generation,xgb,44,0.8762781954887218,0.5645602884574663
internvl_2_5_8b,vp_generation,xgb,45,0.8762781954887218,0.5645602884574663
