feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,bounded_minus_raw_auroc,d_ot_ensemble_auroc,bounded_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
bounded_strength,32,0.8933403864841103,strength,0.8860167620366088,0.007323624447501453,,,0.6873862696911383,0.6585549445353852,0.6455101081335214,0.6518165999030648,0.8885679345168198,0.8927130110375251,0.8907212097465438
D_OT+bounded_strength,96,0.906418618003013,D_OT+strength,0.898662660106619,0.00775595789639405,0.8969501103405247,0.009468507662488301,0.6988554248505495,0.6581996380978993,0.6633756464503996,0.6598008885372603,0.9030881456714857,0.900622340237743,0.8966838809074719
