model,case_id,layer,regions,permutations,median_path_shapley_cosine,median_path_shapley_norm_relative_error,vector_completeness_relative_error
llava_1_5_7b,llava_1_5_7b:31446:48:32,32,16,128,0.9999997615814209,0.0008351973374374211,0.0
llava_1_5_7b,llava_1_5_7b:314557:9:16,16,8,128,0.9999531507492065,0.011223841458559036,0.0
llava_1_5_7b,llava_1_5_7b:314557:9:16,16,16,128,0.9999465346336365,0.011733904480934143,0.0
llava_1_5_7b,llava_1_5_7b:328791:13:32,32,8,128,0.999996542930603,0.0028634914197027683,0.0
llava_1_5_7b,llava_1_5_7b:328791:13:32,32,16,128,0.9999985694885254,0.0017113900976255536,0.0
llava_1_5_7b,llava_1_5_7b:351351:47:8,8,8,128,0.9999990463256836,0.001426133094355464,0.0
llava_1_5_7b,llava_1_5_7b:351351:47:8,8,16,128,0.9999982714653015,0.0018630169797688723,0.0
llava_1_5_7b,llava_1_5_7b:35738:68:8,8,8,128,0.999999463558197,0.0010029161348938942,0.0
llava_1_5_7b,llava_1_5_7b:35738:68:8,8,16,128,0.9999997019767761,0.0007934874156489968,0.0
llava_1_5_7b,llava_1_5_7b:36049:120:24,24,8,128,0.999997615814209,0.0023724911734461784,0.0
llava_1_5_7b,llava_1_5_7b:36049:120:24,24,16,128,0.9999977946281433,0.002151205437257886,0.0
llava_1_5_7b,llava_1_5_7b:361751:72:32,32,8,128,0.9999998211860657,0.0003744961286429316,0.0
llava_1_5_7b,llava_1_5_7b:361751:72:32,32,16,128,0.9999998807907104,0.0006592394784092903,0.0
llava_1_5_7b,llava_1_5_7b:361751:6:24,24,8,128,0.9999990463256836,0.0013800278538838029,0.0
llava_1_5_7b,llava_1_5_7b:361751:6:24,24,16,128,0.9999994039535522,0.001066367607563734,0.0
llava_1_5_7b,llava_1_5_7b:366178:36:16,16,8,128,0.9999755620956421,0.007704306393861771,0.0
llava_1_5_7b,llava_1_5_7b:366178:36:16,16,16,128,0.9999872446060181,0.005926280282437801,0.0
llava_1_5_7b,llava_1_5_7b:395124:78:8,8,8,128,0.9999997615814209,0.0008137320401147008,0.0
llava_1_5_7b,llava_1_5_7b:395124:78:8,8,16,128,0.9999997615814209,0.0008286658558063209,0.0
llava_1_5_7b,llava_1_5_7b:404462:65:8,8,8,128,0.9999995231628418,0.0009628534317016602,0.0
llava_1_5_7b,llava_1_5_7b:404462:65:8,8,16,128,0.9999980330467224,0.0019915103912353516,0.0
llava_1_5_7b,llava_1_5_7b:459987:12:24,24,8,128,0.9999991655349731,0.0013852831907570362,0.0
llava_1_5_7b,llava_1_5_7b:459987:12:24,24,16,128,0.9999990463256836,0.0013687224127352238,0.0
llava_1_5_7b,llava_1_5_7b:468012:66:16,16,8,128,0.9999939203262329,0.003305615158751607,0.0
llava_1_5_7b,llava_1_5_7b:468012:66:16,16,16,128,0.9999884366989136,0.0048935990780591965,0.0
llava_1_5_7b,llava_1_5_7b:47149:5:16,16,8,128,0.9999929666519165,0.004773082211613655,0.0
llava_1_5_7b,llava_1_5_7b:47149:5:16,16,16,128,0.9999865889549255,0.005224153399467468,0.0
llava_1_5_7b,llava_1_5_7b:500559:7:24,24,8,128,0.9999932050704956,0.00373227521777153,0.0
llava_1_5_7b,llava_1_5_7b:500559:7:24,24,16,128,0.999998152256012,0.0019086224492639303,0.0
llava_1_5_7b,llava_1_5_7b:50782:4:8,8,8,128,0.9999673366546631,0.00788494199514389,0.0
llava_1_5_7b,llava_1_5_7b:50782:4:8,8,16,128,0.9999830722808838,0.005958111025393009,0.0
llava_1_5_7b,llava_1_5_7b:514376:31:8,8,8,128,0.9999951124191284,0.002965689869597554,0.0
llava_1_5_7b,llava_1_5_7b:514376:31:8,8,16,128,0.9999961853027344,0.0027790903113782406,0.0
llava_1_5_7b,llava_1_5_7b:519611:7:8,8,8,128,0.9998598098754883,0.01680200733244419,0.0
llava_1_5_7b,llava_1_5_7b:519611:7:8,8,16,128,0.9999529123306274,0.01026953849941492,0.0
llava_1_5_7b,llava_1_5_7b:526359:37:8,8,8,128,0.9999986886978149,0.0017920136451721191,0.0
llava_1_5_7b,llava_1_5_7b:526359:37:8,8,16,128,0.9999983310699463,0.0018504123436287045,0.0
llava_1_5_7b,llava_1_5_7b:526359:37:32,32,8,128,0.9999969601631165,0.0027438905090093613,0.0
llava_1_5_7b,llava_1_5_7b:526359:37:32,32,16,128,0.9999989867210388,0.0016261673299595714,0.0
llava_1_5_7b,llava_1_5_7b:526359:27:32,32,8,128,0.999998927116394,0.0016468679532408714,0.0
llava_1_5_7b,llava_1_5_7b:526359:27:32,32,16,128,0.999998927116394,0.0015613276045769453,0.0
llava_1_5_7b,llava_1_5_7b:549012:84:8,8,8,128,0.9999991655349731,0.0011818627826869488,0.0
llava_1_5_7b,llava_1_5_7b:549012:84:8,8,16,128,0.9999987483024597,0.0015785903669893742,0.0
llava_1_5_7b,llava_1_5_7b:567886:95:24,24,8,128,0.9999982714653015,0.0026078075170516968,0.0
llava_1_5_7b,llava_1_5_7b:567886:95:24,24,16,128,0.999998152256012,0.0024706730619072914,0.0
llava_1_5_7b,llava_1_5_7b:573391:5:8,8,8,128,0.9998989105224609,0.01819916069507599,0.0
llava_1_5_7b,llava_1_5_7b:573391:5:8,8,16,128,0.9998713731765747,0.018529918044805527,0.0
llava_1_5_7b,llava_1_5_7b:65244:13:16,16,8,128,0.9999934434890747,0.005246198736131191,0.0
llava_1_5_7b,llava_1_5_7b:65244:13:16,16,16,128,0.9999891519546509,0.005756542086601257,0.0
llava_1_5_7b,llava_1_5_7b:7088:74:16,16,8,128,0.9999821186065674,0.00820672232657671,0.0
llava_1_5_7b,llava_1_5_7b:7088:74:16,16,16,128,0.9999915361404419,0.005076659843325615,0.0
llava_1_5_7b,llava_1_5_7b:7088:5:16,16,8,128,0.9999618530273438,0.010147924534976482,0.0
llava_1_5_7b,llava_1_5_7b:7088:5:16,16,16,128,0.9999758005142212,0.007733275182545185,0.0
llava_1_5_7b,llava_1_5_7b:89909:5:24,24,8,128,0.9999979734420776,0.002130613662302494,0.0
llava_1_5_7b,llava_1_5_7b:89909:5:24,24,16,128,0.9999986290931702,0.001639646477997303,0.0
