model,case_id,layer,regions,permutations,median_path_shapley_cosine,median_path_shapley_norm_relative_error,vector_completeness_relative_error
llava_1_5_7b,llava_1_5_7b:148197:27:16,16,8,128,0.9999772310256958,0.008345183916389942,0.0
llava_1_5_7b,llava_1_5_7b:148197:27:16,16,16,128,0.9999688863754272,0.009449456818401814,0.0
llava_1_5_7b,llava_1_5_7b:150129:58:8,8,8,128,0.9999995231628418,0.0009067412465810776,0.0
llava_1_5_7b,llava_1_5_7b:150129:58:8,8,16,128,0.9999991655349731,0.0011753452708944678,0.0
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,8,128,0.9999994039535522,0.0011615792755037546,0.0
llava_1_5_7b,llava_1_5_7b:150779:56:24,24,16,128,0.9999988079071045,0.001551342778839171,0.0
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,8,128,0.9999980926513672,0.0019658433739095926,0.0
llava_1_5_7b,llava_1_5_7b:15345:52:16,16,16,128,0.9999977946281433,0.0022530602291226387,0.0
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,8,128,0.9999988079071045,0.0016487344400957227,0.0
llava_1_5_7b,llava_1_5_7b:190218:15:32,32,16,128,0.9999995231628418,0.000818476895801723,0.0
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,8,128,0.9999987483024597,0.0016289871418848634,0.0
llava_1_5_7b,llava_1_5_7b:193112:11:24,24,16,128,0.9999992251396179,0.0011946400627493858,0.0
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,8,128,0.9999978542327881,0.0022217934019863605,0.0
llava_1_5_7b,llava_1_5_7b:205238:27:24,24,16,128,0.9999953508377075,0.0031315921805799007,0.0
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,8,128,0.9999996423721313,0.0009236599435098469,0.0
llava_1_5_7b,llava_1_5_7b:205238:27:32,32,16,128,0.9999994039535522,0.0010585738345980644,0.0
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,8,128,0.9999986886978149,0.0016297406982630491,0.0
llava_1_5_7b,llava_1_5_7b:212675:41:24,24,16,128,0.9999992847442627,0.0012158798053860664,0.0
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,8,128,0.9999997019767761,0.0007867052918300033,0.0
llava_1_5_7b,llava_1_5_7b:212675:41:32,32,16,128,0.9999995231628418,0.001014729030430317,0.0
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,8,128,0.9999955892562866,0.0030756723135709763,0.0
llava_1_5_7b,llava_1_5_7b:219174:6:8,8,16,128,0.99997878074646,0.0065461015328764915,0.0
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,8,128,0.9999503493309021,0.010848555713891983,0.0
llava_1_5_7b,llava_1_5_7b:22341:4:16,16,16,128,0.9999562501907349,0.009646749123930931,0.0
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,8,128,0.9999999403953552,0.0007102673407644033,0.0
llava_1_5_7b,llava_1_5_7b:228552:72:32,32,16,128,0.9999997615814209,0.0006961319595575333,0.0
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,8,128,0.9999966025352478,0.0027741712983697653,0.0
llava_1_5_7b,llava_1_5_7b:252573:15:24,24,16,128,0.9999967217445374,0.002532821148633957,0.0
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,8,128,0.9999961853027344,0.0027756530325859785,0.0
llava_1_5_7b,llava_1_5_7b:258136:18:16,16,16,128,0.9999974966049194,0.002257960382848978,0.0
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,8,128,0.9999992847442627,0.0012843548320233822,0.0
llava_1_5_7b,llava_1_5_7b:266611:63:16,16,16,128,0.9999992847442627,0.0012342024128884077,0.0
llava_1_5_7b,llava_1_5_7b:270354:58:32,32,8,128,0.9999998807907104,0.000630302878562361,0.0
llava_1_5_7b,llava_1_5_7b:270354:58:32,32,16,128,0.9999997615814209,0.0008957232930697501,0.0
llava_1_5_7b,llava_1_5_7b:292741:34:8,8,8,128,0.9999980330467224,0.0019341548904776573,0.0
llava_1_5_7b,llava_1_5_7b:292741:34:8,8,16,128,0.9999985694885254,0.001717230537906289,0.0
llava_1_5_7b,llava_1_5_7b:292741:34:16,16,8,128,0.999988317489624,0.007377791218459606,0.0
llava_1_5_7b,llava_1_5_7b:292741:34:16,16,16,128,0.9999808669090271,0.007662089075893164,0.0
llava_1_5_7b,llava_1_5_7b:292741:7:32,32,8,128,0.999999463558197,0.0009175866143777966,0.0
llava_1_5_7b,llava_1_5_7b:292741:7:32,32,16,128,0.9999991655349731,0.0009994452120736241,0.0
llava_1_5_7b,llava_1_5_7b:312341:19:32,32,8,128,0.9999978542327881,0.0021647161338478327,0.0
llava_1_5_7b,llava_1_5_7b:312341:19:32,32,16,128,0.9999991059303284,0.001427707727998495,0.0
llava_1_5_7b,llava_1_5_7b:31446:9:24,24,8,128,0.9999999403953552,0.00034822250017896295,0.0
llava_1_5_7b,llava_1_5_7b:31446:9:24,24,16,128,0.9999998211860657,0.0005413142498582602,0.0
llava_1_5_7b,llava_1_5_7b:31446:48:32,32,8,128,0.9999997615814209,0.0007554722833447158,0.0
