model,label,layer,n_mentions,mean,q25,median,q75,raw_d_js_real_auroc
llava_1_5_7b,HALL,1,3487,0.0016742167063057423,0.0010351010132580996,0.0013976485934108496,0.0020885257981717587,0.7012770761865955
llava_1_5_7b,HALL,2,3487,0.0048366631381213665,0.001977712381631136,0.003194996155798435,0.006749776192009449,0.37886042374396045
llava_1_5_7b,HALL,3,3487,0.0012548775412142277,0.001006496138870716,0.0012211754219606519,0.0014679222367703915,0.4521093137426751
llava_1_5_7b,HALL,4,3487,0.001669768593274057,0.0010765730403363705,0.0014787798281759024,0.002093356801196933,0.6056533533561723
llava_1_5_7b,HALL,5,3487,0.0011347400723025203,0.0006918807048350573,0.0009504376212134957,0.0013915044255554676,0.6801682540111291
llava_1_5_7b,HALL,6,3487,0.0016092625446617603,0.0012025963515043259,0.0014469720190390944,0.0018527605570852757,0.5039385721064537
llava_1_5_7b,HALL,7,3487,0.002496599918231368,0.00196307385340333,0.0023773685097694397,0.0028881048783659935,0.3233080011471179
llava_1_5_7b,HALL,8,3487,0.0020909032318741083,0.0015874267555773258,0.0019338272977620363,0.002404891885817051,0.4463084830400692
llava_1_5_7b,HALL,9,3487,0.0010222502751275897,0.0006989758694544435,0.0008801248040981591,0.0012069337535649538,0.6035974659384729
llava_1_5_7b,HALL,10,3487,0.0008665266213938594,0.0005545936292037368,0.0007263997104018927,0.00098091596737504,0.6517825465480238
llava_1_5_7b,HALL,11,3487,0.0006845269817858934,0.0004717797855846584,0.0006133286515250802,0.0008114099036902189,0.6549456574941299
llava_1_5_7b,HALL,12,3487,0.0009181562345474958,0.0006288136355578899,0.0007856922456994653,0.0010469034314155579,0.7119322408319171
llava_1_5_7b,HALL,13,3487,0.0008449036395177245,0.0005028576124459505,0.0006938498700037599,0.0010163774713873863,0.649852113173867
llava_1_5_7b,HALL,14,3487,0.0020317966118454933,0.0015411714557558298,0.0019641483668237925,0.0024248999543488026,0.40557878255315716
llava_1_5_7b,HALL,15,3487,0.001942341448739171,0.001304198638536036,0.0017261272296309471,0.0022541224025189877,0.4351766816301564
llava_1_5_7b,HALL,16,3487,0.0011022387770935893,0.0007850156398490071,0.0010014865547418594,0.0012981947511434555,0.5137389778122348
llava_1_5_7b,HALL,17,3487,0.001187377842143178,0.0006832799408584833,0.0009153877617791295,0.0013350542867556214,0.6656192008335571
llava_1_5_7b,HALL,18,3487,0.002071334281936288,0.0014696946600452065,0.0018966438947245479,0.002482584910467267,0.44588309110334234
llava_1_5_7b,HALL,19,3487,0.0013935056049376726,0.0008459696546196938,0.001129033276811242,0.0015855042729526758,0.6848189975208997
llava_1_5_7b,HALL,20,3487,0.0010668884497135878,0.0006430857465602458,0.0008381207589991391,0.001155912410467863,0.6327019659240094
llava_1_5_7b,HALL,21,3487,0.0037127933464944363,0.0024248631671071053,0.0031987458933144808,0.004331058822572231,0.5686523247240107
llava_1_5_7b,HALL,22,3487,0.001256464864127338,0.0006520879687741399,0.0008888549637049437,0.001308734412305057,0.5759039587635265
llava_1_5_7b,HALL,23,3487,0.002396228024736047,0.0007786552887409925,0.0012906587217003107,0.0024524093605577946,0.6003271239927518
llava_1_5_7b,HALL,24,3487,0.0012568043312057853,0.000342138169799,0.000558133702725172,0.001033857697620988,0.5462013430359428
llava_1_5_7b,HALL,25,3487,0.001996764447540045,0.0005239146994426847,0.00093651789939031,0.0018711263546720147,0.5230337958202994
llava_1_5_7b,HALL,26,3487,0.004047648049890995,0.0008163042366504669,0.0013756445841863751,0.0033297347836196423,0.5344203606524779
llava_1_5_7b,HALL,27,3487,0.003003662219271064,0.0007700413698330522,0.0013150542508810759,0.002607612870633602,0.5588018475532462
llava_1_5_7b,HALL,28,3487,0.0020869967993348837,0.0014150774804875255,0.0018490662332624197,0.0023756762966513634,0.48712722740194087
llava_1_5_7b,HALL,29,3487,0.002334627555683255,0.0015097291907295585,0.002140682889148593,0.0028906886000186205,0.5907149831639189
llava_1_5_7b,HALL,30,3487,0.001998780993744731,0.0007816273719072342,0.0011230758391320705,0.0018469560891389847,0.5861959077317238
llava_1_5_7b,HALL,31,3487,0.0070602367632091045,0.0056815678253769875,0.006769119296222925,0.008039848878979683,0.5063983358170313
llava_1_5_7b,HALL,32,3487,0.04234408214688301,0.03303840756416321,0.04167855903506279,0.05140789970755577,0.4646355372057565
llava_1_5_7b,REAL,1,11976,0.0022845205385237932,0.0015940233133733273,0.0020697913132607937,0.0027590009849518538,0.7012770761865955
llava_1_5_7b,REAL,2,11976,0.0034251539036631584,0.0017807891126722097,0.0022466988302767277,0.0034852512180805206,0.37886042374396045
llava_1_5_7b,REAL,3,11976,0.0012079229345545173,0.000941036909352988,0.0011612048838287592,0.0014107096940279007,0.4521093137426751
llava_1_5_7b,REAL,4,11976,0.0019899006001651287,0.0012965064961463213,0.0018120660679414868,0.0024923563469201326,0.6056533533561723
llava_1_5_7b,REAL,5,11976,0.0016142211388796568,0.0009396763634867966,0.0014684126945212483,0.0020429156720638275,0.6801682540111291
llava_1_5_7b,REAL,6,11976,0.0016564016696065664,0.0011598841520026326,0.0014802401419728994,0.0019334735115990043,0.5039385721064537
llava_1_5_7b,REAL,7,11976,0.002070574788376689,0.0015080634038895369,0.001912710489705205,0.0024558003060519695,0.3233080011471179
llava_1_5_7b,REAL,8,11976,0.002029548864811659,0.0013892501592636108,0.0018027012702077627,0.002426806604489684,0.4463084830400692
llava_1_5_7b,REAL,9,11976,0.0012186567764729261,0.0007820641621947289,0.0010512069566175342,0.0014893298503011465,0.6035974659384729
llava_1_5_7b,REAL,10,11976,0.0011797781335189939,0.0006612251163460314,0.0010037762112915516,0.0015232106670737267,0.6517825465480238
llava_1_5_7b,REAL,11,11976,0.0009088103543035686,0.0005747182876802981,0.0007852265262044966,0.0011028572916984558,0.6549456574941299
llava_1_5_7b,REAL,12,11976,0.0012993565760552883,0.0008288740646094084,0.0011400870280340314,0.0016061216592788696,0.7119322408319171
llava_1_5_7b,REAL,13,11976,0.0011780074564740062,0.0006561953923664987,0.0009396029636263847,0.001382461516186595,0.649852113173867
llava_1_5_7b,REAL,14,11976,0.001921026618219912,0.0012460392899811268,0.001675568288192153,0.002288204152137041,0.40557878255315716
llava_1_5_7b,REAL,15,11976,0.0018409093609079719,0.0010852091945707798,0.0015334193594753742,0.0021818082313984632,0.4351766816301564
llava_1_5_7b,REAL,16,11976,0.0011472441256046295,0.0007881272467784584,0.001030863611958921,0.0013385848142206669,0.5137389778122348
llava_1_5_7b,REAL,17,11976,0.0015541333705186844,0.0009152978891506791,0.0012757460353896022,0.0018490210641175508,0.6656192008335571
llava_1_5_7b,REAL,18,11976,0.0019971870351582766,0.001295342925004661,0.001752955955453217,0.0023846656549721956,0.44588309110334234
llava_1_5_7b,REAL,19,11976,0.002175295492634177,0.0011242327746003866,0.0016658359672874212,0.002575893886387348,0.6848189975208997
llava_1_5_7b,REAL,20,11976,0.0015177491586655378,0.00075715989805758,0.0010732770897448063,0.0017287604277953506,0.6327019659240094
llava_1_5_7b,REAL,21,11976,0.00446588359773159,0.0025228476151823997,0.0036538206040859222,0.005409968551248312,0.5686523247240107
llava_1_5_7b,REAL,22,11976,0.0016079238848760724,0.000714650668669492,0.001044506672769785,0.0017065823776647449,0.5759039587635265
llava_1_5_7b,REAL,23,11976,0.0032736072316765785,0.0010520585346966982,0.0017156649846583605,0.0031756905373185873,0.6003271239927518
llava_1_5_7b,REAL,24,11976,0.0017244438640773296,0.00036044055013917387,0.0006424949388019741,0.0014108405448496342,0.5462013430359428
llava_1_5_7b,REAL,25,11976,0.002509506419301033,0.0005406745476648211,0.0010026103118434548,0.0021831966005265713,0.5230337958202994
llava_1_5_7b,REAL,26,11976,0.00511847622692585,0.0008774816524237394,0.0015841880813241005,0.003946045413613319,0.5344203606524779
llava_1_5_7b,REAL,27,11976,0.0035255688708275557,0.00091112672816962,0.0015967352082952857,0.0032470296137034893,0.5588018475532462
llava_1_5_7b,REAL,28,11976,0.002058041514828801,0.0013413280248641968,0.0018204605439677835,0.0023900747764855623,0.48712722740194087
llava_1_5_7b,REAL,29,11976,0.0033105143811553717,0.0017206608317792416,0.002489612204954028,0.0035069379955530167,0.5907149831639189
llava_1_5_7b,REAL,30,11976,0.0024049230851233006,0.0009121543262153864,0.0014639577129855752,0.0022892304696142673,0.5861959077317238
llava_1_5_7b,REAL,31,11976,0.007283039391040802,0.005299263633787632,0.006820278242230415,0.008800170384347439,0.5063983358170313
llava_1_5_7b,REAL,32,11976,0.04085777327418327,0.030666081234812737,0.03974884748458862,0.05055670812726021,0.4646355372057565
