feature_set,seed,threshold_rule,decision_threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
AE+N,45,train_f1,0.4414319396018982,0.8916533021420472,0.9658664960392178,0.8935824532900081,0.9027492819039803,0.8981424780567463,0.68284762517705,0.6535087719298246,0.6304654442877292,0.6417803302225413
AE+S+kappa,43,fixed_0.5,0.5,0.8979930352065275,0.9676446832392215,0.9010717230008244,0.8970045137464095,0.8990335184042771,0.7107458831893558,0.6513888888888889,0.6614950634696756,0.6564030790762772
AE+S+kappa,43,train_f1,0.4859384596347809,0.8979930352065275,0.9676446832392215,0.8975091874234381,0.901928600738613,0.8997134670487106,0.7107458831893558,0.6571018651362984,0.6459802538787024,0.65149359886202
AE+S+kappa,44,fixed_0.5,0.5,0.8969321687917756,0.9676153199805304,0.8939886271324127,0.9031596224866639,0.8985507246376812,0.704865352432086,0.6549707602339181,0.6318758815232722,0.6432160804020101
AE+S+kappa,44,train_f1,0.5260182023048401,0.8969321687917756,0.9676153199805304,0.8989690721649485,0.8945424702503078,0.8967503085150144,0.704865352432086,0.6435506241331485,0.6544428772919605,0.6489510489510489
AE+S+kappa,45,fixed_0.5,0.5,0.8978382170036109,0.9679373084214288,0.8945028294260308,0.9080837094788674,0.9012421095499898,0.7027197865546562,0.6666666666666666,0.6318758815232722,0.6488052136133237
AE+S+kappa,45,train_f1,0.5235773324966431,0.8978382170036109,0.9679373084214288,0.9019365471775855,0.8982355354944604,0.9000822368421053,0.7027197865546562,0.655076495132128,0.6643159379407616,0.6596638655462185
AE+S+N,43,fixed_0.5,0.5,0.8947571900756612,0.9678883398264231,0.9114853195164075,0.8662289700451374,0.8882810856301283,0.6918401102934392,0.6072289156626506,0.7108603667136812,0.6549707602339181
AE+S+N,43,train_f1,0.4479030668735504,0.8947571900756612,0.9678883398264231,0.9018789144050104,0.8863356585966352,0.8940397350993378,0.6918401102934392,0.6311584553928096,0.6685472496473907,0.6493150684931507
AE+S+N,44,fixed_0.5,0.5,0.8924224736997152,0.9660034424750543,0.9108826049700086,0.8723840787853919,0.8912177740515616,0.6891613151972246,0.6169950738916257,0.7066290550070522,0.6587771203155819
AE+S+N,44,train_f1,0.4254066050052643,0.8924224736997152,0.9660034424750543,0.8907766990291263,0.9035699630693476,0.8971277245874923,0.6891613151972246,0.6513353115727003,0.6191819464033851,0.6348517715112075
AE+S+N,45,fixed_0.5,0.5,0.8933224449353612,0.9662738451261135,0.8984310487200661,0.8929011079195732,0.8956575427042601,0.6940170040372852,0.6395027624309392,0.6530324400564175,0.6461967899511515
AE+S+N,45,train_f1,0.4779428243637085,0.8933224449353612,0.9662738451261135,0.8904665314401623,0.9006975789905621,0.8955528355773154,0.6940170040372852,0.644640234948605,0.6191819464033851,0.6316546762589929
U,43,fixed_0.5,0.5,0.9002143146936077,0.9688651475047694,0.901985111662531,0.8949528108329914,0.8984552008238929,0.7167156645499699,0.6483516483516484,0.6657263751763046,0.6569241475295755
U,43,train_f1,0.47101080417633057,0.9002143146936077,0.9688651475047694,0.8958248885285772,0.9068526877308166,0.901305057096248,0.7167156645499699,0.6656848306332842,0.6375176304654443,0.6512968299711815
U,44,fixed_0.5,0.5,0.9032522240285955,0.9693652630187429,0.9142125480153649,0.8789495281083299,0.896234309623431,0.7165543018847705,0.6326276463262764,0.7165021156558533,0.671957671957672
U,44,train_f1,0.48080000281333923,0.9032522240285955,0.9693652630187429,0.9120507399577167,0.8851046368485843,0.8983756768013328,0.7165543018847705,0.6414852752880922,0.7066290550070522,0.6724832214765101
U,45,fixed_0.5,0.5,0.9019835829041347,0.9696323646213205,0.9096989966555183,0.8929011079195732,0.9012217850486643,0.7128132400300993,0.6538461538461539,0.6953455571227081,0.6739576213260424
U,45,train_f1,0.5174228549003601,0.9019835829041347,0.9696323646213205,0.9135226791013141,0.884283955683217,0.8986655546288573,0.7128132400300993,0.6416772554002541,0.7122708039492243,0.6751336898395722
H_OT,43,fixed_0.5,0.5,0.8998884730179364,0.9693580485516337,0.9134860050890585,0.8838736151005334,0.8984358706986444,0.7090868384723553,0.6408629441624365,0.7122708039492243,0.6746826987307949
H_OT,43,train_f1,0.44373276829719543,0.8998884730179364,0.9693580485516337,0.90351966873706,0.895363151415675,0.8994229183841714,0.7090868384723553,0.6511627906976745,0.6713681241184767,0.6611111111111111
H_OT,44,fixed_0.5,0.5,0.9007375134055202,0.9698924885267375,0.9181541140618198,0.8654082888797702,0.8910012674271229,0.69456554714162,0.6136631330977621,0.7348377997179125,0.668806161745828
H_OT,44,train_f1,0.380338579416275,0.9007375134055202,0.9698924885267375,0.9033856317093312,0.8978251949117768,0.9005968306235851,0.69456554714162,0.6560773480662984,0.6699576868829337,0.6629448709002094
H_OT,45,fixed_0.5,0.5,0.9010627763215542,0.9692506984341154,0.8877913868036349,0.9220352892901108,0.9045893719806763,0.7089812356242323,0.6910569105691057,0.5994358251057827,0.6419939577039275
H_OT,45,train_f1,0.6185582280158997,0.9010627763215542,0.9692506984341154,0.908485856905158,0.8961838325810423,0.9022929146870481,0.7089812356242323,0.6590296495956873,0.689703808180536,0.6740179186767746
H_JS,43,fixed_0.5,0.5,0.9017546834676731,0.9694138249945637,0.9074688796680498,0.8974148543290932,0.9024138642459253,0.714365241480184,0.6603260869565217,0.685472496473907,0.6726643598615917
H_JS,43,train_f1,0.501678466796875,0.9017546834676731,0.9694138249945637,0.9074304690743047,0.8970045137464095,0.9021873710276517,0.714365241480184,0.6594301221166893,0.685472496473907,0.6721991701244814
H_JS,44,fixed_0.5,0.5,0.8998997588308593,0.9690213979056158,0.9156316916488223,0.8773081657775954,0.8960603520536463,0.7050340192972048,0.6313193588162762,0.7221438645980254,0.6736842105263158
H_JS,44,train_f1,0.4290967583656311,0.8998997588308593,0.9690213979056158,0.9044269755895739,0.8970045137464095,0.9007004532344458,0.7050340192972048,0.6556927297668038,0.6741889985895627,0.6648122392211405
H_JS,45,fixed_0.5,0.5,0.8971810354357164,0.9680783542589253,0.8814697747925722,0.9154698399671728,0.8981481481481481,0.6976164204399845,0.6650406504065041,0.5768688293370945,0.6178247734138973
H_JS,45,train_f1,0.641281247138977,0.8971810354357164,0.9680783542589253,0.9141285956006768,0.8867459991793188,0.9002291189335555,0.6976164204399845,0.6470588235294118,0.7136812411847673,0.6787391012743126
