feature_set,seed,threshold_rule,decision_threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
AE,43,fixed_0.5,0.5,0.8739577262385891,0.9595500146492009,0.8968287526427061,0.8703323758719738,0.8833819241982507,0.642867914546817,0.5953905249679897,0.6558533145275035,0.6241610738255033
AE,43,train_f1,0.41424378752708435,0.8739577262385891,0.9595500146492009,0.8589306029579067,0.9294214197784161,0.8927867560110366,0.642867914546817,0.6620825147347741,0.47531734837799716,0.5533661740558292
AE,44,fixed_0.5,0.5,0.8728939660256516,0.958987347271111,0.864938080495356,0.9171112022979072,0.8902609042023502,0.6463518977707219,0.6405693950177936,0.5077574047954866,0.5664830841856806
AE,44,train_f1,0.497261106967926,0.8728939660256516,0.958987347271111,0.8647604327666152,0.9183422240459581,0.8907462686567165,0.6463518977707219,0.6433691756272402,0.5063469675599436,0.5666929755327546
AE,45,fixed_0.5,0.5,0.8715037853774062,0.9586900031499268,0.898804440649018,0.8637669265490358,0.880937434609751,0.6475795966401747,0.5870646766169154,0.6657263751763046,0.6239259748843358
AE,45,train_f1,0.39976072311401367,0.8715037853774062,0.9586900031499268,0.8509847640282423,0.9396799343455068,0.8931357254290172,0.6475795966401747,0.676923076923077,0.43441466854724964,0.5292096219931272
AE+I,43,fixed_0.5,0.5,0.8915184511466097,0.9642992257758074,0.9031456953642384,0.895363151415675,0.8992375849989697,0.6915890555602545,0.6506849315068494,0.6699576868829337,0.660180681028492
AE+I,43,train_f1,0.5293070673942566,0.8915184511466097,0.9642992257758074,0.9098221845893311,0.8818219121871153,0.8956032506772245,0.6915890555602545,0.6326530612244898,0.6995768688293371,0.6644340254521098
AE+I,44,fixed_0.5,0.5,0.8882866573332029,0.9622699405528251,0.8854870775347913,0.9138284776364383,0.8994345718901454,0.6890668441292922,0.6671949286846276,0.5937940761636107,0.6283582089552239
AE+I,44,train_f1,0.5325767993927002,0.8882866573332029,0.9622699405528251,0.8943948009748173,0.9035699630693476,0.898958971218616,0.6890668441292922,0.6564327485380117,0.6332863187588152,0.6446518305814788
AE+I,45,fixed_0.5,0.5,0.8902972683123891,0.9638002219474722,0.8985270049099836,0.9011079195732458,0.8998156115550092,0.6886795095391189,0.6566951566951567,0.6502115655853314,0.6534372785258682
AE+I,45,train_f1,0.4545322358608246,0.8902972683123891,0.9638002219474722,0.8851298190401259,0.9232663110381617,0.9037959429604339,0.6886795095391189,0.6903973509933775,0.5881523272214386,0.6351865955826352
AE+S,43,fixed_0.5,0.5,0.8954548848181508,0.9668323748476734,0.9105485232067511,0.885514977431268,0.8978572914499688,0.7017170462728826,0.6404639175257731,0.7009873060648801,0.6693602693602694
AE+S,43,train_f1,0.4677213132381439,0.8954548848181508,0.9668323748476734,0.9018151815181518,0.8970045137464095,0.8994034149351985,0.7017170462728826,0.6523545706371191,0.6643159379407616,0.6582809224318659
AE+S,44,fixed_0.5,0.5,0.8956374834836468,0.9664765693540881,0.9050791007493755,0.892080426754206,0.8985327547013846,0.7020653148391598,0.646505376344086,0.6784203102961918,0.6620784583620096
AE+S,44,train_f1,0.4647526144981384,0.8956374834836468,0.9664765693540881,0.9007726718178121,0.9089043906442347,0.9048202614379085,0.7020653148391598,0.6768558951965066,0.6558533145275035,0.666189111747851
AE+S,45,fixed_0.5,0.5,0.8969339050706869,0.9669298604248642,0.9176724137931035,0.8736151005334427,0.8951019550136641,0.7070925558184092,0.6271186440677966,0.7306064880112835,0.6749185667752443
AE+S,45,train_f1,0.44969213008880615,0.8969339050706869,0.9669298604248642,0.9050763516302105,0.8998768978251949,0.9024691358024691,0.7070925558184092,0.6625172890733056,0.6755994358251057,0.6689944134078212
AE+I+S,43,fixed_0.5,0.5,0.896521249449455,0.9673540612253695,0.8905811623246493,0.9117767747230201,0.9010543390105434,0.7010269148253574,0.6697388632872504,0.614950634696756,0.6411764705882353
AE+I+S,43,train_f1,0.529827356338501,0.896521249449455,0.9673540612253695,0.9027606098063453,0.8990562166598277,0.9009046052631579,0.7010269148253574,0.6578581363004172,0.6671368124118476,0.6624649859943977
AE+I+S,44,fixed_0.5,0.5,0.898063065122613,0.9677322673809771,0.9139326800170431,0.8801805498563808,0.8967391304347826,0.7037719825421058,0.6345431789737171,0.7150916784203103,0.6724137931034483
AE+I+S,44,train_f1,0.48254385590553284,0.898063065122613,0.9677322673809771,0.9100084104289319,0.8879770209273697,0.8988577362409138,0.7037719825421058,0.64453125,0.6981664315937941,0.6702775897088693
AE+I+S,45,fixed_0.5,0.5,0.8960756045289099,0.9673312968562556,0.8975829578041786,0.8990562166598277,0.8983189831898319,0.6924647316279924,0.6510638297872341,0.6473906911142454,0.6492220650636492
AE+I+S,45,train_f1,0.48085445165634155,0.8960756045289099,0.9673312968562556,0.8924383340072786,0.9056216659827657,0.8989816700610997,0.6924647316279924,0.6582466567607727,0.6248236953455572,0.6410998552821997
AE+N,43,fixed_0.5,0.5,0.8904546909336724,0.9654693990443676,0.8988119623105285,0.9002872384078785,0.8995489954899549,0.6794686116032255,0.6553191489361702,0.6516220028208745,0.6534653465346535
AE+N,43,train_f1,0.49442142248153687,0.8904546909336724,0.9654693990443676,0.8969450101832994,0.9035699630693476,0.9002452984464432,0.6794686116032255,0.6599131693198264,0.6431593794076164,0.6514285714285715
AE+N,44,fixed_0.5,0.5,0.891119396376849,0.9661717910890595,0.8989733059548255,0.8982355354944604,0.8986042692939245,0.678464552411391,0.6511954992967651,0.6530324400564175,0.652112676056338
AE+N,44,train_f1,0.45195722579956055,0.891119396376849,0.9661717910890595,0.8834990059642147,0.9117767747230201,0.8974151857835219,0.678464552411391,0.659270998415214,0.5867418899858956,0.6208955223880597
AE+N,45,fixed_0.5,0.5,0.8916533021420472,0.9658664960392178,0.9071246819338422,0.877718506360279,0.8921793534932221,0.68284762517705,0.6218274111675127,0.691114245416079,0.6546426185704742
