feature_set,variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
A,AE32_cosine,43,fixed_0.5,0.5,0.8886489608660095,0.9651622978765699,0.8901054339010543,0.9006975789905621,0.8953701815215175,0.6576745976098676,0.6441176470588236,0.6177715091678421,0.6306695464362851
A,AE32_cosine,43,train_f1,0.48896321654319763,0.8886489608660095,0.9651622978765699,0.8891575977428456,0.9052113254000821,0.8971126474176494,0.6576745976098676,0.6526315789473685,0.61212976022567,0.6317321688500728
A,AE32_cosine,44,fixed_0.5,0.5,0.8890031617638973,0.9655825125144704,0.9210292812777284,0.8518670496512105,0.8850991259859305,0.663896864460915,0.5952914798206278,0.7489421720733427,0.6633354153653966
A,AE32_cosine,44,train_f1,0.37532708048820496,0.8890031617638973,0.9655825125144704,0.8822124950258655,0.9097250718096019,0.8957575757575758,0.663896864460915,0.6524486571879937,0.5825105782792666,0.6154992548435171
A,AE32_cosine,45,fixed_0.5,0.5,0.8918604980921189,0.9672537074547494,0.905307855626327,0.8748461222814936,0.8898163606010017,0.6590435571685949,0.6144121365360303,0.685472496473907,0.648
A,AE32_cosine,45,train_f1,0.4329570233821869,0.8918604980921189,0.9672537074547494,0.8799048751486326,0.9109560935576528,0.8951612903225806,0.6590435571685949,0.651685393258427,0.5726375176304654,0.6096096096096096
A,AE32,43,fixed_0.5,0.5,0.8902069818090058,0.9659502821764835,0.9028761984160066,0.888797702092737,0.8957816377171216,0.6704941423356641,0.6372155287817939,0.6713681241184767,0.6538461538461539
A,AE32,43,train_f1,0.4940117597579956,0.8902069818090058,0.9659502821764835,0.9019118869492935,0.8904390644234714,0.896138756968821,0.6704941423356641,0.6391891891891892,0.6671368124118476,0.6528640441683919
A,AE32,44,fixed_0.5,0.5,0.8898059013805153,0.9653948794627072,0.9054621848739496,0.884283955683217,0.8947477683205315,0.6770301728898883,0.6318537859007833,0.6826516220028209,0.656271186440678
A,AE32,44,train_f1,0.42207878828048706,0.8898059013805153,0.9653948794627072,0.8852719333068678,0.9150594993844892,0.8999192897497982,0.6770301728898883,0.6698564593301436,0.5923836389280677,0.6287425149700598
