feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,relative_minus_raw_auroc,d_ot_ensemble_auroc,relative_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
relative_strength,32,0.8829915854136366,strength,0.8860167620366088,-0.003025176622972192,,,0.6581282139709249,0.6658293289266181,0.5383168782322519,0.5928127176838366,0.8807668333687342,0.8784243037376875,0.8790265031400604
D_OT+relative_strength,96,0.9063972038964414,D_OT+strength,0.898662660106619,0.007734543789822412,0.8969501103405247,0.009447093555916664,0.6974094634487074,0.6599471333248746,0.6304654442877292,0.6432326244098392,0.8976012149322301,0.8963482003179705,0.8999648692900297
