model,label,layer,n,mean,median,q25,q75
llava_1_5_7b,HALL,1,3487,0.04227937012910843,0.03963669016957283,0.03389052674174309,0.046123117208480835
llava_1_5_7b,HALL,2,3487,0.08324365317821503,0.08024805784225464,0.06285399198532104,0.10083889961242676
llava_1_5_7b,HALL,3,3487,0.37466561794281006,0.39420267939567566,0.25963860750198364,0.485942542552948
llava_1_5_7b,HALL,4,3487,0.40835148096084595,0.4404710829257965,0.2978631258010864,0.5227564573287964
llava_1_5_7b,HALL,5,3487,0.38659706711769104,0.4096114933490753,0.2857552170753479,0.4902920126914978
llava_1_5_7b,HALL,6,3487,0.35063478350639343,0.36467400193214417,0.2622562050819397,0.4394102096557617
llava_1_5_7b,HALL,7,3487,0.34983980655670166,0.35861867666244507,0.27347344160079956,0.42627960443496704
llava_1_5_7b,HALL,8,3487,0.3018467426300049,0.3139190077781677,0.21142950654029846,0.3826042413711548
llava_1_5_7b,HALL,9,3487,0.2697147727012634,0.2760884761810303,0.19394811987876892,0.33462750911712646
llava_1_5_7b,HALL,10,3487,0.26270028948783875,0.2663474977016449,0.20015579462051392,0.31811439990997314
llava_1_5_7b,HALL,11,3487,0.2434588223695755,0.2431376576423645,0.19118955731391907,0.29011425375938416
llava_1_5_7b,HALL,12,3487,0.21056179702281952,0.2040143609046936,0.16459891200065613,0.2440589964389801
llava_1_5_7b,HALL,13,3487,0.2685302495956421,0.2668154835700989,0.22022223472595215,0.3131886124610901
llava_1_5_7b,HALL,14,3487,0.23350313305854797,0.22736041247844696,0.1908862590789795,0.268317312002182
llava_1_5_7b,HALL,15,3487,0.23689496517181396,0.2306598424911499,0.19445809721946716,0.2731940746307373
llava_1_5_7b,HALL,16,3487,0.2345547378063202,0.22878453135490417,0.1972360908985138,0.26601582765579224
llava_1_5_7b,HALL,17,3487,0.23874156177043915,0.2330475151538849,0.20068447291851044,0.2706247568130493
llava_1_5_7b,HALL,18,3487,0.2505887746810913,0.24857936799526215,0.21294647455215454,0.28358450531959534
llava_1_5_7b,HALL,19,3487,0.3042560815811157,0.30186209082603455,0.26800528168678284,0.33746686577796936
llava_1_5_7b,HALL,20,3487,0.28449273109436035,0.2815913259983063,0.25103652477264404,0.3157573938369751
llava_1_5_7b,HALL,21,3487,0.25907447934150696,0.25848445296287537,0.2299572229385376,0.286661297082901
llava_1_5_7b,HALL,22,3487,0.31383830308914185,0.3136821985244751,0.2799832820892334,0.3471449613571167
llava_1_5_7b,HALL,23,3487,0.3173370957374573,0.3168160617351532,0.2847707271575928,0.34974953532218933
llava_1_5_7b,HALL,24,3487,0.3207216262817383,0.3198206424713135,0.28878307342529297,0.352428674697876
llava_1_5_7b,HALL,25,3487,0.2797442376613617,0.27905386686325073,0.24862149357795715,0.311723917722702
llava_1_5_7b,HALL,26,3487,0.28134647011756897,0.2802887260913849,0.25193679332733154,0.3107747733592987
llava_1_5_7b,HALL,27,3487,0.26165685057640076,0.2595570385456085,0.22912877798080444,0.2933012843132019
llava_1_5_7b,HALL,28,3487,0.25614190101623535,0.25409868359565735,0.21028000116348267,0.3003576993942261
llava_1_5_7b,HALL,29,3487,0.24214276671409607,0.24145013093948364,0.21068914234638214,0.27119970321655273
llava_1_5_7b,HALL,30,3487,0.21546189486980438,0.21293750405311584,0.187599778175354,0.24085545539855957
llava_1_5_7b,HALL,31,3487,0.21386414766311646,0.21170243620872498,0.18152779340744019,0.24519914388656616
llava_1_5_7b,HALL,32,3487,0.2722586393356323,0.2686697840690613,0.23807236552238464,0.30287477374076843
llava_1_5_7b,REAL,1,11976,0.044304560869932175,0.04227597266435623,0.03565303236246109,0.04922228679060936
llava_1_5_7b,REAL,2,11976,0.08207269757986069,0.07668274641036987,0.06105151027441025,0.10025594383478165
llava_1_5_7b,REAL,3,11976,0.3769780099391937,0.40665340423583984,0.2658889591693878,0.4806077182292938
llava_1_5_7b,REAL,4,11976,0.3862217962741852,0.4153175354003906,0.27299508452415466,0.4952225983142853
llava_1_5_7b,REAL,5,11976,0.36512240767478943,0.384026437997818,0.26447534561157227,0.45934751629829407
llava_1_5_7b,REAL,6,11976,0.3262511193752289,0.3346675932407379,0.24059459567070007,0.4085136651992798
llava_1_5_7b,REAL,7,11976,0.3075920641422272,0.30063265562057495,0.23675858974456787,0.3758764863014221
llava_1_5_7b,REAL,8,11976,0.2760612368583679,0.2725832164287567,0.20195633172988892,0.3418846130371094
llava_1_5_7b,REAL,9,11976,0.25963732600212097,0.2606052756309509,0.19815701246261597,0.3134933114051819
llava_1_5_7b,REAL,10,11976,0.24265922605991364,0.24042947590351105,0.18889223039150238,0.29033851623535156
llava_1_5_7b,REAL,11,11976,0.22356782853603363,0.21993017196655273,0.17571662366390228,0.26575449109077454
llava_1_5_7b,REAL,12,11976,0.21475963294506073,0.20920059084892273,0.16828389465808868,0.25354403257369995
llava_1_5_7b,REAL,13,11976,0.25693991780281067,0.25362786650657654,0.20613572001457214,0.30433955788612366
llava_1_5_7b,REAL,14,11976,0.24686533212661743,0.24528393149375916,0.2046392560005188,0.28743207454681396
llava_1_5_7b,REAL,15,11976,0.21307605504989624,0.20360064506530762,0.16328799724578857,0.25339195132255554
llava_1_5_7b,REAL,16,11976,0.23470741510391235,0.23054951429367065,0.19598457217216492,0.2691574990749359
llava_1_5_7b,REAL,17,11976,0.22261610627174377,0.21682098507881165,0.17871332168579102,0.2604238986968994
llava_1_5_7b,REAL,18,11976,0.221882164478302,0.21926763653755188,0.1750541776418686,0.2635250687599182
llava_1_5_7b,REAL,19,11976,0.2736896872520447,0.27231353521347046,0.22367815673351288,0.32300254702568054
llava_1_5_7b,REAL,20,11976,0.26869285106658936,0.26919686794281006,0.2284313440322876,0.308857798576355
llava_1_5_7b,REAL,21,11976,0.24196846783161163,0.23853257298469543,0.2028443068265915,0.2770596444606781
llava_1_5_7b,REAL,22,11976,0.2867942154407501,0.28562861680984497,0.24579383432865143,0.32670462131500244
llava_1_5_7b,REAL,23,11976,0.29605990648269653,0.2922660708427429,0.2575199604034424,0.33109250664711
llava_1_5_7b,REAL,24,11976,0.30512356758117676,0.3024156391620636,0.26873695850372314,0.3391406834125519
llava_1_5_7b,REAL,25,11976,0.26104119420051575,0.25757575035095215,0.22350047528743744,0.2944519519805908
llava_1_5_7b,REAL,26,11976,0.2689375877380371,0.26741039752960205,0.2366415113210678,0.2996675968170166
llava_1_5_7b,REAL,27,11976,0.2653018534183502,0.26273059844970703,0.22882458567619324,0.2999028265476227
llava_1_5_7b,REAL,28,11976,0.2625218331813812,0.2624776363372803,0.22718293964862823,0.2977924048900604
llava_1_5_7b,REAL,29,11976,0.248206228017807,0.24732691049575806,0.2175145447254181,0.2788868844509125
llava_1_5_7b,REAL,30,11976,0.22188028693199158,0.21967115998268127,0.1912204623222351,0.25047212839126587
llava_1_5_7b,REAL,31,11976,0.2242816686630249,0.22461995482444763,0.19792985916137695,0.2512512803077698
llava_1_5_7b,REAL,32,11976,0.31279462575912476,0.30900394916534424,0.2678065896034241,0.3541657328605652
