feature_set,dimensions,ensemble_auroc,mean_real_aupr,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,full_ae_ensemble_auroc,top32_minus_full_auroc,ensemble_hall_aupr,full_ae_ensemble_hall_aupr,mean_seed_auroc,std_seed_auroc
A,64,0.8966063271161043,0.9659103114208542,0.6689504548130425,0.6380920115238788,0.6483309826046074,0.6414879006651982,0.894778604182233,0.0018277229338713452,0.685862361722391,0.6853144980820711,0.8898722658188994,0.0002506335891472767
B,32,0.8685000228610056,0.9556028284384945,0.6261162080261075,0.647512333602938,0.4790785143394452,0.5493666818156715,0.8764845908140427,-0.007984567953037147,0.6335890620357928,0.6541331441395691,0.8642663961158283,0.003588063402926519
F,96,0.8991175651813573,0.9672692962860469,0.6963097249300688,0.6531193505194476,0.6182416549130231,0.6348248192481397,0.9010008490403876,-0.0018832838590302492,0.7062840095446392,0.7143941414840318,0.8951944429814688,0.00034656162185163687
C_JS,64,0.8887094412480836,0.9627149322405333,0.6679886207383842,0.6509350703763319,0.5754583921015515,0.6107952231897152,0.8911758254414632,-0.0024663841933796338,0.6786059198548531,0.6821958794330966,0.8838438089792243,0.0005015606503712126
D_JS,64,0.8833527314271691,0.9620619823758855,0.6574590988405689,0.6452485488927556,0.5543018335684062,0.5956414499452608,0.8855965825400951,-0.002243851112926021,0.6647504338276401,0.6716784901187497,0.8797015297967646,0.0006711711149307941
E_JS,64,0.8849315877170999,0.9614400586540922,0.6585717737379028,0.6622788525775026,0.5641748942172073,0.6090820358334549,0.8846589919280394,0.0002725957890604702,0.6692414238091956,0.6725867495753065,0.8798801736047407,0.0011233875133432759
G_JS,192,0.9031231606295285,0.9682182018945471,0.7072516047810499,0.6584973807574225,0.6629055007052186,0.6599522971935746,0.9025687088972141,0.0005544517323143872,0.7177982541163072,0.7212113561128234,0.8981913568421639,0.001953903182651897
H_JS,224,0.9074644366672011,0.9696551843859614,0.7109008051581616,0.6603542508271336,0.6600846262341326,0.6600880189702986,0.9053380737606007,0.0021263629066003986,0.7266420128148282,0.7225630014426508,0.9018670592972043,0.002117169114821036
C_OT,64,0.8877565135056456,0.9608634504834564,0.6778203670637817,0.6382329222471377,0.6262341325811002,0.6321585781817417,0.890029302600425,-0.0022727890947794593,0.6922731020362123,0.6831664754532887,0.8810889131067645,0.0024406287147450373
D_OT,64,0.8912015802453132,0.9650850444667839,0.66996397927426,0.6451761642211267,0.611659614480489,0.627643060941031,0.8969501103405247,-0.00574853009521159,0.6777379376251131,0.6888600277629192,0.887650504032122,0.0011307129318320235
E_OT,64,0.8859389188654228,0.9610487506179032,0.6721599336487522,0.6310134835424502,0.6064880112834978,0.6179212055893802,0.8882119973400207,-0.0022730784745979005,0.6844236895472806,0.680369381571292,0.8809953469654378,0.00123458932256808
G_OT,192,0.9062206822071346,0.9696557459373008,0.719384462385503,0.6614439718630537,0.6652562294311236,0.6632293836441215,0.9045903163095044,0.0016303658976302149,0.7294305374951864,0.7265645918239552,0.9019023636350658,0.0007795993401476756
H_OT,224,0.9092273385217206,0.9706600097330426,0.7162184693401779,0.65191524161655,0.6812411847672779,0.6661344712921398,0.9068185409122294,0.002408797609491198,0.7294629135409062,0.7227401266395644,0.9040229389452955,0.0021337246530845413
AE+I,64,0.8906306338633421,0.9633784461626828,0.6851837969354181,0.6586267215140585,0.6173013634226611,0.6354449032310842,0.8927494728946604,-0.002118839031318376,0.6891094136513531,0.6947566344568271,0.8883808022341665,0.0008232770339598292
AE+S,64,0.8970427118824561,0.9664935765652166,0.6972601812975733,0.6613478560029359,0.6417489421720733,0.648029482470602,0.8989966044172093,-0.001953892534753199,0.7020685586452049,0.7091856440322672,0.8943379751785424,0.0018027463927916061
AE+I+S,96,0.8955848163566735,0.966425127405416,0.684462380888578,0.6423717227993544,0.6426892336624354,0.6423606856649945,0.9003543745257788,-0.004769558169105292,0.6917640847349122,0.7068265277334571,0.8922038954767811,0.0015250199171356468
AE+N,64,0.8932810636213107,0.9656071431562951,0.6784677785234136,0.6686990397706972,0.5792195580629995,0.6205752144748348,0.8940820669590173,-0.0008010033377066073,0.6850576898625921,0.6853998672725844,0.8898461251752918,0.0012976314440259257
AE+S+N,96,0.89521788274677,0.9663115262403025,0.6857086012117545,0.6414330063107632,0.6281147155618242,0.6346807584539137,0.8972377538801493,-0.002019871133379203,0.6932291207381787,0.697984687959728,0.8914660733994547,0.000850054189756765
U,128,0.9061023258613535,0.9695004549045209,0.7107712611809323,0.6493076824331115,0.6732487070992007,0.660564715933324,0.9054839211891427,0.0006184046722108594,0.7212482603582436,0.724184862561137,0.9020943189146946,0.0009501060097968909
D_OT+strength,96,0.8974403197531242,0.9669765009158766,0.6929574892920988,0.6552006398188853,0.6403385049365303,0.6476395312607627,0.898662660106619,-0.0012223403534947774,0.6994299298832817,0.7088710704297205,0.894552502084017,0.0019580252175080944
