model,label,layer,n_mentions,mean,q25,median,q75,raw_net_strength_real_auroc
llava_1_5_7b,HALL,1,3487,0.647186815738678,0.45677027106285095,0.6291110515594482,0.7581999897956848,0.6009264490169518
llava_1_5_7b,HALL,2,3487,0.37471482157707214,0.31706422567367554,0.35773685574531555,0.41943153738975525,0.6677334450949505
llava_1_5_7b,HALL,3,3487,0.2607201635837555,0.22661371529102325,0.2568202018737793,0.29035305976867676,0.5421194530347379
llava_1_5_7b,HALL,4,3487,0.2335997223854065,0.18338918685913086,0.2190861999988556,0.25919073820114136,0.7343393770621254
llava_1_5_7b,HALL,5,3487,0.264742374420166,0.19629329442977905,0.2394799441099167,0.29609352350234985,0.7188130323355821
llava_1_5_7b,HALL,6,3487,0.3181893825531006,0.20341834425926208,0.25002872943878174,0.32595503330230713,0.7407846473943969
llava_1_5_7b,HALL,7,3487,0.47342100739479065,0.26403650641441345,0.33659282326698303,0.46178650856018066,0.7805054713192756
llava_1_5_7b,HALL,8,3487,0.4713670015335083,0.2756403386592865,0.36613401770591736,0.5200483798980713,0.7438509798490012
llava_1_5_7b,HALL,9,3487,0.5141498446464539,0.30761680006980896,0.4123500883579254,0.5749197006225586,0.7628982273887226
llava_1_5_7b,HALL,10,3487,0.6997128129005432,0.39851540327072144,0.568531334400177,0.8440278768539429,0.7682750191138419
llava_1_5_7b,HALL,11,3487,1.0974576473236084,0.6197301745414734,0.9228689074516296,1.4105167388916016,0.7727125577988977
llava_1_5_7b,HALL,12,3487,2.266029119491577,1.691434621810913,2.1787514686584473,2.7185778617858887,0.6371244304879714
llava_1_5_7b,HALL,13,3487,1.3651883602142334,0.8253048062324524,1.2253799438476562,1.7726330757141113,0.7085658986455848
llava_1_5_7b,HALL,14,3487,1.5935518741607666,1.1758990287780762,1.610687255859375,2.021517276763916,0.5411669936757177
llava_1_5_7b,HALL,15,3487,2.6106619834899902,1.7264666557312012,2.459808826446533,3.337907314300537,0.6836376006960868
llava_1_5_7b,HALL,16,3487,1.6212290525436401,1.0218695402145386,1.5291469097137451,2.137521266937256,0.6821292067932825
llava_1_5_7b,HALL,17,3487,1.4778711795806885,1.0011632442474365,1.3214921951293945,1.7497228384017944,0.7404962156413007
llava_1_5_7b,HALL,18,3487,2.6651647090911865,1.9924888610839844,2.6310195922851562,3.315459728240967,0.6275585536813039
llava_1_5_7b,HALL,19,3487,2.3474197387695312,1.8902214765548706,2.3626761436462402,2.8282947540283203,0.6742113061798963
llava_1_5_7b,HALL,20,3487,2.6140098571777344,2.0968077182769775,2.706594944000244,3.2063639163970947,0.6107553865976864
llava_1_5_7b,HALL,21,3487,4.000439643859863,3.5002851486206055,4.181278228759766,4.790698051452637,0.5486707450844716
llava_1_5_7b,HALL,22,3487,2.7902350425720215,2.2969613075256348,2.975572109222412,3.458219528198242,0.45884056134446505
llava_1_5_7b,HALL,23,3487,2.727043628692627,2.316086530685425,2.794919490814209,3.2592766284942627,0.44328176954233484
llava_1_5_7b,HALL,24,3487,1.5012061595916748,1.2130424976348877,1.5104997158050537,1.8220751285552979,0.43127297516359553
llava_1_5_7b,HALL,25,3487,2.8578643798828125,2.293299674987793,2.887615442276001,3.4500370025634766,0.4665394382110938
llava_1_5_7b,HALL,26,3487,1.7574052810668945,1.2647985219955444,1.6626402139663696,2.0658915042877197,0.48975333326053694
llava_1_5_7b,HALL,27,3487,2.2616679668426514,1.7991576194763184,2.2630906105041504,2.6700172424316406,0.48845032575427116
llava_1_5_7b,HALL,28,3487,0.275280237197876,0.19791504740715027,0.2356516420841217,0.28346285223960876,0.6234311060702803
llava_1_5_7b,HALL,29,3487,1.2094380855560303,0.8447923064231873,1.13480544090271,1.4876682758331299,0.54275017150255
llava_1_5_7b,HALL,30,3487,1.4297935962677002,1.0564472675323486,1.3285189867019653,1.7034204006195068,0.5501814737399472
llava_1_5_7b,HALL,31,3487,0.8762511610984802,0.7220702767372131,0.8448383808135986,0.9812503457069397,0.6351235354755012
llava_1_5_7b,HALL,32,3487,11.505683898925781,10.225404739379883,11.198471069335938,12.301700592041016,0.7417670514530639
llava_1_5_7b,REAL,1,11976,0.7967088222503662,0.5020076632499695,0.6750632524490356,1.1264487504959106,0.6009264490169518
llava_1_5_7b,REAL,2,11976,0.4185498356819153,0.35804447531700134,0.4193553924560547,0.4703827202320099,0.6677334450949505
llava_1_5_7b,REAL,3,11976,0.2716602087020874,0.2272329181432724,0.2647115886211395,0.3061879575252533,0.5421194530347379
llava_1_5_7b,REAL,4,11976,0.34483280777931213,0.22550705075263977,0.293764591217041,0.4205865263938904,0.7343393770621254
llava_1_5_7b,REAL,5,11976,0.4048844873905182,0.24278199672698975,0.33492961525917053,0.48103439807891846,0.7188130323355821
llava_1_5_7b,REAL,6,11976,0.5944966077804565,0.2670462429523468,0.4726986885070801,0.7636606693267822,0.7407846473943969
llava_1_5_7b,REAL,7,11976,1.1817115545272827,0.4038861095905304,0.9496612548828125,1.7570269107818604,0.7805054713192756
llava_1_5_7b,REAL,8,11976,1.0393199920654297,0.3998463451862335,0.8910647630691528,1.5738134384155273,0.7438509798490012
llava_1_5_7b,REAL,9,11976,1.0645458698272705,0.4836634397506714,0.9469382762908936,1.4620689153671265,0.7628982273887226
llava_1_5_7b,REAL,10,11976,1.3878133296966553,0.7023175954818726,1.3389159440994263,1.972193956375122,0.7682750191138419
llava_1_5_7b,REAL,11,11976,2.0181610584259033,1.2289721965789795,2.0743021965026855,2.740413188934326,0.7727125577988977
llava_1_5_7b,REAL,12,11976,2.775397539138794,2.016573190689087,2.629056930541992,3.434051036834717,0.6371244304879714
llava_1_5_7b,REAL,13,11976,2.056995391845703,1.3003754615783691,1.978398084640503,2.7645342350006104,0.7085658986455848
llava_1_5_7b,REAL,14,11976,1.7244466543197632,1.167637825012207,1.6934911012649536,2.21016526222229,0.5411669936757177
llava_1_5_7b,REAL,15,11976,3.503141164779663,2.476933717727661,3.58143949508667,4.528273105621338,0.6836376006960868
llava_1_5_7b,REAL,16,11976,2.1619460582733154,1.5385260581970215,2.2655200958251953,2.79593825340271,0.6821292067932825
llava_1_5_7b,REAL,17,11976,2.713137626647949,1.3702166080474854,2.6305532455444336,3.9039671421051025,0.7404962156413007
llava_1_5_7b,REAL,18,11976,3.210620164871216,2.351651668548584,3.1837055683135986,4.073175430297852,0.6275585536813039
llava_1_5_7b,REAL,19,11976,3.124619722366333,2.1399037837982178,3.103339672088623,4.115884780883789,0.6742113061798963
llava_1_5_7b,REAL,20,11976,3.048701524734497,2.1729397773742676,3.1390347480773926,3.9176254272460938,0.6107553865976864
llava_1_5_7b,REAL,21,11976,4.294914722442627,3.1929521560668945,4.365566253662109,5.368626594543457,0.5486707450844716
llava_1_5_7b,REAL,22,11976,2.65781569480896,1.7786026000976562,2.708974838256836,3.524704694747925,0.45884056134446505
llava_1_5_7b,REAL,23,11976,2.57411789894104,1.7700449228286743,2.5774426460266113,3.242391586303711,0.44328176954233484
llava_1_5_7b,REAL,24,11976,1.3757253885269165,0.872990608215332,1.349745512008667,1.783199667930603,0.43127297516359553
llava_1_5_7b,REAL,25,11976,2.812915563583374,1.9416590929031372,2.7456507682800293,3.4683685302734375,0.4665394382110938
llava_1_5_7b,REAL,26,11976,1.8211103677749634,1.1189578771591187,1.6311631202697754,2.156233310699463,0.48975333326053694
llava_1_5_7b,REAL,27,11976,2.2438864707946777,1.4775707721710205,2.2049405574798584,2.8299009799957275,0.48845032575427116
llava_1_5_7b,REAL,28,11976,0.3612516522407532,0.21490101516246796,0.27161750197410583,0.36584237217903137,0.6234311060702803
