model,metric,label,layer,n_mentions,mean,q25,median,q75
llava_1_5_7b,js,REAL,28,11976,0.0020580435183229343,0.0013413435128025828,0.0018204745458429046,0.0023901127118897804
llava_1_5_7b,js,REAL,29,11976,0.0033105166437374573,0.0017206853108725196,0.0024896172416932383,0.0035069530350746543
llava_1_5_7b,js,REAL,30,11976,0.002404925161106008,0.0009121352730549179,0.0014639751675783867,0.0022892248477086536
llava_1_5_7b,js,REAL,31,11976,0.007283040721458668,0.005299314027965482,0.006820279253218353,0.00880017977789015
llava_1_5_7b,js,REAL,32,11976,0.040857774957867694,0.030666052086925757,0.03974887091263488,0.0505567726476487
llava_1_5_7b,js,HALL,1,3487,0.0016742172351047527,0.0010351064650303795,0.0013976476831406982,0.002088519450056688
llava_1_5_7b,js,HALL,2,3487,0.004836664843758215,0.0019777096695874066,0.003194994788060136,0.006749775785549647
llava_1_5_7b,js,HALL,3,3487,0.0012548795556208223,0.001006495840957696,0.0012210921716197792,0.0014678926265655188
llava_1_5_7b,js,HALL,4,3487,0.0016697711519326394,0.0010766111350411316,0.0014788133234629665,0.0020933547425456317
llava_1_5_7b,js,HALL,5,3487,0.0011347422915292382,0.0006918881648845043,0.0009504374948161295,0.001391473755480763
llava_1_5_7b,js,HALL,6,3487,0.0016092645187923593,0.0012025898340343537,0.0014469780090521876,0.0018527476647893846
llava_1_5_7b,js,HALL,7,3487,0.002496600947869769,0.0019630626665266128,0.0023773479099252664,0.0028881220968669926
llava_1_5_7b,js,HALL,8,3487,0.002090905435912865,0.0015873838666032813,0.0019337502035849112,0.002404920173792067
llava_1_5_7b,js,HALL,9,3487,0.0010222519198811602,0.0006989921197940107,0.0008800721452161717,0.0012069498413291824
llava_1_5_7b,js,HALL,10,3487,0.0008665281589654032,0.000554582075076716,0.0007263915018599118,0.000980924690210398
llava_1_5_7b,js,HALL,11,3487,0.0006845283344559984,0.00047180552957365863,0.0006133343448411065,0.0008114328464151631
llava_1_5_7b,js,HALL,12,3487,0.000918157982121923,0.0006288096409439265,0.0007856757329206798,0.0010468888280847246
llava_1_5_7b,js,HALL,13,3487,0.0008449058759101883,0.0005028336061184185,0.0006938320549043076,0.001016374131883419
llava_1_5_7b,js,HALL,14,3487,0.002031798213427704,0.0015411676303153216,0.001964154859584822,0.0024248720346290993
llava_1_5_7b,js,HALL,15,3487,0.0019423432066932337,0.0013041901623588952,0.001726164683527297,0.0022541543181301164
llava_1_5_7b,js,HALL,16,3487,0.0011022412506910407,0.000785036363957003,0.0010014507349862807,0.0012982310271520755
llava_1_5_7b,js,HALL,17,3487,0.0011873798855462708,0.0006832749093175372,0.0009153607924106744,0.0013350188005410287
llava_1_5_7b,js,HALL,18,3487,0.0020713373989179004,0.0014697338603265279,0.0018965421640013838,0.0024825887831873747
llava_1_5_7b,js,HALL,19,3487,0.0013935075403080756,0.0008460156332124264,0.0011290268173072878,0.0015854996079260695
llava_1_5_7b,js,HALL,20,3487,0.0010668899966104711,0.0006430942578640875,0.000838124563228063,0.0011559446753443073
llava_1_5_7b,js,HALL,21,3487,0.0037127952907810976,0.0024248676606138503,0.0031987504621139836,0.0043310945158789235
llava_1_5_7b,js,HALL,22,3487,0.0012564664038757186,0.0006520710896250365,0.0008889037465509865,0.0013087253363361323
llava_1_5_7b,js,HALL,23,3487,0.002396229469453277,0.0007786623780480479,0.0012906233894008179,0.0024524207518672445
llava_1_5_7b,js,HALL,24,3487,0.0012568070930492864,0.0003421504658686359,0.0005581531715488135,0.0010338447973586738
llava_1_5_7b,js,HALL,25,3487,0.0019967672738392984,0.0005239078292119852,0.0009365237456355471,0.0018711598661877568
llava_1_5_7b,js,HALL,26,3487,0.004047650026378501,0.000816315881605707,0.0013756365793463048,0.0033297537820621633
llava_1_5_7b,js,HALL,27,3487,0.0030036637706130575,0.0007700395152305677,0.001315047943874817,0.002607622743247147
llava_1_5_7b,js,HALL,28,3487,0.0020869987827849684,0.0014150547155390375,0.0018490715998749937,0.0023756663830653505
llava_1_5_7b,js,HALL,29,3487,0.0023346310676597144,0.0015097761430581645,0.002140663530299117,0.002890752534798955
llava_1_5_7b,js,HALL,30,3487,0.0019987832719400613,0.0007815910502288487,0.0011230630105006207,0.0018469375782278713
llava_1_5_7b,js,HALL,31,3487,0.00706023844343675,0.005681548958348919,0.0067691198745048805,0.008039824489161636
llava_1_5_7b,js,HALL,32,3487,0.04234408122348907,0.033038377399767976,0.041678626232334405,0.05140789520765292
llava_1_5_7b,top1_agreement,REAL,1,11976,0.7625250501002004,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,2,11976,0.7570140280561122,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,3,11976,0.9727788911155645,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,4,11976,0.9822144288577155,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,5,11976,0.9452237808951236,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,6,11976,0.878006012024048,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,7,11976,0.8477788911155645,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,8,11976,0.8452738810955244,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,9,11976,0.8724114896459586,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,10,11976,0.9117401469605878,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,11,11976,0.9288577154308617,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,12,11976,0.9113226452905812,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,13,11976,0.908817635270541,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,14,11976,0.8800935203740815,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,15,11976,0.863059452237809,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,16,11976,0.9076486305945224,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,17,11976,0.8613894455577822,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,18,11976,0.8779225116900468,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,19,11976,0.8867735470941884,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,20,11976,0.8896125584502338,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,21,11976,0.7684535738142952,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,22,11976,0.8770875083500334,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,23,11976,0.8766700066800267,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,24,11976,0.9185871743486974,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,25,11976,0.8638944555778223,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,26,11976,0.8599699398797596,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,27,11976,0.8584669338677354,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,28,11976,0.9323647294589178,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,29,11976,0.8911990647962592,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,30,11976,0.9013861055444222,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,31,11976,0.9178356713426854,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,REAL,32,11976,0.6452070808283233,0.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,1,3487,0.8348150272440493,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,2,3487,0.7565242328649269,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,3,3487,0.9782047605391454,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,4,3487,0.9882420418698021,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,5,3487,0.9652996845425867,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,6,3487,0.9429308861485518,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,7,3487,0.8646400917694294,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,8,3487,0.876111270433037,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,9,3487,0.8758244909664468,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,10,3487,0.9131058216231718,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,11,3487,0.9285919128190422,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,12,3487,0.9400630914826499,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,13,3487,0.9311729280183539,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,14,3487,0.8870088901634643,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,15,3487,0.8786922856323487,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,16,3487,0.9171207341554345,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,17,3487,0.876111270433037,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,18,3487,0.8806997418984801,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,19,3487,0.9386291941496989,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,20,3487,0.9412102093490106,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,21,3487,0.8098652136507026,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,22,3487,0.891023802695727,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,23,3487,0.8915973616289073,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,24,3487,0.95526240321193,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,25,3487,0.8847146544307427,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,26,3487,0.8941783768282191,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,27,3487,0.889589905362776,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,28,3487,0.9323200458847146,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,29,3487,0.8976197304273014,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,30,3487,0.9007743045597936,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,31,3487,0.9294522512188127,1.0,1.0,1.0
llava_1_5_7b,top1_agreement,HALL,32,3487,0.6392314310295383,0.0,1.0,1.0
llava_1_5_7b,top32_overlap,REAL,1,11976,0.9063517660320641,0.875,0.90625,0.9375
llava_1_5_7b,top32_overlap,REAL,2,11976,0.8492192718770875,0.8125,0.875,0.90625
llava_1_5_7b,top32_overlap,REAL,3,11976,0.9379618612224448,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,REAL,4,11976,0.9403885896793587,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,REAL,5,11976,0.9505991148964595,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,6,11976,0.9558909485637943,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,7,11976,0.9508600534402137,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,8,11976,0.9340060328991316,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,REAL,9,11976,0.9504582080828323,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,10,11976,0.9548576319305278,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,11,11976,0.9596745574482298,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,12,11976,0.9545418962925851,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,13,11976,0.9640609343687375,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,14,11976,0.9403938084502338,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,REAL,15,11976,0.9537068929525718,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,16,11976,0.9520290581162325,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,17,11976,0.9445114186706747,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,REAL,18,11976,0.9473660863393454,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,REAL,19,11976,0.9536364395457582,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,20,11976,0.9581585045090181,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,21,11976,0.9073015823313293,0.875,0.90625,0.9375
llava_1_5_7b,top32_overlap,REAL,22,11976,0.9532032815631263,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,23,11976,0.9486786072144289,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,24,11976,0.9648672344689379,0.9375,0.96875,1.0
llava_1_5_7b,top32_overlap,REAL,25,11976,0.9532972194388778,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,26,11976,0.9512018829325317,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,27,11976,0.9568251085504342,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,28,11976,0.9460379091516367,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,29,11976,0.9600085587842352,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,30,11976,0.9555778223112893,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,REAL,31,11976,0.8968275091850367,0.875,0.90625,0.9375
llava_1_5_7b,top32_overlap,REAL,32,11976,0.6047068094522378,0.5,0.59375,0.71875
llava_1_5_7b,top32_overlap,HALL,1,3487,0.8769536851161457,0.84375,0.875,0.9375
llava_1_5_7b,top32_overlap,HALL,2,3487,0.8000161313449957,0.71875,0.84375,0.90625
llava_1_5_7b,top32_overlap,HALL,3,3487,0.9380914826498423,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,4,3487,0.9389966303412676,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,5,3487,0.9583990536277602,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,6,3487,0.9599136076856897,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,7,3487,0.9461571551476914,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,8,3487,0.9362632635503298,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,9,3487,0.9501003728133066,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,10,3487,0.9584976340694006,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,11,3487,0.9632563808431316,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,12,3487,0.9562661313449957,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,13,3487,0.9655416547175222,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,14,3487,0.9304022082018928,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,15,3487,0.9450996558646401,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,16,3487,0.9471339977057642,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,17,3487,0.9471608832807571,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,18,3487,0.9447232578147404,0.9375,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,19,3487,0.9575835245196443,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,20,3487,0.9629606395182105,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,21,3487,0.9179631488385431,0.90625,0.9375,0.9375
llava_1_5_7b,top32_overlap,HALL,22,3487,0.9602272727272727,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,23,3487,0.9599673788356754,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,24,3487,0.9709366934327502,0.96875,0.96875,1.0
llava_1_5_7b,top32_overlap,HALL,25,3487,0.9587396042443361,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,26,3487,0.9606395182104961,0.9375,0.96875,1.0
llava_1_5_7b,top32_overlap,HALL,27,3487,0.958596214511041,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,28,3487,0.9404574132492114,0.90625,0.9375,0.96875
llava_1_5_7b,top32_overlap,HALL,29,3487,0.9619927588184686,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,30,3487,0.9601018067106395,0.9375,0.96875,0.96875
llava_1_5_7b,top32_overlap,HALL,31,3487,0.8961499856610267,0.875,0.90625,0.9375
llava_1_5_7b,top32_overlap,HALL,32,3487,0.5826014482363063,0.46875,0.59375,0.6875
llava_1_5_7b,r_amp,REAL,1,11976,0.052235038767022984,0.04379492609614892,0.050611190083908526,0.059233884872545536
llava_1_5_7b,r_amp,REAL,2,11976,0.06400193466558445,0.049206814999417925,0.055737575952170534,0.0689817402279015
llava_1_5_7b,r_amp,REAL,3,11976,0.03926882560779017,0.0339743893033685,0.03885408717141135,0.04399017808592369
