model,case_id,layer,control,spearman,js,top32_overlap,gross_relative_error,kappa_difference,candidate_completeness_relative_error
llava_1_5_7b,llava_1_5_7b:366178:36:16,16,native_vs_fp32_gauss_k64,0.9999998744128804,5.381516076720968e-11,1.0,3.300758289667288e-05,0.00017821788787841797,3.388742015886237e-06
llava_1_5_7b,llava_1_5_7b:366178:36:16,16,fp32_trapezoid_vs_gauss_k64,1.0,7.295641839473267e-14,1.0,1.701365640830144e-06,7.450580596923828e-07,5.16791396876215e-06
llava_1_5_7b,llava_1_5_7b:395124:78:8,8,native_vs_fp32_gauss_k64,0.9999989953030417,5.195023670930369e-09,1.0,9.054973340687626e-05,7.262825965881348e-05,1.1563883163034916e-05
llava_1_5_7b,llava_1_5_7b:395124:78:8,8,fp32_trapezoid_vs_gauss_k64,1.0,2.0317338614977807e-16,1.0,0.0,0.0,1.156647067546146e-05
llava_1_5_7b,llava_1_5_7b:404462:65:8,8,native_vs_fp32_gauss_k64,0.999998869715922,1.0576923613964408e-08,1.0,0.00011125001146692398,0.00021505355834960938,6.989281246205792e-06
llava_1_5_7b,llava_1_5_7b:404462:65:8,8,fp32_trapezoid_vs_gauss_k64,1.0,6.445795030239342e-16,1.0,0.0,0.0,6.9923103183100466e-06
llava_1_5_7b,llava_1_5_7b:459987:12:24,24,native_vs_fp32_gauss_k64,0.9999991208901616,6.420878805764691e-10,1.0,2.6585638166749422e-05,0.00013440847396850586,1.0161214049730916e-05
llava_1_5_7b,llava_1_5_7b:459987:12:24,24,fp32_trapezoid_vs_gauss_k64,1.0,1.9439588905042536e-15,1.0,2.2626676580167898e-07,8.940696716308594e-08,1.0189949534833431e-05
llava_1_5_7b,llava_1_5_7b:468012:66:16,16,native_vs_fp32_gauss_k64,0.9999999372064401,6.035548882835776e-11,1.0,1.8011046361054404e-05,8.079409599304199e-05,4.4586145122593734e-06
llava_1_5_7b,llava_1_5_7b:468012:66:16,16,fp32_trapezoid_vs_gauss_k64,1.0,1.6282903740342775e-15,1.0,6.210817505064922e-07,2.384185791015625e-07,4.6327336349349935e-06
llava_1_5_7b,llava_1_5_7b:47149:5:16,16,native_vs_fp32_gauss_k64,0.9999998744128804,4.060301415334749e-11,1.0,1.759939936114999e-05,1.8030405044555664e-05,2.6777865969052073e-06
llava_1_5_7b,llava_1_5_7b:47149:5:16,16,fp32_trapezoid_vs_gauss_k64,1.0,8.148484491745067e-14,1.0,2.5375431556280946e-06,1.2516975402832031e-06,5.775160389021039e-06
llava_1_5_7b,llava_1_5_7b:500559:7:24,24,native_vs_fp32_gauss_k64,0.9999998116193204,1.787516264315553e-10,1.0,5.959630233780914e-05,0.00014826655387878418,7.324949365283828e-06
llava_1_5_7b,llava_1_5_7b:500559:7:24,24,fp32_trapezoid_vs_gauss_k64,1.0,1.7139988259664478e-15,1.0,3.604829895286901e-07,1.4901161193847656e-07,7.29695648260531e-06
llava_1_5_7b,llava_1_5_7b:50782:4:8,8,native_vs_fp32_gauss_k64,0.9999999372064401,9.942103496557131e-11,1.0,4.827775544484572e-05,1.5497207641601562e-06,1.7162846006613108e-06
llava_1_5_7b,llava_1_5_7b:50782:4:8,8,fp32_trapezoid_vs_gauss_k64,1.0,4.0541266822825756e-14,1.0,2.5749379359490625e-06,1.3709068298339844e-06,6.417933946067933e-06
llava_1_5_7b,llava_1_5_7b:514376:31:8,8,native_vs_fp32_gauss_k64,0.9999998744128804,3.2590690089291584e-10,1.0,0.00010319214258790926,5.251169204711914e-05,4.257581167621538e-06
llava_1_5_7b,llava_1_5_7b:514376:31:8,8,fp32_trapezoid_vs_gauss_k64,1.0,1.2875497939949567e-15,1.0,1.969112501304537e-07,1.1920928955078125e-07,4.334331606514752e-06
llava_1_5_7b,llava_1_5_7b:519611:7:8,8,native_vs_fp32_gauss_k64,0.9999998744128804,8.830721408636224e-11,1.0,4.2341458767400865e-05,3.30805778503418e-05,2.153257128156838e-06
llava_1_5_7b,llava_1_5_7b:519611:7:8,8,fp32_trapezoid_vs_gauss_k64,0.9999999372064401,1.0078351853121892e-13,1.0,2.8169535876166037e-06,1.7285346984863281e-06,6.277546617639018e-06
llava_1_5_7b,llava_1_5_7b:526359:37:8,8,native_vs_fp32_gauss_k64,0.9999996860322007,4.4312551643522317e-10,1.0,7.834840123759135e-07,3.904104232788086e-05,3.88507442039554e-06
llava_1_5_7b,llava_1_5_7b:526359:37:8,8,fp32_trapezoid_vs_gauss_k64,1.0,3.251208075159583e-15,1.0,5.424115835971362e-07,2.980232238769531e-07,4.070866452821065e-06
llava_1_5_7b,llava_1_5_7b:526359:37:32,32,native_vs_fp32_gauss_k64,0.9999998744128804,1.574206074676586e-10,1.0,0.0001334272383782024,0.0004037618637084961,2.6869809062191052e-06
llava_1_5_7b,llava_1_5_7b:526359:37:32,32,fp32_trapezoid_vs_gauss_k64,1.0,8.064467077564619e-15,1.0,2.5155770821871736e-07,1.7881393432617188e-07,2.3125562620407436e-06
llava_1_5_7b,llava_1_5_7b:526359:27:32,32,native_vs_fp32_gauss_k64,0.9999996860322007,1.57007908552386e-10,1.0,5.17073199416782e-06,0.0006165504455566406,2.354001026105834e-06
llava_1_5_7b,llava_1_5_7b:526359:27:32,32,fp32_trapezoid_vs_gauss_k64,1.0,2.4630081996670164e-15,1.0,1.0138637760464139e-07,5.960464477539063e-08,2.39290670833725e-06
llava_1_5_7b,llava_1_5_7b:549012:84:8,8,native_vs_fp32_gauss_k64,0.9999992464772814,1.1608730734512808e-08,1.0,6.116904521879424e-05,5.304813385009766e-06,7.592708698211936e-06
llava_1_5_7b,llava_1_5_7b:549012:84:8,8,fp32_trapezoid_vs_gauss_k64,1.0,4.889385966943966e-16,1.0,0.0,0.0,7.613585239596432e-06
llava_1_5_7b,llava_1_5_7b:567886:95:24,24,native_vs_fp32_gauss_k64,0.9999996860322007,5.589009850734578e-09,1.0,0.00011375959538701976,4.598498344421387e-05,5.994013918098062e-06
llava_1_5_7b,llava_1_5_7b:567886:95:24,24,fp32_trapezoid_vs_gauss_k64,1.0,1.2127851815319587e-14,1.0,8.018394655533774e-07,3.8743019104003906e-07,6.076339104765793e-06
llava_1_5_7b,llava_1_5_7b:573391:5:8,8,native_vs_fp32_gauss_k64,0.9999997488257605,2.3097112580029892e-11,1.0,3.444488813256621e-05,6.365776062011719e-05,1.148180217569461e-06
llava_1_5_7b,llava_1_5_7b:573391:5:8,8,fp32_trapezoid_vs_gauss_k64,0.9999999843016099,1.5633208958432687e-12,1.0,8.727576858848529e-06,5.304813385009766e-06,1.659644112805836e-05
llava_1_5_7b,llava_1_5_7b:65244:13:16,16,native_vs_fp32_gauss_k64,0.9999999372064401,5.529713817530831e-11,1.0,1.688119856509812e-05,5.85019588470459e-05,2.3847476313676452e-06
llava_1_5_7b,llava_1_5_7b:65244:13:16,16,fp32_trapezoid_vs_gauss_k64,1.0,5.449611936404933e-14,1.0,2.4320781378064115e-06,1.043081283569336e-06,5.874581802345347e-06
llava_1_5_7b,llava_1_5_7b:7088:74:16,16,native_vs_fp32_gauss_k64,1.0,7.55151532433159e-10,1.0,5.634532138253723e-05,0.0001316070556640625,2.59144144365564e-06
llava_1_5_7b,llava_1_5_7b:7088:74:16,16,fp32_trapezoid_vs_gauss_k64,1.0,1.2598161978916923e-13,1.0,2.514726283686272e-06,1.3113021850585938e-06,5.899599273107015e-06
llava_1_5_7b,llava_1_5_7b:7088:5:16,16,native_vs_fp32_gauss_k64,0.9999998744128804,1.2599325122611917e-10,1.0,2.4703142338518027e-05,0.00012791156768798828,1.6633430277579464e-06
llava_1_5_7b,llava_1_5_7b:7088:5:16,16,fp32_trapezoid_vs_gauss_k64,1.0,1.9618517510992034e-13,1.0,3.520284745333955e-06,2.086162567138672e-06,6.737964213243686e-06
llava_1_5_7b,llava_1_5_7b:89909:5:24,24,native_vs_fp32_gauss_k64,0.999998869715922,7.595491250717931e-10,1.0,5.824861970581389e-05,0.00039267539978027344,7.087926860549487e-06
llava_1_5_7b,llava_1_5_7b:89909:5:24,24,fp32_trapezoid_vs_gauss_k64,1.0,4.591490812702988e-15,1.0,3.4752522077408463e-07,1.7881393432617188e-07,7.145895324356388e-06
