model,case_id,layer,control,spearman,js,top32_overlap,gross_relative_error,kappa_difference,candidate_completeness_relative_error
llava_1_5_7b,llava_1_5_7b:253441:102:8,8,native_vs_fp32_gauss_k64,0.9999990580966018,1.9347556454764048e-08,1.0,0.00010744155695021382,0.00014138221740722656,7.433594419126166e-06
llava_1_5_7b,llava_1_5_7b:253441:102:8,8,fp32_trapezoid_vs_gauss_k64,1.0,3.2679606054711253e-16,1.0,0.0,0.0,7.434967756125843e-06
