model,label,layer,n_mentions,mean,q25,median,q75,raw_relative_strength_real_auroc
llava_1_5_7b,HALL,1,3487,0.573623776435852,0.510390043258667,0.5881866216659546,0.6189734935760498,0.5451346723654746
llava_1_5_7b,HALL,2,3487,0.449195921421051,0.4167579412460327,0.4429861307144165,0.4794604778289795,0.4052237923892906
llava_1_5_7b,HALL,3,3487,0.37085407972335815,0.3568296730518341,0.37255507707595825,0.38353222608566284,0.3980093347961577
llava_1_5_7b,HALL,4,3487,0.41239598393440247,0.40047261118888855,0.4109709560871124,0.42252635955810547,0.5732896224530123
llava_1_5_7b,HALL,5,3487,0.41825294494628906,0.4073598086833954,0.41950470209121704,0.42895764112472534,0.6324618575646657
llava_1_5_7b,HALL,6,3487,0.40952521562576294,0.3978837728500366,0.4093860387802124,0.42115992307662964,0.639792070997937
llava_1_5_7b,HALL,7,3487,0.40714356303215027,0.3924212157726288,0.4046936631202698,0.4182206392288208,0.6922057718342717
llava_1_5_7b,HALL,8,3487,0.4130532741546631,0.4023689031600952,0.41438028216362,0.42478054761886597,0.5770078178534681
llava_1_5_7b,HALL,9,3487,0.3885221779346466,0.38050341606140137,0.38964158296585083,0.39667633175849915,0.5257176718411491
llava_1_5_7b,HALL,10,3487,0.3890482783317566,0.3796346187591553,0.38943126797676086,0.3983783721923828,0.5739390788076487
llava_1_5_7b,HALL,11,3487,0.39246028661727905,0.3843490779399872,0.39295852184295654,0.4016296863555908,0.5159187747447864
llava_1_5_7b,HALL,12,3487,0.36682644486427307,0.35526901483535767,0.366085022687912,0.37696170806884766,0.620240504908105
llava_1_5_7b,HALL,13,3487,0.37630757689476013,0.36635062098503113,0.37764739990234375,0.38744133710861206,0.44681203531237984
llava_1_5_7b,HALL,14,3487,0.3469270169734955,0.33691346645355225,0.34801700711250305,0.35836416482925415,0.5006248516534072
llava_1_5_7b,HALL,15,3487,0.31973180174827576,0.30721962451934814,0.3178349435329437,0.3312094211578369,0.7178473666576054
llava_1_5_7b,HALL,16,3487,0.31481125950813293,0.30698487162590027,0.3146173059940338,0.3225080966949463,0.45637460754603554
llava_1_5_7b,HALL,17,3487,0.3145711123943329,0.3041824698448181,0.31141898036003113,0.3219175338745117,0.6405279251745054
llava_1_5_7b,HALL,18,3487,0.2966976463794708,0.28543341159820557,0.29408639669418335,0.30545711517333984,0.5452264101858243
llava_1_5_7b,HALL,19,3487,0.27826908230781555,0.26842761039733887,0.276703417301178,0.28633537888526917,0.723086180486391
llava_1_5_7b,HALL,20,3487,0.24084711074829102,0.2315305769443512,0.23835863173007965,0.24796432256698608,0.609809596250143
llava_1_5_7b,HALL,21,3487,0.2596653699874878,0.24687835574150085,0.2566058337688446,0.2692384123802185,0.5607492228506339
llava_1_5_7b,HALL,22,3487,0.2182723581790924,0.20930689573287964,0.21582479774951935,0.2249051332473755,0.5837337254568404
llava_1_5_7b,HALL,23,3487,0.20736058056354523,0.19679346680641174,0.20416271686553955,0.21497657895088196,0.5971953346517143
llava_1_5_7b,HALL,24,3487,0.19325117766857147,0.18383127450942993,0.18975384533405304,0.1979023516178131,0.6007730497798963
llava_1_5_7b,HALL,25,3487,0.1969420462846756,0.18776866793632507,0.19412465393543243,0.2024233043193817,0.5392606501598934
llava_1_5_7b,HALL,26,3487,0.19546100497245789,0.18238532543182373,0.18950948119163513,0.20100805163383484,0.5530351281858239
llava_1_5_7b,HALL,27,3487,0.18514566123485565,0.17627355456352234,0.18194222450256348,0.18974865972995758,0.5033491009358358
llava_1_5_7b,HALL,28,3487,0.1835308074951172,0.17637677490711212,0.18175151944160461,0.18831518292427063,0.45678939132447094
llava_1_5_7b,HALL,29,3487,0.16840313374996185,0.16156882047653198,0.16637933254241943,0.17258316278457642,0.567913177947521
llava_1_5_7b,HALL,30,3487,0.17727990448474884,0.1703629195690155,0.1753361076116562,0.1813771277666092,0.47774386838872274
llava_1_5_7b,HALL,31,3487,0.2338806688785553,0.2254146784543991,0.23266589641571045,0.2398236244916916,0.3759820807852202
llava_1_5_7b,HALL,32,3487,0.5547321438789368,0.5299018621444702,0.5572870969772339,0.5820674896240234,0.5739186886343186
llava_1_5_7b,REAL,1,11976,0.5811347365379333,0.512488842010498,0.5712113380432129,0.6650687456130981,0.5451346723654746
llava_1_5_7b,REAL,2,11976,0.43488043546676636,0.39813122153282166,0.4301396310329437,0.46289581060409546,0.4052237923892906
llava_1_5_7b,REAL,3,11976,0.36474812030792236,0.34804990887641907,0.36251339316368103,0.3780698776245117,0.3980093347961577
llava_1_5_7b,REAL,4,11976,0.41735541820526123,0.4047941565513611,0.41460829973220825,0.42712873220443726,0.5732896224530123
llava_1_5_7b,REAL,5,11976,0.42685648798942566,0.41339224576950073,0.427701473236084,0.44055792689323425,0.6324618575646657
llava_1_5_7b,REAL,6,11976,0.4207058250904083,0.40336716175079346,0.42323487997055054,0.4390001595020294,0.639792070997937
llava_1_5_7b,REAL,7,11976,0.42260441184043884,0.4050886631011963,0.4247444272041321,0.4389312267303467,0.6922057718342717
llava_1_5_7b,REAL,8,11976,0.41828453540802,0.40441256761550903,0.4198165535926819,0.4310164153575897,0.5770078178534681
llava_1_5_7b,REAL,9,11976,0.38940462470054626,0.3799518048763275,0.39081713557243347,0.39932966232299805,0.5257176718411491
llava_1_5_7b,REAL,10,11976,0.3926509916782379,0.38203734159469604,0.3938409984111786,0.4033777713775635,0.5739390788076487
llava_1_5_7b,REAL,11,11976,0.3934025168418884,0.38433972001075745,0.3935268223285675,0.40304872393608093,0.5159187747447864
llava_1_5_7b,REAL,12,11976,0.37342262268066406,0.3619149625301361,0.3738614320755005,0.3845536708831787,0.620240504908105
llava_1_5_7b,REAL,13,11976,0.3730246424674988,0.36010417342185974,0.37419790029525757,0.38577309250831604,0.44681203531237984
llava_1_5_7b,REAL,14,11976,0.34659072756767273,0.3334181308746338,0.3492419123649597,0.35949912667274475,0.5006248516534072
llava_1_5_7b,REAL,15,11976,0.3335917294025421,0.3223055601119995,0.33463054895401,0.34470027685165405,0.7178473666576054
llava_1_5_7b,REAL,16,11976,0.31299126148223877,0.30315932631492615,0.3127681612968445,0.3217548727989197,0.45637460754603554
llava_1_5_7b,REAL,17,11976,0.32216179370880127,0.30995261669158936,0.3205353021621704,0.3332901895046234,0.6405279251745054
llava_1_5_7b,REAL,18,11976,0.2996806502342224,0.28725454211235046,0.2971564531326294,0.30906519293785095,0.5452264101858243
llava_1_5_7b,REAL,19,11976,0.2937571108341217,0.27801477909088135,0.29264259338378906,0.30762219429016113,0.723086180486391
llava_1_5_7b,REAL,20,11976,0.2463364452123642,0.23498781025409698,0.24450182914733887,0.25506362318992615,0.609809596250143
llava_1_5_7b,REAL,21,11976,0.2650373578071594,0.24815146625041962,0.2614182233810425,0.2780972123146057,0.5607492228506339
llava_1_5_7b,REAL,22,11976,0.22325323522090912,0.2104475349187851,0.22107428312301636,0.23419824242591858,0.5837337254568404
llava_1_5_7b,REAL,23,11976,0.2140539586544037,0.19961030781269073,0.2104957103729248,0.22344756126403809,0.5971953346517143
llava_1_5_7b,REAL,24,11976,0.19866019487380981,0.18544167280197144,0.19672366976737976,0.20900684595108032,0.6007730497798963
llava_1_5_7b,REAL,25,11976,0.2001258134841919,0.1863720715045929,0.19689443707466125,0.20956608653068542,0.5392606501598934
llava_1_5_7b,REAL,26,11976,0.20125699043273926,0.18350204825401306,0.19402503967285156,0.2066827118396759,0.5530351281858239
llava_1_5_7b,REAL,27,11976,0.18575602769851685,0.17411142587661743,0.1831049770116806,0.1929405927658081,0.5033491009358358
llava_1_5_7b,REAL,28,11976,0.18220877647399902,0.17290619015693665,0.18074333667755127,0.18882155418395996,0.45678939132447094
llava_1_5_7b,REAL,29,11976,0.17620596289634705,0.1615387350320816,0.1692727506160736,0.17990738153457642,0.567913177947521
llava_1_5_7b,REAL,30,11976,0.17738640308380127,0.1675085425376892,0.174812912940979,0.18342092633247375,0.47774386838872274
llava_1_5_7b,REAL,31,11976,0.22909079492092133,0.21900710463523865,0.2268851101398468,0.23654870688915253,0.3759820807852202
