model,label,layer,n_mentions,mean,q25,median,q75,raw_d_ef_js_union_topk_real_auroc
llava_1_5_7b,HALL,32,3487,0.1275697946548462,0.10198922455310822,0.12498515099287033,0.14922459423542023,0.506248576399525
llava_1_5_7b,REAL,1,11976,0.057220593094825745,0.03272068127989769,0.04868050664663315,0.0712704211473465,0.4983721625451458
llava_1_5_7b,REAL,2,11976,0.057472050189971924,0.03226977214217186,0.046632714569568634,0.07157692313194275,0.4990132976017995
llava_1_5_7b,REAL,3,11976,0.08394810557365417,0.0459919348359108,0.06709137558937073,0.09727685898542404,0.500438047493515
llava_1_5_7b,REAL,4,11976,0.11592436581850052,0.07259121537208557,0.10503870248794556,0.14960312843322754,0.5517213808172697
llava_1_5_7b,REAL,5,11976,0.13221105933189392,0.08789590001106262,0.12786677479743958,0.17247316241264343,0.5270239360280642
llava_1_5_7b,REAL,6,11976,0.14315581321716309,0.09747230261564255,0.14258094131946564,0.18849492073059082,0.5210954242870599
llava_1_5_7b,REAL,7,11976,0.13052047789096832,0.07787240296602249,0.13452570140361786,0.17950144410133362,0.4546876230235062
llava_1_5_7b,REAL,8,11976,0.13956479728221893,0.08150559663772583,0.14276498556137085,0.19380691647529602,0.4554408262083866
llava_1_5_7b,REAL,9,11976,0.11659032851457596,0.06585772335529327,0.11245903372764587,0.16496053338050842,0.4041533741414576
llava_1_5_7b,REAL,10,11976,0.11647491157054901,0.0600053034722805,0.11213671416044235,0.1678680181503296,0.3983854095726105
llava_1_5_7b,REAL,11,11976,0.10312920063734055,0.04980354756116867,0.0964270681142807,0.1503186821937561,0.39510538139657575
llava_1_5_7b,REAL,12,11976,0.09385818988084793,0.04673672094941139,0.08285282552242279,0.13368505239486694,0.45495781975958416
llava_1_5_7b,REAL,13,11976,0.09823699295520782,0.04906667023897171,0.09194619953632355,0.13873505592346191,0.394490443462204
llava_1_5_7b,REAL,14,11976,0.09306653589010239,0.051329225301742554,0.08698141574859619,0.12718187272548676,0.4392926111280011
llava_1_5_7b,REAL,15,11976,0.06379926949739456,0.030075950548052788,0.05473167449235916,0.08851511031389236,0.41880632979945165
llava_1_5_7b,REAL,16,11976,0.072701096534729,0.038499459624290466,0.06491148471832275,0.09873928874731064,0.37730860344146855
llava_1_5_7b,REAL,17,11976,0.08270495384931564,0.046580083668231964,0.0749763548374176,0.11323174834251404,0.33509410801336925
llava_1_5_7b,REAL,18,11976,0.0609319843351841,0.03237037733197212,0.05211649462580681,0.07755004614591599,0.40118744802481365
llava_1_5_7b,REAL,19,11976,0.06660404801368713,0.03700638189911842,0.05658404529094696,0.08534575253725052,0.35091396108343254
llava_1_5_7b,REAL,20,11976,0.05998527631163597,0.03249029070138931,0.050666794180870056,0.07602863758802414,0.4269090350665962
llava_1_5_7b,REAL,21,11976,0.05470897629857063,0.031815797090530396,0.047837939113378525,0.06979352980852127,0.3914986075774529
llava_1_5_7b,REAL,22,11976,0.04906557872891426,0.026907555758953094,0.04144980013370514,0.06319116801023483,0.42786196137615057
llava_1_5_7b,REAL,23,11976,0.05575143173336983,0.031934723258018494,0.04806395620107651,0.07061292231082916,0.4626710763080506
llava_1_5_7b,REAL,24,11976,0.060655102133750916,0.033357780426740646,0.052755359560251236,0.08035065233707428,0.44153812835497974
llava_1_5_7b,REAL,25,11976,0.05051379278302193,0.029452700167894363,0.04503324627876282,0.06458909809589386,0.3837308974128354
llava_1_5_7b,REAL,26,11976,0.08061166852712631,0.04881357401609421,0.07348723709583282,0.1049259752035141,0.4035630169621338
llava_1_5_7b,REAL,27,11976,0.055886995047330856,0.029779791831970215,0.04660745710134506,0.0697384923696518,0.42063652445891686
llava_1_5_7b,REAL,28,11976,0.08481314778327942,0.051231078803539276,0.07882018387317657,0.11167848110198975,0.35293798810698546
llava_1_5_7b,REAL,29,11976,0.07327885925769806,0.03905502334237099,0.06382758915424347,0.09769079089164734,0.3457833241284213
llava_1_5_7b,REAL,30,11976,0.06000771000981331,0.02889041230082512,0.04743439704179764,0.07546237856149673,0.3586721167217333
llava_1_5_7b,REAL,31,11976,0.07593604177236557,0.04483302682638168,0.06353285908699036,0.0930999219417572,0.3496445620425441
llava_1_5_7b,REAL,32,11976,0.12985576689243317,0.09956428408622742,0.12416674196720123,0.1551048308610916,0.506248576399525
