model,label,layer,n_mentions,mean,q25,median,q75,raw_d_ef_js_union_topk_real_auroc
llava_1_5_7b,HALL,1,3487,0.05864705890417099,0.032085172832012177,0.048635683953762054,0.07264527678489685,0.4983721625451458
llava_1_5_7b,HALL,2,3487,0.05632045865058899,0.0321955680847168,0.04803270474076271,0.07050479203462601,0.4990132976017995
llava_1_5_7b,HALL,3,3487,0.08950799703598022,0.04406809061765671,0.06607583910226822,0.09909011423587799,0.500438047493515
llava_1_5_7b,HALL,4,3487,0.10870680212974548,0.06377394497394562,0.09554659575223923,0.13519111275672913,0.5517213808172697
llava_1_5_7b,HALL,5,3487,0.12752468883991241,0.08676435053348541,0.12101078033447266,0.16096387803554535,0.5270239360280642
llava_1_5_7b,HALL,6,3487,0.13934022188186646,0.09953375160694122,0.1373777687549591,0.1775808334350586,0.5210954242870599
llava_1_5_7b,HALL,7,3487,0.1411435753107071,0.09817975759506226,0.14202822744846344,0.18291610479354858,0.4546876230235062
llava_1_5_7b,HALL,8,3487,0.15001511573791504,0.10501842200756073,0.15363915264606476,0.19499491155147552,0.4554408262083866
llava_1_5_7b,HALL,9,3487,0.13604052364826202,0.09074458479881287,0.13825705647468567,0.1784224510192871,0.4041533741414576
llava_1_5_7b,HALL,10,3487,0.13926208019256592,0.08479481190443039,0.13903172314167023,0.18815332651138306,0.3983854095726105
llava_1_5_7b,HALL,11,3487,0.12672297656536102,0.06886345893144608,0.1271875947713852,0.17711272835731506,0.39510538139657575
llava_1_5_7b,HALL,12,3487,0.10201661288738251,0.05351097881793976,0.09679504483938217,0.14282844960689545,0.45495781975958416
llava_1_5_7b,HALL,13,3487,0.12029677629470825,0.0705304890871048,0.1182151660323143,0.16547267138957977,0.394490443462204
llava_1_5_7b,HALL,14,3487,0.1040353924036026,0.06108761951327324,0.10099437832832336,0.14058637619018555,0.4392926111280011
llava_1_5_7b,HALL,15,3487,0.07690812647342682,0.038345418870449066,0.06777192652225494,0.10634414851665497,0.41880632979945165
llava_1_5_7b,HALL,16,3487,0.09290989488363266,0.053734418004751205,0.08508376032114029,0.12493246048688889,0.37730860344146855
llava_1_5_7b,HALL,17,3487,0.11097078770399094,0.07085437327623367,0.10571075230836868,0.14709508419036865,0.33509410801336925
llava_1_5_7b,HALL,18,3487,0.07278509438037872,0.042380012571811676,0.06535132229328156,0.09347251802682877,0.40118744802481365
llava_1_5_7b,HALL,19,3487,0.08797620236873627,0.05214807391166687,0.08061955869197845,0.11338993906974792,0.35091396108343254
llava_1_5_7b,HALL,20,3487,0.06712716072797775,0.04041631519794464,0.05891610309481621,0.08429954946041107,0.4269090350665962
llava_1_5_7b,HALL,21,3487,0.06521839648485184,0.04176786169409752,0.0588829480111599,0.08061738312244415,0.3914986075774529
llava_1_5_7b,HALL,22,3487,0.05502975359559059,0.033732954412698746,0.04813418909907341,0.06765472888946533,0.42786196137615057
llava_1_5_7b,HALL,23,3487,0.05980730801820755,0.03553002327680588,0.05118575319647789,0.07397601753473282,0.4626710763080506
llava_1_5_7b,HALL,24,3487,0.06775079667568207,0.04016181081533432,0.059628069400787354,0.08718212693929672,0.44153812835497974
llava_1_5_7b,HALL,25,3487,0.06200096383690834,0.03976671025156975,0.05501546338200569,0.07709265500307083,0.3837308974128354
llava_1_5_7b,HALL,26,3487,0.09631898999214172,0.0601516030728817,0.08865577727556229,0.12332257628440857,0.4035630169621338
llava_1_5_7b,HALL,27,3487,0.0630980059504509,0.037029389292001724,0.05531000345945358,0.077476367354393,0.42063652445891686
llava_1_5_7b,HALL,28,3487,0.11197952926158905,0.07043948769569397,0.10652776807546616,0.1497102677822113,0.35293798810698546
llava_1_5_7b,HALL,29,3487,0.09986913204193115,0.060318075120449066,0.09151772409677505,0.12916278839111328,0.3457833241284213
llava_1_5_7b,HALL,30,3487,0.07803254574537277,0.044490791857242584,0.06692449748516083,0.09899461269378662,0.3586721167217333
llava_1_5_7b,HALL,31,3487,0.09874977171421051,0.06110524386167526,0.08676314353942871,0.12555576860904694,0.3496445620425441
