feature_set,ae_variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
C_OT,full,43,fixed_0.5,0.5,0.8844769720221805,0.9630960291439814,0.8995833333333333,0.8859253180139516,0.8927020880711185,0.6766761144661566,0.6273458445040214,0.6600846262341326,0.643298969072165
C_OT,full,43,train_f1,0.4479704201221466,0.8844769720221805,0.9630960291439814,0.8847852268165396,0.9043906442347148,0.8944805194805194,0.6766761144661566,0.6442748091603053,0.5952045133991537,0.6187683284457478
C_OT,full,44,fixed_0.5,0.5,0.885199553429064,0.9633359045660097,0.8963085856491082,0.8867459991793188,0.8915016501650165,0.6725652372175129,0.6244897959183674,0.6473906911142454,0.6357340720221607
C_OT,full,44,train_f1,0.4520772397518158,0.885199553429064,0.9633359045660097,0.8828435266084194,0.9121871153057037,0.8972754793138245,0.6725652372175129,0.6592356687898089,0.5839210155148096,0.6192969334330591
C_OT,full,45,fixed_0.5,0.5,0.8858306908132905,0.9632699288256127,0.8999583159649854,0.8859253180139516,0.8928866832092639,0.6710018406481995,0.6278447121820616,0.6614950634696756,0.6442307692307693
C_OT,full,45,train_f1,0.4939270317554474,0.8858306908132905,0.9632699288256127,0.8980944490472246,0.8896183832581043,0.893836322407751,0.6710018406481995,0.6325136612021858,0.6530324400564175,0.6426092990978487
D_OT,top32,43,fixed_0.5,0.5,0.8892311930609034,0.9659909152363746,0.898960498960499,0.8871563397620025,0.8930194134655102,0.6727756352094332,0.6288798920377868,0.6572637517630465,0.6427586206896552
D_OT,top32,43,train_f1,0.4841058850288391,0.8892311930609034,0.9659909152363746,0.8961838325810423,0.8961838325810423,0.8961838325810423,0.6727756352094332,0.6431593794076164,0.6431593794076164,0.6431593794076164
D_OT,top32,44,fixed_0.5,0.5,0.8866507932190206,0.9646989271175948,0.8927250308261405,0.8912597455888387,0.8919917864476387,0.6681027055457452,0.6283309957924264,0.6318758815232722,0.630098452883263
D_OT,top32,44,train_f1,0.45279592275619507,0.8866507932190206,0.9646989271175948,0.8821656050955414,0.9093147312269183,0.8955344514043241,0.6681027055457452,0.6514195583596214,0.5825105782792666,0.6150409530900968
D_OT,top32,45,fixed_0.5,0.5,0.8870695258164418,0.9645652910463827,0.9016462642465175,0.8764874846122281,0.8888888888888888,0.6690135970676018,0.6126126126126126,0.6713681241184767,0.6406460296096904
D_OT,top32,45,train_f1,0.43221190571784973,0.8870695258164418,0.9645652910463827,0.8879449838187702,0.9006975789905621,0.8942758199225912,0.6690135970676018,0.6409495548961425,0.609308885754584,0.6247288503253796
D_OT,full,43,fixed_0.5,0.5,0.8807222688766797,0.9633673258009345,0.9490740740740741,0.7570783750512926,0.842273453549418,0.6557915405259539,0.5074875207986689,0.8603667136812412,0.6384092098377813
D_OT,full,43,train_f1,0.28487253189086914,0.8807222688766797,0.9633673258009345,0.8675445391169636,0.9191629052113254,0.8926080892608089,0.6557915405259539,0.650709219858156,0.5176304654442877,0.5765907305577376
D_OT,full,44,fixed_0.5,0.5,0.8949915877286752,0.9675753709085367,0.8968058968058968,0.8986458760771441,0.897724943635991,0.6870810715105641,0.6491477272727273,0.6445698166431594,0.6468506723283793
D_OT,full,44,train_f1,0.51176518201828,0.8949915877286752,0.9675753709085367,0.8987603305785123,0.8924907673368896,0.8956145768993206,0.6870810715105641,0.6391184573002755,0.6544428772919605,0.6466898954703832
D_OT,full,45,fixed_0.5,0.5,0.8941547012934699,0.9672549940350341,0.9204745166959578,0.8596635207221994,0.8890303416083174,0.6797192102432398,0.6068965517241379,0.7447108603667136,0.668777707409753
D_OT,full,45,train_f1,0.39958456158638,0.8941547012934699,0.9672549940350341,0.8933495539334956,0.9039803036520312,0.8986334897001835,0.6797192102432398,0.6558823529411765,0.6290550070521862,0.6421886249100072
E_OT,top32,43,fixed_0.5,0.5,0.8801631870672687,0.960678096180356,0.9046591889559965,0.8604842018875667,0.8820189274447949,0.6689867754615546,0.5893719806763285,0.688293370944993,0.6350032530904359
E_OT,top32,43,train_f1,0.40722033381462097,0.8801631870672687,0.960678096180356,0.880857823669579,0.9101354123922856,0.8952573158425833,0.6689867754615546,0.6512738853503185,0.5768688293370945,0.6118175018698578
E_OT,top32,44,fixed_0.5,0.5,0.8800821607180787,0.96096334368791,0.8767772511848341,0.9109560935576528,0.8935399476755886,0.6712671100224411,0.6465798045602605,0.5599435825105783,0.600151171579743
E_OT,top32,44,train_f1,0.5383152365684509,0.8800821607180787,0.96096334368791,0.8859934853420195,0.8929011079195732,0.8894338851420397,0.6712671100224411,0.6217391304347826,0.6050775740479548,0.6132952108649035
E_OT,top32,45,fixed_0.5,0.5,0.8827406931109661,0.9615048119854435,0.8926507018992568,0.8871563397620025,0.8898950401317144,0.676225915462261,0.6201657458563536,0.6332863187588152,0.6266573621772505
E_OT,top32,45,train_f1,0.5026265382766724,0.8827406931109661,0.9615048119854435,0.8936698386429458,0.8863356585966352,0.8899876390605687,0.676225915462261,0.6200274348422496,0.6375176304654443,0.6286509040333796
E_OT,full,43,fixed_0.5,0.5,0.8806693123698874,0.9612670728165064,0.886815415821501,0.8970045137464095,0.8918808649530804,0.6673235407008623,0.631424375917768,0.6064880112834978,0.6187050359712231
E_OT,full,43,train_f1,0.4827137887477875,0.8806693123698874,0.9612670728165064,0.88358089120835,0.9031596224866639,0.893262987012987,0.6673235407008623,0.6396946564885496,0.5909732016925247,0.6143695014662757
E_OT,full,44,fixed_0.5,0.5,0.882670952574699,0.9627639098609084,0.8898858075040783,0.895363151415675,0.892616076907343,0.6645297296522945,0.6325648414985591,0.6191819464033851,0.6258018531717747
E_OT,full,44,train_f1,0.4750336706638336,0.882670952574699,0.9627639098609084,0.8778262594208648,0.9080837094788674,0.8926986688180718,0.6645297296522945,0.6416,0.5655853314527504,0.6011994002998501
E_OT,full,45,fixed_0.5,0.5,0.8821691679693582,0.9626947333555822,0.906896551724138,0.8633565859663521,0.8845911288627286,0.665530297496636,0.5968523002421308,0.6953455571227081,0.6423452768729642
E_OT,full,45,train_f1,0.4345676898956299,0.8821691679693582,0.9626947333555822,0.8856794141578519,0.8933114485022569,0.8894790602655771,0.665530297496636,0.622093023255814,0.6036671368124118,0.6127415891195419
G_OT,top32,43,fixed_0.5,0.5,0.9011304911990916,0.9693671259348867,0.9037985136251032,0.8982355354944604,0.9010084379501955,0.7148642528738686,0.6574585635359116,0.6713681241184767,0.6643405443126309
