feature_set,dimensions,ensemble_auroc,reference_feature,reference_ensemble_auroc,ensemble_auroc_minus_reference,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
net_strength,32,0.8799177929811504,strength,0.8860167620366088,-0.006098969055458481,0.659110339873645,0.6616960766021935,0.5199811941701927,0.5818413595429384,0.8786083493022763,0.8764336599659804,0.8789420042330479
D_OT+strength,96,0.898662660106619,D_OT,0.8969501103405247,0.0017125497660942512,0.7020849828207779,0.6738450750701204,0.6295251527973672,0.6506332204974191,0.8986557149909743,0.8946781893852009,0.8936945873819981
