feature_set,dimensions,full_support_js_ensemble_auroc,union_topk_js_ensemble_auroc,union_topk_js_minus_full_js_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
C_JS,64,0.8911758254414632,0.8868820076940307,-0.004293817747432538,0.6615161325870957,0.6383055810502847,0.5665256229431124,0.6002199482429682,0.8844292243521221,0.8820027745737001,0.8782469139089252
D_JS,64,0.8855965825400951,0.8851086881660439,-0.00048789437405116765,0.6647164033775631,0.6643720299918131,0.5209214856605547,0.583889531580608,0.8800613253711441,0.882492115846844,0.8787423321582585
E_JS,64,0.8846589919280394,0.880960717847153,-0.00369827408088641,0.6399224854118284,0.6371029756769689,0.5105782792665726,0.5647760742259562,0.8566041972806399,0.8809314904854808,0.8708011711780015
G_JS,192,0.9025687088972141,0.9019511723644588,-0.000617536532755314,0.7094848069758247,0.6500351596104428,0.688763516690174,0.66880555675794,0.8968685052316978,0.8992527055566134,0.8979473131951988
H_JS,224,0.9053380737606007,0.9072155700232604,0.0018774962626596503,0.710693971067537,0.6583876935929602,0.6610249177244946,0.6595338655686751,0.9010170543102256,0.9038011775443577,0.8999631330111184
