model,signal,label,support,layer_from,layer_to,n_images,mean,std,se
internvl_2_5_8b,attention_evidence,REAL,all_visual_tokens,31,32,3869,0.043648095994525314,0.013078504414033838,0.00021026099653826197
internvl_2_5_8b,attention_evidence,REAL,union_top32,1,2,3869,0.059345150655763776,0.023291641589905238,0.0003744559482237471
internvl_2_5_8b,attention_evidence,REAL,union_top32,2,3,3869,0.05327793702860617,0.02333996882730586,0.00037523289738965426
internvl_2_5_8b,attention_evidence,REAL,union_top32,3,4,3869,0.039621860795801433,0.01695603789481363,0.00027259947408653473
internvl_2_5_8b,attention_evidence,REAL,union_top32,4,5,3869,0.052424242968424774,0.020762408336630612,0.0003337938749869489
internvl_2_5_8b,attention_evidence,REAL,union_top32,5,6,3869,0.043861238874685675,0.014157261313060674,0.00022760399642810555
internvl_2_5_8b,attention_evidence,REAL,union_top32,6,7,3869,0.0505624771961626,0.025521830125130925,0.0004103103279784831
internvl_2_5_8b,attention_evidence,REAL,union_top32,7,8,3869,0.043301653868932075,0.016848169825847838,0.00027086529661811805
internvl_2_5_8b,attention_evidence,REAL,union_top32,8,9,3869,0.0429257260017823,0.018484311906441557,0.0002971692877667294
internvl_2_5_8b,attention_evidence,REAL,union_top32,9,10,3869,0.056099796432758156,0.025129485656109306,0.0004040026695160797
internvl_2_5_8b,attention_evidence,REAL,union_top32,10,11,3869,0.04319636884987216,0.013485074503513243,0.00021679735799598796
internvl_2_5_8b,attention_evidence,REAL,union_top32,11,12,3869,0.04292965183334469,0.01602772288085382,0.0002576751040089306
internvl_2_5_8b,attention_evidence,REAL,union_top32,12,13,3869,0.03915278362117479,0.013732127578717317,0.00022076919025950815
internvl_2_5_8b,attention_evidence,REAL,union_top32,13,14,3869,0.0649908688805206,0.024827632068332467,0.0003991498182904836
internvl_2_5_8b,attention_evidence,REAL,union_top32,14,15,3869,0.04159764427779318,0.017655909931882523,0.00028385120343606677
internvl_2_5_8b,attention_evidence,REAL,union_top32,15,16,3869,0.030701179978090853,0.012048639362453116,0.00019370402295855102
internvl_2_5_8b,attention_evidence,REAL,union_top32,16,17,3869,0.027454106973637735,0.01151418243524357,0.00018511164553034352
internvl_2_5_8b,attention_evidence,REAL,union_top32,17,18,3869,0.03898500342670184,0.014835761082240358,0.0002385121272894308
internvl_2_5_8b,attention_evidence,REAL,union_top32,18,19,3869,0.04213738426157873,0.01597017240004833,0.00025674987425311583
internvl_2_5_8b,attention_evidence,REAL,union_top32,19,20,3869,0.02639250121996265,0.008849404162450456,0.0001422704369752
internvl_2_5_8b,attention_evidence,REAL,union_top32,20,21,3869,0.03126425750849205,0.009730605367622911,0.00015643736598211776
internvl_2_5_8b,attention_evidence,REAL,union_top32,21,22,3869,0.03406797555263467,0.01274309548344875,0.00020486868150283797
internvl_2_5_8b,attention_evidence,REAL,union_top32,22,23,3869,0.04210109112827114,0.015783442474437578,0.0002537478474922958
internvl_2_5_8b,attention_evidence,REAL,union_top32,23,24,3869,0.049258133637220335,0.020380754357882162,0.0003276580858046374
internvl_2_5_8b,attention_evidence,REAL,union_top32,24,25,3869,0.06745658112792396,0.023973239473441817,0.00038541388696764433
internvl_2_5_8b,attention_evidence,REAL,union_top32,25,26,3869,0.053198011904958764,0.019594796733312377,0.00031502237241209073
internvl_2_5_8b,attention_evidence,REAL,union_top32,26,27,3869,0.06964804037551366,0.026390056428332562,0.00042426866158855694
internvl_2_5_8b,attention_evidence,REAL,union_top32,27,28,3869,0.06986535922545939,0.027249309881068964,0.00043808274013544594
internvl_2_5_8b,attention_evidence,REAL,union_top32,28,29,3869,0.0604623305351582,0.02353700478978801,0.0003784006126355135
internvl_2_5_8b,attention_evidence,REAL,union_top32,29,30,3869,0.04761317016017178,0.019099006040364276,0.0003070516257675583
internvl_2_5_8b,attention_evidence,REAL,union_top32,30,31,3869,0.0345285771133965,0.012014241187484464,0.00019315100907263259
internvl_2_5_8b,attention_evidence,REAL,union_top32,31,32,3869,0.04181870692244686,0.015399936129308702,0.00024758227811579915
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,1,2,2005,0.03186569024629873,0.006173065310149609,0.0001378617170541317
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,2,3,2005,0.2908513055998191,0.03783393221295051,0.0008449369309621919
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,3,4,2005,0.009677996899598184,0.005351120144719355,0.00011950539549630731
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,4,5,2005,0.008811178904472666,0.004538220741512126,0.00010135109096721567
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,5,6,2005,0.012809595363237837,0.006296846664570325,0.00014062609896204194
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,6,7,2005,0.015330641955936192,0.012272113721998608,0.0002740704309116236
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,7,8,2005,0.022638754936357836,0.009481745528542647,0.00021175374851226778
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,8,9,2005,0.025970064242488874,0.01072179112122652,0.00023944741544168247
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,9,10,2005,0.029291572867709205,0.012704298390289111,0.00028372231655699923
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,10,11,2005,0.03886102923932962,0.015179682414421336,0.00033900452641376876
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,11,12,2005,0.04800965207120278,0.016013208082456234,0.00035761947280272866
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,12,13,2005,0.05043507868939653,0.015409901484192834,0.0003441459585326093
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,13,14,2005,0.05620553343094644,0.02582540609521679,0.000576753144350021
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,14,15,2005,0.06148831576777813,0.022700084928192265,0.0005069560304715707
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,15,16,2005,0.04826806641910736,0.015605815246909587,0.000348521257734168
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,16,17,2005,0.05309121153616994,0.02702083183587951,0.0006034503258859921
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,17,18,2005,0.06994683007498334,0.023513863351503773,0.0005251299659643428
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,18,19,2005,0.05650771271966937,0.018853207135320776,0.00042104455032722425
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,19,20,2005,0.06943145461956461,0.020362936411013645,0.00045476100394900934
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,20,21,2005,0.05582269627944638,0.019299713876058472,0.00043101628768323985
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,21,22,2005,0.0513633032187708,0.014461969610804055,0.0003229760033887928
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,22,23,2005,0.05319021338239275,0.017493850466001153,0.0003906863352256823
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,23,24,2005,0.06606386512183489,0.02351755440406995,0.0005252123974337902
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,24,25,2005,0.06774321167434838,0.021221468028215985,0.00047393440273002865
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,25,26,2005,0.08778985990513292,0.021128143476971322,0.00047185020594423704
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,26,27,2005,0.07497390053627496,0.02055842575563532,0.0004591268247141031
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,27,28,2005,0.21470222927982968,0.051963238459846954,0.0011604836362235369
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,28,29,2005,0.08809348695407485,0.027836476176793922,0.0006216659325083723
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,29,30,2005,0.06488335710808524,0.01812170990468352,0.00040470818270931056
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,30,31,2005,0.07862383126655124,0.02087696297511933,0.00046624064674859737
llava_1_5_7b,attention_distribution,HALL,all_visual_tokens,31,32,2005,0.03895946437042402,0.01406959604887705,0.0003142132104721257
llava_1_5_7b,attention_distribution,HALL,union_top32,1,2,2005,0.05227288657293058,0.008809372773413697,0.00019673779487087536
llava_1_5_7b,attention_distribution,HALL,union_top32,2,3,2005,0.19488207018583492,0.029021582361271947,0.0006481326496537399
llava_1_5_7b,attention_distribution,HALL,union_top32,3,4,2005,0.006148237644223278,0.0040282773476446165,8.996263671525791e-05
llava_1_5_7b,attention_distribution,HALL,union_top32,4,5,2005,0.005813350016947956,0.003658361762512519,8.170139288108911e-05
llava_1_5_7b,attention_distribution,HALL,union_top32,5,6,2005,0.0076000920451011625,0.004781526682462778,0.00010678478931700925
llava_1_5_7b,attention_distribution,HALL,union_top32,6,7,2005,0.012353002606075898,0.014226947116473763,0.0003177272974401539
llava_1_5_7b,attention_distribution,HALL,union_top32,7,8,2005,0.011587040370302344,0.009978199042300491,0.00022284093622299602
llava_1_5_7b,attention_distribution,HALL,union_top32,8,9,2005,0.01902012673631645,0.013954093595121292,0.00031163371944154265
llava_1_5_7b,attention_distribution,HALL,union_top32,9,10,2005,0.02736331257374581,0.016773537861792896,0.00037459975142288164
llava_1_5_7b,attention_distribution,HALL,union_top32,10,11,2005,0.041253131667519004,0.022195100366395035,0.0004956783207313659
llava_1_5_7b,attention_distribution,HALL,union_top32,11,12,2005,0.05422741869589932,0.023829242166857872,0.0005321732520503862
llava_1_5_7b,attention_distribution,HALL,union_top32,12,13,2005,0.050003472081109175,0.0202245128346456,0.0004516696205017135
llava_1_5_7b,attention_distribution,HALL,union_top32,13,14,2005,0.054226141622722,0.02913175769403282,0.0006505931712565895
llava_1_5_7b,attention_distribution,HALL,union_top32,14,15,2005,0.06031624969243632,0.02697823943766992,0.0006024991191749643
llava_1_5_7b,attention_distribution,HALL,union_top32,15,16,2005,0.045106113740147794,0.01868044637391185,0.00041718632203855636
llava_1_5_7b,attention_distribution,HALL,union_top32,16,17,2005,0.05569698593470075,0.03319872709108853,0.0007414199090464604
llava_1_5_7b,attention_distribution,HALL,union_top32,17,18,2005,0.07666528052708454,0.029455076389103108,0.0006578137769392809
llava_1_5_7b,attention_distribution,HALL,union_top32,18,19,2005,0.05807635402515939,0.024870604724077476,0.0005554297742158218
llava_1_5_7b,attention_distribution,HALL,union_top32,19,20,2005,0.07125598041809854,0.02603817060984333,0.000581504767707444
llava_1_5_7b,attention_distribution,HALL,union_top32,20,21,2005,0.055373091382576047,0.025536101300986047,0.0005702921636733602
llava_1_5_7b,attention_distribution,HALL,union_top32,21,22,2005,0.047972117911587626,0.018544708092574365,0.00041415490869770044
llava_1_5_7b,attention_distribution,HALL,union_top32,22,23,2005,0.0507143385383182,0.021035674313093673,0.0004697851123373749
llava_1_5_7b,attention_distribution,HALL,union_top32,23,24,2005,0.06872580522332257,0.02963172698350498,0.0006617588760171787
llava_1_5_7b,attention_distribution,HALL,union_top32,24,25,2005,0.06970080899961868,0.026429838870040457,0.0005902518092748807
llava_1_5_7b,attention_distribution,HALL,union_top32,25,26,2005,0.09632878076108614,0.02807116100470078,0.0006269070974266499
llava_1_5_7b,attention_distribution,HALL,union_top32,26,27,2005,0.08445589299176696,0.028543191796357816,0.0006374488578278018
llava_1_5_7b,attention_distribution,HALL,union_top32,27,28,2005,0.26715457940711046,0.06990801179413485,0.0015612403332156458
llava_1_5_7b,attention_distribution,HALL,union_top32,28,29,2005,0.10716488146016426,0.03991839721568886,0.0008914888318378023
llava_1_5_7b,attention_distribution,HALL,union_top32,29,30,2005,0.07983509696964314,0.02756245083446713,0.0006155461844883077
llava_1_5_7b,attention_distribution,HALL,union_top32,30,31,2005,0.10209969384154477,0.03229002141198623,0.000721125983917901
llava_1_5_7b,attention_distribution,HALL,union_top32,31,32,2005,0.03904438979895855,0.021769854705279368,0.00048618140241513894
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,1,2,3931,0.03184177890690994,0.006498540554136787,0.000103648807922768
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,2,3,3931,0.2881534079222908,0.03686642033096079,0.0005880028735454057
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,3,4,3931,0.009611838251360366,0.0047608385933238274,7.593324082537312e-05
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,4,5,3931,0.011933904913420161,0.005075600395454397,8.095355043161044e-05
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,5,6,3931,0.015999273972145605,0.006797579368377163,0.00010841834292227222
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,6,7,3931,0.033271426327158876,0.01800423090644085,0.00028715940994335004
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,7,8,3931,0.02797686654190182,0.009667440545463117,0.00015419134186423278
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,8,9,3931,0.03040170644371337,0.011531473588876637,0.00018392183308282983
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,9,10,3931,0.03551865397274676,0.015185087759557342,0.0002421953408413869
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,10,11,3931,0.040224148017640744,0.013249912856524385,0.00021133016886154267
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,11,12,3931,0.037825728123389225,0.010497542313882401,0.000167431092856703
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,12,13,3931,0.043512801041519084,0.011227719731733971,0.00017907709526323763
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,13,14,3931,0.04481911735433381,0.014860827779145162,0.00023702353955049735
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,14,15,3931,0.057033662724774684,0.016855293865944906,0.00026883437932552755
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,15,16,3931,0.03904115291432217,0.0101332924534962,0.0001616214709115062
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,16,17,3931,0.04092898436745473,0.017582182012788043,0.00028042791933437174
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,17,18,3931,0.04946994299509239,0.014539338155227132,0.0002318959242034744
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,18,19,3931,0.05193214594874331,0.012546048732079082,0.00020010385168607814
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,19,20,3931,0.06507345204365007,0.016804596646469362,0.00026802578140729284
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,20,21,3931,0.05009141759020595,0.013131276318531091,0.00020943796927662793
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,21,22,3931,0.04391251664719594,0.012371710518127922,0.00019732323534601092
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,22,23,3931,0.04800188284309515,0.013475759138693207,0.00021493231579370055
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,23,24,3931,0.053652837226668165,0.01642466675030753,0.00026196606992233065
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,24,25,3931,0.05861585525095963,0.015389504391006495,0.00024545569445352295
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,25,26,3931,0.07883065706391397,0.01711448427606528,0.00027296835014715905
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,26,27,3931,0.06898149508528963,0.015356901690711322,0.0002449356960027159
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,27,28,3931,0.16496869721157317,0.03769139964008493,0.0006011609236090056
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,28,29,3931,0.07896774383586377,0.025807535179789374,0.0004116186141374909
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,29,30,3931,0.05606877328498662,0.013888038706095798,0.00022150799002950891
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,30,31,3931,0.059095132398494656,0.013898948610128204,0.00022168199810687498
llava_1_5_7b,attention_distribution,REAL,all_visual_tokens,31,32,3931,0.04421578663446557,0.014063537369024371,0.00022430711501042586
llava_1_5_7b,attention_distribution,REAL,union_top32,1,2,3931,0.05589850336840152,0.008508563705722913,0.00013570777590542465
llava_1_5_7b,attention_distribution,REAL,union_top32,2,3,3931,0.19665986559176318,0.029624346121031653,0.0004724950372098233
llava_1_5_7b,attention_distribution,REAL,union_top32,3,4,3931,0.006112714996679867,0.004266961616394484,6.805612449551642e-05
llava_1_5_7b,attention_distribution,REAL,union_top32,4,5,3931,0.008083968889027458,0.004308987584197016,6.872641983771602e-05
llava_1_5_7b,attention_distribution,REAL,union_top32,5,6,3931,0.01063970804670662,0.006084425258706631,9.704385464805198e-05
llava_1_5_7b,attention_distribution,REAL,union_top32,6,7,3931,0.03300540856836983,0.022554168056491224,0.00035972886731574935
llava_1_5_7b,attention_distribution,REAL,union_top32,7,8,3931,0.02020267783115703,0.01232972311374054,0.00019665355507299132
llava_1_5_7b,attention_distribution,REAL,union_top32,8,9,3931,0.02855211299285198,0.01645208510602047,0.0002624033804016874
llava_1_5_7b,attention_distribution,REAL,union_top32,9,10,3931,0.036157192979590774,0.020473464238780527,0.00032654257440129154
llava_1_5_7b,attention_distribution,REAL,union_top32,10,11,3931,0.042907405128648976,0.018943099110162617,0.0003021339368085252
llava_1_5_7b,attention_distribution,REAL,union_top32,11,12,3931,0.03799603867795412,0.014359577484087512,0.00022902882210265612
llava_1_5_7b,attention_distribution,REAL,union_top32,12,13,3931,0.04160118517111698,0.0140228159767325,0.00022365762706265564
llava_1_5_7b,attention_distribution,REAL,union_top32,13,14,3931,0.04277683356201124,0.01855401201598789,0.0002959281721213029
llava_1_5_7b,attention_distribution,REAL,union_top32,14,15,3931,0.057290017920875784,0.019316831623767006,0.000308094802820574
llava_1_5_7b,attention_distribution,REAL,union_top32,15,16,3931,0.03526293241905289,0.011580368436293705,0.00018470168397490724
llava_1_5_7b,attention_distribution,REAL,union_top32,16,17,3931,0.03903133098909802,0.02039558668715132,0.00032530046237274187
llava_1_5_7b,attention_distribution,REAL,union_top32,17,18,3931,0.04881763848834094,0.018214067442093532,0.00029050620859727227
llava_1_5_7b,attention_distribution,REAL,union_top32,18,19,3931,0.049132861486034095,0.015481447283914871,0.00024692214236864097
llava_1_5_7b,attention_distribution,REAL,union_top32,19,20,3931,0.06585434590769812,0.021370105812993066,0.0003408436054600211
llava_1_5_7b,attention_distribution,REAL,union_top32,20,21,3931,0.0451993966194145,0.01645759557261981,0.000262491269873079
llava_1_5_7b,attention_distribution,REAL,union_top32,21,22,3931,0.040602574060016904,0.015055039667934342,0.00024012113209296654
llava_1_5_7b,attention_distribution,REAL,union_top32,22,23,3931,0.0467460618532779,0.016506308882560616,0.00026326822532381054
llava_1_5_7b,attention_distribution,REAL,union_top32,23,24,3931,0.05503717257566153,0.020862558769939785,0.00033274845770508245
llava_1_5_7b,attention_distribution,REAL,union_top32,24,25,3931,0.0624852288714334,0.019384947893164695,0.000309181226774445
llava_1_5_7b,attention_distribution,REAL,union_top32,25,26,3931,0.08625484272530594,0.023248708340731842,0.0003708064734207162
llava_1_5_7b,attention_distribution,REAL,union_top32,26,27,3931,0.07928286298362695,0.021489072480210425,0.00034274107045803126
llava_1_5_7b,attention_distribution,REAL,union_top32,27,28,3931,0.19713740870148072,0.0513000334061025,0.0008182125301281575
llava_1_5_7b,attention_distribution,REAL,union_top32,28,29,3931,0.09401131929373413,0.03405857818898594,0.0005432190504044169
llava_1_5_7b,attention_distribution,REAL,union_top32,29,30,3931,0.06316097473327181,0.019064344281530452,0.0003040677429260646
llava_1_5_7b,attention_distribution,REAL,union_top32,30,31,3931,0.07292572240229328,0.020950592769059882,0.0003341525605170074
llava_1_5_7b,attention_distribution,REAL,union_top32,31,32,3931,0.04628082848606758,0.021118191772719737,0.00033682568947475926
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,1,2,2005,0.030659344914065037,0.009112211173461273,0.00020350101860541788
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,2,3,2005,0.23717788578640492,0.08926407507812223,0.001993515059898274
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,3,4,2005,0.013648006631795344,0.009293289891947389,0.00020754501000972277
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,4,5,2005,0.0111549090342062,0.00834950230157657,0.00018646760823187744
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,5,6,2005,0.013908580490655064,0.007744622485344641,0.000172958959629049
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,6,7,2005,0.01876988065861017,0.01399398172331751,0.00031252453228199073
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,7,8,2005,0.0305034040178444,0.016054457942510567,0.00035854069690285006
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,8,9,2005,0.029198080533534808,0.012923849426177811,0.00028862550180904314
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,9,10,2005,0.03249681031150265,0.015046393669239074,0.00033602781802796814
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,10,11,2005,0.04240219915318222,0.018573749467656518,0.0004148034833738595
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,11,12,2005,0.051352980477442765,0.018275964061662393,0.00040815310705003975
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,12,13,2005,0.053523536824488877,0.01735048105963209,0.0003874844976390018
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,13,14,2005,0.05751934858257336,0.026847250177291622,0.0005995737646802189
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,14,15,2005,0.0638475390202238,0.024120891209502397,0.0005386865863140074
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,15,16,2005,0.05081448467387969,0.017721908807922772,0.0003957795122821665
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,16,17,2005,0.05572396950271361,0.028312415512015365,0.0006322949815578533
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,17,18,2005,0.07560758984780074,0.025980832984221804,0.0005802242590585246
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,18,19,2005,0.05953119081396266,0.020883443496809997,0.00046638537482173353
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,19,20,2005,0.07123072122286382,0.021931623298639513,0.000489794145019594
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,20,21,2005,0.05752132818511597,0.020905605573643977,0.00046688031563514023
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,21,22,2005,0.05396926256263643,0.017326840310760268,0.00038695653396647166
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,22,23,2005,0.05396529330391242,0.018905580180771632,0.00042221418609332214
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,23,24,2005,0.06647440372429732,0.02521588199728887,0.0005631407760201325
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,24,25,2005,0.06853617286667264,0.023058278332094,0.0005149554853968516
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,25,26,2005,0.08847753513706592,0.023669875041044713,0.000528614140895275
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,26,27,2005,0.07701248205882355,0.022196353296332915,0.0004957063021415578
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,27,28,2005,0.21881188931236242,0.056111043281708094,0.0012531156538707511
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,28,29,2005,0.09636648567277298,0.03356525192608351,0.0007496054279996312
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,29,30,2005,0.06466990865376822,0.019624653362089083,0.00043827309013585823
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,30,31,2005,0.0819405946759809,0.025283279052767744,0.000564645939715296
llava_1_5_7b,attention_evidence,HALL,all_visual_tokens,31,32,2005,0.041787653612414204,0.014774935522683582,0.00032996540262942355
llava_1_5_7b,attention_evidence,HALL,union_top32,1,2,2005,0.05324985654444023,0.013844334442908711,0.0003091824923078279
llava_1_5_7b,attention_evidence,HALL,union_top32,2,3,2005,0.17800011069994615,0.06877872274019006,0.0015360201678350383
llava_1_5_7b,attention_evidence,HALL,union_top32,3,4,2005,0.011743331691563743,0.011138705480139217,0.000248758272608498
llava_1_5_7b,attention_evidence,HALL,union_top32,4,5,2005,0.009570285274201257,0.010601144271665875,0.0002367530357450583
llava_1_5_7b,attention_evidence,HALL,union_top32,5,6,2005,0.011185521723300758,0.009471814000813235,0.00021153194987626498
llava_1_5_7b,attention_evidence,HALL,union_top32,6,7,2005,0.016819156863334173,0.017274453699318407,0.0003857865952340646
llava_1_5_7b,attention_evidence,HALL,union_top32,7,8,2005,0.020266679784473485,0.016397170758352,0.0003661944272417586
llava_1_5_7b,attention_evidence,HALL,union_top32,8,9,2005,0.024728400736787077,0.0172292819309819,0.00038477778401429613
llava_1_5_7b,attention_evidence,HALL,union_top32,9,10,2005,0.03246960750527847,0.020396659765688677,0.00045551414025111217
llava_1_5_7b,attention_evidence,HALL,union_top32,10,11,2005,0.046051570419175666,0.027366419187584826,0.0006111682526054699
llava_1_5_7b,attention_evidence,HALL,union_top32,11,12,2005,0.056790543348526124,0.026385421911483374,0.000589259855056782
llava_1_5_7b,attention_evidence,HALL,union_top32,12,13,2005,0.05415731891060708,0.023424919002116053,0.0005231435912683401
llava_1_5_7b,attention_evidence,HALL,union_top32,13,14,2005,0.056032542341813776,0.030820094963349736,0.0006882984381248698
llava_1_5_7b,attention_evidence,HALL,union_top32,14,15,2005,0.06075367715367652,0.02761132486993851,0.0006166376776300327
llava_1_5_7b,attention_evidence,HALL,union_top32,15,16,2005,0.04716980092859179,0.020832367308258937,0.0004652447014770579
llava_1_5_7b,attention_evidence,HALL,union_top32,16,17,2005,0.05707436083558194,0.03411019693468315,0.0007617755656558945
llava_1_5_7b,attention_evidence,HALL,union_top32,17,18,2005,0.07876643975012172,0.031030058703895923,0.0006929875124074978
llava_1_5_7b,attention_evidence,HALL,union_top32,18,19,2005,0.059922912896162556,0.026585628359963663,0.0005937310218703619
llava_1_5_7b,attention_evidence,HALL,union_top32,19,20,2005,0.0716037317497326,0.027296331767518705,0.0006096030055865662
llava_1_5_7b,attention_evidence,HALL,union_top32,20,21,2005,0.05626944674369403,0.026793263682596304,0.0005983680961051281
llava_1_5_7b,attention_evidence,HALL,union_top32,21,22,2005,0.050376203064423544,0.021284835224555234,0.0004753495684626626
llava_1_5_7b,attention_evidence,HALL,union_top32,22,23,2005,0.05075338093048319,0.021835899075941467,0.0004876563568962241
llava_1_5_7b,attention_evidence,HALL,union_top32,23,24,2005,0.0668811922312303,0.030385219550769973,0.0006785864606759518
llava_1_5_7b,attention_evidence,HALL,union_top32,24,25,2005,0.06945271525634197,0.02807440075266831,0.0006269794500092302
llava_1_5_7b,attention_evidence,HALL,union_top32,25,26,2005,0.09276312978524817,0.030292457082376698,0.0006765148167635101
llava_1_5_7b,attention_evidence,HALL,union_top32,26,27,2005,0.08406613563696048,0.02968180910045627,0.0006628773489782956
llava_1_5_7b,attention_evidence,HALL,union_top32,27,28,2005,0.26423729001509577,0.07191875107686574,0.0016061457337157347
llava_1_5_7b,attention_evidence,HALL,union_top32,28,29,2005,0.11814305916651525,0.04733799212027653,0.0010571890216139821
llava_1_5_7b,attention_evidence,HALL,union_top32,29,30,2005,0.07691002566915497,0.028555728222367585,0.0006377288310872112
llava_1_5_7b,attention_evidence,HALL,union_top32,30,31,2005,0.10168327316641808,0.03644770016170671,0.000813978513835821
llava_1_5_7b,attention_evidence,HALL,union_top32,31,32,2005,0.04048090258153374,0.021328076757835754,0.00047631527216521446
llava_1_5_7b,attention_evidence,REAL,all_visual_tokens,1,2,3931,0.02964555712298783,0.008503096475237682,0.00013562057603066626
llava_1_5_7b,attention_evidence,REAL,all_visual_tokens,2,3,3931,0.24108208921180976,0.07547522185076323,0.0012037959457771195
llava_1_5_7b,attention_evidence,REAL,all_visual_tokens,3,4,3931,0.01315861483417495,0.007368840645914979,0.00011752970414806937
llava_1_5_7b,attention_evidence,REAL,all_visual_tokens,4,5,3931,0.013870396986743519,0.006616447566149125,0.00010552937189540256
