model,signal,label,support,layer_left,layer_right,n_images,mean,std,se
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,16,752,0.12082827264601563,0.06570611873905594,0.002396055612808011
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,17,752,0.1267988783644235,0.06162619652587099,0.002247276158073438
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,18,752,0.11310932197746762,0.05547787881200952,0.0020230700803087484
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,19,752,0.09304455400721982,0.044247315356397275,0.001613533569566387
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,20,752,0.08007103209681016,0.043496148144416935,0.0015861413198191346
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,21,752,0.06674906770460942,0.03238014901089009,0.0011807825400435106
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,22,752,0.05632717757822668,0.025332161418548865,0.0009237688774849807
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,23,752,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,24,752,0.05148415344747457,0.02341845151570224,0.0008539830578079408
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,25,752,0.04777462943952451,0.02073063100841593,0.0007559683289471448
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,26,752,0.07292442084686394,0.026314150998724004,0.0009595783529257976
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,27,752,0.06676894238595157,0.025690454589653782,0.0009368344850742238
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,23,28,752,0.07826368436910847,0.03233517290387149,0.0011791424301765413
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,1,752,0.46760634424046,0.05645242847997825,0.002058608250066882
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,2,752,0.45028486186044014,0.051258773258155144,0.0018692151313733263
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,3,752,0.35613401939577244,0.06255123173987832,0.002281008721480046
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,4,752,0.3526730766083966,0.07627807518411274,0.0027815751970515917
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,5,752,0.28835151938998954,0.08132476934086422,0.0029656091971183487
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,6,752,0.26086736781562264,0.07305681855634395,0.002664108054396084
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,7,752,0.29630475126682443,0.08666938318235605,0.003160507210255533
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,8,752,0.23356903098682139,0.06880337372813919,0.0025090008809703713
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,9,752,0.2142967991035511,0.07382150872854731,0.0026919934357628257
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,10,752,0.19157182892903368,0.06637305446941319,0.0024203762564675617
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,11,752,0.22565917962012774,0.06702549595677046,0.0024441683494691225
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,12,752,0.16961243689218733,0.06867072753089738,0.002504163771862145
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,13,752,0.15239274265997588,0.0632645853100438,0.0023070220495918408
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,14,752,0.15087954850589974,0.06644860474644144,0.0024231312915966594
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,15,752,0.12428753535718993,0.05387701136659864,0.00196469245123022
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,16,752,0.1165214819050929,0.055487848174927544,0.0020234336255680677
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,17,752,0.1369412692085384,0.05870478122747035,0.0021407431036576806
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,18,752,0.11341648328890826,0.05266421479103793,0.0019204663106845102
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,19,752,0.09802304193417126,0.04383602826093864,0.00159853547239582
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,20,752,0.102687486254194,0.04381040635622308,0.0015976011376674464
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,21,752,0.08410746511319613,0.034976019073318966,0.0012754441811899673
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,22,752,0.06825383916556677,0.027307844022602126,0.0009958146090456724
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,23,752,0.05148415578073485,0.02341844597853941,0.0008539828558883885
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,24,752,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,25,752,0.05624870793953379,0.023959561925897113,0.0008737153241535652
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,26,752,0.06712721391739522,0.031670068093829176,0.0011548885533110337
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,27,752,0.0607669307067594,0.031490861845200196,0.0011483535738278747
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,24,28,752,0.06639115822729358,0.033459229302770094,0.001220132549443666
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,1,752,0.48167155595852973,0.05653430434569555,0.002061593955681066
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,2,752,0.46457051580890696,0.050986007802629116,0.0018592683986605205
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,3,752,0.36855709544838744,0.06544789507981462,0.0023866391648430635
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,4,752,0.3646638834888631,0.08015702168203305,0.002923025821536575
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,5,752,0.2988748031054088,0.08576273231108722,0.003127445054848236
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,6,752,0.2664974707555264,0.07880142121641398,0.0028735921589385584
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,7,752,0.3093831702432734,0.08902094047685662,0.003246259681447817
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,8,752,0.24336952173170892,0.07185808072177201,0.0026203945833840735
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,9,752,0.21881773052340808,0.07871288419544373,0.0028703635459857895
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,10,752,0.20170381163900836,0.07049357630067807,0.002570636226938647
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,11,752,0.23549971103351167,0.07144417351074746,0.0026053009404298205
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,12,752,0.16939052673888969,0.07331948116218974,0.0026736863740882116
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,13,752,0.15046153704021523,0.06546090082263266,0.002387113435484458
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,14,752,0.16421556315246097,0.06844338161656907,0.002495873319397
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,15,752,0.120208836229954,0.05636725441550151,0.0020555022715191967
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,16,752,0.11677330043761337,0.05831207476180933,0.0021264225723389776
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,17,752,0.14203025656256904,0.06369286563904186,0.0023226398262288454
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,18,752,0.12396840360312861,0.05513664105784832,0.0020106264197813774
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,19,752,0.10681270254141789,0.04517714511916339,0.001647440972176479
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,20,752,0.1090692688730803,0.049295077129912976,0.0017976065016107033
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,21,752,0.08773911132556485,0.040072066919861045,0.0014612779251421482
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,22,752,0.08123423273060867,0.032810590352912054,0.0011964791207171046
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,23,752,0.047774654580280185,0.02073062065239712,0.0007559679513019958
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,24,752,0.056248706547503774,0.02395956715017269,0.0008737155146632934
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,25,752,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,26,752,0.061631132402714894,0.023217307216187012,0.0008466480799232812
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,27,752,0.05425621070056916,0.021233306305248827,0.0007742990109218278
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,25,28,752,0.06481620549977302,0.02821198451142489,0.001028785220224431
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,1,752,0.47466569223460997,0.0626285557552387,0.002283828438190827
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,2,752,0.4586467827333415,0.05667866165055141,0.002066858124942431
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,3,752,0.36909644107552286,0.06600811853753488,0.0024070684123173856
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,4,752,0.36080267591441567,0.07874126067091516,0.0028713983295741347
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,5,752,0.3056519100878467,0.08020445311976811,0.0029247554681020643
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,6,752,0.2605779822717639,0.07256271356754113,0.002646089899398386
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,7,752,0.31584525500681804,0.08573374195220741,0.003126387885235355
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,8,752,0.2513835237936137,0.0662697981196437,0.0024166108848222546
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,9,752,0.2296527773835399,0.0709089258983262,0.002585782468321047
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,10,752,0.21907140780240297,0.06500690370139024,0.0023705578639269345
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,11,752,0.24342897805841046,0.06595969134591678,0.0024053024543439754
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,12,752,0.18307345317914447,0.06827513591901907,0.002489738030086328
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,13,752,0.16428926381024908,0.06130090697217283,0.002235414068577304
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,14,752,0.17100468426546517,0.06296032898548397,0.002295926963043066
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,15,752,0.13778953180905987,0.05580581846234974,0.002035028808885923
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,16,752,0.1252156086166964,0.05888807117785659,0.002147427000421365
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,17,752,0.14898695619380536,0.06028503034722601,0.002198368859762109
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,18,752,0.1275326938744872,0.05371639221704293,0.001958835273509134
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,19,752,0.11297754365752669,0.04662546626942873,0.0017002558102438977
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,20,752,0.12471032626134285,0.04492016708707329,0.001638069947559987
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,21,752,0.10308834676571349,0.03976094470117421,0.001449932465196258
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,22,752,0.10104311665797487,0.03650406619726493,0.0013311663263756573
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,23,752,0.07292442506258474,0.026314156883702446,0.0009595785675288802
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,24,752,0.0671272063726916,0.03167006888367786,0.0011548885821138517
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,25,752,0.061631139055726696,0.023217314759190588,0.0008466483549883193
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,26,752,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,27,752,0.03329208182379049,0.015109395926843362,0.0005509829771018324
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,26,28,752,0.03695564103025468,0.016252462225438094,0.000592666316083345
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,1,752,0.47325585227697453,0.05904549682989782,0.0021531677232705013
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,2,752,0.45793072419597747,0.05326059102190351,0.0019422139141456987
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,3,752,0.36902816114114956,0.06645161179955221,0.002423240947540768
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,4,752,0.36045571380948765,0.07913638093427697,0.002885806883038114
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,5,752,0.30933568569177644,0.08163686299257573,0.0029769900815817107
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,6,752,0.26267590371772964,0.07548208746929388,0.0027525485117379715
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,7,752,0.32238080239597156,0.08317523141369898,0.0030330886057486537
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,8,752,0.2543448709704457,0.06598744359521189,0.0024063144747458447
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,9,752,0.22887117942755528,0.07180023824806486,0.0026182852854001962
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,10,752,0.21984961708175374,0.06697239870693977,0.0024422320919953435
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,11,752,0.24973751174563424,0.066646209653759,0.002430337201128114
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,12,752,0.17955550609869844,0.06909029882645011,0.002519463962726785
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,13,752,0.1615238438082978,0.06218343390516513,0.0022675965144717
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,14,752,0.170905103371974,0.06583308876552278,0.0024006857332657798
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,15,752,0.1297978687773835,0.056377237934525794,0.002055866332998596
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,16,752,0.11711804569262932,0.055278540849320476,0.002015800972750537
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,17,752,0.1370954141516159,0.06037119222922996,0.0022015108603085963
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,18,752,0.11835725029851211,0.05329590526208581,0.001943501691981685
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,19,752,0.10474372158778157,0.04777937148897778,0.0017423344040036226
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,20,752,0.11214081659675279,0.046487676667490235,0.0016952311404650835
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,21,752,0.09268285816614615,0.040928819591994986,0.0014925204804513022
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,22,752,0.09382674425463886,0.038643986025411955,0.0014092011732603678
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,23,752,0.06676894238595157,0.025690454589653782,0.0009368344850742238
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,24,752,0.060766935125587784,0.031490855583292815,0.001148353345479608
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,25,752,0.05425620935312373,0.02123329672848807,0.0007742986616932962
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,26,752,0.03329209133269305,0.015109391037652343,0.0005509827988113809
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,27,752,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,27,28,752,0.027297343479152372,0.015329225974693925,0.0005589993541170084
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,1,752,0.4514212245319752,0.06544568312683,0.0023865585032172396
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,2,752,0.43368111007866705,0.06003005945686494,0.002189071028073427
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,3,752,0.351419330039557,0.06838231270727396,0.002493646365413221
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,4,752,0.3442040669751611,0.07958272765447372,0.002902083473174767
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,5,752,0.3018566138764962,0.08165672756406299,0.002977714467969485
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,6,752,0.2590006400256398,0.07460008894909402,0.0027203853350754445
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,7,752,0.31166057740437225,0.08458665866740518,0.0030845580618390914
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,8,752,0.2461046700940487,0.06636115487497221,0.0024199423229070713
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,9,752,0.2350861010478532,0.0721141695698723,0.0026297331827967872
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,10,752,0.2164372732426892,0.0671607764458288,0.0024491015213157037
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,11,752,0.24315746695278806,0.06785000421746547,0.0024742350720781776
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,12,752,0.1888348049622901,0.07156704229515144,0.0026097815039779313
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,13,752,0.1685276300091534,0.06305886115532144,0.002299520061571969
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,14,752,0.17490263001874407,0.06485961059282494,0.0023651866369197904
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,15,752,0.1442521390445689,0.06001215979131313,0.002188418294432545
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,16,752,0.12983917574735082,0.0588644198588698,0.002146564525560635
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,17,752,0.15911214489569056,0.06400928752324107,0.002334178545090962
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,18,752,0.1328725414152475,0.05487132316135087,0.0020009512716021674
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,19,752,0.11855665742954676,0.05170579852806062,0.001885516465671853
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,20,752,0.13513730460421203,0.0516355216909219,0.0018829537331089183
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,21,752,0.11369071258331075,0.047042238748780135,0.0017154539387831851
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,22,752,0.11039333611211562,0.044910062927813105,0.001637701486783842
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,23,752,0.07826367556117475,0.0323351837871255,0.0011791428270479798
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,24,752,0.06639115822729358,0.033459229302770094,0.001220132549443666
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,25,752,0.06481620975017072,0.02821197765206901,0.0010287849700894593
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,26,752,0.03695563515004246,0.016252451267953813,0.0005926659165050071
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,27,752,0.027297349486926057,0.015329235334258349,0.0005589996954252047
qwen2_5_vl_7b,attention_distribution,HALL,union_top32,28,28,752,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,1,3630,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,2,3630,0.03581409768917221,0.01563168217766517,0.00025944924061996035
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,3,3630,0.07095410268979542,0.02647721458293312,0.00043945962687809724
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,4,3630,0.09201930789097364,0.03533080126017428,0.0005864083886342243
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,5,3630,0.17199160948436779,0.04002933373279811,0.0006643930014350301
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,6,3630,0.2045545487980212,0.04922654720719307,0.0008170451616203812
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,7,3630,0.17720030548753982,0.03363192571507738,0.000558211041408665
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,8,3630,0.17045166128348385,0.03777376634395928,0.0006269558760156346
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,9,3630,0.2511103563605918,0.04419344302209021,0.0007335074435460027
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,10,3630,0.23926021949729315,0.04008318223708638,0.0006652867602376545
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,11,3630,0.22282674952972034,0.033689830891594885,0.0005591721314503304
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,12,3630,0.26652799625945156,0.04200170784780077,0.0006971297830903711
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,13,3630,0.25964972015172655,0.04127651843574197,0.0006850933406828402
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,14,3630,0.251419849463895,0.039852979335617024,0.0006614659323001421
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,15,3630,0.3086699787168135,0.05463095526325454,0.0009067456525981845
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,16,3630,0.2892373563583232,0.04885586795717715,0.0008108927559587806
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,17,3630,0.35031744677665805,0.05162996231845885,0.0008569362122715648
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,18,3630,0.3043851883615016,0.04589175706320727,0.0007616954711232017
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,19,3630,0.3164737704700018,0.04618190689708256,0.0007665112774586524
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,20,3630,0.36784955191710766,0.048068519473679565,0.0007978246188366864
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,21,3630,0.3517714215457932,0.042152744994747464,0.0006996366452844294
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,22,3630,0.3477324834991421,0.04476319564636972,0.000742964000046477
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,23,3630,0.36346615222038975,0.04512701576852181,0.0007490025602821431
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,24,3630,0.3424613982644291,0.042687285405871536,0.0007085087616805124
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,25,3630,0.3527299409316591,0.03995942278537816,0.0006632326437708343
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,26,3630,0.3478273702267116,0.04282811426999617,0.0007108461903359334
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,27,3630,0.3561494161808458,0.04025382178501944,0.0006681189762863035
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,1,28,3630,0.3229975128592538,0.044857486455789755,0.0007445290062066217
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,1,3630,0.035814096330416184,0.01563168315253591,0.0002594492568005269
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,2,3630,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,3,3630,0.05436433479497748,0.0241377102260612,0.00040062934476778306
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,4,3630,0.08726719433888178,0.031944478237843785,0.0005302033732909067
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,5,3630,0.16682687454931336,0.04566287826212185,0.0007578966201447403
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,6,3630,0.18775410238171084,0.04544752621543001,0.0007543222815454062
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,7,3630,0.17538616972726567,0.03866407982128534,0.0006417329904029786
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,8,3630,0.1574956631929339,0.03943712519587834,0.0006545637294829669
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,9,3630,0.24238048897383954,0.04197995431257084,0.0006967687254554947
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,10,3630,0.2299645331896041,0.03962721872732848,0.0006577188360045142
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,11,3630,0.21528957892958456,0.03476102813375356,0.0005769514918463191
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,12,3630,0.25721290169832794,0.04037531141264797,0.0006701354190000928
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,13,3630,0.2479837582459463,0.038901008667234546,0.0006456654532347981
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,14,3630,0.2434513714236333,0.03897204221663696,0.0006468444434574453
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,15,3630,0.29898162420951957,0.04882068338956384,0.0008103087747055118
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,16,3630,0.2765074712678421,0.04393583526661433,0.0007292317593441112
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,17,3630,0.3521308614818518,0.04714900128148939,0.000782562774718537
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,18,3630,0.3003673167760707,0.04314672652953356,0.0007161344061433976
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,19,3630,0.3051532542861526,0.040822153105280805,0.0006775519424755109
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,20,3630,0.37023799655030254,0.04480374550067383,0.0007436370324678681
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,21,3630,0.3494800046661012,0.03942300093145054,0.0006543292998394738
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,22,3630,0.3470033044985832,0.04049375188183306,0.0006721012528393102
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,23,3630,0.36056737715876136,0.040609462322624405,0.0006740217746138643
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,24,3630,0.3351078426213961,0.03940178360846808,0.0006539771420695535
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,25,3630,0.3464341288098947,0.037211459546968174,0.0006176229027747102
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,26,3630,0.34244062849641177,0.0383120082525709,0.0006358894285835504
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,27,3630,0.3516641016587738,0.03775767412661649,0.000626688782972031
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,2,28,3630,0.31534069500268325,0.04047618368933656,0.0006718096620718882
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,1,3630,0.07095410217153879,0.02647721307325061,0.0004394596018209104
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,2,3630,0.05436433700346914,0.024137708984048014,0.0004006293241532789
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,3,3630,0.0,0.0,0.0
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,4,3630,0.034130264476413735,0.014598562987254825,0.00024230188652362033
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,5,3630,0.08982717050008537,0.02418690849881062,0.0004014459206397573
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,6,3630,0.1135458415902679,0.032069573646309635,0.0005322796635047572
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,7,3630,0.10816437216070236,0.025276668195140427,0.00041953337421369105
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,8,3630,0.09108620466402739,0.02444220258943601,0.0004056832034347056
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,9,3630,0.15556717391636418,0.030454018368075476,0.0005054652371779274
qwen2_5_vl_7b,attention_distribution,REAL,all_visual_tokens,3,10,3630,0.14888379540981997,0.02876676809670883,0.0004774608422147691
