model,signal,label,support,layer_left,layer_right,n_images,mean,std,se
llava_1_5_7b,attention_distribution,HALL,union_top32,3,2,2005,0.19488207018583492,0.029021582361271947,0.0006481326496537399
llava_1_5_7b,attention_distribution,HALL,union_top32,3,3,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,3,4,2005,0.006148237644223278,0.0040282773476446165,8.996263671525791e-05
llava_1_5_7b,attention_distribution,HALL,union_top32,3,5,2005,0.008483116594526425,0.004814301092283244,0.00010751673304128129
llava_1_5_7b,attention_distribution,HALL,union_top32,3,6,2005,0.021083645463602946,0.011185800392075113,0.00024981003297353427
llava_1_5_7b,attention_distribution,HALL,union_top32,3,7,2005,0.043603615173396476,0.030858374451069558,0.0006891533255494901
llava_1_5_7b,attention_distribution,HALL,union_top32,3,8,2005,0.04428752424971124,0.03058929795375599,0.0006831440990024181
llava_1_5_7b,attention_distribution,HALL,union_top32,3,9,2005,0.07429370580152829,0.04636467320568518,0.0010354521032330593
llava_1_5_7b,attention_distribution,HALL,union_top32,3,10,2005,0.10397232314780763,0.04837829942226773,0.001080421976995266
llava_1_5_7b,attention_distribution,HALL,union_top32,3,11,2005,0.14967294596600117,0.06023307199722894,0.001345172019374256
llava_1_5_7b,attention_distribution,HALL,union_top32,3,12,2005,0.23302949867640946,0.06294760562639996,0.0014057951050402057
llava_1_5_7b,attention_distribution,HALL,union_top32,3,13,2005,0.1914906422619213,0.06986593808982099,0.0015603007103819136
llava_1_5_7b,attention_distribution,HALL,union_top32,3,14,2005,0.21345633881124773,0.061253267268377175,0.0013679558171707502
llava_1_5_7b,attention_distribution,HALL,union_top32,3,15,2005,0.32159850864933615,0.07891757618568508,0.0017624489636972785
llava_1_5_7b,attention_distribution,HALL,union_top32,3,16,2005,0.25944440702993676,0.07283847107503158,0.0016266856392222735
llava_1_5_7b,attention_distribution,HALL,union_top32,3,17,2005,0.19981522663052836,0.05557365744318665,0.0012411143335060804
llava_1_5_7b,attention_distribution,HALL,union_top32,3,18,2005,0.34852389691030594,0.06643323964569138,0.001483639007020592
llava_1_5_7b,attention_distribution,HALL,union_top32,3,19,2005,0.31966243498491825,0.0642357802987551,0.0014345636281764397
llava_1_5_7b,attention_distribution,HALL,union_top32,3,20,2005,0.3997102170216472,0.0810267202694885,0.001809552017091129
llava_1_5_7b,attention_distribution,HALL,union_top32,3,21,2005,0.43563001348342084,0.07270894954243742,0.001623793063171028
llava_1_5_7b,attention_distribution,HALL,union_top32,3,22,2005,0.4445002621397413,0.0846575033371016,0.0018906375010125812
llava_1_5_7b,attention_distribution,HALL,union_top32,3,23,2005,0.45817812608364517,0.08490212990453734,0.0018961006926247448
llava_1_5_7b,attention_distribution,HALL,union_top32,3,24,2005,0.36477739101930745,0.08384168365497188,0.0018724179785331997
llava_1_5_7b,attention_distribution,HALL,union_top32,3,25,2005,0.4574425050148048,0.07978016247747648,0.0017817129146388304
llava_1_5_7b,attention_distribution,HALL,union_top32,3,26,2005,0.2962431515987377,0.0767871126104175,0.0017148697867647481
llava_1_5_7b,attention_distribution,HALL,union_top32,3,27,2005,0.4042768128494967,0.07578777620723558,0.0016925518255031297
llava_1_5_7b,attention_distribution,HALL,union_top32,3,28,2005,0.09409335552717088,0.045866017728716,0.0010243157395596687
llava_1_5_7b,attention_distribution,HALL,union_top32,3,29,2005,0.23692576222660536,0.06468785505867526,0.0014446597148867093
llava_1_5_7b,attention_distribution,HALL,union_top32,3,30,2005,0.33716132551654615,0.05557087228013067,0.0012410521330688774
llava_1_5_7b,attention_distribution,HALL,union_top32,3,31,2005,0.17469439771481582,0.04546681065086524,0.0010154003352268845
llava_1_5_7b,attention_distribution,HALL,union_top32,3,32,2005,0.1765741041287817,0.04936046430740477,0.0011023564505011011
llava_1_5_7b,attention_distribution,HALL,union_top32,4,1,2005,0.3748441587808424,0.0333692477567953,0.0007452281097678909
llava_1_5_7b,attention_distribution,HALL,union_top32,4,2,2005,0.23264449193441958,0.031977662446294575,0.0007141501394736989
llava_1_5_7b,attention_distribution,HALL,union_top32,4,3,2005,0.006148237644223278,0.0040282773476446165,8.996263671525791e-05
llava_1_5_7b,attention_distribution,HALL,union_top32,4,4,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,4,5,2005,0.005813350016947956,0.003658361762512519,8.170139288108911e-05
llava_1_5_7b,attention_distribution,HALL,union_top32,4,6,2005,0.019943798005004922,0.009940895470821012,0.00022200784372226434
llava_1_5_7b,attention_distribution,HALL,union_top32,4,7,2005,0.042689369415906155,0.02891343227410416,0.000645717357417646
llava_1_5_7b,attention_distribution,HALL,union_top32,4,8,2005,0.0454966526826904,0.029200976480796222,0.0006521390192779795
llava_1_5_7b,attention_distribution,HALL,union_top32,4,9,2005,0.07889464403644315,0.044279336403859955,0.0009888807326591702
llava_1_5_7b,attention_distribution,HALL,union_top32,4,10,2005,0.10938960627613223,0.04724441246240598,0.0010550991275877259
llava_1_5_7b,attention_distribution,HALL,union_top32,4,11,2005,0.15873893674398004,0.05919680010586764,0.0013220291859357195
llava_1_5_7b,attention_distribution,HALL,union_top32,4,12,2005,0.24288376092985087,0.06192599661251838,0.0013829797344365403
llava_1_5_7b,attention_distribution,HALL,union_top32,4,13,2005,0.19864261397845728,0.06823031531478557,0.0015237727047817653
llava_1_5_7b,attention_distribution,HALL,union_top32,4,14,2005,0.2250368492636003,0.061538093574211486,0.0013743167807458386
llava_1_5_7b,attention_distribution,HALL,union_top32,4,15,2005,0.3312780794211457,0.0782288369615459,0.0017470675012840682
llava_1_5_7b,attention_distribution,HALL,union_top32,4,16,2005,0.2711064819646001,0.07147530598278291,0.0015962423714446481
llava_1_5_7b,attention_distribution,HALL,union_top32,4,17,2005,0.21121208884026343,0.055288433840629474,0.0012347444971901992
llava_1_5_7b,attention_distribution,HALL,union_top32,4,18,2005,0.35738862487592005,0.06676797018887008,0.0014911144710104522
llava_1_5_7b,attention_distribution,HALL,union_top32,4,19,2005,0.32807558849268126,0.06513877350307633,0.0014547299778554649
llava_1_5_7b,attention_distribution,HALL,union_top32,4,20,2005,0.4101008863743404,0.08276792693250294,0.0018484380045623108
llava_1_5_7b,attention_distribution,HALL,union_top32,4,21,2005,0.4478624850660191,0.0743124597721272,0.0016596039063214209
llava_1_5_7b,attention_distribution,HALL,union_top32,4,22,2005,0.4561385577456315,0.08742480058861518,0.001952438945112902
llava_1_5_7b,attention_distribution,HALL,union_top32,4,23,2005,0.4683458658004937,0.08719246857029722,0.0019472503249764353
llava_1_5_7b,attention_distribution,HALL,union_top32,4,24,2005,0.37372069501520094,0.08688778162784323,0.0019404458181487467
llava_1_5_7b,attention_distribution,HALL,union_top32,4,25,2005,0.4694880502479629,0.08167114319471003,0.001823943773295946
llava_1_5_7b,attention_distribution,HALL,union_top32,4,26,2005,0.3052675859291952,0.08001552825531591,0.001786969287062977
llava_1_5_7b,attention_distribution,HALL,union_top32,4,27,2005,0.41648645529574585,0.0778464371913878,0.0017385274508769516
llava_1_5_7b,attention_distribution,HALL,union_top32,4,28,2005,0.1010630889240643,0.04792408914071552,0.0010702781981475884
llava_1_5_7b,attention_distribution,HALL,union_top32,4,29,2005,0.24775779097157524,0.06709450786717028,0.0014984069655413813
llava_1_5_7b,attention_distribution,HALL,union_top32,4,30,2005,0.3496250536970961,0.05712841149117792,0.001275836315517274
llava_1_5_7b,attention_distribution,HALL,union_top32,4,31,2005,0.18494792881228977,0.04794654525858106,0.001070779705715024
llava_1_5_7b,attention_distribution,HALL,union_top32,4,32,2005,0.1912291218515049,0.05421456543582226,0.001210762029042083
llava_1_5_7b,attention_distribution,HALL,union_top32,5,1,2005,0.3394299306551417,0.03634532414074787,0.0008116921725571454
llava_1_5_7b,attention_distribution,HALL,union_top32,5,2,2005,0.2040047689566291,0.03196161350926651,0.0007137917220741705
llava_1_5_7b,attention_distribution,HALL,union_top32,5,3,2005,0.008483116594526425,0.004814301092283244,0.00010751673304128129
llava_1_5_7b,attention_distribution,HALL,union_top32,5,4,2005,0.005813350016947956,0.003658361762512519,8.170139288108911e-05
llava_1_5_7b,attention_distribution,HALL,union_top32,5,5,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,5,6,2005,0.0076000920451011625,0.004781526682462778,0.00010678478931700925
llava_1_5_7b,attention_distribution,HALL,union_top32,5,7,2005,0.026234277797644572,0.023222832990127007,0.0005186304485741221
llava_1_5_7b,attention_distribution,HALL,union_top32,5,8,2005,0.030855600092736562,0.025132699251977784,0.0005612830739674736
llava_1_5_7b,attention_distribution,HALL,union_top32,5,9,2005,0.05911888734453783,0.04107741884598695,0.0009173730083413393
llava_1_5_7b,attention_distribution,HALL,union_top32,5,10,2005,0.08906548567803721,0.043451866809880516,0.0009704010352471684
llava_1_5_7b,attention_distribution,HALL,union_top32,5,11,2005,0.13729862851506458,0.05635733747435671,0.001258616088191958
llava_1_5_7b,attention_distribution,HALL,union_top32,5,12,2005,0.22110283070817552,0.06039143144883646,0.0013487086263617879
llava_1_5_7b,attention_distribution,HALL,union_top32,5,13,2005,0.1809712502241432,0.06691617950307571,0.001494424397199992
llava_1_5_7b,attention_distribution,HALL,union_top32,5,14,2005,0.2022342375240421,0.06004263259218673,0.0013409189778049858
llava_1_5_7b,attention_distribution,HALL,union_top32,5,15,2005,0.311314245441608,0.07747691449376648,0.0017302749813136067
llava_1_5_7b,attention_distribution,HALL,union_top32,5,16,2005,0.24604246790272338,0.07066597031703895,0.0015781676550846637
llava_1_5_7b,attention_distribution,HALL,union_top32,5,17,2005,0.1867809969699591,0.05233444579879902,0.0011687737285131627
llava_1_5_7b,attention_distribution,HALL,union_top32,5,18,2005,0.3319700861289317,0.06684972749951985,0.0014929403391426707
llava_1_5_7b,attention_distribution,HALL,union_top32,5,19,2005,0.30342345871681586,0.0645158073837329,0.0014408174118020931
llava_1_5_7b,attention_distribution,HALL,union_top32,5,20,2005,0.38816713639476946,0.08440635829577053,0.0018850287337489973
llava_1_5_7b,attention_distribution,HALL,union_top32,5,21,2005,0.4231981507634879,0.07583860372787342,0.001693686945401702
llava_1_5_7b,attention_distribution,HALL,union_top32,5,22,2005,0.43689320500652096,0.08878780712712533,0.001982878671944573
llava_1_5_7b,attention_distribution,HALL,union_top32,5,23,2005,0.4504047586956524,0.08950891367222893,0.001998982986655694
llava_1_5_7b,attention_distribution,HALL,union_top32,5,24,2005,0.3549018864248162,0.08730080947393219,0.0019496698786749449
llava_1_5_7b,attention_distribution,HALL,union_top32,5,25,2005,0.4514985964482562,0.08320712497955016,0.0018582465184611024
llava_1_5_7b,attention_distribution,HALL,union_top32,5,26,2005,0.2861518708807869,0.07889899860611405,0.0017620340746770438
llava_1_5_7b,attention_distribution,HALL,union_top32,5,27,2005,0.397095262944847,0.07914525876588877,0.0017675337489495237
llava_1_5_7b,attention_distribution,HALL,union_top32,5,28,2005,0.08823716542462905,0.046041772067884304,0.0010282408227655145
llava_1_5_7b,attention_distribution,HALL,union_top32,5,29,2005,0.2299348296964555,0.06562635933375228,0.00146561912553996
llava_1_5_7b,attention_distribution,HALL,union_top32,5,30,2005,0.32225141773497373,0.05640622116253183,0.001259707796905404
llava_1_5_7b,attention_distribution,HALL,union_top32,5,31,2005,0.15900236420946526,0.04420919175376354,0.0009873142075345206
llava_1_5_7b,attention_distribution,HALL,union_top32,5,32,2005,0.1624418081376618,0.050828713769780855,0.001135146544526863
llava_1_5_7b,attention_distribution,HALL,union_top32,6,1,2005,0.2929399684554621,0.03874893455879531,0.000865371478171553
llava_1_5_7b,attention_distribution,HALL,union_top32,6,2,2005,0.17234814005748292,0.029493632321434458,0.000658674838140931
llava_1_5_7b,attention_distribution,HALL,union_top32,6,3,2005,0.021083645463602946,0.011185800392075113,0.00024981003297353427
llava_1_5_7b,attention_distribution,HALL,union_top32,6,4,2005,0.019943798005004922,0.009940895470821012,0.00022200784372226434
llava_1_5_7b,attention_distribution,HALL,union_top32,6,5,2005,0.0076000920451011625,0.004781526682462778,0.00010678478931700925
llava_1_5_7b,attention_distribution,HALL,union_top32,6,6,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,6,7,2005,0.012353002606075898,0.014226947116473763,0.0003177272974401539
llava_1_5_7b,attention_distribution,HALL,union_top32,6,8,2005,0.018549797742016743,0.018205926800223975,0.000406588980212795
llava_1_5_7b,attention_distribution,HALL,union_top32,6,9,2005,0.039805772240062307,0.03334037969010005,0.0007445834055500209
llava_1_5_7b,attention_distribution,HALL,union_top32,6,10,2005,0.06672055647659703,0.03573929154049411,0.0007981577790809586
llava_1_5_7b,attention_distribution,HALL,union_top32,6,11,2005,0.11264738137845387,0.05127844829206,0.001145190367221883
llava_1_5_7b,attention_distribution,HALL,union_top32,6,12,2005,0.19412977991630312,0.05717425893885039,0.0012768602165358302
llava_1_5_7b,attention_distribution,HALL,union_top32,6,13,2005,0.15771832694659507,0.06342829300506574,0.0014165301911051719
llava_1_5_7b,attention_distribution,HALL,union_top32,6,14,2005,0.1751854816874364,0.057193409813546064,0.0012772879088306605
llava_1_5_7b,attention_distribution,HALL,union_top32,6,15,2005,0.28305612202371444,0.07482764066188989,0.001671109328423368
llava_1_5_7b,attention_distribution,HALL,union_top32,6,16,2005,0.2169950781803476,0.06850783372320671,0.0015299704626827164
llava_1_5_7b,attention_distribution,HALL,union_top32,6,17,2005,0.15756786575638446,0.04655681041129644,0.0010397430614110005
llava_1_5_7b,attention_distribution,HALL,union_top32,6,18,2005,0.3003173381387444,0.06643072846273151,0.0014835829253209353
llava_1_5_7b,attention_distribution,HALL,union_top32,6,19,2005,0.27379985474737506,0.06310907458758196,0.0014094011560247784
llava_1_5_7b,attention_distribution,HALL,union_top32,6,20,2005,0.35950574832515525,0.08640962664771065,0.0019297672875861949
llava_1_5_7b,attention_distribution,HALL,union_top32,6,21,2005,0.38950997692837086,0.07746161104894433,0.0017299332128284176
llava_1_5_7b,attention_distribution,HALL,union_top32,6,22,2005,0.40779792410774424,0.0912768278907904,0.0020384654281219404
llava_1_5_7b,attention_distribution,HALL,union_top32,6,23,2005,0.4242847391717749,0.09204321272086784,0.0020555809328655886
llava_1_5_7b,attention_distribution,HALL,union_top32,6,24,2005,0.33057614463077223,0.08706562179447848,0.001944417483683083
llava_1_5_7b,attention_distribution,HALL,union_top32,6,25,2005,0.424017034809191,0.08553580760274672,0.0019102524780254954
llava_1_5_7b,attention_distribution,HALL,union_top32,6,26,2005,0.2634856229485419,0.07644201146039407,0.001707162718281063
llava_1_5_7b,attention_distribution,HALL,union_top32,6,27,2005,0.36934754768957817,0.07989342437692329,0.001784242367860211
llava_1_5_7b,attention_distribution,HALL,union_top32,6,28,2005,0.07599095590784216,0.04252613780463076,0.0009497269319000501
llava_1_5_7b,attention_distribution,HALL,union_top32,6,29,2005,0.2082941987196406,0.0623818788436017,0.0013931608525673141
llava_1_5_7b,attention_distribution,HALL,union_top32,6,30,2005,0.287451009025003,0.05403271542978849,0.0012067008126417154
llava_1_5_7b,attention_distribution,HALL,union_top32,6,31,2005,0.13228771606288348,0.03796384861488601,0.0008478383255440497
llava_1_5_7b,attention_distribution,HALL,union_top32,6,32,2005,0.13392632894608147,0.04625467880657897,0.0010329956223819356
llava_1_5_7b,attention_distribution,HALL,union_top32,7,1,2005,0.2614349155354678,0.04029062274435114,0.0008998016631354709
llava_1_5_7b,attention_distribution,HALL,union_top32,7,2,2005,0.16159668798161267,0.028536065759265726,0.0006372897136004288
llava_1_5_7b,attention_distribution,HALL,union_top32,7,3,2005,0.043603615173396476,0.030858374451069558,0.0006891533255494901
llava_1_5_7b,attention_distribution,HALL,union_top32,7,4,2005,0.042689369415906155,0.02891343227410416,0.000645717357417646
llava_1_5_7b,attention_distribution,HALL,union_top32,7,5,2005,0.026234277797644572,0.023222832990127007,0.0005186304485741221
llava_1_5_7b,attention_distribution,HALL,union_top32,7,6,2005,0.012353002606075898,0.014226947116473763,0.0003177272974401539
llava_1_5_7b,attention_distribution,HALL,union_top32,7,7,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,7,8,2005,0.011587040370302344,0.009978199042300491,0.00022284093622299602
llava_1_5_7b,attention_distribution,HALL,union_top32,7,9,2005,0.027721741814816608,0.01983580118672089,0.0004429886083093214
llava_1_5_7b,attention_distribution,HALL,union_top32,7,10,2005,0.05174760292249353,0.026395717267828807,0.0005894897789976694
llava_1_5_7b,attention_distribution,HALL,union_top32,7,11,2005,0.08945737859127378,0.04249680119620552,0.0009490717638422297
llava_1_5_7b,attention_distribution,HALL,union_top32,7,12,2005,0.16994836397301824,0.05640337832090371,0.0012596443083452682
llava_1_5_7b,attention_distribution,HALL,union_top32,7,13,2005,0.13920193775336345,0.06076436635604178,0.0013570373000552631
llava_1_5_7b,attention_distribution,HALL,union_top32,7,14,2005,0.1571012919253096,0.05995242805726084,0.0013389044596610572
llava_1_5_7b,attention_distribution,HALL,union_top32,7,15,2005,0.2583512202722771,0.07500236467188551,0.0016750114015132113
llava_1_5_7b,attention_distribution,HALL,union_top32,7,16,2005,0.19564271051984772,0.06697071913882864,0.0014956424189533084
llava_1_5_7b,attention_distribution,HALL,union_top32,7,17,2005,0.14270160091934062,0.043507193888420795,0.0009716366427879814
llava_1_5_7b,attention_distribution,HALL,union_top32,7,18,2005,0.28122623346541586,0.07108546155082818,0.0015875360610343391
llava_1_5_7b,attention_distribution,HALL,union_top32,7,19,2005,0.2581132038015677,0.06484215178935412,0.0014481055900165663
llava_1_5_7b,attention_distribution,HALL,union_top32,7,20,2005,0.34100743199970357,0.09182336239025918,0.002050671063530042
llava_1_5_7b,attention_distribution,HALL,union_top32,7,21,2005,0.3676923631135365,0.08471541934179357,0.001891930926474745
llava_1_5_7b,attention_distribution,HALL,union_top32,7,22,2005,0.3864415415430307,0.09965762641611053,0.002225631968071826
llava_1_5_7b,attention_distribution,HALL,union_top32,7,23,2005,0.4050893613227882,0.09846523441418487,0.002199002538359361
llava_1_5_7b,attention_distribution,HALL,union_top32,7,24,2005,0.3162491301422999,0.09098569144623739,0.002031963541599353
llava_1_5_7b,attention_distribution,HALL,union_top32,7,25,2005,0.40332960979153687,0.09388083225361,0.002096620087863595
llava_1_5_7b,attention_distribution,HALL,union_top32,7,26,2005,0.25407111024172824,0.07849132618699238,0.0017529296157296685
llava_1_5_7b,attention_distribution,HALL,union_top32,7,27,2005,0.3513189536229036,0.08470122647928936,0.0018916139603814938
llava_1_5_7b,attention_distribution,HALL,union_top32,7,28,2005,0.08549755286155943,0.04436193262547152,0.0009907253360063651
llava_1_5_7b,attention_distribution,HALL,union_top32,7,29,2005,0.20363498721039502,0.06326328199971756,0.0014128450364231495
llava_1_5_7b,attention_distribution,HALL,union_top32,7,30,2005,0.27303940576508157,0.05720915458178785,0.0012776395332952295
llava_1_5_7b,attention_distribution,HALL,union_top32,7,31,2005,0.13123898284690932,0.03861662569957525,0.0008624166533645709
llava_1_5_7b,attention_distribution,HALL,union_top32,7,32,2005,0.1308756273490681,0.0450115585010424,0.0010052332885630544
llava_1_5_7b,attention_distribution,HALL,union_top32,8,1,2005,0.2627018719837255,0.04047041115966038,0.0009038168384812137
llava_1_5_7b,attention_distribution,HALL,union_top32,8,2,2005,0.155502325589966,0.027967372403218907,0.0006245892092961919
llava_1_5_7b,attention_distribution,HALL,union_top32,8,3,2005,0.04428752424971124,0.03058929795375599,0.0006831440990024181
llava_1_5_7b,attention_distribution,HALL,union_top32,8,4,2005,0.0454966526826904,0.029200976480796222,0.0006521390192779795
llava_1_5_7b,attention_distribution,HALL,union_top32,8,5,2005,0.030855600092736562,0.025132699251977784,0.0005612830739674736
llava_1_5_7b,attention_distribution,HALL,union_top32,8,6,2005,0.018549797742016743,0.018205926800223975,0.000406588980212795
llava_1_5_7b,attention_distribution,HALL,union_top32,8,7,2005,0.011587040370302344,0.009978199042300491,0.00022284093622299602
llava_1_5_7b,attention_distribution,HALL,union_top32,8,8,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,8,9,2005,0.01902012673631645,0.013954093595121292,0.00031163371944154265
llava_1_5_7b,attention_distribution,HALL,union_top32,8,10,2005,0.03967015216791273,0.02199793275900044,0.0004912750196909279
llava_1_5_7b,attention_distribution,HALL,union_top32,8,11,2005,0.0750292307290799,0.03728268838600192,0.0008326261231737705
llava_1_5_7b,attention_distribution,HALL,union_top32,8,12,2005,0.14782366676260705,0.049243002418875796,0.0010997331998424049
llava_1_5_7b,attention_distribution,HALL,union_top32,8,13,2005,0.12158383530125653,0.054794861375465125,0.0012237216513074057
llava_1_5_7b,attention_distribution,HALL,union_top32,8,14,2005,0.13669264411874246,0.051921188620488355,0.0011595445463606295
llava_1_5_7b,attention_distribution,HALL,union_top32,8,15,2005,0.23240757174325405,0.06826436136297057,0.0015245330477274286
llava_1_5_7b,attention_distribution,HALL,union_top32,8,16,2005,0.1771588647863514,0.061360355182304774,0.001370347388124249
llava_1_5_7b,attention_distribution,HALL,union_top32,8,17,2005,0.12614086154207327,0.03904614782689953,0.0008720090770650476
llava_1_5_7b,attention_distribution,HALL,union_top32,8,18,2005,0.2579366212325203,0.06397686760468865,0.0014287813876236912
llava_1_5_7b,attention_distribution,HALL,union_top32,8,19,2005,0.2387665268414633,0.0595622777201715,0.001330191317538302
llava_1_5_7b,attention_distribution,HALL,union_top32,8,20,2005,0.31351786073009275,0.08419137002026875,0.0018802274476264526
llava_1_5_7b,attention_distribution,HALL,union_top32,8,21,2005,0.3390546355535859,0.07663850275075114,0.0017115509152810637
llava_1_5_7b,attention_distribution,HALL,union_top32,8,22,2005,0.3550026920296605,0.09011471070324456,0.0020125121192156223
llava_1_5_7b,attention_distribution,HALL,union_top32,8,23,2005,0.3752275861632497,0.09044160159852294,0.0020198125020640502
llava_1_5_7b,attention_distribution,HALL,union_top32,8,24,2005,0.2919380559068071,0.08339830473367524,0.0018625160940844699
llava_1_5_7b,attention_distribution,HALL,union_top32,8,25,2005,0.3717051916140273,0.0852634867342393,0.001904170795646341
llava_1_5_7b,attention_distribution,HALL,union_top32,8,26,2005,0.2295927468120606,0.07099327739058642,0.0015854773323513253
llava_1_5_7b,attention_distribution,HALL,union_top32,8,27,2005,0.32353128875580217,0.07728473572717477,0.0017259830949633817
llava_1_5_7b,attention_distribution,HALL,union_top32,8,28,2005,0.07884151231952737,0.0437134920899869,0.0009762438553904985
llava_1_5_7b,attention_distribution,HALL,union_top32,8,29,2005,0.18629148008297208,0.06003791026078402,0.001340813515010901
llava_1_5_7b,attention_distribution,HALL,union_top32,8,30,2005,0.25630116997068364,0.05292915411804211,0.0011820552192990169
llava_1_5_7b,attention_distribution,HALL,union_top32,8,31,2005,0.12633969467179734,0.0382094009228397,0.0008533221915166713
llava_1_5_7b,attention_distribution,HALL,union_top32,8,32,2005,0.12443768346398845,0.0431500328566077,0.0009636602436026979
llava_1_5_7b,attention_distribution,HALL,union_top32,9,1,2005,0.2307642802558932,0.035381141739109535,0.0007901592979211542
llava_1_5_7b,attention_distribution,HALL,union_top32,9,2,2005,0.13588142788543964,0.02589095672204206,0.0005782170721580175
llava_1_5_7b,attention_distribution,HALL,union_top32,9,3,2005,0.07429370580152829,0.04636467320568518,0.0010354521032330593
llava_1_5_7b,attention_distribution,HALL,union_top32,9,4,2005,0.07889464403644315,0.044279336403859955,0.0009888807326591702
llava_1_5_7b,attention_distribution,HALL,union_top32,9,5,2005,0.05911888734453783,0.04107741884598695,0.0009173730083413393
llava_1_5_7b,attention_distribution,HALL,union_top32,9,6,2005,0.039805772240062307,0.03334037969010005,0.0007445834055500209
llava_1_5_7b,attention_distribution,HALL,union_top32,9,7,2005,0.027721741814816608,0.01983580118672089,0.0004429886083093214
llava_1_5_7b,attention_distribution,HALL,union_top32,9,8,2005,0.01902012673631645,0.013954093595121292,0.00031163371944154265
llava_1_5_7b,attention_distribution,HALL,union_top32,9,9,2005,0.0,0.0,0.0
llava_1_5_7b,attention_distribution,HALL,union_top32,9,10,2005,0.02736331257374581,0.016773537861792896,0.00037459975142288164
llava_1_5_7b,attention_distribution,HALL,union_top32,9,11,2005,0.05694169461021102,0.031518834277532985,0.0007039032303612562
llava_1_5_7b,attention_distribution,HALL,union_top32,9,12,2005,0.11673530168329688,0.04357309734535055,0.0009731084502735106
llava_1_5_7b,attention_distribution,HALL,union_top32,9,13,2005,0.1032044530416516,0.05031372315845974,0.0011236453718717228
llava_1_5_7b,attention_distribution,HALL,union_top32,9,14,2005,0.10896671081793279,0.042548166966955896,0.0009502189043628091
llava_1_5_7b,attention_distribution,HALL,union_top32,9,15,2005,0.1956896050129448,0.062247693835868825,0.0013901641281460512
llava_1_5_7b,attention_distribution,HALL,union_top32,9,16,2005,0.14506659447923861,0.055852291135510136,0.0012473369987984256
llava_1_5_7b,attention_distribution,HALL,union_top32,9,17,2005,0.09798561326248985,0.03481457307525219,0.0007775062439027534
llava_1_5_7b,attention_distribution,HALL,union_top32,9,18,2005,0.21738201588243616,0.05980801545351689,0.0013356793245756298
llava_1_5_7b,attention_distribution,HALL,union_top32,9,19,2005,0.20565804424056983,0.05407263957788775,0.0012075924299067779
llava_1_5_7b,attention_distribution,HALL,union_top32,9,20,2005,0.2734112121443499,0.0768941499633537,0.0017172602285506875
llava_1_5_7b,attention_distribution,HALL,union_top32,9,21,2005,0.2951931895386251,0.07013035817977871,0.0015662059464022168
llava_1_5_7b,attention_distribution,HALL,union_top32,9,22,2005,0.316635650188251,0.08463722187190693,0.0018901845594874826
llava_1_5_7b,attention_distribution,HALL,union_top32,9,23,2005,0.3394354298004783,0.08513315041447601,0.0019012600231315033
llava_1_5_7b,attention_distribution,HALL,union_top32,9,24,2005,0.26222072527592916,0.07542719901179308,0.001684499133882885
llava_1_5_7b,attention_distribution,HALL,union_top32,9,25,2005,0.33369330141758385,0.08025880914123704,0.0017924024258642775
llava_1_5_7b,attention_distribution,HALL,union_top32,9,26,2005,0.20196902999036628,0.06099550188304434,0.0013621991992129462
llava_1_5_7b,attention_distribution,HALL,union_top32,9,27,2005,0.28961893296672814,0.07106280804960831,0.0015870301453476342
llava_1_5_7b,attention_distribution,HALL,union_top32,9,28,2005,0.08561308979988098,0.04908617603512848,0.0010962308305239971
llava_1_5_7b,attention_distribution,HALL,union_top32,9,29,2005,0.16964816130010268,0.054943662519284425,0.0012270447946982296
llava_1_5_7b,attention_distribution,HALL,union_top32,9,30,2005,0.22241218453110603,0.04785287224894217,0.0010686877268841484
llava_1_5_7b,attention_distribution,HALL,union_top32,9,31,2005,0.11344967748496003,0.03859496061901236,0.0008619328118601557
llava_1_5_7b,attention_distribution,HALL,union_top32,9,32,2005,0.1053571117674918,0.04028209914334545,0.0008996113074189686
llava_1_5_7b,attention_distribution,HALL,union_top32,10,1,2005,0.21615672672627276,0.03499961658448395,0.0007816387801113805
llava_1_5_7b,attention_distribution,HALL,union_top32,10,2,2005,0.1394182074582785,0.025142131551540884,0.0005614937234500572
llava_1_5_7b,attention_distribution,HALL,union_top32,10,3,2005,0.10397232314780763,0.04837829942226773,0.001080421976995266
llava_1_5_7b,attention_distribution,HALL,union_top32,10,4,2005,0.10938960627613223,0.04724441246240598,0.0010550991275877259
llava_1_5_7b,attention_distribution,HALL,union_top32,10,5,2005,0.08906548567803721,0.043451866809880516,0.0009704010352471684
llava_1_5_7b,attention_distribution,HALL,union_top32,10,6,2005,0.06672055647659703,0.03573929154049411,0.0007981577790809586
llava_1_5_7b,attention_distribution,HALL,union_top32,10,7,2005,0.05174760292249353,0.026395717267828807,0.0005894897789976694
llava_1_5_7b,attention_distribution,HALL,union_top32,10,8,2005,0.03967015216791273,0.02199793275900044,0.0004912750196909279
