model,group,classifier,seed,AUROC,HALL_AUPR
llava_1_5_7b,ae_only_vp_generation,three_hidden,44,0.8614510275748061,0.6266662780918015
llava_1_5_7b,ae_only_vp_generation,three_hidden,45,0.8708806526396102,0.6342997388701591
llava_1_5_7b,ae_only_vp_generation,one_hidden,43,0.8544423902730092,0.6278936824398178
llava_1_5_7b,ae_only_vp_generation,one_hidden,44,0.8625172403674033,0.6394672320949688
llava_1_5_7b,ae_only_vp_generation,one_hidden,45,0.8532539053711693,0.6280088066285208
llava_1_5_7b,ae_only_vp_generation,xgb,43,0.8719615380853166,0.645914957470936
llava_1_5_7b,ae_only_vp_generation,xgb,44,0.8719615380853166,0.645914957470936
llava_1_5_7b,ae_only_vp_generation,xgb,45,0.8719615380853166,0.645914957470936
llava_1_5_7b,legacy_visual,three_hidden,43,0.9002797585859474,0.6963331974588828
llava_1_5_7b,legacy_visual,three_hidden,44,0.8996366072913304,0.6934443715309373
llava_1_5_7b,legacy_visual,three_hidden,45,0.9028010094785339,0.695715156830714
llava_1_5_7b,legacy_visual,one_hidden,43,0.8920019367902103,0.6667230268613561
llava_1_5_7b,legacy_visual,one_hidden,44,0.8893926499789693,0.6694194691361979
llava_1_5_7b,legacy_visual,one_hidden,45,0.8812615547143234,0.6504718200085404
llava_1_5_7b,legacy_visual,xgb,43,0.9023632753274448,0.6913440571579074
llava_1_5_7b,legacy_visual,xgb,44,0.9023632753274448,0.6913440571579074
llava_1_5_7b,legacy_visual,xgb,45,0.9023632753274448,0.6913440571579074
