model,group,classifier,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
llava_1_5_7b,visual,three_hidden,0.9003441552301487,0.0011584520768712645,0.6937592120719217,0.002276003138482713,0.9027374279817276,0.6976960874318678
llava_1_5_7b,visual,one_hidden,0.889073927347543,0.003534584944251531,0.6672050453661064,0.007770545231648054,0.8908843697117315,0.6717092265319942
llava_1_5_7b,visual,xgb,0.9021162856667742,0.0,0.6980011696416958,0.0,0.9021162856667742,0.6980011696416958
llava_1_5_7b,visual_prompt_sum,three_hidden,0.890174376330728,0.004087473198530626,0.6810039787576126,0.004864515523791999,0.8930974948890258,0.6855216896606376
llava_1_5_7b,visual_prompt_sum,one_hidden,0.8702937465152448,0.0018091380622454376,0.6509496444840659,0.002889607668858614,0.870919779714568,0.6523930500063666
llava_1_5_7b,visual_prompt_sum,xgb,0.8940292083614558,0.0,0.6783091990448242,0.0,0.8940292083614558,0.6783091990448242
llava_1_5_7b,generation,three_hidden,0.8731019292908545,0.002995479574870066,0.6335302065467456,0.003968708371778929,0.8759610587786484,0.6398229514809128
llava_1_5_7b,generation,one_hidden,0.8637831642717636,0.0018197621087604067,0.6365885111502017,0.0012468905366424935,0.8653563987440209,0.6408397244306394
llava_1_5_7b,generation,xgb,0.8867589087458794,0.0,0.6586938160903205,0.0,0.8867589087458794,0.6586938160903205
llava_1_5_7b,vp_generation,three_hidden,0.9004647970446017,0.001286846938789284,0.7206401842716831,0.0007599280118359617,0.9028303547847523,0.7239054246525426
llava_1_5_7b,vp_generation,one_hidden,0.8910791899391247,0.002768192546515879,0.7011202157333268,0.002716956706122507,0.891517739237609,0.7040381466250476
llava_1_5_7b,vp_generation,xgb,0.902363275327445,1.1102230246251565e-16,0.7045656299693648,0.0,0.9023632753274449,0.7045656299693648
llava_1_5_7b,ae_only_visual,three_hidden,0.8765622299824254,0.0014756973310231668,0.6352064081302276,0.0028594381292830827,0.8796206630082852,0.6398262523005118
llava_1_5_7b,ae_only_visual,one_hidden,0.8445766613519057,0.005336253825978398,0.5891558527431644,0.005692103816300498,0.8468395105202923,0.592962852003108
llava_1_5_7b,ae_only_visual,xgb,0.8671904803826629,0.0,0.6492050945172338,0.0,0.8671904803826629,0.6492050945172338
llava_1_5_7b,ae_only_visual_prompt_sum,three_hidden,0.8575978258388681,0.0021664449443123657,0.5840020575869529,0.008926109973379373,0.8599177353249015,0.5864101310149981
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,0.8445905188576198,0.0037824871669296,0.5839560685792776,0.006460346245858642,0.8462061409944146,0.5863441738688318
llava_1_5_7b,ae_only_visual_prompt_sum,xgb,0.8573475755886178,0.0,0.612687359783709,0.0,0.8573475755886178,0.612687359783709
llava_1_5_7b,ae_only_generation,three_hidden,0.8165657514191716,0.003269670718108913,0.5302421363643363,0.008342145806869124,0.8190764053956237,0.5346592108084769
llava_1_5_7b,ae_only_generation,one_hidden,0.7922067018158222,0.0033992058827666386,0.4977545221863929,0.002893415385649176,0.7932500904813607,0.4995458616400434
llava_1_5_7b,ae_only_generation,xgb,0.8127378192524772,0.0,0.5237916702637087,0.0,0.8127378192524772,0.5237916702637087
llava_1_5_7b,ae_only_vp_generation,three_hidden,0.8669516421959417,0.004006820184274999,0.6320617474954017,0.0038335954829766495,0.8697068403908795,0.6379465457582133
llava_1_5_7b,ae_only_vp_generation,one_hidden,0.8567378453371939,0.004115351688242609,0.6317899070544358,0.005428892043391701,0.8602625426729662,0.6407228267254719
llava_1_5_7b,ae_only_vp_generation,xgb,0.8719615380853166,0.0,0.645914957470936,0.0,0.8719615380853166,0.645914957470936
llava_1_5_7b,legacy_visual,three_hidden,0.9009057917852706,0.0013656008386019789,0.6951642419401781,0.0012420303868943107,0.9032338527452536,0.7005032481466259
llava_1_5_7b,legacy_visual,one_hidden,0.8875520471611678,0.004573825228674027,0.6622047720020314,0.008369162526663485,0.8898695112050161,0.6665794480549144
llava_1_5_7b,legacy_visual,xgb,0.9023632753274448,0.0,0.6913440571579074,0.0,0.9023632753274448,0.6913440571579074
