model,scope,metric,layer,n_mixed_images,n_valid,mean_hall_minus_real,median_hall_minus_real,fraction_hall_gt_real
internvl_2_5_8b,all,span_c,1,161,161,0.0004896344920520899,-0.002482957691164474,0.4658385093167702
internvl_2_5_8b,all,span_c,2,161,161,0.002496174310474296,0.002590906633717513,0.546583850931677
internvl_2_5_8b,all,span_c,3,161,161,0.0010120605705953864,-0.0006205398037374688,0.484472049689441
internvl_2_5_8b,all,span_c,4,161,161,0.0032299884230023164,0.003380493817934649,0.5962732919254659
internvl_2_5_8b,all,span_c,5,161,161,0.006862939737700971,0.005730896953435899,0.577639751552795
internvl_2_5_8b,all,span_c,6,161,161,-0.0049899357550652465,-0.007802214556939802,0.43478260869565216
internvl_2_5_8b,all,span_c,7,161,161,0.005296126070074461,0.0003935648741942299,0.5093167701863354
internvl_2_5_8b,all,span_c,8,161,161,0.005015804559841564,0.0018270982913280442,0.5279503105590062
internvl_2_5_8b,all,span_c,9,161,161,0.016251101638514637,0.017439283539989914,0.6459627329192547
internvl_2_5_8b,all,span_c,10,161,161,0.0011759291619412662,-0.0003230843811396211,0.484472049689441
internvl_2_5_8b,all,span_c,11,161,161,0.004710874629726857,0.00498528383040972,0.5838509316770186
internvl_2_5_8b,all,span_c,12,161,161,0.0058386119804326436,0.003342103982839184,0.5962732919254659
internvl_2_5_8b,all,span_c,13,161,161,0.0045605656948085604,0.0011982436734452595,0.5031055900621118
internvl_2_5_8b,all,span_c,14,161,161,0.002638635433845585,0.0024034886185595183,0.5403726708074534
internvl_2_5_8b,all,span_c,15,161,161,0.005035843605966308,0.006097694287825972,0.6149068322981367
internvl_2_5_8b,all,span_c,16,161,161,-0.005278785373862318,-0.005831263432785977,0.39751552795031053
internvl_2_5_8b,all,span_c,17,161,161,-0.0020886802639507093,-0.0014796298495081683,0.45962732919254656
internvl_2_5_8b,all,span_c,18,161,161,-0.002535260804203084,-0.0027093353723586233,0.391304347826087
internvl_2_5_8b,all,span_c,19,161,161,-0.0036344777332137537,-0.0030130377101002803,0.36645962732919257
internvl_2_5_8b,all,span_c,20,161,161,-0.0045490480508642685,-0.0046067246639638765,0.2422360248447205
internvl_2_5_8b,all,span_c,21,161,161,0.0008703108489408347,0.0006791979382466187,0.515527950310559
internvl_2_5_8b,all,span_c,22,161,161,0.00048373158459088546,0.00011669839996829995,0.5093167701863354
internvl_2_5_8b,all,span_c,23,161,161,0.0007372466655872729,0.0006772126669252441,0.6211180124223602
internvl_2_5_8b,all,span_c,24,161,161,0.0017204084673728335,0.0017081082538157252,0.7453416149068323
internvl_2_5_8b,all,span_c,25,161,161,0.00024154882390351018,0.00028232842322943423,0.5838509316770186
internvl_2_5_8b,all,span_c,26,161,161,-1.6762428054631376e-05,-6.315749612618299e-06,0.4968944099378882
internvl_2_5_8b,all,span_c,27,161,161,-0.0008939925507657685,-0.000768102675198429,0.3416149068322981
internvl_2_5_8b,all,span_c,28,161,161,0.0002505405695365106,0.0005149955962272911,0.5962732919254659
internvl_2_5_8b,all,span_c,29,161,161,-0.00046284458741463605,-0.00012250886390188136,0.4782608695652174
internvl_2_5_8b,all,span_c,30,161,161,-0.00133445526590892,-0.0006510299003794368,0.4472049689440994
internvl_2_5_8b,all,span_c,31,161,161,-0.0021911668212391726,-0.001266773256263936,0.42857142857142855
internvl_2_5_8b,all,span_c,32,161,161,-0.006026913260794488,-0.006110222653867572,0.36645962732919257
internvl_2_5_8b,all,scalar_error_full,1,161,161,-5.786839093248402e-05,-0.00013367670581065916,0.4720496894409938
internvl_2_5_8b,all,scalar_error_full,2,161,161,0.00037677199766772624,0.00016339041197155346,0.5341614906832298
internvl_2_5_8b,all,scalar_error_full,3,161,161,0.00043318507605299603,0.0005058179496332249,0.5279503105590062
internvl_2_5_8b,all,scalar_error_full,4,161,161,0.0008782366521398478,0.0006171613168198808,0.5341614906832298
internvl_2_5_8b,all,scalar_error_full,5,161,161,0.0015640843674999347,0.000928205374227109,0.5527950310559007
internvl_2_5_8b,all,scalar_error_full,6,161,161,-0.001402668912906517,-0.0005776655794850205,0.484472049689441
